group,CD275,CD137L,CD30,CD34,CD269,CD117,CD10,CD49f,CD45RO,CD279,CD294,Podoplanin,TCR,CD152,CD223,CD64,CD141,CD35,CD58,CD96,CD206,XCR1,CD122,FCERIA,CD254,CD163,CD309,CD226,CD49b,CD28,CD127,CD71,CD193,CD204,CD144,CD1a,CD73,TCR-Vd2,CD133,CD150,Mac-2,HLA-A2,GARP,TCR-Vb13,CD88,HLA-F,Podocalyxin,CD224,CD258
progressive,-0.0400896855218506,0.166169016297982,0.390456683615763,0.152983285245263,-0.171701569069832,0.176567817880378,0.0971412949828463,-0.165790648187619,0.21360036395419,0.146543815476336,-0.0164676731716027,-0.0156694043048869,0.116770810445615,0.0138684578917378,-0.19096821555568,0.0699129406650908,-0.285249786154886,0.277170424789374,-0.0138589737432918,-0.0042405142994382,-0.0129642341429068,0.0823532112310775,0.294858651115688,0.1160663734792,0.0093156971305458,-0.317445010882494,0.171732712304962,0.0134859485199583,-0.197470328291582,0.174325042536535,0.178449482249669,-0.559497479374074,0.383277866047653,0.174178834491387,0.130614715871517,0.245450115342442,0.122646352244852,0.140010153965005,0.0483938901868454,-0.107844623864508,0.111091796184757,0.182480056228796,0.308963891502277,0.357517651657524,-0.104669426431231,0.208534605953179,0.0073384920301226,0.197345344108207,0.126760340207613
progressive,0.030975980341512,0.243816568114639,0.0868125096829019,0.127673772229546,0.197453462932615,0.0645559186205571,0.271754625722416,0.0950471332012851,0.136319063012375,0.181985782728439,0.260753807543813,0.0047755137743408,0.335040901577219,0.104467608508062,0.13451231971231,0.1569734052323,0.108968415054934,0.126519801514296,0.0868961520853945,0.11992391441657,0.238082211982559,0.226032792253976,0.168773108692353,0.153304516872499,0.154274149437266,0.27330251274686,0.0190124677141659,0.244686760770784,0.128451395014576,0.0659577060322201,0.0860151517211863,-0.297170843736459,0.173232875504116,0.350155378461977,0.26680040866584,0.222879248619593,0.10226583578034,0.185368226041674,0.259466138955334,0.111328588026511,0.174432786570328,0.208450361440707,-0.0288042437876462,0.198637839125013,0.224583202154033,0.339719450140413,0.22680495351689,0.21895201802521,0.310455794907916
progressive,0.147739496559803,0.290455833657529,0.263620184816263,0.202980771375537,0.240841104608234,0.14964857849151,0.250222504115659,0.147764107523105,0.302219378407011,0.223480799783022,0.22598193779642,0.307047758764832,0.275318076575882,0.273463242467168,0.170168736880957,0.215854296474813,0.14161360957786,0.38081311408577,0.216288916341104,0.322739504279398,0.224919692335349,0.253498981746373,0.252196919054497,0.220435222104976,0.221180524379115,0.197494151075201,0.0534459110495084,0.307576137686887,0.232280803097562,0.301277670420922,0.191564308360435,0.233591125983515,0.248553278495678,0.242057456334105,0.266608676900773,0.287088150555325,0.582740600701213,0.112675551868776,0.0450069953353947,0.311190659306238,0.310560029529959,0.276759858328215,0.15841292049305,0.320872081176772,0.317112124339385,0.207024710312894,0.281024955174445,0.240431097414339,0.263878003765648
progressive,0.553405190143075,0.692350782197815,0.648463556845007,0.584038730317415,0.555208028992241,0.68590692640575,0.569942034705982,0.606776733168672,0.665419120646521,0.55007011773167,0.587327586402522,0.665608209484026,0.672730997504801,0.661803128399993,0.579986487534514,0.606432065506151,0.57996520945335,0.567671901002113,0.603021767598351,0.638523308521921,0.690993452056994,0.555866452302083,0.563378415593192,0.601618480563324,0.693389051281088,0.6577822353525,0.553865062082219,0.667871709374943,0.623834058842444,0.605382595926853,0.662069497118879,-0.11298414314976,0.589826992019776,0.665681679270966,0.554094689355263,0.596227830090395,0.500223380295772,0.684181103227469,0.636490502472405,0.687943834278493,0.554661488862785,0.771010317972756,0.643350416829878,0.592317399986964,0.664147336234172,0.589268698264049,0.660932284738174,0.662505669888207,0.628378174338501
progressive,0.242298266783459,0.245972279292922,-0.127767030905979,0.0216570342359401,0.111844474961875,0.231359448847616,0.0792218292580637,0.193082071082066,-0.202746733213576,-0.0202389607196207,0.0361741451471096,0.126152222499158,-0.138324307694957,-0.0737288318263818,0.228689674597619,-0.0893026651810302,-0.0281226086066261,0.312747814213129,0.0996273223632829,0.112630127000418,-0.0663887168841465,-0.0391529551732871,0.122989372866383,0.0237005085546031,-0.07299245889583,0.185972181595649,0.1743141273701,0.102404171434658,0.167557638184172,0.0531451280088055,0.0703240925017309,-0.593796249345049,0.0367566546314467,-0.0156808706307057,-0.0112008619764019,0.016501889921985,-0.0330513386906442,0.163490355884612,0.0310799659707275,0.092838224169517,-0.0522069248641415,-0.128846132736068,0.182721994966777,0.285166863740711,0.083328936294673,0.0290314175067768,0.253166465663684,-0.0036224113286424,0.228964041077584
stable,-0.157301284688323,0.0561771419190418,-0.0069979890801661,0.0182589678291227,0.0978961875382816,0.0025565899095311,0.193444024148417,0.0565564213751976,0.0305515507617682,-0.031456220651704,0.0618773824258683,0.0455544476091746,0.074869843841827,-0.0312461347049497,0.0085702387718583,-0.0475123205853333,0.0574426464981887,-0.0490767666774235,0.0578847955464918,-0.0383961320160678,-0.0907219819281008,-0.0133531382662665,-0.0091301910358912,-0.0393151751099544,-0.0123218946560088,-0.0387317742591085,-0.102615314771466,0.0695892073326395,0.0403765343451044,0.0408078276882208,-0.193123218874772,-0.217764374594039,-0.0760447557298888,0.100073113626329,0.0914128630265337,0.0755015214149789,0.1488616527095,0.0962761878850719,0.149936681026259,-0.0251401150011935,0.0518215795049124,-0.0060209246533982,-0.0316497659859524,0.0113808612368492,-0.004730511238948,0.028960307489903,0.0444121804826532,-0.048964748354422,0.0295916902436102
stable,-0.112073141396869,0.0843876859732798,-0.0094938961412966,0.0377090768148761,-0.0301263800838084,0.201215083590737,0.0291987723830379,-0.209542864797357,-0.0037067338752195,0.0660753841927416,0.162194064166811,-0.0083372546551998,-0.0086407045074749,0.152811894477288,0.100759229332962,0.142594312063751,0.0953145484448465,0.0149718448889855,0.0434198286602434,0.0801988166525919,0.021183203941384,-0.0296607519120102,-0.0350536819858634,0.0592134673724192,0.109849209462633,-0.150177109017541,-0.0408396342188352,-0.000340513731455,-0.0722073858454025,-0.064698786005714,0.0557240800144095,-0.272922395556017,-0.109810261833145,0.0478867399452911,-0.0025185022758863,0.0784991920039378,0.163768246426201,-0.0168036029062439,0.0454831452761028,0.0791266872094383,-0.0555267477935472,0.0952729631759708,-0.0268920994252111,-0.0775189123858651,0.0601899627957102,-0.0215408725285053,0.0903057369326942,-0.0035206488751255,0.0109734293421961
stable,0.178845011613602,0.176029296087736,0.0891066689128036,0.0564120575391171,0.0898746548561773,0.196342104207182,0.241925092768673,-0.0968609023726357,0.0825490639065749,0.0897411528637342,0.252202502233669,0.163504937114646,0.2072654082928,0.067970015238603,0.0560386533886461,0.102471090819794,0.26123386345089,0.129951871886341,0.175118614393353,0.159845507973799,0.182028587675903,0.176237178048203,0.112902818896971,0.201304910043623,0.0069488706136256,0.0637846756275791,0.0879912324369013,0.118828084174656,0.170376700166528,0.12157008261311,0.104119688250052,0.0264222000869089,0.0973298214295656,0.281858582786755,0.143357823213221,0.146086009928627,-0.0393853064987676,0.156886127376321,0.156592462198443,0.24673290004308,0.108473410737068,0.208593650806755,0.143191801662099,0.202605928635352,0.145279467847762,0.150792660378878,0.19913161065599,0.211975783240063,0.183680171947062
stable,-0.226113802963987,-0.121082330908402,-0.153785280837011,0.0088527852801723,-0.0697010414708895,-0.0942869706586751,-0.0887646403612819,-0.155844523006683,-0.130031003558166,-0.0699123075430926,-0.0778113781946125,-0.116168839994076,-0.106879655010434,-0.0745544693995386,0.0019358153647167,-0.164818808871562,-0.0164506472095367,-0.337984705598667,-0.0983870475565446,-0.124026888059698,-0.0394619591702497,-0.0391001555833917,-0.0258222582448381,-0.0313626801476591,-0.154004680803696,-0.0525004199917902,0.0303968278235784,-0.0963032375859654,-0.170912925605761,-0.0410425901203752,0.0999942712300068,-0.236119127080643,-0.0930446496471799,-0.0558086780711007,-0.053258067767706,-0.040935773647336,0.283398293365855,-0.0878048923030772,-0.0164809387766328,-0.0591657089906933,-0.108658775743542,-0.0569477142233829,-0.133156479046367,-0.0734740543246292,-0.0309690594790417,-0.11578237072765,-0.0496525795818167,-0.140051191087207,-0.14469836970909
stable,-0.128035424675137,-0.366678745269415,-0.012510051045976,-0.0492616451337031,-0.202008439614035,-0.0222069730454771,-0.135451304053926,0.0848266161603626,-0.07950269383765,-0.0966932652236063,-0.0176792960596242,-0.0193224556547943,-0.23011013989571,-0.139939925827543,-0.145137242985797,0.211071597103025,-0.131762595852891,0.015993298629354,-0.0065955240322432,-0.0968294083353921,-0.194341255546858,-0.222189697587826,-0.0156709259079602,-0.480230388118292,-0.10521169851398,0.0355522274271476,-0.237797857204739,0.0478842725735895,-0.175857053718241,0.035617146368181,-0.0008236120325167,-0.0537107793013461,-0.0556932956481427,-0.0051793327198606,0.136307119231943,-0.208376684432497,-0.0424228755957871,-0.179056653245323,-0.183890346988277,-0.195275935463898,-0.125662945397944,-0.160204368373529,-0.106779746037898,-0.0953673175743287,-0.133981859384676,-0.0410926927954593,0.0091471875376146,-0.144007236743641,-0.171479385069488
