group,CD273,CD275,CD137L,CD154,CD19,CD16,CD20,CD294,Podoplanin,IgM,CD5,TCR,CD195,CD32,CD152,CD95,HLA-DR,CD1d,CD35,CD57,CD58,CD96,CX3CR1,CD24,IgA,CD79b,CD206,CD54,CD106,CD122,FCERIA,CD254,CD226,CD303,IgD,CD15,CD22,CD193,CD73,TCR-Va7-2,CD305,CD158f,CD94,CD150,Ig-light-chain-2,Mac-2,CD85j,CD328,TCR-Vb13,CD360,CD88,HLA-F,NLRP2,Podocalyxin,CD224,CD258
progressive,0.129072708239307,-0.0005459684798695,-0.115051756149721,-0.273968763060116,0.0801157951307365,0.211137536625937,0.0607722996813169,0.12225539852282,-0.0517014644455929,-0.0721432861200672,0.400975275040037,-0.0542258232444986,0.159016039423181,-0.114691572894068,-0.183851796969158,-0.121591582762553,-0.340888386806365,-0.0387274988000505,0.162696909611545,0.218084437465933,0.0130259206767551,0.10987475443723,0.0100582445531467,-0.0156132790843507,0.0396309730267289,-0.113903386367622,0.0945852112319769,0.116197329355975,-0.23200721313264,-0.252519584592783,-0.0050199086825866,-0.124998329530357,-0.0628839172559853,0.0612572175033864,-0.0247764670848619,0.0664025457059954,-0.235318600899258,-0.209767460329354,-0.049213789445086,-0.289707419930777,-0.49106857727432,0.0386668070273146,-0.0930835429302912,0.188178637424858,-0.0402177494076912,0.103422437733177,-0.011129237304206,0.167064506536271,-0.0479365968013583,-0.0604513683029187,0.0778952905397643,0.0155849778419255,-0.0081380250556106,-0.053260808136148,0.169736662391267,0.0106961148828686
progressive,0.175262939562923,0.0129162783453013,0.18560290144783,0.185762997666621,0.137214532069785,0.016396071751959,0.274191764457885,0.250637920442352,0.11002682398919,-0.253370249781197,0.0746351409566594,0.0580813535727401,0.22243598491906,0.0173502625346744,0.306177106864591,0.0631185774442181,0.0378388734791707,0.271209649215252,-0.0477394965056947,0.254679357246512,0.0706197612352637,0.114439860611419,0.194801848035883,0.416895884630434,0.256074134953123,0.137556127216886,0.274728939395122,0.192022385388069,0.286485593313285,0.431998155923982,0.12125248392824,-0.0873768488070695,0.237043864280508,-0.100040325919096,-0.180882615671699,0.079145254878767,0.0217897275928705,0.0140286425861691,0.0156014248191746,0.207837312107779,-0.337840187430946,0.168321655863409,0.0498433275094868,0.137014917129799,0.0660411526725419,0.341380987193987,0.285137789273255,0.372359866033372,0.0090936504356463,0.0808185545364354,0.121853189694981,0.0027265212395007,0.167364831577983,0.0901975915332165,0.0813894792393035,0.162668720570688
progressive,-0.204101545020622,-0.1685964549697,-0.309951820840622,-0.133076968031633,0.0658571790294154,-0.311454749094728,-0.163708165409874,-0.243681008389322,-0.309835521877355,-0.265013973643124,0.326298198690609,-0.246112543932619,-0.146601833953842,0.211190489357846,-0.228448653790597,-0.0716215390997609,-0.188302327637486,-0.331636002362577,-0.252622701000408,-0.158691261944455,-0.234352377997742,-0.31507205328287,-0.321101310900785,0.0282703560200484,-0.287036913533716,-0.423164203416555,-0.251014216432479,-0.224790719209931,-0.148332113133718,-0.184441484232013,-0.279738891570949,-0.227591545138576,-0.23708797132742,-0.210801011917145,-0.514607277108444,-0.280743440991092,-0.460429375450677,-0.260428340303929,-0.510994503359759,-0.100454794409268,-0.353285357687477,-0.313659389795192,-0.310844340249221,-0.248941346311306,-0.512447548864596,-0.279356602153741,-0.320390683354805,-0.260339616639725,-0.342154269851013,-0.22857477727639,-0.302299298178837,-0.205371868763149,-0.315383891300116,-0.314814691813126,-0.285492783538298,-0.337815927014249
progressive,0.0388514113026463,-0.156563439888203,-0.197720565313418,-0.160734347095137,0.267192369343343,-0.401838479096873,0.204175829069846,0.0362141449015008,-0.139211458656277,-0.127600776549841,0.163807955999601,-0.158347661083961,0.0424655725611326,0.191945722313702,-0.0001097881765759,0.160154553916083,0.351588341688946,0.0797018537962642,-0.202739964643612,0.200935391193422,-0.184694575515327,0.0462745725908038,0.0365927433688904,-0.287662013662549,-0.151083885128127,-0.0938134780911369,-0.212417734261719,0.511744889297951,-0.068685858348957,-0.108114269710955,-0.170337762569134,-0.082320664543384,-0.112480197692369,0.150875383007289,0.2374451210725,-0.163790872264943,0.248533065089763,-0.219547325384998,-0.0268016040386843,0.36040045307375,-0.0118951835553856,-0.172708422436157,-0.207067670375172,-0.0739158527504709,0.0443252719385322,-0.117053759615623,-0.0082137803948711,-0.176797919431442,-0.217899147145463,-0.0516989971515804,-0.103862038064994,-0.173088064111503,-0.167215902292558,-0.0892055844431891,-0.217805583042586,-0.269195324642484
progressive,-0.416061125838546,-0.261328084996589,-0.188057588644722,-0.419901255009725,0.23129662388458,-0.501530205044766,-0.0365594627998006,-0.297859450466626,-0.325582431632608,-0.0069716606376862,0.101016231335499,-0.163862789226593,-0.0952335236186042,-0.291671233867132,-0.0625044425035595,-0.414852776843011,0.191795930555127,-0.225442838292377,-0.162352425477177,-0.10768231551491,-0.170617275633155,-0.0302769158603275,-0.343466777039898,-0.129799033215659,-0.362540624118182,-0.158018209083353,-0.447957312086173,0.296760840153807,-0.401474311431226,-0.170173975035247,-0.396263643029766,-0.270592681460565,-0.312480896114117,-0.148239340042087,-0.115242114088957,-0.404421846256844,-0.0996241369869907,-0.40177680619735,0.0154755431996327,-0.505033908365527,-0.225737386997192,-0.417009677729879,-0.174750794441292,-0.159686150706761,-0.122310460763711,-0.433702158976636,-0.199452187225383,-0.103906968294913,-0.189891714500166,-0.422073096717252,-0.208541627411142,-0.316917108980822,-0.152149653395884,-0.307110987580762,-0.344897466502861,-0.412398577101407
stable,-0.324389136722035,-0.195694384706086,-0.302525704603769,-0.257906059557496,-0.281119158196639,-0.106383991440458,-0.405327412703376,-0.296081637657703,-0.285676456134669,-0.0300618834786419,-0.143276443571373,-0.263031740624838,-0.222946437488167,-0.252428735164355,-0.190027085622695,-0.305665384027017,-0.427499940733074,-0.243625732415946,-0.166739468111339,-0.125665891866164,-0.356060619804357,-0.303279438326443,-0.304555320237172,-0.0355472905918582,-0.192727401122995,-0.248276313172522,-0.189822660167541,-0.0265764445676045,-0.272785118539812,-0.238320742736767,-0.252548620842916,-0.337228310843981,-0.396243187779081,-0.201253373607542,-0.417736633209408,-0.220396821724536,-0.404851494272877,-0.356011608838862,-0.21380888042054,-0.114768250128222,-0.129287393103819,-0.224261362304819,-0.241744553363506,-0.208388919764297,-0.282619409914625,-0.347614512364779,-0.273400911527925,-0.32730518618806,-0.291765157982502,-0.266550726047102,-0.255697317560973,-0.218688834410733,-0.258918255852275,-0.332412849176086,-0.303376176873142,-0.242204195181829
stable,-0.316727427346674,-0.171428504819121,-0.447787415403729,-0.31997713835369,-0.408428620800478,-0.164129983619903,-0.231593097471133,-0.46580308711551,-0.400551785659303,-0.218943848581192,-0.248704380770212,-0.40253050107324,-0.42741812715044,-0.408563679272935,-0.424988996121777,-0.0446985448360641,-0.359835236787011,-0.484382698484246,-0.401141508424967,-0.290385567444239,-0.400609952418656,-0.438117695563477,-0.521680078977034,-0.370275911464087,-0.415545540075915,-0.468744520832661,-0.248505657868759,-0.19863530388942,-0.389533360427544,-0.273783817348871,-0.462590013832175,-0.418257215029249,-0.408961926459125,-0.435462105490358,-0.121076611554777,-0.174406188770032,-0.38809785074537,-0.212648284158923,-0.331504887272274,-0.180573325247968,-0.423764156272789,-0.429726443314849,-0.437088228425445,-0.444417357442571,-0.245482319796925,-0.346814794835954,-0.404232468981432,-0.407968359512511,-0.435993014039742,-0.406080783855262,-0.410860416737894,-0.46942274080345,-0.409884289851156,-0.422790179971953,-0.407810963600272,-0.381457227256591
stable,0.150941099110639,0.232117893569516,0.0175365046333594,0.0681143722846244,0.108514600660559,0.12384771670924,0.185678510868097,0.0645356732225588,0.0462265104694081,-0.0117810117452844,0.055766026832923,0.114358037994218,0.0548428368102624,0.0579197523467954,0.124332663895464,0.0850395080967076,0.0421613252664089,0.19292110540273,-0.0134999420004157,0.0770890020246886,0.115840416345282,0.11063775680791,0.116811703997124,0.0530477840175322,0.070671990298822,0.009891153124728,0.124039471542344,0.0045409471956721,0.253200069407117,0.206260248236889,0.0334359315999519,0.0871719214155345,0.0894531411974012,0.0118360002017752,0.274858324943005,0.0863084984648867,0.117098731202747,0.0008376599338001,0.210434812356891,0.163454202084641,0.242054872083288,0.187418841540797,0.0851110625632838,0.130814143543603,0.164085747119798,0.241763340794814,0.133021157187266,0.0727784289931862,0.187059934003829,-0.0674406192078857,0.05530624052947,0.172981832966452,0.161638173069573,0.0734408320935997,0.171719650857265,0.0588651986966631
stable,0.0384156579799704,-0.0306292964499956,0.0466003268795094,0.076981425478981,-0.101743226950363,0.17367706139708,-0.224174227145054,-0.0605765857111068,-0.0709004558866823,0.0995414658931433,-0.0467039899125339,-0.0619869948789661,0.124220350070185,0.062114962329019,-0.0151862104986517,-0.140580115962361,-0.0906633380762989,-0.0283421389217235,-0.270619780729136,-0.0049166166280284,-0.0698962489264614,-0.055830054451417,-0.0125288547793528,-0.185239614084526,-0.110325223637884,-0.0621087152522644,0.0964370640613159,-0.244626150283543,-0.0364475094017895,0.108604100151016,-0.078427794604919,-0.0218648691762253,0.0405352309666755,-0.103900096303939,0.24673616907408,0.0259702124274723,0.0611978074979069,0.0380713699875429,0.165299075038221,0.0852851854597715,0.086975365439052,0.0062058548681667,0.0188987591171775,0.0995422323616705,0.0297214297836507,-0.0359135081658857,-0.126567374333569,0.0983002207853952,0.0397777371597216,0.094374072961956,0.024658201960875,0.0422886000239574,0.0078895897440136,-0.0021194045282008,-0.0011063741214544,-0.105036048923384
stable,-0.115406301592496,0.407420915166255,-0.142145612680268,0.138266091186482,-0.0484430623890551,0.139414582032823,-0.0168655520315139,-0.157952780527231,0.0648493374715698,0.122170321955287,-0.0816822808969894,-0.188759593117462,0.0492996915248589,-0.077026513559631,-0.109590635495379,0.0887801183967661,-0.240009806827983,-0.0655691564487221,-0.0078643739124793,-0.418698694629854,-0.0068843790993487,-0.07586783604406,-0.189285284554961,-0.0156415567161969,0.0098882743121154,0.0494007761715764,-0.170714980714167,-0.184448601286752,-0.26751733550106,-0.184458852495083,0.166101451754941,-0.27097410016167,-0.0794864494503834,0.0770327194579911,-0.116065378249185,0.139109519259892,-0.068946399746581,-0.172523592534096,-0.0647533519022832,0.0597743376678065,-0.0717382786221618,-0.178391887671606,-0.138055039744722,-0.156934966546051,-0.100239039912855,-0.153647116700024,-0.247744806075065,-0.168353077765194,0.0002409482505667,-0.163036397307377,-0.181530019252513,0.0885802839371941,-0.203165754043214,-0.0866094230535201,-0.0686436903695227,-0.344260962066097
