group,CD80,CD137L,CD112,CD269,Podoplanin,IgM,CD32,CD62L,CD152,CD27,HLA-DR,CD141,CD314,CD35,CD272,CD24,CD79b,CD254,CD357,CD184,CD49b,IgG-Fc,IgD,TSLPR,CD38,B7-H4,CD304,CD73,TCR-Vr9,CD305,LOX-1,CD158b,CD158e1,CD85j,HLA-A2,CD82,NLRP2,DR3
progressive,0.204874983604388,0.202269633257289,0.146089820624911,0.370034711601225,0.382121511744294,0.120427525821502,0.196592537991018,-0.180670807503985,0.259105232414489,0.212585074910114,0.502441484660213,0.375069463954821,0.334415808453865,-0.168173383427362,0.0613248802216909,0.39898050915059,0.312266778749345,0.358807055872418,-0.0122775591912539,0.312669261928149,0.259403857288402,0.0808052201460828,0.293706119985634,0.122229481419202,0.401882720572637,0.353666279357507,0.37971939054135,0.144070651750914,0.356163092011972,0.477877292674728,0.190438221956128,-0.207389580979657,0.342599002095532,0.357271230194206,0.0629057967908354,0.15945013020674,0.380813938817221,-0.0084487254037231
progressive,0.194025716270994,0.181690658521062,0.290132108949628,0.0012233322001633,-0.0597509243330658,-0.174380731563961,0.201192176350295,-0.114442351369136,-0.0944940813441161,0.0411155245045746,0.041059742736446,0.0243016553389202,0.112064411181133,-0.20198064047075,-0.298140928964384,-0.0770890569223285,-0.0609102747790774,0.147281444785113,0.199371944173892,0.180939143995734,-0.0185115842105755,0.0788522739095108,-0.226067211076169,-0.225467400247409,-0.277129057252425,-0.0984043268117204,-0.010843916088406,-0.141119006893306,-0.0800513324922569,0.0784044208566158,0.0235189469103516,-0.110198296512043,0.312706261079498,0.0551949190167528,-0.178587369280625,-0.0233665130566255,0.104657111031616,0.0352805819832748
progressive,0.0919862141431438,0.186256307495296,0.065854025959656,0.0965120723291729,0.152022785013679,0.003388010118188,0.109662933346108,0.0027218783186433,0.14749837528644,0.12834304181644,0.0226600586924669,0.121225804413947,0.0874604964503254,-0.0528336968648551,-0.0255035429762349,0.312072121331455,0.134971284879388,0.189719356060281,0.1414312185648,0.0718859958831476,0.13027407715443,0.102820064269521,-0.023237939880437,0.1789829132611,0.0739199938644154,0.236152469640238,0.0055976797489012,-0.0867730680437521,0.236921514172394,0.0448780683003406,0.109591087889237,-0.0589805999681517,0.0845308440588811,0.148888098221873,0.160154089758943,0.102569069624279,0.11354446613624,0.132438068123369
progressive,0.126516003910847,-0.114971659098545,0.375299891884376,-0.194526243471435,-0.210186301464513,-0.0924159201888031,-0.0105055811528594,0.0553332409942928,-0.297965111227203,0.138364803928055,-0.0158817163691268,-0.226006830996824,-0.489357953692107,0.119780962894847,-0.15281713884214,0.0186722192908107,-0.0505233801402034,-0.208281199447116,-0.0798121189963238,-0.175471150930925,-0.405431378776655,-0.124452266745707,0.173979510985372,-0.0827202419476768,-0.195451912590101,-0.22106525673711,-0.14563921781908,-0.081503238511081,0.115610455407822,0.0505545301103888,-0.114414757258495,-0.460062643206411,-0.180842279852148,-0.103165081759581,-0.358047526579941,-0.375447074755241,0.0452053489137363,-0.366273002525964
progressive,0.420347498559975,0.163834714229126,0.0230058719611671,0.0272469840771562,0.115401859190534,-0.352811744074382,-0.0436686012431466,0.107532744557783,0.35697959767878,0.293648419823145,-0.0300126127767589,0.123315406786992,0.238060697903663,-0.361014751517154,0.063676169468377,0.129688659888095,-0.0271610978730607,-0.0340040741745369,0.437664728023756,0.546887319443598,-0.0650569867438873,0.146771404514956,-0.368393242993229,-0.383668867843631,-0.0063192608450671,-0.0442818952317817,-0.047655558451189,0.0307300072106993,-0.0887893378585802,0.0206824553495713,0.3606364369697,-0.079141021914269,-0.295934629217749,0.107456373546385,0.228534088550651,0.148433614730722,0.244361564544904,0.218409855394505
stable,0.111477804707579,-0.0125251302255371,0.135081259717918,0.0314655480488957,-0.000275996337487,-0.142670973043959,-0.117056480216666,-0.0397865322978442,-0.0436407630118717,0.019968358456829,-0.0713031300147314,-0.0085020531772378,-0.0713661409942408,-0.0511953683867793,-0.101533294021641,-0.0413703730765143,-0.0884288037367898,0.0246218072310249,0.0047515374310106,0.0622680589868475,-0.0873668296227183,0.147977998834687,0.0574290289053723,0.215682687640708,-0.0928845988689182,-0.0957924431882506,-0.0962944879561397,-0.144268513294901,-0.0704906508610515,-0.346848279034721,0.0242340758701054,-0.0845741710960578,-0.0119246153024214,-0.0694072737729658,0.0217974560107538,-0.0099750802041385,0.0303382645853989,0.053357332670616
stable,0.238330077794354,0.142598202912871,0.107110383253609,0.175693134070849,0.174861907324352,0.356070255318095,0.187105045006889,-0.0060418832191082,0.135876445047219,-0.0341758655158493,-0.136414182115497,0.0614267649441549,0.163340148341825,0.117664820953649,0.369210504932128,0.138177717320908,0.0939875566795473,0.1490735006049,0.0933380312053136,0.133195949089346,0.0645877526635079,0.221756712574445,0.0793558834860939,0.123673750460862,-0.0370456783735488,0.208487533520172,0.180538634218943,-0.0472031845377763,0.290020886811618,0.0489486953962795,0.0492944413711054,0.194181142999281,0.354274696570059,0.176608990614396,0.156117036526065,0.0460319685013712,0.173794012649792,0.0861631115904822
stable,0.203481023937266,0.188359140470244,0.078587159360563,0.169325361999363,0.100440986784201,-0.0474037988608948,0.0561953871461411,0.313371579025791,0.0930781155504136,-0.11023101957039,0.123127078640519,0.145466473521431,0.0989543237736223,0.055498210374684,0.104970469648608,0.108032697474316,0.0626600125747958,0.205054826305872,0.124611908783734,0.0953570739062727,0.098355462303363,0.0458100634752509,0.210341936688416,0.0443790817553225,-0.0535288333668382,0.0716806108387838,0.0872548385164992,0.415527481166055,0.280956691331971,0.104142350110328,0.0161664923249866,-0.11596829874556,-0.042936537094833,0.0552242641253295,0.0175040141911537,0.0454425741761146,0.139242663166916,0.23323505496889
stable,0.162082016794228,0.113028412672739,0.0777968116339227,0.203554378094204,0.177592496610884,-0.0491274650655229,0.0860293070220856,-0.255325382452918,0.0682431980228842,0.234150291231268,-0.170312155195069,0.0973605039729367,-0.0226450149300511,0.131010681771686,-0.0383632738862505,0.106385286517405,0.123796108359349,0.0732143049150036,0.165074674538443,0.0219058804939397,0.093547267738452,0.0488838730987543,-0.25921112740337,-0.0431124194791806,-0.110442892534315,0.162920099060425,0.164618206392138,-0.0198844515028251,0.0734326279688916,0.0306796175384095,0.101935620551226,0.0228613856677895,0.004349146735684,0.211846684272243,0.0837399071495153,0.201217892057343,0.189446102907523,0.116665771298799
stable,-0.285998303815235,-0.372034537193213,-0.0822678587774316,-0.240392710398936,0.0854711861591896,0.0218913569513476,0.0781069976962219,0.0456941926152778,-0.263485923146304,-0.474835029314788,-0.0149028057404475,-0.119786455746848,-0.0723107679472221,0.0026214579708264,0.086609540874546,-0.111891694090748,-0.0157928407254162,-0.135632604655675,-0.335176814817302,0.166751229800564,-0.110970695236917,0.162015033148192,0.137210300069324,-0.133495110651003,-0.332883808241501,-0.114082655632616,0.0951534085419176,-0.0010813181094361,-0.203925949451944,0.233994105389761,-0.0580786239088933,-0.0971939897607969,-0.114794420094384,-0.0642283523471927,-0.120159310797563,0.152154281793529,-0.186957007292922,-0.0585124126977217
