group,CD30,CD33,CD10,CD16,Podoplanin,IgM,TCR,CD32,CD66b,CD35,CD58,CX3CR1,CD11a,IgA,CD79b,FCERIA,CD81,CD18,CD127,CD193,CD1a,TCR-Vd2,CD133,CD337,CLEC12A,HLA-A2,CD88,Podocalyxin,CD224,CD258
progressive,0.104217928966649,-0.0958604357326735,0.0908741146613724,0.405305282005296,0.324288541266354,0.102876973032204,0.290868223428649,0.333345994472087,0.392149241141098,0.156764062977744,0.190163295461233,0.251380487929772,0.0924680948210826,0.188322753504876,0.306271863677365,0.339604428299231,0.0251532757437749,0.123127568794864,0.13681393354744,0.310224904633871,0.42002118062787,-0.0431360763371951,0.205931447603597,0.438914716390347,0.248906130677844,0.277713499496179,0.22701129949904,0.162279024789826,0.330093937021163,0.115078058704338
progressive,-0.125983697761328,-0.128350238206743,-0.0138765057144322,-0.0820943963531241,-0.296588539820734,0.131278906434834,0.0540041362519591,0.120869699101879,-0.154930225473618,-0.167873760270821,-0.142152217284553,-0.196347190740895,-0.328955418023941,-0.137663105716483,0.10922192725189,-0.197471606784162,0.113567695314257,-0.0636924386770282,-0.0405414071748808,-0.173206799960276,-0.0738257238936681,-0.0622691682264222,-0.250415458187595,-0.221432578725917,-0.111381788090054,-0.0514706515777158,-0.0339220816353494,-0.166994108520422,-0.167733541443354,0.0193677445429475
progressive,-0.127412296231524,-0.0986133505786604,-0.0480646801355823,0.0458008666983962,-0.0475078869439644,-0.160388331938911,-0.0529416882415365,0.422325798450044,-0.0669067967100442,0.0298946822383799,0.0359114186285984,-0.0378693168394803,-0.0091794622239626,-0.0362703762186063,-0.110749225790051,0.0125256794617285,-0.156996390068113,-0.0278356703174879,-0.0804018798338473,-0.0704008999447831,-0.0604316370734092,-0.124053158829393,0.0135094931238651,0.0163834408623032,-0.0677647546300186,0.014989430237818,-0.113327753882029,0.0159917375161026,0.0353251536299231,0.0264035247503721
progressive,0.681692790351524,0.614802058385745,0.603771702597569,0.700153210583277,0.71161042241529,0.693119401416023,0.704619696034512,0.265703656657736,0.645288403332311,0.660165160547631,0.626450717900829,0.617256036348289,0.613540628466457,0.617035345349366,0.648255517417144,0.600520235801434,0.668577922123058,0.661127356158148,0.67215006804439,0.733732886843343,0.621244382401881,0.679112260678039,0.66293157949819,0.604055505467885,0.685500207301944,0.620322831326228,0.656697316626135,0.653151453662662,0.728975247015834,0.666302271376897
progressive,0.0904603784708998,-0.252411561066132,0.0457260906009686,0.0246961455111074,0.116279439868789,0.247893965953138,0.0797940538842542,0.167998252902832,-0.007484583012803,-0.20875450383991,0.162717311745318,0.0865799639247537,-0.0830824865309618,0.141572881348026,0.134925777693302,0.0308992611529638,0.0143102253531543,-0.283401143792283,-0.28187469313605,-0.135291060119361,0.218925072965001,0.0004718336389166,0.015189457053363,0.146634127590487,-0.0171354053946966,-0.0258572512322595,-0.0981307868207004,-0.080697496201157,0.0431396258229231,0.271092546958653
stable,-0.188563117436361,-0.159185452142066,-0.0355694002708095,-0.0300912877000286,-0.0732860853976723,-0.0037667588570914,-0.0329741795474486,-0.0716509053384645,-0.0458592507205587,-0.19779506877775,-0.176801026632035,-0.0973020396775283,-0.173793891861478,-0.0779424497004762,-0.0911290013042774,-0.215976750995041,-0.0035383065664515,-0.195717808702395,-0.0168173272302304,-0.0806033628533475,-0.0483325324714625,-0.135182047736272,-0.0650142996700273,-0.1370294077201,-0.112058664924682,-0.0375520595485371,-0.122196323459089,-0.075604609679407,-0.136959834005463,-0.147793691995414
stable,0.112390102564207,0.0437643878318131,0.186326848029195,0.0916369908145466,0.117025904579115,-0.0894686155548169,0.0533674123435215,-0.0249768095264251,0.00784579139796,-0.161541009622161,0.0735922327129524,0.0687592571023703,-0.111733380388106,-0.0075356678683488,-0.152989775694928,0.131511769296778,0.130276002184828,0.0316021407081885,0.0080164708939371,-0.0170373015326447,0.221281941725554,-0.0196229404208291,0.126908753639122,-0.0018806013274615,-0.0544002620057614,0.0132835354147408,0.169209874620605,0.0979103266552681,0.0539306129230312,0.0450567921496865
stable,0.0492983104399639,0.0527599149851411,-0.0034767938940688,-0.103078368466216,-0.0423396339678837,0.160043221457551,-0.0131944419583493,-0.0066865672169254,0.0552922368465057,0.0188298053479314,-0.0853671235406247,0.018618039137972,-0.0555997102624411,-0.100603547249252,-0.0326201566949711,-0.0392072397861126,-0.0282888585208531,0.118412944300279,-0.186430174564078,-0.129380099644311,0.0256643260167838,-0.232023067450872,0.0203250269877613,-0.120660484806949,0.0063917826753495,-0.0151192244866533,0.0469362044648448,-0.0461803279212111,-0.0408057147531608,0.117964944850993
stable,-0.159580022958593,-0.200107472663074,-0.181144570953103,-0.100987008797139,-0.222803416115489,0.128927461385503,-0.165217432330131,-0.0565149031658513,-0.0662065950636713,-0.389000877149021,-0.226309093540547,-0.142862544478284,-0.248863031014479,-0.268959254712393,-0.112544177392589,-0.0375402777663997,-0.172352619198937,-0.063715556825031,0.0199350124132062,-0.10063367970949,-0.0957475172519608,-0.153232239599687,0.0100162991663257,-0.126411200258263,-0.14572388250511,-0.108580985305569,-0.0490936913183863,-0.106976786419864,-0.229254319052178,-0.226350975415702
stable,-0.0486153141999027,0.146199250976329,-0.147908267783344,-0.184881623657223,-0.108475255406989,-0.0246497180792379,0.0317044913634274,0.146033433749899,-0.336807011029412,0.123617375872,0.0273690176082501,0.0856932109284151,0.0179641471299176,-0.102635956728673,-0.0160576597009948,0.0202999443586884,-0.0546325111640755,-0.110762600096982,-0.195820000215957,0.0682803253147508,-0.12367741984883,0.0058084165218279,0.0889873551551741,-0.0214864270891603,-0.115599011373025,-0.150597416646444,0.139010991678389,-0.201310340465978,0.0781815505050774,0.0645790737190394
