group,CD274,CD275,HLA,CD90,CD4,CD45RO,IgM,TCR,CD195,CD185,CD62L,CD141,CD1d,CD366,CD272,CD39,CD21,CD11a,CD66,CD206,XCR1,integrin,CD254,CD163,CD309,CD81,IgD,CD28,CD127,CD22,CD71,CD204,CD207,CD49d,CD73,CD305,CD307e,Ig-light-chain-2,HLA-A2,CD328
progressive,0.10096027083705,0.21979131089606,-0.430918057024119,-0.0826697416209094,-0.0443092067047409,0.271960695615113,0.007683421728034,0.18960130944764,0.205115666963567,0.253874254977395,0.14889107984155,0.175808925476113,0.363840666526211,0.0276370384072128,-0.119910683907425,-0.0286751019306089,0.25026544078924,-0.0781143872916662,-0.0142026906179959,0.0055999354581786,0.497997396447208,-0.0205641388173348,0.195247848875457,-0.0257021105114818,0.17384996492242,0.153248661475962,0.152942191734012,0.210808061255694,-0.0995736922897838,0.136869783895328,-0.331670428017719,0.112199693472457,0.0687624403090958,0.350542616858964,0.358701768179405,0.535857590100839,-0.0315666400358007,0.0991836225994188,0.073707033966529,0.0585262711144054
progressive,0.0396975958062729,0.12446828705343,0.17067953956235,-0.0980092510359827,0.0858754106833308,-0.0344035251628966,-0.115230076459525,-0.173560303776226,0.019907235706237,0.176196654809378,0.0422337623084892,-0.0383587494623938,-0.122057051127614,-0.069764569292237,-0.0325862199973065,0.0451401881278414,-0.145219833410727,0.0952525727703756,0.158025785004378,-0.134320169130653,0.0626798616212555,0.167592778846703,0.0465839410465196,-0.0872654290556017,0.150680108743742,-0.0705484495223814,-0.142332786742754,0.0287135708963794,-0.0237794801728035,-0.14723004238254,0.484580450152716,0.0573916923595578,0.0516253220836156,0.268360314398338,-0.0250695149860501,-0.168204606218026,-0.0239397628768431,-0.26909966521063,-0.0162025348693134,0.0055700038285432
progressive,-0.008535990172589,0.136417203102299,-0.0546282477132583,-0.144129478685173,-0.078499843831323,0.0426885026317391,-0.0304270466339127,-0.059606725410085,-0.157144145519764,-0.0221809012132359,-0.163953643174025,-0.0253395363275537,-0.147896890183279,-0.0817865266065472,-0.0552843798007243,-0.0207730401589508,0.0265563620332875,-0.102939417123698,-0.251181575941574,-0.0722920486428641,-0.0480860728681581,-0.131929098324353,-0.0139754736175367,-0.0174835411259143,0.0832167205033627,-0.0217503590961003,0.0030837742027604,-0.273855309198005,-0.13928785843484,-0.167127751813614,-0.277108256816852,-0.111044185692293,-0.109070995875745,-0.0232310337967602,-0.109145310578402,-0.0176510283728589,0.0400559627079621,-0.110350683027868,-0.108966818569413,-0.152681574067015
progressive,0.377184104786843,0.13593964398225,0.181419938918072,0.170848400735274,0.0745724027848937,0.402328427070875,-0.073041980293801,0.360528584751718,0.410277618366218,0.251110476245546,0.479444967107295,0.455918024819358,-0.0355085500361287,0.368126518515458,0.169821199517324,0.23664863212396,0.0374188357573992,0.22221007596555,0.15850793813817,0.230441727330257,0.256790920516731,0.196635537572741,0.473316270701251,0.370954063457788,0.394447955900563,0.162005823773951,0.289672029373365,0.362214518393997,0.37051698468436,0.461088430703832,0.0194069505508966,0.361533069589226,0.375527055660865,0.365501205109443,0.460680030074763,0.237242827576857,0.0060896764712216,0.339936529977978,0.404396010082007,0.124087980718962
progressive,0.242380133054229,0.167506655666738,0.069806058984397,0.0392914936763801,-0.02830328534466,-0.278150293543569,0.40812787110127,0.0567765383407193,0.0601119404401119,0.108013325861191,-0.109649969580164,0.0129453277713041,0.179783529271136,0.0489155361534137,0.158475578935978,-0.0885171349053853,0.147959376646677,0.183897993902524,0.39197340132784,0.0086593978544538,-0.0224209230479507,0.196469778449692,-0.0181650428815116,-0.0120173962515423,0.375004734539624,0.0666674784309647,0.420235362476285,0.207598156284396,-0.250529579537416,0.0014601057281069,-0.13183977893898,0.265801800057103,-0.196560685568615,0.0871951617370109,-0.101254268363311,0.0726650971372638,-0.166700685370793,0.067670425024148,-0.0953967524185915,0.375570021717715
stable,0.193073441245409,0.0546612412928779,0.012801618917709,0.287172874498003,0.167107557346702,0.0763794277003887,0.0525026314775011,0.262549653017904,0.0497506646817299,0.273765743159952,-0.0273909869943402,0.105103676649564,0.146107053410135,0.138453769662465,0.25892130426711,0.0050056488298841,0.361405139647252,0.21099980005376,0.167914987696477,0.126187744355487,0.264308401146152,0.0770789080605204,0.247326827029592,0.0273613777748352,0.0948227010977173,0.269736894845335,0.306312219742999,0.16407150477022,0.0592074237479768,0.16928206383409,0.081942278769937,0.27728894795053,0.197892401224979,0.128836728523753,0.285264810436115,0.329509449295414,0.171206179546731,0.246613740026649,0.183425274778228,0.201176434560772
stable,0.044263110847645,0.0376263026591399,0.0112023200544077,-0.0687340986006261,-0.0132744145208587,0.056800895389139,-0.0605110947909959,0.0403035487991914,0.109408534399261,0.0216257536868623,0.122210145626101,0.152773733111328,0.0680654990139127,-0.114942149098803,0.0134606018586979,0.115422361389474,0.0910159887450341,0.072926682965355,-0.0134364888135106,0.243811341979302,0.0988697256596363,-0.070561358633248,0.17789604422909,0.185774946868692,-0.0579077987344107,-0.0741137297866833,0.124717037206488,-0.135503389385974,0.0081688028824205,-0.0659532838587285,0.198157741400255,0.100140006829933,-0.0931957725419543,0.019649703462037,0.101849844565691,0.014737079909183,-0.0397114878435896,0.0292198576344703,0.0524440449893929,0.0674538707078699
stable,-0.122621176807907,-0.265868219998626,-0.246510200220428,-0.255851345623998,-0.387747056892773,-0.101762617496118,-0.0241953943194575,-0.106049046904475,-0.0608081534732625,-0.276070434421723,0.108371485141844,0.0054171506302663,-0.34624642536723,-0.0971063696014675,-0.195221271000675,-0.350861655050576,-0.263850936952606,-0.370007209153415,-0.21662155179717,-0.183977578743413,-0.0430324682950424,-0.327560975883353,-0.137173543459418,-0.124920710944943,0.028668049677827,-0.180458399831783,-0.105654849073254,-0.182447196457907,-0.030029940411394,-0.0257171741272754,-0.236308943739558,-0.130982659938793,-0.0946802014070001,-0.18243327933473,-0.130968680524894,-0.140415689232335,-0.0083357556889683,-0.0185646552569404,-0.189782902530944,-0.152897037869839
stable,0.0909291789306665,0.128864452605605,-0.130619480168664,0.0239080960385851,0.154926224101507,0.0732685218170102,0.176243806384041,0.106127530561623,0.0965281537827198,0.163622968812089,0.15915754818528,0.0776746850698941,0.145006564903186,0.123495646150553,0.27301384442549,-0.0622658709017561,-0.007973884731602,-0.0910827623837558,0.0388729708041957,-0.0048392758601307,-0.0006173043561373,0.0740431605375295,0.0596272605210244,0.0349696212286341,0.177781058319062,0.128461835067753,0.424975950822283,0.112732474718054,0.258406783341003,0.142889859333971,-0.140986522675898,0.128843196681235,0.165391461592229,-0.120645148936673,0.304703103651594,0.22901561695627,-0.0554666190835413,0.342379453511581,0.0524251317142874,0.0998471779945077
stable,0.0576457732590013,-0.0867958240797739,0.239436011536108,0.269426740601402,-0.0641913880845023,-0.0676951174673781,0.317662897891949,0.0444776969127293,-0.119534868491781,0.0978102030151308,0.0568037743293516,-0.237242825657164,0.0170127984023513,0.0130292111602424,0.372418611220797,0.155570917488229,0.313302683357785,0.106680135763495,0.162843315308716,0.0836006647926011,-0.160833392208181,0.311322710882538,0.0356608708359583,0.223634178665951,0.271510280315655,0.100426324037073,0.347171813275299,-0.113702759210837,-0.0207650063955743,0.130701167194925,0.021890079039316,-0.0734061501838197,0.227893277531559,0.104518184191922,-0.0945524672437222,0.341136326294396,-0.0456717607216255,0.159378392001388,-0.0566037733668713,-0.0310481273563508
