group,CD154,CD19,HLA,CD45RA,CD7,CD45RO,TIGIT,CD20,CD294,IgM,CD195,CD161,CD27,HLA-DR,CD1c,CD268,CD54,CD122,CD163,CD309,IgG-Fc,IgD,CD22,CD71,B7-H4,CD304,CD49d,CD73,TCR-Vr9,CD305,Mac-2,HLA-A2,CD82
progressive,0.105925317020705,0.461821702678882,0.266639558440351,0.0391018478941235,-0.159876361231965,-0.402864547109535,0.361680738517763,0.360992012339208,-0.0583577911012097,0.202276186755928,-0.0302059309098236,-0.130103814781177,0.385647982313844,0.0778632963426746,-0.376795206618952,0.304213626636757,-0.139854270661982,-0.111717572667773,0.354242131832162,-0.0910418625507125,-0.0784854530605494,-0.019905161691906,-0.0589278633303652,0.360672457186138,0.0485275397271734,0.323594584549095,-0.0581349328633517,-0.140655183713716,0.104591825301905,-0.0706347274199045,0.0006834081788535,0.0144523596012802,0.22868705519165
progressive,0.0422838467267223,0.237762185936036,0.424886626687886,0.460357441995066,0.0608424283194726,0.185779035879642,0.361563574582486,0.347450947912755,0.0802543966656702,0.0107558526626051,0.036397656271377,0.406732325168349,0.25832164251896,0.241603236058525,0.112191581841755,0.374973413416953,0.254901772719504,0.362544463227919,0.230256312581387,0.425929693669133,-0.0471314243563449,-0.126886630797755,0.0312306150508418,0.22374956341029,0.369762482701585,-0.0902283091729409,0.323633059396509,0.164122281207579,0.372836046415254,-0.23703450347244,0.330528972935149,0.0504178719744799,0.372138056936589
progressive,-0.0035532533947973,-0.139029508220291,0.0855292785566717,-0.0856093384816393,0.0885708361283518,0.0372290841039209,0.0223055869431733,0.225564983268206,0.0109282754111865,0.273510067002591,0.0494203574854703,0.0239768160871673,-0.114488451439372,0.118662340782748,0.272575255790064,-0.118738255991484,0.107923081418643,0.0543566473069994,0.0417640903220808,-0.0867092922950126,0.0549825379356597,0.445537297724623,0.505048309612864,0.208760137423546,0.0410174622814697,-0.0288633996023602,-0.0365941701121769,0.384578390547823,0.0303083209941375,0.256094785785886,0.0116775297537651,0.0543885088085179,-0.0145001106363544
progressive,0.0854074304688839,-0.124178748703013,-0.0346187806148011,-0.155448636531099,0.158233008905715,0.140897960842153,-0.123405352947192,-0.262370872138063,0.0673802574833984,0.0175924281805191,0.44003695661772,-0.0550947623740079,-0.0994000028218786,-0.12924431252117,0.269103241902273,0.0021003695682189,-0.182333216746633,-0.0317983146208691,0.143247389993136,0.0701166019447816,0.0704488724256951,0.0705173445412528,-0.0363087825997034,0.182469948857855,0.27391915244509,0.179516655657985,0.383252545689419,0.403561857533304,0.0005500021665453,0.0457083442174539,0.282377110825318,0.0321803451803444,0.0860170971969926
progressive,0.380698135910772,0.465333729094807,0.418287564134492,0.343311108805643,0.11480237766727,0.334987720438835,0.249861943426145,0.355823480282744,0.215285641939333,-0.258180022631691,0.162662460554235,-0.214832079021185,0.437974460656563,0.161126107279607,0.17018983147569,-0.0113021645587567,0.435263947031095,0.13757571358369,-0.106371804444344,-0.104359115728152,-0.092869128947107,-0.199850248483381,0.224407018827517,0.594141078758141,0.0295948825987967,-0.36328730065689,0.162205358564619,-0.218426238303388,-0.0314092282674727,0.0637063865312998,0.408423016410841,0.407554291762933,0.10671410763185
stable,0.121040639115245,-0.0826940960858156,-0.125944774657011,-0.209782655801374,-0.0048402419972652,0.132692118989866,0.0511919906987743,-0.0829479705608636,0.0608912977157934,-0.123550844437231,-0.0400068807719444,0.0275597738473396,-0.131884849541528,0.120351139901415,0.177043913475089,-0.0467506617252804,-0.109244439610141,0.018877644204537,0.0092262856435515,-0.178885351125326,0.184217045362172,0.0010871819566348,-0.0104991679493016,0.0579849734011785,0.0028698575475144,-0.0882172674555766,0.0827831260812028,0.0218092948517791,0.129308688886878,0.0199551700671634,0.0430755837639426,0.106839022266775,-0.087049449766372
stable,0.15740164208694,0.176395558539817,-0.0491028983250313,0.0839324227680413,-0.0445033779255891,0.0707253661088427,0.197094324022007,0.0052016480669928,0.367070603274237,-0.213101893457673,0.0178360242176892,0.135162192641172,-0.0870789355254457,0.182519994412253,-0.19783956523888,0.280712361442462,-0.0184043288450208,0.100273286000583,0.0054297196570222,0.235275906602504,0.182071864958188,0.132158073983237,0.178869241423285,0.0566556644428729,0.162849700368678,0.17000430000442,0.195575771564865,0.254428464638701,0.0695770241743799,0.284922448444874,0.146865254781122,0.157763032649418,0.12816033166688
stable,0.0890299097126565,0.148904827635433,0.0140243785859033,-0.0777931210832009,0.119333824374473,0.0468349264061783,0.117635275371101,0.121349204605127,0.0961711118225323,0.100745252787649,0.0896812380344163,0.110063818067502,-0.101390964440616,0.141248738810584,0.0611636951836386,0.208132908855072,0.0592686916169376,0.253133405699895,0.0823267324960614,0.151555646012236,0.189418920559962,0.395984849927843,0.0972520694178923,0.0793719325517815,0.261043093316495,0.144885973157857,0.160150339524111,0.342252708958683,0.135735350779563,0.435843944104973,0.247874058381618,0.20688245141018,0.0127605479807382
stable,0.197326968501932,0.180195931991717,-0.0748079886477238,-0.12887725169235,0.146768166306375,0.0552160379417587,0.158224850073985,0.10797666754163,0.0732184666681104,-0.125533313985205,-0.0392368993718859,0.111416443895501,-0.21672461768476,0.171393482275207,-0.124315285858483,0.183570914127456,-0.144138383125491,0.26583296146403,0.0971092154299451,0.18797425697458,0.0548763434388793,0.285726771550556,0.159676912500452,-0.0846775843932487,0.207331996198198,0.0630585859218378,-0.0338028653084066,0.524369261252467,0.134686673639864,0.233254615722277,0.153416719466515,0.141795537932771,-0.0479421372647811
stable,0.0573467527198947,-0.192568396117129,-0.195222043878195,-0.145472583046503,0.377604434925782,-0.101654302448265,-0.0150519572286796,0.0789230625108468,-0.0882755548804766,0.26176847103679,0.0815158268287749,-0.0457255466887184,-0.122315911428301,0.0939912013097047,0.385968368322624,-0.0674122758119526,-0.0968583771194938,-0.0892760594418104,-0.172005298501336,0.265680685443642,0.352185267333944,0.0102676033290412,-0.232022184693639,0.001655103537119,-0.0218656412107362,0.0106438448908075,0.262096035777057,-0.0048030641605188,-0.0770424666242173,0.131161078013283,-0.115561577864032,-0.076517680841357,0.138618714231277
