group,CD273,CD252,CD3,CD19,CD34,HLA,CD90,CD45RA,CD123,TIGIT,CD20,CD32,CD196,CD69,CD62L,CD27,CD95,HLA-DR,CD1c,CD35,CD366,CD39,CD178,CD54,CD62P,TCR-A-B,CD267,CD41,CD137,CD357,CD309,CD184,CD226,CD303,CD49b,IgG-Fc,IgD,CD28,TSLPR,CD22,CD207,CD49d,CD73,TCR-Vr9,CD305,CD158b,CD307e,CD150,CD328
progressive,-0.0519055031349029,0.094690038974437,0.0243293988745992,-0.186153635611248,0.195679879716736,-0.258899878599453,0.0176434024521792,-0.0881355651533545,0.108563912511815,-0.291131234107712,-0.160162702406067,-0.342639185161133,-0.10741604291889,-0.0743212269056131,0.187469835777919,-0.138941284525548,0.115001688653809,-0.0501684795677291,0.184022023565654,-0.0533956197042098,0.0835963310499163,-0.0451176119018998,0.0254174157339047,0.0425979564039535,-0.0552025255405447,0.134933294130719,-0.152715249191631,-0.0381395604596092,-0.413771216017653,-0.0536094665307544,0.0361501280240125,-0.420717285200364,-0.0501556062933281,-0.448263258717818,-0.003050912758464,0.0754697558493558,-0.0292278323577354,-0.113571870639599,-0.0213595783542408,0.443608955150989,0.0549276020193616,0.135175534950558,0.0120317624037671,-0.135196602273932,-0.102232455646832,0.0842166575918951,-0.287202132807297,0.105571019707139,-0.205800767234534
progressive,-0.0114693847514366,-0.0997686903250678,-0.190604773906945,0.734838844996446,0.197567985140124,0.364021394861241,0.134597142283505,0.0475701836172076,0.0707383219550193,0.176336910149438,0.446234651864121,0.0252091341860478,-0.0097974281847885,0.202692114607931,0.107409795861899,0.0820674593891044,0.238977871214127,0.241438388419373,-0.0062218105573824,-0.160639351431981,0.166972678655683,0.250956996163666,0.110623494424091,0.448784189285824,-0.0322498168702971,0.0302636468468107,-0.0621420872494742,0.191983417470248,0.0548502157641409,0.197025641792824,0.201879768833739,-0.0435371476652827,0.0271240439290069,0.177414764429673,0.088847901748539,0.278842719228498,-0.183347706773277,-0.0908171063384815,0.0985506016645613,0.184688190791734,-0.0192897777903997,0.317442719164756,0.143368332181569,0.170669696424433,-0.0530241279926275,-0.149091020476623,0.125709833276494,0.114007686118846,0.232164402697515
progressive,-0.0158868502030827,-0.0076587213657106,0.114189358593847,-0.306371426362283,0.0622263779843211,0.141482065542746,0.100489660069231,-0.24265331905278,0.0997400165259566,0.106721994868961,0.0196918209741039,-0.43384309084503,0.147306461238904,-0.0608263793560105,0.0929442702359849,-0.0644353471953289,0.0711386012661918,0.102905281408609,0.229852880695012,0.0989118357721987,-0.0147214745544501,-0.049441983522905,0.0430408268739749,0.030598675005561,-0.0486551437781068,0.0132317057137042,-0.0626910097771896,-0.0215525678186608,-0.037683393289566,-0.0435619981709603,-0.0393262668503873,-0.0686857158748926,0.0525700706093146,-0.0150493600556735,0.102806056017492,-0.0050430136346101,0.410274588025789,0.0841471277999523,-0.059777287230584,0.386347863106475,-0.0375895194903247,-0.03381549593097,0.403002823480279,0.0116326558669179,0.180444930124942,-0.0270783154919138,0.0287081653264614,0.0518298461122691,0.0484257830023367
progressive,0.364231980962309,0.352881390055465,0.219824566680427,-0.183201981111235,0.371088373965162,-0.274540076647758,0.436612579656811,-0.0185266710675288,0.434006804990864,0.3208539176627,-0.34226576177409,-0.164149705513428,-0.0238028324920857,0.371194295041415,0.316738889421696,0.238219206762834,0.0805246360471924,0.0898138442943725,0.41722122463526,-0.0964384696683126,0.0309340764661614,-0.045165324563089,0.428261064244979,0.213842159338498,0.132433041141152,0.363509039812596,0.369430181646706,0.397499550141504,0.127259370128727,0.372970288495924,0.552406636761767,0.0769687804901542,0.409068683915286,0.361679974683406,0.198738705836295,0.272239333506235,0.0852819135545776,0.535212497328443,0.457993262125242,0.0512075231801288,0.43727441694679,0.0220513547577341,0.0209799441450357,0.0588502318203473,0.0757767248713453,0.183308832296789,0.102171238572719,0.421122959290517,0.365235950328556
progressive,-0.119631368808749,0.0268951837871606,0.0241536944801426,0.260893822201565,-0.0138827142538078,0.0836355612360229,-0.0889053289118093,0.365080431783937,0.154728086710205,0.136837144856198,0.385246711605106,0.105833427072989,0.120208799015137,-0.187925247078804,0.327166982405855,0.179073301647757,0.0380116020507411,0.337806196363228,0.21496460593104,-0.0001096975847818,-0.0347944229451534,-0.164701804400776,0.063916981840914,0.135081914595857,-0.383256368967039,0.135507099793839,-0.032779053629442,-0.242725470472904,-0.0767398909429254,0.0921283147833955,-0.0729367006627526,-0.0412661425624784,-0.122928908903341,0.158584263311895,-0.292811666991588,-0.174508617150912,-0.178529896315025,-0.28786944338103,-0.0039808218846029,0.344472636008005,0.13351939467903,0.325193237811493,0.187143533121273,0.031520214939796,0.275950406936793,0.385827008451356,0.14042783131029,-0.0174002840080471,-0.113312817395091
stable,0.280357755626664,0.366499591885201,0.167186426176511,0.0763712488895072,0.28440666664024,0.290863565319289,0.199591436682502,0.247047683080223,0.0843549517505612,0.365729212601623,0.363558784200836,0.266650115443908,0.478999393521056,0.149849919591813,0.18136246514866,0.26428187568366,0.0377815530283886,0.386247719492685,0.188160468193885,0.144549286013472,0.210358620088164,0.313318956189799,0.323703512020555,0.167088515021436,0.242588485872399,0.259619814156857,0.217030714081138,0.335460228370865,0.253446551269711,0.124912937556668,0.253059336068871,0.237803042307881,0.383117218128056,0.109705664662408,0.354259914427609,0.272144118804584,0.130028790815712,0.148175658521691,0.0583132532441831,0.162219715022877,0.138731929050238,0.357257105381841,0.139167953497756,0.365502987458097,0.241826677794864,0.0785621684326947,-0.0039911458125748,0.218380869683004,0.258129461724207
stable,-0.1571900703716,-0.0380542509753283,0.0741277438061753,0.0091765046570591,-0.0887561236644586,0.145682924063459,-0.0657287223522435,0.0413478211291992,0.0231557735738818,-0.227328417516395,0.172331641119455,0.0682618389971822,-0.145579899911071,-0.0035492037718861,0.0170118473513205,0.226852290928229,-0.0348614607725076,0.267186044544327,0.225238684802916,0.049867228972837,-0.359595642731912,0.163336914542255,-0.127912818750184,0.213783316277237,0.0404701917653887,-0.0434996889554651,-0.038960935409309,0.121407352634239,-0.0985028869227993,-0.0017546359161736,0.0101021167124948,-0.154135568016519,-0.0652026220950901,-0.0774206421592971,-0.155673385108023,-0.198704583663005,0.206907360489027,-0.0904483259083623,-0.0425345048610129,0.0724733034907126,-0.0238924504162364,0.123089119334054,-0.112135343721821,-0.107746393996939,-0.166492740967415,-0.269936757490052,-0.35746881866995,-0.13860838915994,-0.24586030407578
stable,-0.0981058485312304,-0.0605416448117032,-0.118517834369166,0.0089447471769416,-0.0928233763802171,-0.151917831350066,0.0131221050149565,-0.166236407667838,0.016072269917736,-0.10509807993759,-0.0638343580297417,0.0225842219265542,-0.0551626128709073,-0.12462131713682,0.011084702725818,-0.259404556368606,-0.236403215904175,-0.0932112922700606,-0.273470662182273,-0.166742820336975,-0.0732084036703478,-0.148174625508647,-0.10673627264897,-0.296827100063405,-0.0077933265791804,-0.0093855841286302,0.0878942597325522,0.123030222801513,-0.0613861651320217,-0.0122360121024183,0.0474706276743523,-0.0225798532246402,-0.089929533563699,-0.162551614354535,-0.0107485992881466,-0.0975664066550699,0.135839938687739,-0.127674960064042,-0.0855725918235665,0.0648248482831491,0.182565074222616,-0.207003969671462,-0.200255086915903,-0.141233072678519,-0.0378730608241722,-0.177583229791892,-0.0019057229368736,0.0540961444605339,-0.141188593822177
stable,-0.0873706467777575,-0.117433161569676,-0.135892019414824,-0.138201792337753,-0.0891838186538248,-0.328839874451248,0.0701507136681139,-0.201076509676386,0.114917356519314,-0.141799255036935,-0.0495790500997224,-0.0530722695780561,0.0889313309596604,-0.0857105225035236,-0.219964257531505,-0.330883636171328,-0.140374809388879,0.0627863377230936,-0.141866949622495,-0.0783246097984944,-0.0820923171766074,-0.369349306808355,-0.113450599076734,-0.252154685964078,-0.106937165576759,0.0095110238279302,-0.0544256203889351,-0.0111232389802103,-0.0831728802724496,-0.207044882374811,-0.136255551376959,-0.114356210275135,-0.138821440191406,0.0584327785035466,-0.0030233765928591,-0.0660195053622338,0.255642436233791,-0.135479067713927,0.0321916979820479,-0.142492629505938,-0.208748087150277,-0.174394536011466,-0.275757043128183,-0.104293655411164,0.0897922004520531,-0.109928306831792,-0.0814122475336002,-0.0557989499333575,-0.116707318558154
stable,0.124283709407303,0.0450683349765162,0.361299431554165,0.0748074527051661,-0.0934399599869095,0.0895381113596371,-0.109878894300977,0.0301363885226858,0.0656696396074568,-0.109453103055685,-0.0383395739314386,0.171965053028079,-0.104594276279792,-0.0611539528177374,0.162272346819266,0.131428721785194,0.46653081824183,-0.361086075113461,-0.289693456907316,0.0182299554301509,0.0123013222686087,0.299535790273742,0.114908797819323,0.0890978437141555,-0.0852041463751118,0.0100023531727036,-0.106241994066356,0.0414130486241066,0.189679771624092,0.129061917522687,-0.266995445138181,-0.153472982034579,0.006974605246781,0.223282179523115,0.134376304756319,-0.356992252876942,-0.023096010338722,-0.132847582770269,0.28469497950757,0.0174268222926567,-0.143065915692666,-0.294340745441735,0.0877879423265516,-0.0883743821875274,-0.0822909059553194,0.208002701822717,-0.152023495633618,-0.0585369355536162,0.0905994535972205
