group,CD137L,CD52,CD19,CD4,CD16,CD279,CD294,Podoplanin,IgM,TCR,CD32,CD152,CD107a,CD66b,CD35,CX3CR1,CD24,IgA,XCR1,CD254,CD83,CD124,CD2,CD226,IgD,CD71,B7-H4,CD144,CD73,TCR-Vr9,CD158f,CD337,CD307d,CLEC12A,CD85j,CD23,TCR-Vb13,Podocalyxin,CD224,CD258,DR3
progressive,0.0717461841250075,0.0129384966462187,0.23860408994471,0.131599125380571,-0.0140152293777532,-0.0501613267038958,0.133410919058422,-0.0957574707520864,0.140000031697126,-0.196634784429144,0.0587057655722602,0.146414539053756,-0.161439158390062,-0.152405355395988,-0.027382369079082,-0.0269984459058149,0.0896232833714446,-0.102632119078762,-0.408876469796402,0.0196240505127072,0.039696943200068,0.0285561406419132,0.20589284552573,-0.0806883998525595,0.231890934309504,0.349313329095174,0.16775795814918,-0.111303809101223,-0.162389980314069,-0.0709265706326742,-0.0320836128758931,0.120443183081492,-0.12465071362896,0.0568710485407877,0.103872881505923,-0.183923818010476,0.0718670305916098,0.10190668829459,-0.156272702540267,-0.242141834795153,-0.107778334879928
progressive,0.231406628700833,0.116793143119412,0.0909801686445096,0.40457643321627,0.12295786729599,0.0357762878238513,0.154987575151747,0.111964897218564,-0.473754142186435,0.199289824260161,0.145509349834928,-0.0657693054050996,0.193166625582863,0.240960339226142,-0.0258462242228283,0.159537634177251,0.233921014500823,0.246479740494398,0.197046705218867,0.115961286836712,-0.0945400144581318,0.294784977696034,0.0961592296760878,0.0333473642884192,-0.471396224430101,0.228028677888113,0.0588114151462844,0.15912584548817,0.0034262978228195,0.17772290241577,0.0859654954481095,0.171008343311344,0.20789283319473,0.0836763958993867,0.232811127717478,0.0667014622271365,0.0326279161580664,0.259889647953733,0.297452379832385,0.164168322838449,0.116804566384801
progressive,0.0658489899143309,0.203444348776086,0.274637627606207,0.104935600168519,0.014684348503886,0.0677856392445002,0.139959597874179,0.0888098501248162,-0.161148832082462,0.0847553488559952,0.486476875245954,0.0230357851955909,0.069013721167334,0.182355659636884,-0.144552689518201,0.1294551177058,0.2458528481911,0.0847889061818569,0.0428439913959521,0.159640133606978,0.0929969030442492,0.0390783933910046,0.0084271007071182,-0.0022118249221349,-0.280085675348903,-0.296654291228051,0.151228768547917,0.14669188820984,-0.344147214140505,0.14634004667896,0.105551042057527,0.0989443933446422,0.0891599427450328,0.122090522755122,0.13428180570404,0.0368049295253219,0.0518129904245054,0.133833256290387,0.139739001892824,0.111017223954472,0.125053484357108
progressive,0.397961958233381,0.0218394286245608,-0.159110865842573,0.154685102953509,0.529656383123329,0.0004398801421284,-0.0296297549194097,0.276999039293254,0.112569271458891,0.237466700047712,0.117750055421633,0.111654575577769,0.30210058646366,0.511327581473636,0.506959500779107,-0.0113941476358222,0.318196584032228,0.313663283255134,0.0025326720291101,0.268671727117497,-0.114660936594149,-0.0347294266937808,0.0066763825849491,0.0803899368122677,0.122744252842118,-0.260097751061442,0.176106548769742,0.282204265548859,0.369181111368926,0.2926011526021,0.0904611014155139,0.0640000753253347,0.214483794691795,0.405442273353814,0.186179022283745,0.144950367161747,0.331452223826902,0.0867946227014813,0.378340014787398,0.298022022680339,0.0
progressive,0.0951298340685247,-0.232842489638055,-0.399671796532313,0.0030814060657492,0.206389216057112,-0.0545571984615862,0.0081364338628757,0.168166397470616,0.158976720442976,-0.152025209804204,0.0226551389908054,-0.172547475080249,-0.130218193686734,-0.0398443978034514,0.165972445774979,-0.0399431012276431,-0.17792180403371,0.0040574721997497,-0.0391529551732871,-0.0396529594608606,-0.088027964004453,0.000553688137649,-0.484077789930808,0.122599635040207,0.0954927352382693,-0.49758884309228,0.0266133086056344,-0.120683797177114,-0.0518430697187697,0.108877925549084,0.0312346276354837,-0.069794321991268,-0.0619194367635926,-0.108598413410545,-0.0673247075076333,0.149125156113905,0.230065337336617,0.112603707335038,-0.106916019215082,0.10905139282756,-0.136214983455791
stable,0.19641169394449,0.26302741735602,0.447491389927289,0.155714598169634,0.0508735908046975,0.229562765989196,0.23518953965674,0.211211125767994,0.223880163267602,0.231230609838554,0.414977777686416,0.122546599044636,0.147293107839158,-0.0352933522347834,0.26472559623934,0.235097698113633,0.0793327497155486,0.210417051056467,0.077161950450829,0.140261225035139,0.289981955250311,0.216106210882915,0.118494356407567,0.20431365923592,0.251899076712309,0.01754224257575,0.260057343084566,0.229402380234979,0.318576177381053,0.203194484913336,0.297010252086623,0.26843102948845,0.185197318429438,0.0657452652031449,0.350251568156415,0.187512932814616,0.286238755150177,0.299348623891279,0.154440229313294,0.193727496000488,0.255924428108757
stable,0.246096393186685,0.110571696135892,-0.0941481690084702,0.112125542182211,0.27317734414095,0.0587646633462209,0.199860210849883,0.250686836599702,0.237064434004358,0.346654603221647,0.157942701309545,0.257805078429322,0.175031279333503,0.180070882555448,0.257004610672328,0.328364632665711,0.322172160753979,0.183595972679017,0.113375990218917,0.152159915341241,0.253963466540271,0.225714388691751,0.257421842059494,0.209802518404718,-0.0555371466838381,-0.121465232935273,0.153856837308841,0.0648629712453902,0.116879906927252,0.19618426012317,0.145568082463265,0.222105444770738,0.138139034907643,0.216983482444349,0.260492789794007,0.242974479714146,0.237158346523894,0.342969958033193,0.209462971714517,0.171256995536404,0.083957664432802
stable,0.0810431368654417,0.158131625906076,0.102170269141649,0.214449702372685,0.0039008499353302,0.185341683027599,0.162585333437398,0.271317639755772,-0.0619776144844304,0.208115861620626,0.149666215563259,0.265020102641137,0.204040108862725,0.114444929172857,0.429061755387912,0.15362870177559,0.14277499727274,0.204187836898803,0.0114652526103883,0.0885579537187683,0.152967840079393,0.128028540066986,0.162331117993256,0.193832725949911,0.0926299367834998,0.216234229561292,0.225528305161767,0.150862540256947,0.410171365141744,0.239113439422994,0.208683707450392,0.191068947543669,0.288851001442376,0.0439951846338433,0.367353785071311,0.0471236717775901,0.150087901802808,0.272792873909118,0.222691086969568,0.17745146131631,0.151529569855325
stable,-0.0903909677234907,-0.12437622428263,-0.193448764823225,-0.105195366541697,-0.179688328923877,-0.0894976672499601,-0.0163093999299758,-0.0839229069166924,0.118751395347431,-0.0862823570590751,-0.155523013020916,-0.0456425031629252,-0.137679103506354,-0.206897861927022,0.0216558966801007,-0.173645395814114,0.017846385177107,-0.104017148415453,-0.0753746141210303,-0.0511878458024929,-0.303027633688508,-0.198943952588886,-0.077424886786981,-0.210683738231464,-0.306428590371837,0.113133493247007,-0.108756911485834,-0.100907703862556,-0.345658067672709,-0.0752713382002359,-0.180415596029538,-0.194759529030965,-0.129676392704538,-0.109240458064199,-0.124967287605332,0.007462877865759,-0.0768602150581283,-0.208562776851849,-0.0935751916096954,-0.0995482759570862,-0.144665579382828
stable,-0.277753299183287,0.229306864177257,0.0467576675743266,-0.0824438127086835,-0.0151878240845026,-0.200188102109237,-0.0430978188484957,0.0745225967159375,0.267711485466881,-0.15455338164645,-0.172445268199897,-0.113574432555687,-0.0505794996698579,0.136684740199499,0.123761676310761,-0.12173151243621,-0.0722179161253245,-0.0899568312725056,-0.115548324213974,-0.108365380968861,0.05036142146451,-0.171444638423101,-0.105823205458536,0.0833345075175729,-0.0572888366268828,-0.0489590304367141,-0.0249306924621308,-0.18534193263631,-0.116882943550218,-0.0002183880943678,0.0572749574630657,0.042056485795169,-0.156430431234757,0.229936766222468,-0.202214628989682,-0.0162248361203782,-0.165170025763523,0.176974007306692,-0.0767123346761157,-0.123901150398964,-0.230345720653215
