group,CD137L,HLA,CD117,CD45RA,CD123,CD49f,CD16,CD335,CD5,CD32,CD103,HLA-DR,CD1c,CD64,CD141,CD66b,CD96,CD39,IgA,XCR1,TCR-A-B,CD267,CD41,CD137,CD83,CD226,CD49b,CD81,CD98,IgG-Fc,IgD,CD18,CD15,CD71,CD73,TCR-Va24-Jz18,LOX-1,CD209,CD158e1,CD337,CD336,CLEC12A,Ig-light-chain-2,CD23,Ig-light-chain-1,CD328,TCR-Vb13,CD82,CD101,HLA-F,CD258
progressive,-0.0444431965087256,-0.397986478093239,-0.218815514226268,0.0405877181141002,0.384390552589361,-0.321681073929491,-0.161743322818936,0.296441683859903,0.228993920556303,-0.114918236081606,-0.100126837008155,-0.367750845700096,0.166189472156869,0.0786934758671046,-0.0874745164996758,0.0383103736257246,0.229063495639297,0.192147012659675,0.195659021412495,0.407127509631753,0.188446611916652,0.354916624427937,-0.297396853203085,-0.0850448038906677,0.130890511535657,-0.119403679030642,-0.109756586485742,-0.0519368563968685,0.0069577002201891,0.0677371988975776,-0.0886073653373875,-0.113123453830281,0.0988423214752088,-0.394105351921954,0.341313930899122,-0.126402776212141,-0.044000724164975,-0.0182027872276572,-0.134188482955554,-0.162769273287417,0.0764864139903313,0.0332383071900582,0.0294073393225411,0.0767495898929834,0.0028835200794257,-0.13415786130943,0.0028019811716433,-0.134521797171559,0.0860889643395595,0.15273278285087,0.178647876235146
progressive,-0.38957302131159,-0.0800557113139851,-0.379642981436411,-0.207930630275107,-0.144546883578225,-0.123650295181365,-0.18564053109579,-0.0737731746252709,-0.0834040756464105,-0.237120254640551,0.0672497065510223,-0.0767302357313881,-0.1342664065059,-0.109498033265287,-0.210947186445152,-0.0661000152351869,-0.066228538412546,-0.0340221785001434,-0.284781373254427,-0.0446528629502126,-0.140783420458265,-0.0721114060595503,-0.118281820038185,-0.301341577221342,-0.359215648388779,-0.282863218861517,-0.217876981429881,-0.194157428383957,-0.0517605734218552,-0.0926305359520528,0.082921468757363,-0.111918397101772,-0.177005660790714,0.236755990394554,0.103652047876595,-0.370577512324808,-0.111311834307468,-0.154332089487423,-0.253340649211199,-0.241688576642268,0.0017154713950829,-0.164169727438632,-0.288359031826382,-0.416890501134619,-0.152622004010558,-0.243368286545296,-0.349330803397282,-0.0164492128850552,-0.184410545681102,-0.20204286829908,-0.413877517408249
progressive,-0.0585308827736153,0.0320579787963854,0.0336148660256859,-0.182345925909117,-0.0404425064415381,-0.0225460215607433,-0.0332334225894227,-0.0006643296160264,-0.386948802824931,-0.411601846739807,-0.144750859456777,-0.167759823874812,0.0201631265765977,0.0173846274734546,-0.117616632449315,-0.0954693648486774,-0.0925218714269372,-0.293676835257808,-0.0858181969155683,-0.0517086532525477,-0.0482960304363217,-0.051263360972363,-0.110059792304321,-0.0245139943000199,-0.0278489425044888,-0.0901641986141736,-0.145782360018417,0.0405426401510521,-0.127182234897424,-0.0981343637233038,0.257572848022634,-0.102746060115695,-0.0213805795243121,0.081668271821468,0.267865570405904,-0.108265606531931,-0.120794347054485,0.0671203695218343,-0.102207268105829,-0.0520290280240601,-0.0366497878855838,-0.125702200686773,0.145597009617381,-0.0616015059288643,-0.0207991508090872,-0.0543441088666203,-0.112084040745018,-0.131138198856041,-0.102245830015468,-0.16591669832772,-0.140120662039693
progressive,-0.260193249475639,-0.039548670259314,-0.0629181107729924,0.0815612028061622,-0.330210319040049,-0.218210277110813,-0.392098929903076,-0.135454500526164,0.17888094789131,0.0593127602588521,-0.406449633121447,-0.0955093563715766,-0.156569158924959,-0.32716736364077,0.0291153913574388,-0.485389089005902,-0.146060973201305,-0.0690179165083879,-0.385044944924365,-0.206357712284886,-0.486002978547259,-0.126809466936187,-0.0835166089612602,-0.458654544832273,0.0536639848594707,-0.0786375676174499,-0.38863967044585,-0.0555858999715534,-0.406873331705087,-0.416470621216885,-0.16274080919911,-0.482528970845283,-0.352013426479775,-0.0349102041519002,-0.120058004976565,-0.378367775927165,-0.398247127143489,-0.356547777929398,-0.136984989014455,-0.21621943256316,-0.115368312315247,-0.382296082964838,0.007004487417447,-0.329512454645517,-0.391787671094501,-0.393018480524925,-0.237738053399653,-0.209118095991668,-0.390857026872124,-0.376947339620606,-0.0944814209453669
progressive,-0.143465478925102,-0.198771655378527,-0.179421613392028,0.0175487399518899,0.233071421753346,-0.0892922205857336,0.13649030420871,0.0842822287132369,0.118646422653487,-0.0662142951180543,-0.0010094468778056,0.104058328970515,0.108852959326398,0.244273217278064,-0.0061378709260493,0.0921264114958255,-0.0056149916686425,-0.0918595788015522,-0.102643080512589,-0.147799617107138,-0.0276341260021834,-0.277021631683163,-0.177376305345584,-0.192184348974797,-0.131874167168043,-0.0983431271226726,-0.153309164007667,-0.0171495557803674,-0.103091993999096,-0.274789308988598,-0.0414063681585445,0.170647540972998,0.018082110901342,-0.0497703786229977,0.213894114937781,0.108416386288397,-0.125808614262552,-0.362719228517323,-0.0731953991596411,-0.195952512846147,-0.109932110297868,0.10114339937519,0.134026861212876,-0.335641900927969,-0.232785592896914,0.0127255605473003,-0.0050491438537616,0.0721308320104173,0.0481323101653178,-0.0718610372506149,-0.106966909463653
stable,-0.25735770791611,-0.116999739386439,-0.159731408501808,-0.189530787702735,-0.0201175619467652,-0.0689049685590681,-0.189146342721542,-0.0810742306706153,-0.0510163062010748,-0.126457905776656,-0.0049537188646604,-0.230631748749745,-0.157177098287325,-0.0596878701443497,-0.109143719431692,-0.189523491516786,-0.353856226111845,-0.0870235817119078,-0.353335431998729,-0.214878553210421,-0.218675548900889,-0.309011232387739,-0.136229980632868,-0.127413476711656,-0.0746670459424771,-0.242002726267674,-0.0918651527651743,-0.116417306593774,-0.233643915206949,-0.33264632931574,-0.0837202439829633,-0.0601992750488506,-0.186701052010085,-0.171810469932744,-0.121558088751708,-0.320724178967069,-0.108822205516407,-0.291409850573755,-0.213954094052431,-0.27166278904123,-0.215701040913285,-0.229105954507853,-0.0314652913636357,-0.277064920137014,-0.208871316324622,-0.209758043384367,-0.295081586447961,-0.252338546678424,-0.205619218079385,-0.135658930547751,-0.253266409547083
stable,-0.155902003240141,-0.272512841429524,-0.240937883101483,-0.364623727711217,-0.202549561155141,-0.354372549366999,-0.120050055627293,-0.239735132712037,-0.0536362968104004,0.019701754682039,-0.0148659236824197,-0.312546675844565,-0.0798133646108803,-0.0026538606276627,-0.0904645352021893,-0.0832023024346993,-0.178950364391322,-0.106721392597569,-0.211000344937921,-0.115781543347547,-0.252022428331129,-0.1910360258177,-0.140604391301526,-0.203108947418713,-0.295386947328177,-0.382905223530391,-0.315244492892897,-0.154811119536474,-0.247321333918128,-0.215290298318192,0.196385704135773,-0.0403257932145341,-0.0274556290490873,-0.278227031580576,-0.263792999964678,-0.166016767794277,-0.17033160474586,-0.0566058880855988,-0.372837562401634,-0.205247609207831,-0.352745792148794,-0.0542351375194789,-0.133047280412382,-0.0553341311749076,-0.103255450765882,-0.227919530801577,-0.223689618786876,-0.232391555674675,-0.125650414515132,-0.222649076883154,-0.257051058482341
stable,-0.100947295189209,-0.147572664683923,-0.0102540004965214,-0.0265834717365925,-0.0771646914340349,0.0361827374068545,0.199778466982464,0.0879412161327101,0.0699056869359915,-0.172985463663474,0.056035556582834,0.0071248746071826,-0.0381800138926831,-0.0801154311807575,-0.0257507506129809,0.0075933697230482,-0.0262698399222367,-0.0294823218350274,0.11538157464147,0.101896050233881,0.0091220580083879,-0.125896357392018,0.143238222147235,-0.0508718200616816,0.0651412955127479,0.0247832654141431,0.129059721734586,-0.0978967845329154,-0.0115975609950616,0.0076483571272646,0.126345245093252,-0.0264297206909519,0.0885640039796237,-0.217807731939972,-0.0097791811122132,0.0286513276567752,-0.0207985001298342,-0.0592096487678024,0.0717300500421419,-0.0262852666620674,-0.109585646144926,-0.014214188907764,0.290493199684201,0.177714701077169,-0.272333668793976,0.0202704288204362,-0.0632310456172928,-0.0967641261862156,-0.0661270023327016,-0.038255852135515,-0.0317819571610529
stable,-0.226473456659026,-0.311064784693846,-0.0925117537426122,-0.365274154759226,-0.0370330613660854,-0.132556169193621,-0.114724355053006,-0.127266906480172,-0.121616550454343,-0.219451765471842,-0.113482307136455,-0.120213997529517,-0.353517910214316,-0.0711852384333116,-0.24935797542182,-0.125858056218882,-0.108760705416444,-0.354861567416932,-0.195635695755563,-0.20136962170488,-0.176370006790022,-0.221033203049173,-0.210712119079462,-0.226711089776262,-0.0180754080606335,-0.262860858006772,-0.279813618495417,-0.141221044886242,-0.171916939172487,-0.0822905221511684,0.133305021148229,-0.0529469170227061,-0.177981823639807,-0.23591688977724,0.379305512910275,-0.0962735087877266,-0.123310468266744,-0.175640364168197,-0.119100133103493,-0.224131915206575,-0.238772448965823,-0.082325759085035,-0.119597320809999,-0.0954837829585078,-0.104456511342144,-0.0550192792438539,-0.235654881814467,-0.411813984900026,-0.249576163424194,-0.161977423006439,-0.282406841946021
stable,0.0817120146211928,0.198021618249548,0.165733889043472,0.194669385311727,0.253849027054035,0.238747048731687,0.15496402097648,0.40529186050663,0.0104442964717502,0.238690951152211,0.227463435771083,0.0936300670833611,-0.0307885531463499,0.412344487540991,0.404507912159141,0.127574031013216,0.077004161185574,0.314211820994596,0.250502949240259,0.0082776554003307,0.0645054669414402,0.241829789098265,0.36507719245364,-0.0210072007478893,-0.102173684660664,0.0756383913831939,0.101157784413565,0.401951499443307,0.129577809337803,-0.205841988073384,0.162623228023863,-0.0666428398910752,0.201848033516181,0.0602244125764596,0.173237219904788,-0.0242876672422141,0.146784550972794,0.111677454259516,0.181702464732461,0.141193075877703,0.0843374427062917,0.0603705285999707,0.25884876446224,0.0375092913007845,-0.0886549661383577,0.0549462175775545,0.48454693188978,0.146208300328683,0.0766484315237865,0.15342892990494,0.0217996574466063
