group,CD275,CD137L,CD47,CD30,CD154,HLA,CD7,CD16,CD25,Podoplanin,IgM,CD195,CD185,CD152,CD107a,CD66b,CD35,CD272,CD58,IgA,CD206,CD254,CD303,CD49b,CD98,IgD,B7-H4,CD193,CD144,CD304,CD49d,CD73,TCR-Vd2,TCR-Va24-Jz18,CD305,CLEC12A,Mac-2,Ig-light-chain-1,TCR-Vb13,CD82,CD101,CD88,HLA-F,CD224,CD258
progressive,-0.0226966896631489,0.259075015825608,0.108775387952438,0.369203209390954,-0.150041550440706,0.179454341409058,0.21701936716211,0.372199037475144,-0.139180657633327,0.199614585275298,-0.0109994247896067,0.266713625546689,0.224425147364772,-0.0891976772599747,0.363371307003374,0.34555348909235,0.494632072559083,0.262951347451816,0.31307648882387,-0.0240508576765263,-0.235504135022035,0.150272884859953,0.585432901456414,0.126002696924563,0.126703382957129,0.0388864551196307,0.0720698516448945,0.252875635663093,-0.0037253324084425,-0.247220203667589,-0.152269410873793,0.352336577746444,0.262053687016581,0.139967582532269,0.0911118959553165,0.357464271592163,0.133948003055305,0.023144042742759,0.184779298886752,0.239327197340813,0.125670097369242,0.071069023598597,0.228452967877981,0.207405493884516,0.0818518294937249
progressive,-0.0165461758345965,0.0381316664485619,-0.0770432195632888,0.0355465813893511,0.198410800738702,-0.319256326739679,0.112734722900477,0.12359140948115,-0.151213482530742,-0.0069795970548058,0.271340234484821,-0.0582573577725266,0.0014284128457377,-0.196023061312801,-0.0228940100933621,0.103540219379327,-0.183343485651249,-0.0011236627585278,0.0855904914486628,-0.0801220539890894,-0.0226403865690178,-0.0151487294566756,-0.103324121717954,-0.268225409497757,0.175945713763797,0.312620755552348,-0.101960956669379,0.0490089846481503,-0.0124122728415561,0.108559056762187,-0.279303489075811,-0.196737497887396,-0.0155740811067829,0.0130085143677146,0.187587812967048,0.0673409096031431,-0.0564838447078828,0.0436189483836379,-0.0057660856114294,-0.139056771889402,-0.0992344882550879,0.126760795524095,0.0262332113651032,0.0400421538838859,0.152324006621896
progressive,0.138151166303277,0.213057963110083,0.0411017174423729,0.156262029600669,0.180218980019756,-0.0487838841134539,0.0535710019904493,0.219680884114547,0.0412952879731644,0.250168007752567,0.183378604161245,0.181150201233943,0.143866958469961,0.269905100638016,0.144314981808249,0.22222160086991,0.351615714052996,0.261275036329584,0.197386657111993,0.248240152133259,0.166703464011659,0.291555368324172,-0.0189137939522061,0.170062695055125,-0.0839905857750185,0.252966481868889,0.285934574076857,0.0991202460640178,0.239052282019403,0.0861388942329865,0.0907196428282714,0.139932193419568,0.102766376956907,0.164986569374611,0.301250279213345,0.167412916356469,0.258956332613322,0.262684803371335,0.268374701515694,0.21646389366952,0.131957823690751,0.229785768550381,0.222137920608486,0.272048599334596,0.282688726982169
progressive,0.488761786846458,0.487944543667037,0.452362651336359,0.476505015134712,0.450632201228819,0.329864393769513,0.456229123898258,0.49299628222533,-0.0077477276189714,0.533078024610623,0.43168255731565,0.53210142626469,0.535195055432427,0.468466149449697,0.582928028181785,0.551165603660366,0.458630676774873,0.476442809756937,0.497044085856303,0.578388525457896,0.512743900974281,0.457777832012339,0.240492258817052,0.623171228250438,0.408713866991285,0.36140139077392,0.463842279760901,0.55987871092413,0.498356055257743,0.513676499324792,0.502329861381183,0.604793573102442,0.464756541309934,0.509134487700195,0.534622416461497,0.496491268722771,0.461413414192419,0.509937167212714,0.493890119234134,0.47353289732426,0.491942631016893,0.497946163507805,0.459480124476313,0.499781136755335,0.4573909160151
progressive,0.331583518515994,0.199838713928672,0.0721067566270002,-0.018928449023108,0.168492461732076,0.0834160453272669,0.233217022871759,0.106171375567841,0.563242637178456,0.236178900035379,0.235322118901572,0.0466036392176148,0.322922983520893,0.219865979088225,0.200538212349915,0.132080876696524,-0.0618694378169782,0.242497329322575,0.19289078492803,0.386666134495072,0.317400236742098,0.148421691836741,-0.0276243555446528,0.17352211574643,0.505559178254873,0.16764529547118,0.248354070763783,0.131637537219248,0.20414120013854,0.199255487147363,-0.103180941388796,-0.13087887963118,-0.0213504721609775,0.259869124900411,0.324393805028302,0.0171354053946966,0.222346545263491,0.300110300404548,-0.0968118451960382,0.0124060639530855,0.213738226647359,0.0282879810052969,0.235452522973213,0.184742977760762,0.348876689327607
stable,-0.19874554839716,-0.270358443894414,-0.281824221095123,-0.182858632885329,-0.189237203339624,-0.332688174994076,-0.121807394553304,-0.0213553484756455,-0.329899208953669,-0.231958537705402,-0.178801695018887,-0.197110964866777,-0.221465478900471,-0.207932394413025,-0.183600620444791,-0.119184173790359,-0.176860758827182,-0.302633656019534,-0.26934124198392,-0.296088624327346,-0.226701643326533,-0.127178669954532,-0.254086069968283,-0.271651478570915,-0.201467911292467,0.13272013254115,-0.207948254452825,-0.178241876351984,-0.208498495269207,-0.146001452883943,-0.305160558053671,-0.132657077504835,0.0956682948592005,-0.193863014719698,-0.0643661222059557,-0.146334868027539,-0.19186182937676,-0.323843667709473,-0.173282953913481,-0.349037247057958,-0.223435092750532,-0.230638439977657,-0.115852736321012,-0.222507328515842,-0.201164874059443
stable,-0.17581693603055,-0.249750939055686,-0.168873384685311,-0.13673059046332,-0.0928305914878768,-0.270235772840308,-0.196664241628429,-0.116576213539282,-0.0612647661811516,-0.279447733035547,0.0934345296135057,-0.114581863721915,-0.160312289524048,-0.214383642492927,-0.183298912494265,-0.109780106187335,-0.0254277971961219,-0.107314945534899,-0.182140158925155,-0.311227030060775,-0.147678044767942,-0.0527902760858529,-0.130108415022853,-0.257989434678052,-0.146873544100788,0.20508799074461,-0.217223504685239,-0.164901999736052,-0.270710974671731,-0.112290612750113,-0.170256112752134,-0.0635616572503258,-0.0044231101942214,-0.194338954746824,-0.0588597534460998,-0.133603873096013,-0.25235913019781,-0.255376189564061,-0.355485444514433,-0.286468569945711,-0.0536642105820662,-0.255391219638364,-0.243335323435354,-0.256625511624684,-0.1404388086719
stable,0.244524208313928,0.154802860735817,0.111163936779209,0.254257330390479,-0.0110455313525963,-0.055605403649377,0.0136918662275613,0.282401045377935,0.130498048340842,0.122532850350374,-0.0131797711440708,0.135130287620843,0.176282857238166,0.259919825454222,0.188325210760888,0.0329040836728973,0.0754231506246369,0.187121879948335,0.168916868630816,0.23726771572857,0.183568743147186,0.12140177430361,0.0906488564868958,0.102481849882451,0.0394558477183207,0.302207357554296,0.109299219405705,0.133817348714198,0.219490425166543,0.196442535000281,0.0632564581009484,0.297823338412672,0.235620667044285,0.177048319184983,0.173481796626245,-0.0038113558886694,0.225557873441681,0.108256987467999,0.174235692404626,0.0220244388706708,0.150054438449545,0.135543941489743,0.196221776670668,0.18029406733047,0.128825579447058
stable,0.0881404351852417,0.107184700663618,0.0514578844225261,0.144520679543954,0.0517964659866933,-0.234238632408194,0.069937931318786,0.179713185400818,-0.0099198300773196,0.151361477852279,0.207773062061288,0.0030539035721618,0.22284644925888,0.117415181232714,0.139120809988605,0.156893336135415,-0.0923791768444502,0.311554238564557,0.108196526145504,0.111112341238619,0.237630679087852,0.091272482572664,0.120243430446166,0.110786427872422,-0.10723260931163,0.47312192660376,0.224525414739979,0.295681694271634,0.157772336569276,0.152871849703985,-0.0810931208220913,0.339842911376217,0.158649141932657,0.137067494718519,0.278461438395345,0.14460755036245,0.150702363053562,0.0593249525622382,0.234185858278618,-0.115104100474901,0.14903435608835,0.207830026623455,0.045590089764463,0.188963385234016,0.128434647784323
stable,-0.218586954545382,0.316208850203712,0.0154775743655796,-0.0373852490717583,-0.315134767645121,-0.041993615570288,0.0466891078217081,-0.0375115147229937,0.228537506170929,0.0552963923969081,-0.102184741783209,-0.0285643063020745,0.0429226773549741,0.16664343824391,0.0187555560976746,-0.193132573306045,0.0223906180810957,-0.134779608910431,-0.170929985959704,0.0917612608915047,0.0679467432111459,0.111931468052457,0.186015396350212,0.288790331119829,0.180958800458406,0.0946034045447759,0.0868109397737506,-0.0242380375576172,0.217661430338302,0.0066940807626524,-0.0572719251110581,-0.094502173378167,0.0332219711341936,0.207689763462276,-0.0431409033898461,-0.296128478777438,0.28677734096873,0.121070340565168,0.135557485768866,-0.110339046288715,0.200587499100928,0.136869399457621,0.0950238126891448,0.107060071471063,0.284239560091978
