"features_all","pvalues","adj_pvalues"
"TCR-G-D","0.00883838383838384","0.207491582491583"
"CD163","0.023989898989899","0.207491582491583"
"CD38","0.023989898989899","0.207491582491583"
"CD197","0.0366161616161616","0.207491582491583"
"HLA","0.0366161616161616","0.207491582491583"
"CD274","0.0366161616161616","0.207491582491583"
"CD19","0.053030303030303","0.225378787878788"
"CD1c","0.053030303030303","0.225378787878788"
"CD370","0.0744949494949495","0.281425364758698"
"CD11c","0.101010101010101","0.312213039485767"
"CD123","0.101010101010101","0.312213039485767"
"CD56","0.133838383838384","0.35003885003885"
"FCER1A","0.133838383838384","0.35003885003885"
"CD86","0.171717171717172","0.36489898989899"
"CD34","0.171717171717172","0.36489898989899"
"CD94","0.171717171717172","0.36489898989899"
"CD8","0.215909090909091","0.367045454545455"
"CD27","0.215909090909091","0.367045454545455"
"CD25","0.215909090909091","0.367045454545455"
"Anti-PE","0.215909090909091","0.367045454545455"
"CD4","0.265151515151515","0.391963109354414"
"CD16","0.265151515151515","0.391963109354414"
"CD33","0.265151515151515","0.391963109354414"
"CD3","0.319444444444444","0.402263374485597"
"CD20","0.319444444444444","0.402263374485597"
"CD279","0.319444444444444","0.402263374485597"
"TCR-Va7-2","0.319444444444444","0.402263374485597"
"CD45RO","0.377525252525253","0.442615813305468"
"CD127","0.377525252525253","0.442615813305468"
"CD69","0.438131313131313","0.480531117627892"
"CD14","0.438131313131313","0.480531117627892"
"CD28","0.5","0.515151515151515"
"CD45RA","0.5","0.515151515151515"
"CD95","0.561868686868687","0.561868686868687"
