group,AHR,ASCL1,ASCL2,ATF3,CEBPD,CTCFL,E2F1,EBF1,EGR2,ELK3,ELK4,EPAS1,ESR1,ETV1,ETV6,FOXA2,FOXD2,FOXO3,FOXP1,GATA3,GLIS1,GMEB2,GRHL2,HNF1B,HNF4G,IRF3,JUN,KLF4,KLF9,MAF,MAFF,MITF,MNT,NFYB,ONECUT1,PAX6,PBX3,RARG,RELA,REST,RFX2,RFX5,RUNX1,RXRA,SP4,SRF,STAT5A,TCF3,TFAP2C,TFAP4,THAP1,USF2,ZBTB7B,ZNF384
healthy,0.138747367940214,0.138815661128386,-0.0502735426639892,0.024253837970634,-0.101005625305702,0.0364441720592532,-0.0784786293788336,-0.0758981224829234,0.143157156662147,0.0670785450390565,0.124815557553221,0.0358880703841421,0.002307334143224,-0.1647621945487,0.121600899624289,0.057956526333287,-0.0451613097208628,-0.0413954282016896,0.0995226875054054,0.0450637480234749,-0.0114147185943853,0.0301514425777331,-0.0046975957292277,0.100039764501561,-0.163464623973441,0.0097659259085296,-0.191011169230917,-0.0850786782071256,-0.0459613156394437,0.0165952447256832,-0.101556848895943,0.0563662706658641,0.164567071153924,0.147327919225481,0.06479072323531,0.103386130721967,-0.0113074007272586,-0.205099078333731,0.251250639283081,-0.0817859709202837,-0.0167659776961121,0.236513944892637,-0.0181513537990204,0.0444686216694087,0.000209757649384,0.0580101852668504,0.177259847984091,0.233845632469078,-0.0620687518781874,-0.0226391918788642,0.299680265866438,0.116176469249521,0.0322929218353977,-0.0711663801596098
healthy,0.0921725061302446,0.0701909625686993,0.0958556720126627,0.0280990722853,-0.0451516585062421,-0.0108698065344299,0.0628015420016566,0.129421771116074,-0.131749724695067,0.0792257112581959,0.0532006157276181,-0.149316287730345,-0.158114125231984,-0.104389494080375,0.0639750554703256,0.0563858665711485,0.074986406400891,-0.0188254046860145,-0.040218685721777,0.0778704989547714,-0.140700149063462,0.126873971985636,0.143079299551696,0.222029952905345,0.152493507686152,0.0547847083311765,-0.0087817757261907,0.124245863977958,0.0168738989690832,-0.126441307909505,-0.0713745146470234,0.042913048553178,0.009130115481219,-0.142257137420952,-0.0808067922788578,-0.0604585305081804,0.0260552113595428,-0.124731732685259,-0.0165687252355713,-0.0986674865770272,0.173086711532411,0.175735900620364,-0.0118094203981376,-0.136078373178302,-0.0875828537959803,-0.111787949396107,0.126434280882747,0.120743393069329,-0.0627894956700706,-0.0822493404862808,0.113922157808759,0.0720932790983211,-0.110537138633095,-0.103053355135295
healthy,0.444890013821088,-0.440516816509953,-0.505982392513499,0.427300703123366,-0.111284714428411,0.405650855350515,0.383399518617195,-0.416496813802595,0.380429146757882,-0.0798268893055958,0.594498817979741,0.475167359195918,0.431489884383634,-0.556946991829341,-0.293047239172668,0.507281815258967,0.50137817513484,-0.519705327820812,-0.101053654951335,0.18951024876416,0.455578960160139,0.461763383000009,0.480473203860721,0.152132339007966,-0.421201997096396,0.350050912096564,0.342709182013824,-0.46342312900457,0.426414615340159,0.550101370981431,0.169878615841524,-0.248482052049703,0.579161332248279,-0.495391745412413,0.491856942209937,0.609629207109607,0.166159168233214,0.0995380321201194,-0.191585046212842,-0.124076703538186,-0.571843188465388,0.0915128204166162,0.241741228549658,0.47046326402901,-0.498744386977462,-0.599847590016783,-0.500917223126685,0.127917393003613,0.591620538437381,0.380825684719081,0.117067986262082,-0.169722094151884,0.164671913329886,0.487865508855418
healthy,-0.126398754109296,-0.0529611634200309,-0.0971549980393987,0.145494841941055,0.0345931554397813,-0.0617752515908065,0.0448773143146756,-0.0897109133968841,0.0913086608973659,-0.121257594992533,0.135634242962274,-0.0142656077395802,-0.111499611769964,-0.0500969130712342,0.143470596597662,-0.0132978905408635,-0.027412459497499,-0.0997186574941794,0.0396468486946616,-0.0936184888282432,-0.136795369092326,-0.0172266687448928,-0.114125251283084,0.254101744214932,-0.130704368236276,0.129018199156278,-0.0150827109187445,0.0295295864360279,-0.0998730943842632,0.127155151520298,0.0448894908652575,0.0179674561012241,-0.118924723647618,-0.0401611663689493,-0.044964886367407,0.0626488129042096,0.0752274728309057,0.121979197202308,0.131755480647699,0.123142765721866,0.102236159326987,0.114277210386712,-0.0671475881838794,0.0317149940898838,0.127351463001482,-0.0681650026995058,0.133183287394274,-0.0589016564473772,-0.110076654405451,-0.10485386992345,0.0941196388373668,0.0603765411366096,0.111512425465634,0.0012687328561249
healthy,0.178308683511432,-0.135525410552156,-0.183899709520603,0.0480881232295884,0.0525132480804487,0.105270275493999,0.260017156506119,0.143819207428319,-0.0128620095964526,-0.0281671120746377,-0.0949361515907921,-0.0004822591154829,-0.0736531559009059,-0.272444602943565,0.163030078786845,0.0455443388841837,0.133437387568636,0.0404355719904959,0.0081507090067343,0.0866476542653483,-0.0294019073923029,-0.0775801229841244,-0.0591429860306598,-0.305852970679881,0.10525967639256,0.239968956133898,-0.0643206470837023,-0.0561646385262484,0.102678795192118,0.0355281880241526,0.0111608538154632,-0.0251516677151892,0.106059908551218,0.0388616054267767,0.145859534455363,0.174895772848014,0.0184477360549038,0.191350877832351,-0.0184318374027451,0.0620153425206793,0.0859799108746796,-0.0167041838681577,0.210710136611025,-0.102541006873408,-0.0904103352762595,-0.0122419621622602,0.150894107638976,0.149033965336399,-0.0218023516604063,0.244166200303816,-0.158716244501096,-0.0062958662548766,0.125355572721257,0.0244256292666049
healthy,0.239466748176175,-0.180057675093432,-0.231711645754272,0.0990043630290736,0.104349976394096,0.05897650902357,-0.006694477819671,0.10674690219731,0.0332039644590387,-0.0443008923562702,-0.0781931801198581,0.0949884117472417,-0.232626516185916,0.0346246335261072,0.177536240296563,-0.2306006659971,-0.195681868482701,-0.232248392892632,0.113832883686121,-0.106574080854188,0.0660665761233299,-0.0109262514998577,-0.238924587603308,-0.158162783880126,0.105415299448919,-0.230966941018633,-0.0816354094842464,0.212290694110559,0.0163456101425007,0.239384729536384,-0.0915376025998616,-0.17076413586887,0.000322661124658,0.0813029428933119,-0.0282926515378422,0.207307372296395,-0.0065179794266957,0.160531825388616,0.191622916145636,0.025380632334296,0.122276615833394,0.029721389686534,-0.263753866740104,-0.192801206343184,-0.206102423487407,-0.212144429238602,0.134781343123206,0.226078201097927,-0.0248068082765786,-0.133773627182758,0.0101887987236528,-0.0671606005950656,-0.0728263215779034,0.126536580229126
healthy,0.077301931424023,0.113449762435853,0.000600419507217,0.156359134836139,-0.104145809910967,0.0493019479047055,-0.118011644458426,0.0365481106833081,0.0317444862216797,-0.053875997570399,-0.109341482991374,0.014586588466419,0.0325436140772098,0.0060584126584274,0.0879282204586195,-0.0713283343955824,-0.117894620361356,-0.0940629492904423,-0.0862545432538053,-0.0930414935440712,-0.101785376613559,-0.0863155604053359,-0.107747342806664,-0.0850454731866721,-0.0833273304036897,0.0398158386048688,0.0483198580625477,0.143794343422929,-0.0880846999278674,0.134029094075035,-0.130835266691838,-0.0878393787702472,-0.0812600836247065,0.0631549885332953,-0.0595638339214366,0.094734048489315,0.076173471992563,0.014822873359663,-0.0599034543132405,0.103357060339275,-0.161138245075598,0.046055066018785,-0.105852053454721,-0.0758924531172585,0.0172841370526357,-0.159996097045627,0.0740244514943731,0.0786053007253398,0.0470496813759198,-0.0986654497687263,0.0569432277843642,0.104134894819344,0.119267953610615,0.0862308342433132
healthy,-0.0160382485338278,0.0254327251610042,-0.0165004922869036,0.0541271487314185,-0.0013281288621189,-0.0049164208857242,0.0044959246690949,-0.226446088409555,0.0486864765653319,-0.0223055774283795,0.142512223396702,-0.0755365044364412,-0.108320425304383,0.0007911430353539,0.236625645018978,-0.0165210938582004,0.140021578822034,-0.0329501211089216,0.0777126921775173,-0.0686261289833085,-0.0220738684604316,-0.0761365438806415,-0.248415988318468,0.0970963903789909,-0.0466028998255878,0.0841667054660636,0.0295569569212258,0.0497332712237729,-0.0027781805985134,0.0462395863122937,-0.0596046368661076,0.0582000687024051,-0.0879695847372231,0.0278707343221672,-0.0729270966067223,0.0394801360490913,0.0010480115388181,0.0230521121909617,0.0662890248239426,0.0597508546503684,-0.0066849537004665,0.0305956390438194,-0.0733913791681493,-0.0043414662563154,0.0470122199566483,-0.0247122359082479,0.0386873811809572,0.006950553854356,-0.0012277682541746,-0.0839675640597875,-0.0528818424556684,0.187046864231152,-0.0115646119895348,0.020349164688044
healthy,-0.0658524476303349,0.003887742295908,0.0482757638112688,0.162688248891399,-0.140396320349777,0.027873065585672,-0.0399668245456638,0.106396415963248,0.0034252971515441,0.172194576042895,-0.0519799176223122,-0.0528892635364396,-0.0516089723193465,0.0337411847577625,0.0929636033397567,-0.0533889209715138,0.0576165198211867,-0.01085880550215,0.0410449211325372,-0.119584640207609,0.0514502312817599,-0.033056878994101,0.0516607869013481,-0.0550003544717624,-0.120554043932693,-0.0461169799084219,-0.154417581760227,0.102125834562596,-0.0254686334599722,0.0054793920466651,-0.0338101923601555,0.0925656909020674,0.0312908260707432,-0.0455659789330007,0.106661259133524,-0.014380312911638,0.0283489354171909,0.0269087255583747,0.0704594705327556,0.13634359571436,0.0159744356310815,0.0614338413897381,-0.100769823399533,-0.0537484435143565,-0.0668634207814336,-0.044936667282509,0.227321758480147,0.037009389517511,0.0926113819425597,0.0245717701496906,-0.0920893500288939,-0.0166773475400981,0.0864011687688452,0.0081523179154639
healthy,0.0157142004149211,0.281655744339743,-0.207209403565672,0.0895194895349207,0.0318438191714604,0.0154189792584411,0.0230905118818285,0.0904051530043607,-0.0412002211093301,-0.166205293653147,-0.102376370899625,0.0002678077633782,-0.163404910111679,0.104200415902162,0.178195490051327,-0.214815565790125,0.0008793373018011,-0.0920351955326395,0.0655538577963837,-0.046691334619858,0.0886865441291378,-0.0290476530750856,-0.025928852429129,0.176732036604205,0.0689109440900705,0.103411753669851,-0.0800576514697367,-0.0179135980306971,-0.0313735740436387,-0.250897917279619,-0.0498965928902123,0.0874423978268293,-0.110121708812132,-0.23692552168793,-0.289036273251743,-0.128490790912827,-0.060551967916594,-0.0220572378341485,0.278140503855084,-0.0088545259718536,-0.0028531016051245,0.221223973608287,-0.220842294827409,-0.0534919648316294,0.254229698902751,-0.315228715999157,0.103567799138276,-0.229964628562641,-0.15404850817381,0.0742924040281916,-0.129867786735551,-0.0157078742472822,-0.227425726616913,-0.213775965574806
