group,ASCL2,CEBPB,E2F2,E2F3,E2F6,ESR1,ETV5,ETV6,FOXP1,GATA1,GTF2I,HNF1B,HNF4A,IRF4,MAFK,MEIS1,MYC,MYOD1,RARG,RELA,RFX2,RFX5,RUNX3,SP4,SREBF1,STAT1,TCF3,TCF4,TCF7L2,TEAD4,THAP1,VDR,YY1,ZBTB33
healthy,-0.049228902885141,-0.357889271998193,0.363967572581867,-0.29336331264414,0.374807208622752,0.32175004273842,0.301899592674369,0.0386398634472671,0.201644955942072,-0.129793044831906,-0.39685970968773,0.377649080737751,0.473153045698072,0.144268997537761,-0.443689283395105,-0.0310046648193539,-0.23536352865361,0.370440429519218,-0.0798923297769904,0.119897144934275,-0.396337189111239,-0.119699866757437,-0.0507218188179732,-0.486322696962699,0.389208515531966,0.342346950768887,-0.0236467220075382,0.0793004952464748,0.42130087624524,-0.0892337180424261,0.139614298932895,-0.0397542185542739,0.0609962795414289,0.294435013010209
healthy,0.283132465999916,0.0998005808629656,-0.287136220922112,0.100344964931438,0.264924084918974,-0.305460652870365,0.243113906919882,0.271762646027188,-0.233858322747965,-0.683119715317948,0.274018252884541,0.208525473422072,0.401583476247487,0.0912803371866406,0.0824773513972331,-0.372348152756323,-0.187300824798953,0.199752027853434,-0.310316854163347,-0.181702952963072,0.458623532538248,0.136003176424269,0.0468022597782475,-0.261469989104673,-0.270750893465821,0.278409195700398,0.447350773290906,-0.289643974663893,0.298350954735799,0.342461889400338,0.252618472952573,-0.455666345437611,0.305183185796705,-0.441270762851745
healthy,-0.303035415880863,0.538278633218351,-0.149493172460172,-0.494514640476592,0.0564775477654941,0.431167675445555,0.498696582669839,0.0605318393494362,-0.41240438878328,-0.506742725271601,-0.522581698823369,0.384047378921578,0.198621403518585,-0.110906032670562,-0.49127392257028,0.0197661397720556,-0.488264885744894,0.378229073699408,0.37349073719825,-0.343195618640393,-0.500901022743236,0.359042645958784,0.335373294351354,-0.520071374783686,-0.523786755591579,-0.437236395510143,-0.203211588913583,-0.396558841702628,0.0130597078231308,-0.0553108816792849,0.394937917712486,0.521048411273978,0.284860340679616,0.0275675497343334
healthy,-0.250070988668388,-0.107747661572246,-0.327407863367564,0.411365044819568,-0.410882259889592,-0.470357538292958,-0.441975793011172,-0.0181481436490366,0.233627559547071,-0.22655461932687,-0.176433958730994,-0.0387974125808065,-0.454990993603962,-0.0135816070251659,0.458088785240172,-0.147742998269779,-0.0733064845865792,-0.136437790518306,0.440676098669952,0.417392915100364,0.10727550557513,0.0686981914407584,-0.003225772664525,0.365489016023802,-0.0715085319029202,0.44744774118112,-0.0223222051194084,-0.443530111754205,-0.289333290526906,0.0366095154419487,0.33009944177379,0.395464667400601,0.278461482935726,0.474227771355998
healthy,0.0449308024277242,0.217658612858035,0.0295655773999716,-0.223550772956925,0.16671854673113,0.234700268374175,0.207729460222773,0.25428122301243,-0.226650936690964,0.240863615757951,-0.373276970950986,-0.132518132098559,0.0922776370298883,0.244327416987632,0.328746786103207,0.0938616173075187,-0.223606243083379,0.169097598821267,-0.107531921804733,-0.191495203213908,-0.103063494951496,0.252376748670843,0.160431932399679,0.244801994736183,-0.0165116076411348,-0.0903423459513828,-0.0105516507210238,-0.0464654759262843,0.224222577821757,0.26148001275668,0.189208601334527,0.251643310332174,-0.146077496342866,0.313714381834178
healthy,-0.329170318401089,-0.154771587998395,-0.0660007757552556,-0.007870144781371,0.199585153100633,-0.226557382973578,-0.173609460576333,0.245604053853137,0.285047849143706,-0.194242427057257,-0.106365079687378,-0.338308866941425,-0.0292355381492606,-0.671750263797758,0.330946736796158,0.0980718274971509,0.136134859825389,0.0600982947341721,0.0449445998135198,0.264549795348384,0.301309726252676,-0.0855645438949871,-0.0959406765036296,-0.437123122417213,0.0222168128353487,0.0041164697421668,0.214163274990425,-0.162275264206393,0.0043587410852985,0.0106301399266942,0.112536977871843,-0.204894304050543,0.520502325730135,0.0058336980028565
healthy,-0.008431250506419,-0.224021963442805,-0.0363551924280136,0.24679143571491,0.302486822706288,0.318562025446155,0.0369526302190235,0.249712358893331,-0.28043990409613,-0.264564544487502,0.274812256870916,-0.213619092167773,0.180202506468328,0.0569712646418162,-0.348995605395962,-0.286976828061195,-0.258548809887542,-0.156664560347602,0.29173265724956,-0.27116592784504,-0.144745657402385,0.255852068490025,0.351322323260282,0.155296652178116,-0.345853827986396,-0.335431847068463,0.198325103038462,-0.393970102428202,-0.0528978683725899,0.243707177379749,0.227102894228207,-0.0682823668553453,0.372794336344941,-0.187170585809304
healthy,0.0042683873207654,-0.134862727939222,0.134551133853613,-0.108180830784967,0.136621213551785,0.131169394599201,-0.132276045376578,0.060720209469462,-0.110965563933185,0.162673594820331,-0.141820462697575,0.203776410612652,0.129979646716145,0.161092376919485,-0.143746919325384,0.158730511633236,-0.110480656957415,0.141689437739937,0.148926623628413,-0.114620117095455,-0.140019081600194,0.166320341508748,0.139720062700807,-0.130221406677351,-0.184671756684434,-0.113040148688955,-0.144328885646414,-0.134792698939554,0.136381494049236,0.170329854234733,-0.162246187511011,-0.122271298289713,0.161922075555433,-0.12750113138887
healthy,-0.0558259925546166,0.15058042596158,0.28294003937445,-0.191763232234829,0.097120521898704,-0.0124255484871458,0.139402787448071,0.255483176525272,0.0290500125136128,0.173010461480325,-0.108268067453578,0.236779336447604,0.124147316087072,-0.0678675596286268,-0.0272248864200137,0.230446427321921,-0.253659235193824,0.0597084581234086,0.673863566333809,0.436753088865004,-0.368575595457678,0.347119434427047,-0.023506865837779,-0.371515345782928,0.145596250068583,-0.347077019942041,0.497523686256774,0.127645089385438,-0.289354578612336,0.47749480818944,0.328850046630146,0.0792551379952908,-0.329616113836976,-0.0967475587735726
healthy,-0.361040599449823,0.210091768369288,-0.387382400927217,0.331068849475752,0.219558147651256,0.242158141191895,0.382094300730547,0.257241619023705,-0.323118055940735,-0.252990960300708,-0.327590240221535,0.41520469499389,0.374823437125422,-0.209598270839528,-0.294988696744433,0.249742649893712,0.498785629956343,0.261097479722893,0.342460965784959,0.22195983562942,0.330079661093878,0.50166326888543,0.373174058714847,-0.161805776735247,0.350784624120239,-0.282315680180205,0.0368587821671614,0.297596557023919,0.336716654538557,-0.341000213096871,0.161123653483002,-0.353598656701047,-0.185941095924027,-0.419942271279583
