group,AR,ARNT,BACH2,BCL11A,BCL6,BHLHE40,CEBPB,CTCFL,E2F4,EGR1,ELK4,ESR1,ETV1,ETV5,FOSL2,FOXP1,GATA1,GLI2,HES1,HNF1B,HNF4A,HNF4G,HOXA1,HOXA6,HOXC6,IRF1,IRF3,JUN,LHX2,MAX,MNT,MXI1,NFE2,NFYB,NKX2-1,NR2F2,ONECUT1,OTX2,POU2F1,PRDM1,PRDM14,RFX2,SETDB1,SIX5,SMAD3,SP4,SRF,STAT4,TBP,TCF21,TEAD4,TFDP1,THAP1,ZBTB7B,ZFX,ZKSCAN1,ZNF384
healthy,0.19365161536319,0.042953645074066,0.0519589583213979,0.132225184322145,-0.117069072215314,-0.0994390476390284,-0.253276983754769,-0.126590916637588,0.0965029756972568,0.120385746075464,-0.159669301222315,0.0332143138412912,0.0424303174362965,0.0316307380023264,-0.134114600988377,0.129105607884012,-0.0666936897328813,0.211682631246338,-0.087307361490736,0.215712933703446,0.0858053432057093,0.0115947655848665,-0.0231215665414513,0.035613465219637,0.231405966373702,0.0619973339186123,0.123865535043489,-0.127161819515154,0.192659331790277,-0.142256763456531,-0.0719405590362324,-0.10259940285413,-0.239548128841856,-0.238542252343286,0.109728892360885,-0.212226348272593,0.141189718792507,-0.0188805737366701,0.08248866934556,0.0337580308675452,0.0582456864374597,0.0567640575409176,-0.149508589294194,0.200448078191365,0.257416029617128,-0.122995587801483,0.204655088682006,-0.0212389463380469,-0.16698909168826,0.162612169626915,-0.033751234404717,0.234749826085164,0.128487129766648,0.261976456174833,-0.339789159094609,0.103618872278356,-0.160967425622497
healthy,-0.341664508322163,-0.309743219433958,0.304813078172754,-0.0982359510658885,-0.537682133922759,0.542713705098289,-0.35617546032056,0.229358933289358,-0.57044075912497,-0.0485201864634089,-0.489432786911432,-0.559808961828703,-0.398271032848926,0.445973305747881,-0.418139426598665,-0.577953047034908,-0.264418075271803,-0.544023661651386,0.371770849168927,-0.156167538728734,0.110982669980007,0.374038994699908,-0.350510491701317,0.594150541119377,-0.327128738366006,-0.517293642101692,0.531207884072195,-0.475077216909448,0.515185194733691,0.393690501079652,0.271577516564884,0.36649001937415,0.319088799093247,-0.0504872793763385,0.482857107146543,-0.270830819748786,0.115003179137207,0.5478197301471,-0.432347167895727,0.0850910657859604,0.321807984030484,0.305060178708717,0.465674448043146,0.164271141458356,0.483398786050707,-0.528937580457931,-0.543974025735865,-0.406085452418557,-0.534671607742247,0.4754764623169,0.513748990308508,0.570869138656749,0.550071690053455,-0.482484837780135,-0.428289971322707,0.505615174412916,-0.549275357321835
healthy,0.148419606575863,-0.275121379512897,0.245751712121903,-0.586625954383722,-0.134226394241498,0.05845853984116,0.436810225517241,0.656467597318666,-0.144004038741214,0.624097068987082,0.351833917769081,0.492308757059611,-0.18444205971239,0.39449340159543,-0.215281936664479,-0.523165678269631,-0.434874279096744,0.420445343670618,-0.282790090094135,0.497147283679974,0.382302203109653,-0.558920446145054,-0.422642579569773,-0.319585210675913,0.114101110431646,0.455481188764797,0.540682437186145,0.622025270789715,-0.422126044794297,-0.509646768925365,-0.0260175574453576,-0.464112079517733,0.46925217900043,-0.600954265065087,0.0699246709065367,0.020976559104796,0.126173300483852,-0.541118505651584,0.122025216995675,-0.524049836592646,-0.566947370771908,-0.459934612264655,-0.606875637836431,0.667658274423843,0.184434307756179,-0.514615504970022,-0.219793407750041,-0.570789109675246,0.452799597917026,0.490262994049949,0.194703088073334,0.413621680030739,0.525516228775737,0.564189884421974,-0.378193616089511,-0.007737038298936,-0.0908774216274642
healthy,-0.185181365488591,-0.0042400707061509,-0.068610680370288,0.0083865395193366,-0.10447594063212,0.148219178341957,-0.0159633645813642,0.0276338555835245,0.0445936455813129,0.0853460229556861,0.019018045989392,0.0226441952915141,0.0559988197473399,0.0178914438899345,0.0258613687408835,0.0724271664288083,-0.0737776527100102,-0.0832803393599398,0.154595477282253,0.422716040368946,-0.0529860286186008,-0.0192992036874412,-0.0480105194965686,-0.0061719166196656,0.106189992295249,0.0872929704908941,0.0204438643694828,-0.0945764579921548,-0.0024524470399013,0.0656622383428427,-0.0670505314811505,-0.0322261214529385,0.0342878976360789,-0.0370627590188415,-0.110798838266801,0.129401712866336,-0.143035485092435,-0.0791981140423018,0.0365344838749045,-0.0809871105832507,-0.0270811503103217,0.0166674732925674,0.0101256197442928,0.159611750222282,0.0530772719832363,0.190793571653895,0.239773833515039,-0.0699459242221353,0.0541403698273687,-0.108242686384224,0.0751460919680501,0.017701740768013,-0.0326956446001252,0.0864138026545626,-0.0084785925280255,0.0508789123684656,-0.0606922559215234
healthy,0.140514546934769,-0.521044420334309,0.392857860080552,0.406185238987272,0.139225008579014,-0.361960521076678,0.51337811480935,0.0602278889055052,0.4478179848028,0.575843352762089,-0.0391697275560373,0.541548080190803,0.387719049732871,0.337394815399559,-0.0556371323590198,-0.498342097581254,0.552277039310679,0.0929821631416648,0.502339666484093,-0.205965066181079,0.335402478639918,-0.0962124567228293,-0.341753455042008,-0.281441746143379,0.559388843342664,-0.135601405799345,-0.288128002517965,-0.576133498892133,0.0432253256848846,-0.496556086958535,0.0033721428002975,-0.380994107207612,0.481229923600395,-0.290268636188517,0.166414924810094,0.153119784362267,0.110184604807427,-0.505079935490071,0.257372512733225,-0.172005073582289,-0.42084084240042,-0.410859815526882,-0.284304521293153,-0.377679993633323,-0.0616850672475076,0.514822397767795,0.485446714023711,-0.330528023655167,0.37407573392899,0.324879845656963,0.524861453867342,0.533552942385126,0.574805274385706,0.440222603887408,-0.441828079140322,-0.133138387539854,-0.480191845224013
healthy,-0.48703205392031,-0.303489782698241,0.21522203682134,-0.316454183398966,-0.0660543676041409,0.370708618657619,-0.0421131808633874,-0.0193519259130694,-0.0488907737887817,0.113384665727009,0.202216468564656,-0.115025325960872,-0.0911987324915553,0.379980637772166,-0.112621222618374,0.1899450550559,-0.323306328515251,-0.108948503148475,-0.0017110137436726,-0.0580128692667041,0.18440095270643,0.0692973879078652,0.127801093233548,-0.223775979064292,0.037895452107887,-0.30433166945828,0.456094123583138,-0.0088641326086196,0.0432711975867206,-0.0957689456440944,-0.231074822884784,-0.283690134012407,0.0319959979694207,-0.396376384984099,-0.0998061311131396,-0.0229526533634689,-0.0811483188674519,0.214860847841574,0.0163598024056103,-0.128609800172367,-0.153464353658381,0.131684053978032,-0.152501012367579,0.148462393202555,0.158656586051947,0.282345736811849,-0.46779021537703,-0.19179800470146,0.0942106205221488,0.0161726026735398,-0.556152073154244,0.0494550355632392,-0.35844171105051,0.12700569918596,-0.116077863622918,-0.0411555743564995,0.199664899350067
healthy,0.261158162121761,-0.323030524314462,0.241910747781113,-0.325530259111387,0.0974350961804539,0.283348945732999,-0.177470399333999,0.285899013463175,-0.355998092263847,0.26574439833363,-0.376455812317423,0.267273110182297,0.0262477186970509,0.205774419686044,-0.335545606835329,-0.322933381753289,-0.370350326848338,0.235158584785632,0.10631885889907,-0.213497806961516,0.317520678777456,-0.333897706600726,-0.235601816595831,-0.0168254942585266,-0.335278036962172,-0.302111251262984,-0.185990858940418,0.290822882991284,-0.30455229785974,-0.263580384201481,-0.277352078733867,-0.247902984150386,-0.256494413192687,0.195854503203544,-0.0159403392943929,-0.225563013724995,-0.335190054994851,-0.222300432991733,0.330887897858245,-0.359980937271916,-0.315328075539222,-0.485394097728687,0.295235168585841,0.406911565565903,0.2739116214145,-0.0735879564018262,-0.29595422487025,-0.317260457512554,0.0012367808358177,0.208172683289537,0.364197931085463,0.324115098360132,0.292577791041977,0.369034120643851,-0.305683983530932,0.300569754849271,0.198755492144338
healthy,0.395723762155514,-0.56340367216644,0.402878622824984,-0.0408267148995823,-0.568214413792164,0.58662185393067,-0.587303759786659,-0.521118734345887,0.348192300033376,0.569984509560146,-0.443790451790033,0.401751279996435,0.443021300110578,-0.615622568781431,0.446115887258433,-0.541189760479658,0.385106413087212,0.452521998623439,0.534111285944996,0.52629477670105,0.579728373578423,-0.509111679960588,0.131658545956367,-0.500200953844859,0.470553110928299,0.594431186628052,0.34012371877677,0.565109335269862,0.336011613400968,-0.563632261357996,-0.521702992292256,-0.371598500620953,0.526179393904199,-0.538368306220616,-0.19272788792816,-0.422257541915272,0.451893297429144,-0.482467975150899,0.545920265412931,-0.492017938479517,-0.574163212841618,-0.53129726493636,-0.572103398884367,-0.372559131045114,0.584713629173151,-0.49963333700413,-0.389097331927107,-0.573962481597531,0.495242384288753,0.490836609716709,0.55592228420884,0.566184812761115,-0.564891728538366,0.563416942639012,-0.553301561193885,-0.565160330046299,-0.571447922363157
healthy,-0.344632563754365,-0.118536969685715,-0.248857871470398,0.20087405800198,-0.138028885625881,0.222918127069561,0.367722792456895,0.288201497017871,-0.215797973369557,-0.0158839501769764,-0.372974902451642,-0.331149954237357,0.402473093975068,0.0747411795755623,-0.340881432706202,-0.311111202068594,-0.430394461545424,-0.0676943636091051,0.397292190531867,0.341359068201606,0.296767720387034,-0.0862557051969375,-0.381908692034066,-0.0043764449198381,0.403247966677719,-0.350793184099558,-0.153443599671808,0.008689957288838,-0.322437807582985,0.0175639484116012,0.337814536443844,-0.305367917304557,-0.322412985580861,-0.233299365321261,-0.299414523068,-0.419308679597089,0.249231831229661,0.336229939944653,-0.187952701532984,-0.373127846101089,-0.318528969066784,0.216482584246304,-0.367815060101151,-0.233187164857118,0.446211843625797,-0.321015807734067,-0.350836685285098,-0.456407794407101,-0.0846130653291449,-0.0217529746790429,-0.0702221961889852,0.425369635842847,0.202648329699214,0.229853745481051,-0.1121297590467,-0.316895606108876,-0.363541538735572
healthy,0.235660632322573,-0.526635590589902,0.429411330570439,0.394842864105785,0.39743818761637,0.196518087405562,0.427721741507839,0.348843981111546,0.427642878086246,0.403443756660661,-0.102814003749904,0.399347638339167,-0.3219802319564,0.53967434295984,-0.184110242408362,-0.449796330151739,-0.405403393197199,0.596424939097838,-0.356199787525525,-0.0768559890427432,0.467882341503588,-0.331921802678347,0.433062945970231,-0.381598588879576,-0.466161685032482,0.479585195307765,-0.500895047742284,0.431741386208395,0.380946173300948,-0.508394242195522,0.281578262094565,0.250766562258493,0.521160557290868,0.262297350415559,0.225747739208478,-0.478459599199583,-0.195485693522898,-0.444892459209086,-0.316947311778415,-0.257317005851968,0.226017786682416,0.372679852837675,-0.404031647621623,0.451043806093291,0.525139575380301,-0.487806109558605,-0.237529456434247,-0.189444277468792,0.430826092557793,0.404540675160992,-0.38771647855462,0.442306694901118,0.485741321793278,0.410907104104084,-0.218889011330596,-0.479539789095333,0.272587832033035
