group,BACH1,CEBPD,CTCF,DUX4,E2F6,E2F8,ESRRA,FOS,FOSL2,FOXA1,FOXA2,FOXH1,FOXK1,GATA1,GATA2,GTF2B,HEY1,HINFP,HNF4G,HSF2,IRF2,IRF4,JUN,KLF1,LHX2,MAFF,MITF,MXI1,MYB,MYC,NANOG,NFYB,NR2F2,PBX1,PBX3,POU2F1,PRDM1,RUNX2,RXRG,SP4,SRF,TBP,TCF21,TFAP2C,TFDP1,USF1,VDR,VEZF1,YY1,ZFX
healthy,-0.712035316136864,0.534828828104034,0.757114243245968,-0.623565596923057,-0.22531833565832,0.615787777171132,-0.659493306310553,-0.0833623955140444,0.17982929665549,0.660895316737938,0.332233552603853,0.585787615270848,0.517661353482985,0.704877432968476,-0.397212444044524,0.699312309945486,0.657628727816989,-0.343897897860266,-0.661806146641444,0.757877242118015,0.160186844443239,-0.0811592362710098,-0.269076320970194,-0.697729087285989,-0.452267581405639,-0.576669778749891,0.669135704556042,0.508467217074823,-0.719689148572081,0.487885322501365,0.67269795553991,0.294822764158817,0.584981697712249,-0.574805200256327,-0.10177928078807,-0.379534713927794,-0.227345051412193,-0.702903173387055,0.249724762077911,0.52640722805382,0.0886175502452656,0.431280343681406,-0.713723451141267,0.307340714403332,-0.63441925587792,0.313449474122655,-0.309748929593229,-0.659407468937448,0.390164241963994,0.607051440086198
healthy,0.0459327901979027,0.20375138652995,0.344167484974851,-0.236360236092004,-0.417660929713911,0.450840385122181,-0.390089490526176,-0.390847357053881,0.36160233680173,0.369581994846997,-0.259637425096883,0.0850673313620325,0.372937000355155,0.482706074492773,-0.0546114894259034,0.112563278023723,-0.155372442403685,0.129868714091667,-0.306034935520054,-0.490065125148599,0.455722888754743,-0.194065793480535,0.286602963231422,-0.327472852072185,-0.288285368097582,-0.193504991858481,0.26625527640608,0.188179337293807,-0.411917615199945,0.306542794331634,0.442201883213243,-0.167263985889498,0.452013950754345,0.349400979832405,-0.260174696580948,0.416815805591167,-0.189904880746279,0.118649740383351,-0.440942040408455,0.405136033347247,0.410875426171549,0.351573595906653,-0.262923801035909,-0.0331402385116223,-0.249707706865841,-0.140781796006135,0.48312471486448,0.337036872741994,-0.315160707369832,0.451971792590449
healthy,0.465929547499065,0.275925481945403,0.316307579657522,-0.215561270182139,-0.317299369265014,0.104534955489314,-0.37322975878532,-0.217109662777713,0.113508763412588,0.458580867316365,-0.0349991181841177,-0.262830240918715,0.465433030436429,0.249039967066615,0.241093857641867,0.408115140186085,0.230814914817652,0.268403935207807,0.310375919559494,0.175318528107162,0.0932251421639399,-0.176521521487959,-0.265047804653176,-0.376178507068966,0.330320607014997,-0.492613313904259,0.457706244504641,0.262798020049879,-0.322909473287662,0.371492912808521,0.0976921717837301,0.161537163181113,0.103290528772708,-0.387987144367981,0.413438989942543,-0.120858065854177,0.341635292172164,-0.241620061006643,0.358126973987881,0.288718198912499,-0.35435386926914,-0.490421369023588,-0.454774965001037,0.240816618541052,-0.2511838007112,-0.354906268215457,-0.2858545331492,0.293224339780048,-0.181054950684366,0.354845575208167
healthy,0.278012996522063,-0.402107131863277,-0.126087565051865,0.23758627256679,0.402755879943798,-0.218754788128458,0.219448185198507,0.501866525523095,0.168785028900996,-0.261099125377924,-0.341092845702571,0.277995797105864,0.241464793039185,-0.054231566083887,-0.189300596782459,-0.128180577644996,-0.27318315722922,-0.179964823162046,-0.0927278553619823,-0.325000932921284,0.207324368839033,-0.145200355497368,-0.31959531276816,-0.0020081968861762,-0.310559886124772,-0.321084226270297,-0.257581410436467,-0.234069148312353,0.368463544940366,0.282949055239798,-0.376987332384693,-0.268567598339814,0.411006700491838,0.261942695936485,0.268862594387354,0.341719286661476,0.213499654180504,0.332148906054845,0.264781641998237,-0.0021696281743825,0.528600394659674,0.385070606296545,0.0227699075239137,-0.0130417439900885,0.325352808654316,0.252581592266761,-0.35561391321728,0.265418159382794,0.105317272079176,-0.331069199673071
healthy,0.664557002158626,0.513905264902779,-0.119972452147918,-0.677336146285267,-0.587109058846254,0.756734945542266,-0.693311373555233,-0.621430633510375,0.110109215044895,0.47166093218694,0.146002889047373,-0.182202681402864,0.10762394909416,-0.702277009385861,0.605927554886582,0.742155410424173,0.711818562795886,0.666321074023448,0.0272912294381372,0.614789421783984,0.591275381515232,-0.670445889119136,0.685528703563369,-0.76702363527151,0.0266789927321106,-0.810056611879858,-0.192257891032353,0.616470478502227,-0.655555047201369,0.808884022934417,0.751899313253987,0.511087938365724,0.0942377567081534,-0.713530750194097,-0.636274779408191,-0.212939039424067,0.431849980955224,-0.751686586940876,0.773374293984871,-0.80605631950404,-0.687386167468094,-0.468859170989869,-0.568228301445991,-0.511575652351881,-0.767495783917683,0.156151490716764,-0.357468409619647,0.44335795564986,0.0862838679764681,0.75107435023485
healthy,0.109135710809852,0.0697060203530238,0.266524369596098,0.338002352459984,0.379133110814829,0.048545589659536,-0.137679251496885,0.0765959898364707,0.0707666198736199,0.106234872432498,-0.0612867815646231,0.380154637736299,0.0795441584241056,0.0496968214976915,-0.165544661043424,0.0590082851011777,0.347421970629092,-0.117174998782528,-0.0266955477319956,0.002127039790546,0.025116229247234,0.361749328794045,0.113175092500903,0.171793860041725,-0.274249969047443,0.067145153869093,-0.0098396486097078,-0.176508452498594,0.0910261653305664,0.0856611349413453,0.0606295965597418,-0.288008458365848,0.0894991114822642,-0.066496025070217,-0.0187427632713011,0.0434454070427387,0.0904153035102155,0.234126538550985,0.161430860149399,0.18789932357462,-0.117340755221087,0.123274150943981,0.0878248304692153,0.0596747347429651,0.0721495683370025,0.212440037605352,0.0821694745560787,0.138040572336222,-0.320892783551105,-0.191941827045498
healthy,0.46720641172003,-0.233433888083304,-0.287076378831547,0.419210337044862,0.0852050293698725,0.172550942063335,-0.110485891658855,0.180557084576537,-0.443568630581116,0.456032668900349,-0.213553441111096,0.349679572369585,-0.0199385414702131,-0.405906697001819,-0.358823962755188,0.013902426449858,-0.288935842211702,-0.285492271067502,-0.416981213364242,0.444339766928304,-0.067396648789427,0.325133899907846,0.589634282215294,0.152414826566625,-0.326421910298552,-0.374951733667187,-0.265429015387503,-0.145481278990862,0.237857595145427,0.194322931828363,-0.149694228706215,0.366672432757921,-0.225296088144972,-0.247446966534657,0.341183010342214,0.262894038676542,-0.607316015032314,0.2617007724142,0.499004316552939,0.0784233536436587,-0.277221495372013,-0.197323982855388,0.0600203174300834,0.222442426638603,0.260234347755795,0.154486365625577,-0.279897885165106,0.0969232433168422,0.246109298970921,-0.0820421750586927
healthy,-0.551834122663908,0.450807769413898,0.278690667165633,-0.413836221888575,-0.490509057763905,0.609839424063887,-0.607613497648084,-0.463898324260458,-0.575508636590577,0.574562180099722,-0.440442984245906,-0.482420969228851,0.651137457109852,-0.538158673236203,0.504620072086674,0.581543809351221,0.454948069677163,0.542608420630761,0.477729169534451,0.562601213075378,-0.123077804517619,-0.568450992723277,-0.448587106590715,-0.57268250427173,-0.109399301163899,-0.595592067057819,0.197063956798194,0.199923974145968,-0.503419212093492,0.58860845744474,0.483864340131924,0.517026005512109,0.558452511909831,-0.606819956340064,-0.475841676489697,-0.535859129484406,0.349576375779678,-0.511542634448314,0.515028644091493,0.55877744755327,0.256423398177638,-0.411108513540249,-0.589545314393411,-0.464978601079336,-0.496832466941025,-0.436474245833193,0.512643454912844,0.51742134822119,-0.430063721592469,0.513174348160591
healthy,0.39524835406454,-0.174299122787397,-0.0844221954938064,-0.0940054614317948,0.102941375254723,0.18458763317769,-0.0600304170428796,-0.0954935260683092,0.0086367262240523,0.0769173802475447,-0.283265353579082,0.202210176419374,0.0386332934128996,-0.0544399856045956,-0.0677180562901572,0.0778693618411817,-0.0506813835013797,-0.29702659371128,0.116959541579609,0.22263656133845,0.136909125209145,0.0950164932094203,-0.246834053105587,0.0256017282993221,-0.168421313787035,0.0633008709584559,-0.0396225576717216,-0.0327659050332413,0.129106280210753,0.414932443435477,-0.0769729568912988,0.0484608650140568,-0.0914424518773376,0.007744026383753,-0.0114436940876548,0.274920057380715,-0.109361056531687,0.0719483651572356,0.362137063347303,-0.0587176504035394,-0.103754531023649,-0.0358873440727521,-0.145059787369699,0.441187081514234,0.096670361499801,-0.324990329370149,-0.351308417450526,-0.009259300418772,0.295402945220941,-0.289718496626973
healthy,-0.518355970884748,0.670229927385116,0.797010243332027,-0.550586584883287,-0.468451653482704,0.60535578198167,-0.776314068355011,-0.607527266413125,0.701930246440452,0.734640850723551,-0.660248644699219,-0.479233618652015,-0.136388505747867,0.752660398655231,0.365444480799852,0.676222469846053,-0.779531470480767,0.631348618308384,0.768889939150171,0.696032025214473,-0.673164365806001,0.765647384695092,-0.771853721955265,-0.233650467208114,-0.212021560018745,0.445347142973119,0.758885600162395,-0.656079646114118,-0.381948600889889,-0.292274258775074,0.722580308813712,-0.776653624800856,0.720402536299926,0.597807987157664,-0.632059171611727,0.757839682468093,0.765999517305598,0.377773314222458,0.377509214764578,0.52178716780974,-0.0193756776876177,-0.659743502085338,-0.765898907988311,-0.770417943156474,-0.635523904975815,-0.784278972640271,0.393179115932106,-0.772398689090572,0.816597619791437,0.700854984361942
