group,ARNTL,CTCF,E2F3,ELK4,ETV1,ETV6,FOXM1,FOXO3,GATA1,GATA4,GTF2I,HOXA1,IRF1,KLF9,LHX2,MAF,PAX6,PPARG,RBPJ,RFX2,RUNX2,SP2,SP4,SRF,STAT2,STAT4,TCF7L2,TFAP2C,TFAP4,THAP1
healthy,0.13380683338317,-0.0355991147051961,-0.224540980044657,-0.111067244927674,-0.0580198307546549,0.0188882076763329,-0.0274030973937829,-0.307029285581288,0.0984070139317465,-0.0662158480660681,-0.0664550023705957,0.219339373921183,0.0134325001042979,-0.0268600178272516,0.126089124680812,0.107923362299406,-0.0956716865737126,0.0879739073967317,0.247056361339658,-0.149506316999135,0.137289517942852,0.140562942486073,-0.103050593344657,0.198767121350468,0.0938580997643786,-0.0500629677477692,0.194243119089822,0.188528327687882,0.0223061212785393,0.284728146684093
healthy,-0.0201192902563125,-0.0193814089665826,-0.0109280116667636,-0.0323736460999,-0.0430151019259917,0.0179291849026064,0.0048356298113371,-0.100940318290369,0.0327123960401228,0.0003080475287222,0.009587339697906,-0.109380411211871,0.0052572762626113,0.0165250612833144,-0.0008453397299818,-0.0310380911996259,0.036666866641394,-0.0578320857161587,-0.0128510060404149,0.0851009441972334,-0.0776719840278162,-0.0076346663264709,0.0260990966029036,-0.0286658182043498,0.0335137289802872,-0.0371683393625697,0.0137260247681807,-0.149895313428001,-0.0286187411733823,0.0228743199816288
healthy,-0.340008462785053,-0.563915502469109,-0.55624241335357,0.610730014352594,-0.557267589897367,-0.278751315453145,-0.551955463286672,-0.582710166417466,-0.589189318389656,0.564419364705012,-0.5758482708378,-0.582356988305833,0.551346857398656,0.384659776296125,-0.50317128683091,0.551551489967292,0.628932244458178,0.316963360752257,0.27466671888287,-0.579901678463675,0.234198236189874,0.53639182099932,-0.565953289440467,-0.570032672243259,0.563087606145194,-0.586281893734361,-0.352300294266398,0.613792150533388,0.323084417436895,0.195046385886965
healthy,-0.0366715148334152,0.0142498158176023,0.0248467740211543,0.0280511759536697,0.0598743130425845,0.145223505708834,0.0409151157853563,-0.0883776338849442,-0.0341850977169452,0.0167277332901364,-0.107021259255618,-0.002517196678127,0.0290960534586185,-0.0347257112399633,0.0300133277984366,0.0104675104348438,0.10725310060723,-0.0434361825141264,0.075636631456398,0.0817808251297918,0.0300743082225891,-0.110177484482931,0.0439991121235633,0.0388396474110105,0.124847508229243,-0.0647424750646718,0.0924194858416759,-0.06844734326587,0.0163693376656241,0.0175354164762283
healthy,0.313482016461504,0.145293902438956,0.0595158628589565,-0.0243254547785963,-0.0438857784436642,-0.225358328311913,0.197420688326875,-0.0406030063535337,-0.0513657279985116,-0.179285928320324,-0.0173169067522625,-0.0349064312559544,0.0706250362297093,0.215203317071163,-0.172646550165718,0.0215481614359081,-0.0412731916591313,-0.0567840058081732,0.108251965463471,0.251847686492481,-0.144657794352288,-0.0272844932889042,-0.25170001854379,-0.23500786080522,0.0017890539937562,-0.0223092193253155,-0.196784580240207,-0.0735159203021598,-0.0297210144423055,-0.119128277838211
healthy,0.0541114026988803,0.0838770209144566,0.0289559412183649,-0.0271703732567644,-0.0809466214830262,0.118161666567001,0.112499800130472,-0.15957558057577,-0.129113646434604,-0.0332591526651423,-0.138868046803676,0.20677143357149,0.157007600999587,-0.0127943856652983,0.189135554886214,0.201082826086614,0.111791424516411,-0.154844512355437,0.214393785885867,0.0711546787794114,-0.232270648606838,-0.174218034849002,0.0430723833405786,-0.171238033394559,0.0103580139937258,0.0850128338346478,-0.0417087996085828,-0.0094090738113963,-0.050461826367194,-0.031598585996208
healthy,-0.0507841101625291,0.101895852620439,-0.082744456513827,-3.69046490021496e-05,-0.163005625885447,-0.10527046526286,0.0289501786217162,-0.0060724253128674,0.0626749537278002,-0.0154235663996764,-0.088945265830081,0.0540816003713745,0.095006095168449,0.0874881303995298,0.0757999402933677,-0.0070449226345774,-0.0455860765458448,-0.118985742149374,0.106161790763074,-0.117294938629505,-0.0667429320200521,0.0107376883233835,-0.0859532283145975,-0.0145507392397353,-0.0296338809594642,0.0363127941449605,-0.0416881725462511,-0.0500205244448961,0.0604455816145133,-0.129966393747984
healthy,-0.050075762808717,0.0807892373730099,-0.0103018428183867,0.0473862828167557,0.0257043757910691,0.107112547527961,0.0051250500319306,-0.0428815962029005,0.0046420407072892,-0.0193468874373091,-0.0265262138649635,0.0758112590030283,0.0546547822260776,-0.0239421870797499,0.144964488562702,0.0430590627482705,0.0445550626342592,0.0071676631468913,-0.0132621725508937,-0.0244924828714509,0.0048814292701312,-0.0376442884677167,0.00390173567149,-0.0249694901684802,0.0464792950983843,-0.023733743036557,0.0228408479910774,0.0235121956656832,-0.0190629783399806,-0.0504460527356736
healthy,-0.0905711467420839,-0.0151440080847259,-0.0937831984862594,-0.0662090363155579,0.174788948516182,-0.050808829438559,0.123611043598101,0.0817366807317851,-0.0127608418648229,0.106880985686152,0.0449198673448712,0.046927339516171,-0.0863434454879114,-0.0904390160356886,-0.100829688143533,0.0265923275318311,0.0552716704015626,0.144006104054655,-0.052770212301526,0.0151692789848562,0.0593277702100886,0.000786647019769,-0.0743303815917048,-0.0633928953400898,0.0079486607919234,-0.0763158319786054,0.219819526471147,0.165836310963369,0.024004467020873,-0.0823879479294277
healthy,-0.0321156643189363,0.04664265832902,-0.0287197159903296,-0.221277438146561,0.209948384192633,0.286011239389795,-0.0920057148113361,-0.147235118976889,0.0867744640004354,0.198623588481122,-0.017661060429964,0.205996735228436,0.0232734239373039,0.0480563948119008,0.126346310793842,-0.0940858662326833,-0.153714034816357,0.161857923441385,0.150820559093111,0.125068838068348,0.0327969831058668,0.0663008344531739,0.123789236221644,-0.292013232078411,-0.207206076075237,-0.170683130853344,0.0997110044672782,-0.0665776202103645,-0.0563961625881719,-0.096943146895373
