group,ARID3A,ARNT,E2F1,EBF1,EGR1,EGR2,ELK1,ELK4,EPAS1,ETV1,FOXA2,GLIS1,GMEB1,GRHL2,HNF4G,HOXA1,HSF1,IRF1,KLF9,KMT2A,MEIS1,MITF,NFYA,NFYB,NKX2-1,NR2C2,PAX6,PBX3,RELA,RFX2,RXRG,SRF,STAT2,TFAP2A,TFAP2C,TP63,ZBTB33,ZBTB7A,ZBTB7B,ZEB1
healthy,-0.0538063802539248,0.0959301791730657,-0.122273446502693,-0.100443792639791,-0.033292178203101,0.0655134123658848,0.12846927343914,-0.0203430466105905,0.160695397757359,-0.117339279668538,-0.0009682507761771,-0.0368375408936486,0.0030807979242,0.107446495223051,-0.117642469305523,0.178461332453579,0.160265064079058,0.13801974700416,-0.0407790061744505,-0.104605314915178,-0.0751959201276562,0.0320891999660324,0.04590388907058,-0.214061664022112,-0.0024988694274066,0.0302358310560772,-0.154832101390509,0.0389696486634124,0.218066701323572,0.0304705585169686,0.0228027947945152,0.168309369770025,-0.149917495178094,-0.114204690034551,-0.0110859823716848,0.0181473668201686,-0.303761785170685,-0.193366526220185,0.0977150859069277,0.0337958642129305
healthy,0.131662218110146,0.107903041664957,-0.0708161663712356,-0.108477204825416,-0.123625966299686,0.0306267775750696,-0.0185032970365275,-0.0427837933070544,0.0341245998729457,0.16488848128602,-0.0580799063888762,0.0226890989089713,-0.0405288056025259,0.0658306009460816,-0.11901843396425,0.0594711088077584,-0.0563787574851445,0.051218402566895,-0.0663773262209966,0.033329917410151,0.0352769910657962,0.0607840624419408,0.0089721885729076,-0.028891077259912,-0.0237774683688857,-0.0263820350596052,0.0286034875706909,-0.0875095791798383,0.0581977876749174,0.025716412280666,0.0179118581703556,0.0528524810837412,-0.0313320328553502,0.0292254129763563,-0.0722998446265811,0.027859616007052,0.104681630658487,-0.0197034504745844,-0.0448944780579807,-0.0526126536397265
healthy,0.427365186233051,0.289005098638788,0.433389035915321,-0.470027278133736,0.358194942533143,0.419049549090157,-0.470089798124059,0.563856696234534,0.487504154194341,-0.549370809846743,0.576251828337202,0.497496410490213,-0.446737833227079,0.472465712088571,-0.461555611096455,-0.567313923603634,0.219333769022858,0.561158011823809,0.47947238034002,-0.200946440780293,0.187640084834467,-0.252767502914765,0.550368506043834,-0.518966509788571,0.554310352078974,-0.346602878240018,0.569731970269597,0.132400625322416,-0.255710325495552,-0.595930624195223,-0.490792032796762,-0.564341824196966,0.5649323302127,-0.182631278293035,0.581183576791326,-0.512462918339036,0.254932460140762,0.160202220189764,0.173709084581474,-0.415324740483778
healthy,-0.0587814508038285,-0.124195857189384,0.0355141001990849,-0.0921495674336131,0.0362079555819453,0.0785583143163209,0.0328503808358311,0.139305336990334,-0.0088529065169616,-0.0333202238333698,8.38034518295722e-05,-0.115193477934396,0.0722627901321866,-0.12085047918978,-0.0954697650533244,0.0838368587540317,0.0620494992845012,0.0979253170714446,-0.0891071051120053,-0.0434117260538766,-0.0005999297044547,0.0057304678751272,0.127317187036081,-0.019779510313788,-0.13172811716264,0.0121569014206342,0.0381523530417657,0.0475377315977315,0.130073687515018,0.0833714151694572,0.0509230619898636,-0.0604827002203124,-0.0037457961145129,-0.10659273289221,-0.0907283066730924,-0.0661686016844368,0.124373979763055,0.0581358458932336,0.0953320956183726,0.0594151808761786
healthy,-0.162051723235174,0.234212242673765,0.0380889410458285,-0.0596849797402848,-0.134364494139717,0.142106060549545,-0.0031596014379521,-0.211351277630437,0.0657110237198843,-0.0408142330077734,0.0942940161096059,0.140526259830569,-0.104543719743375,-0.181877950814901,-0.0101574128701176,0.0150216790013979,0.173788936824268,0.246926652583874,-0.0857706926429653,0.153023515002675,-0.153501255426283,-0.0675079791768639,-0.0262214346139327,0.0512810913795462,-0.0024049887233896,0.200526113940959,-0.105618635696493,-0.157643482053701,0.17453269180193,0.0513842398800979,0.111107221699533,-0.12845788526602,-0.0606513183244008,0.096666431622295,-0.0639249259998048,-0.111894407624796,-0.122545847523872,0.0592615280011778,-0.0724591072033456,0.288310916778907
healthy,-0.0834631196196192,0.085940165051048,0.0971156312959862,0.0853030443783767,-0.0251573369131099,0.103795326536146,0.0502390832379367,-0.0494421632309692,0.0409098755785214,0.0319721191798575,-0.200380577715443,-0.0430159248946544,-0.0483890866562899,-0.122220117097233,-0.0575446851623958,0.0749472376168262,-0.0720864245833451,0.124945116271547,0.0584894636827081,-0.100520530431944,0.119976177257419,-0.0579998900237046,0.0316409950232166,0.0668638209989217,0.0439430517666039,-0.0839318228002643,0.128900643003198,-0.0414115977249275,0.0973702303653131,0.121292471059156,0.074702606537163,-0.0780022187822981,0.122203088448225,-0.0220407826448195,-0.0286841362559967,0.0257691222787193,0.0241764244302667,0.0220511659673859,-0.0134028966018719,0.119205007890416
healthy,-0.0560915955899103,0.114376148150885,0.0417202959083803,-0.0592817473779005,-0.0184313525476376,-0.134829128650236,-0.0962219908846893,-0.0141712796340305,-0.178118714845035,-0.155288101579516,0.0839157188746657,0.0794723320818478,0.0777031125423221,0.0246377848612659,0.0599214846700845,0.100619889686678,0.0509770566449742,0.155174608588425,0.0621469460337978,0.0379911886042953,0.0701590064384939,0.114269918711224,-0.0075822397488348,0.0182229794159938,-0.0291903065143174,-0.160636436086101,-0.0371611462646491,-0.0216846064386746,0.0484060318219859,-0.0874324580938206,0.0310643935776116,-0.0478163222402749,-0.0340142126076666,0.111747650477208,-0.0505120985590709,-0.163452696564239,0.0911307860987216,-0.106458967886742,-0.0525939231932589,0.120233839201488
healthy,-0.127106877562886,0.0634365918657826,0.109651640322972,-0.216685135155092,-0.0934061110548195,0.144028541654554,-0.0284018275781558,0.193655031068329,0.0559666759718998,-0.0926255377419248,-0.0650535926370731,0.0881314697059263,0.135651577372229,-0.19837742712969,0.0671780298888725,0.0947804497424897,0.138866495685551,-0.0641388525388785,0.105008119445584,-0.114231766799307,-0.15777394070849,0.0896054003485609,0.0811923034212673,0.130469279812992,-0.175647418722996,-0.0927712150464601,-0.0824256815209309,-0.113806450949923,0.141755116742123,0.089341037041645,0.111165987600817,0.0613882387134037,-0.0864789204701546,-0.139124108462389,-0.109862583569752,0.0835381126233642,0.131184035457627,0.0968043430414931,-0.107574153873317,0.123580385504731
healthy,0.0587797089527131,0.0658118449499061,-0.13287227927306,0.0021694300365427,0.112284955875994,-0.0649919331277199,-0.0287369972877305,-0.0048031807463932,0.008552669192026,0.0127610778378989,0.0463090565553427,0.0641737014527103,0.0434246038846393,0.0222067452542938,-0.0817536814141551,0.126354868364473,0.0819941824814357,-0.0181465495915005,-0.0193977791960253,-0.0293246887680066,-0.137806271478203,0.1774061403258,0.0856383016969925,0.122684106815115,-0.0149990338771449,-0.0826783624138542,-0.0441296656462529,-0.0260355606487652,0.0628067817140246,-0.0860378166934881,0.0997533381382147,0.0045621996370621,-0.0997210553103212,-0.087814332311729,0.167777936919718,-0.0304455869558314,0.0646364619893541,-0.0387191116955148,0.0477632239366995,-0.0795529286338198
healthy,-0.0097376505924471,-0.0512056269269861,0.186357537971539,0.0371265102358008,-0.106541353540892,-0.127942202737447,-0.122247991603075,-0.110472768800704,-0.147696507585941,0.32969144281756,-0.107488275065836,0.182153460040483,0.0862987922810994,-0.138201928367084,0.271147174072259,0.101779268282637,-0.223090906681359,-0.130556805251634,-0.258169276386645,-0.0924051679185163,-0.140231045920535,0.166533482207145,0.169255881591359,-0.340908658292732,-0.328399994041353,-0.116587599094594,0.0689519508632106,-0.154096682535785,0.175742716770048,-0.0450950239613328,0.382444271879053,-0.239110367033032,-0.283076694355257,-0.308083454537424,-0.220459394854227,0.0120690221147978,0.125473443047415,0.0014816785468429,-0.320945100696539,0.0439451906810438
