group,ASCL1,CEBPA,CEBPD,CLOCK,E2F4,EBF1,ETV6,FOXA2,FOXM1,GATA1,GATA4,GRHL2,HEY1,HIF1A,HNF4A,HNF4G,HOXA1,HOXA4,KLF3,KLF4,MNT,MYC,NKX2-1,PBX3,SPIB,STAT2,TCF21,THAP1,VDR,ZEB1,ZNF76
healthy,-0.122789066428816,0.0807455354094287,-0.162839237182283,-0.182768024961628,0.0108816285047888,0.140767827861065,-0.0138620391439323,-0.266782863802363,0.163537394763342,-0.071929490368602,0.336858625421255,0.358111505164679,-0.18530065177292,-0.267919175451535,0.1179019633614,0.0812607275554519,-0.059507100305613,-0.292282467590576,-0.112172256316843,0.242578462699012,-0.197212664569755,-0.100178390562229,0.098440218929384,-0.213929927476227,0.201286052939247,-0.0149357573548031,0.124830575493432,-0.0279311181222478,0.0286292757033073,-0.0333911918941197,-0.144701584714345
healthy,-0.0196744484145939,0.224616202108685,0.0458316000405731,-0.125339606412993,-0.0095773352094049,0.190398986301456,0.157147215557687,0.0065738396229775,-0.0709471926769277,-0.175419565332401,0.0063124483765428,0.0540138471032981,-0.0810813613461705,0.137283483826709,0.111588023252861,0.137730152393413,-0.328671951168308,0.222769437900158,0.0831003833875969,0.106068762106879,-0.0142773701500865,0.124296044425311,0.0295942962917408,-0.0354530656083799,0.0063134498755713,0.161519760316053,0.113217462172207,0.0946486686850609,-0.196555200829555,-0.0651374968126844,0.0642371491860761
healthy,-0.165037775348233,0.107839093491629,0.0259751807812485,-0.253741716021074,0.0020824464170212,-0.0758753803421564,-0.0919160133138986,0.152968328717941,-0.198336312277455,-0.151338067360263,0.102777913368332,0.12900403708038,-0.0336755688723515,-0.123034922263714,-0.0116350062738621,-0.0553375986541612,-0.094574013469283,-0.0714343111407486,-0.0392277847922072,-0.109875137901385,0.302669521496445,-0.155438235022446,0.195420521455698,0.0850256435511035,-0.0771286097567047,0.0171308143627835,0.054343707681835,0.0721161454873963,0.170719300904912,-0.165624429297229,-0.0228295374288934
healthy,-0.0913753033768981,-0.0649797577086927,-0.0802356682510271,-0.253122815328149,-0.253934955975181,-0.140970604432552,0.237331030180398,-0.0900546843592366,-0.0397988257046566,-0.141381866927344,0.181819028446694,-0.0647705114341966,-0.0865635959824262,0.215995778181955,-0.0458676764938865,-0.257305330800004,0.0028043749935725,0.224580794157135,-0.0727744295237674,0.132795610501689,0.0428226895495087,0.226764235084113,-0.0048739071254578,-0.182717681654032,-0.175165535627639,0.0766073860516262,-0.197225317028102,0.181786067905488,-0.0500232564697023,0.0044548475133911,-0.282087617462656
healthy,-0.326792909596757,-0.150896946682959,-0.0998859613504414,-0.0067218231265922,0.153159575106406,0.319949972539956,-0.21034186570093,0.0257807515985514,0.160696164672585,0.0281865146667912,-0.108501565931209,0.139886589391243,-0.0339944781381711,0.297824659562254,-0.27010608508036,0.253513476641745,-0.149724343631391,-0.0067108127693004,0.202375872200374,-0.141273894409999,0.170181587479398,-0.0635022356799681,-0.0182992138188309,0.113329607603626,-0.0372315231819354,0.203752166861838,0.230854161335395,0.097970159181683,0.0009193648338582,-0.139506732064679,0.122958165055231
healthy,-0.211062313730104,-0.0511631792202736,0.0526100119089233,0.253426599160097,0.125549329083945,0.119190230536918,0.194730876063156,-0.244604043893635,-0.0478056055069107,-0.0697828147938933,-0.212866219604781,-0.158393199346041,-0.0027970732905458,0.100999062300404,0.27709975243476,-0.0531546355836526,-0.102276474722361,-0.0724110824015439,0.21963770387956,0.14865255831757,-0.0184122135421496,0.234668682232164,0.232490904547677,0.0910630860551362,-0.278098451104801,-0.0261291325579016,-0.199882010157281,0.181250799922152,-0.157452681275444,0.115391283226713,-0.0421995769724114
healthy,-0.119012765136208,-0.333703791660997,0.199422955348776,-0.334571000004912,0.153794365370688,-0.249958721269222,-0.342413432071109,0.190272109951154,0.206965557596749,0.3102062727751,-0.0603267788303479,0.352137200118707,0.145070685807143,-0.261409484031815,-0.213922360518986,0.300076800019693,0.229733308768201,0.33644929566009,0.356560606506458,-0.177385418998566,0.374682202683777,0.274375670572951,-0.0478273717855238,-0.212222818161341,-0.209523455583722,-0.29137377679018,-0.196350526859546,-0.413039315975735,0.244455015437995,0.165100533795055,-0.127965005694499
healthy,0.253119493229865,0.153781520901667,-0.173976349894478,-0.0699916169392039,-0.0596571882283631,-0.06579373570062,0.289635857124209,-0.0623036706779013,-0.117829632239863,-0.0043570338530729,0.155236575575961,-0.170230980446141,-0.217375751872088,0.246607034910229,0.130370638180788,-0.26529592355359,0.26302885615077,0.277034147339857,-0.160806393589884,0.284263876803453,-0.248529387386614,0.0554920413397017,-0.230391534089303,0.163792377400987,-0.206542487565105,0.220905281871508,0.0670837190822728,-0.277765883989625,-0.200995788719992,-0.166290561707159,0.0322384309312273
healthy,0.210382365359365,-0.0388020334222384,-0.220290575881648,-0.0989812229929694,0.0992226113588245,0.318519179814784,-0.0699865178631534,-0.115169881426676,0.13442004510643,-0.0609579110257035,0.12207408251923,0.251767595273488,-0.217915610659092,0.194700822377161,0.309529961726755,-0.241891130907454,-0.0932526878868669,0.20592285345476,0.0519372995164943,0.294731432201721,0.185107957006959,-0.0017897777423511,-0.297728386930061,0.215926537602506,0.153503952990121,0.0666397675242831,-0.339893278926008,-0.0630887835802056,-0.302748865173436,-0.189565822814573,-0.0851148546781158
healthy,0.240494552104295,0.0901235010867489,-0.218401323134398,-0.4005887330074,0.235162649208267,-0.112769324423244,0.171175596178316,-0.0455700529950923,-0.427990664346484,-0.0460931194184369,-0.266801840404202,0.217901457237896,0.143811629337701,0.255241650620526,0.289951747914807,-0.114813079924134,0.251953503225388,0.274268191769685,0.315029408292094,-0.201249806381825,0.178190591839784,0.344356983359055,-0.160161673344827,-0.102923864487064,0.257411954449645,-0.437344694941376,0.225201186637878,-0.101360992633442,-0.428638169959253,0.452228887479854,0.234679656422195
healthy,0.0925774215398519,0.16469278607464,-0.0710146857357546,0.202047971654356,0.212098229299738,-0.308072671368847,0.149167228332333,-0.0792117494505862,-0.0599212748925033,-0.129427585853527,0.0449629463337763,-0.274004471883601,-0.140523003403795,-0.237111163369053,0.24374098890331,-0.305567966559986,0.006766950513778,0.17243867516173,0.0494412474942314,0.211074139818535,0.0683882407011726,-0.0466352021815937,-0.124937578902137,-0.0399863129306715,-0.0652146335531846,0.133720266614874,-0.0932503372930136,-0.161672357562312,-0.134804557306599,-0.206821593197535,-0.0574821225128768
healthy,-0.0474299320345493,-0.0598825758220459,0.0529680345430517,-0.125596133807626,0.0456066844758589,0.0153355484223356,0.0489261996954567,-0.0604766211724041,0.0717027716493571,0.0811588964418203,-0.0714518002365851,0.0382772037944149,0.204065254092245,0.241548750834586,-0.0415344143648738,-0.0234611263597852,0.107329557977971,-0.260720417219508,0.127067224653792,-0.23697278508184,-0.168822653208834,0.204393986806245,0.15873726739476,-0.123185374122656,-0.0583915666097871,0.11673803803874,-0.0365293273330205,0.104126844057142,0.0401053911078964,0.0526762703165212,0.156892189306832
healthy,0.239618665431764,0.0932237591578423,-0.0285760757599558,0.273058139374811,0.173347642318556,-0.105549584404543,-0.0241857754694276,-0.0224131631366054,-0.0528358856324182,0.0826729538668265,0.0101354903471627,-0.108437528028612,0.0296480698396694,0.0016666769268539,0.0065764218500564,-0.0571533553313432,0.151529162029091,0.0335225369318178,0.182356365165874,-0.139316495056947,0.154648839353715,-0.243491928712481,0.293697486367163,-0.103915410386339,-0.281633490106804,0.0252607790777198,0.120622507337832,0.142270648309746,0.10140245402317,-0.225070002376875,-0.101631780100862
