group,BACH1,CLOCK,E2F3,E2F7,E2F8,EGR1,EGR2,ESR2,FOXP2,GATA3,GRHL2,HOXC6,IRF1,JUNB,KLF1,LHX2,MAF,NFE2,NR2C2,NRF1,RFX5,RUNX2,SP2,SP4,SPI1,SPIB,STAT4,TEAD4,TFDP1,ZBTB7B,ZFX,ZNF384
healthy,0.399487187141822,-0.0171249178433627,-0.226710503728248,0.106092164061748,-0.231496355369964,0.477771817364087,-0.497282221880678,0.0873405526033771,0.517734918430353,0.190888528175798,0.567631761298025,0.528829167261978,-0.255767814369506,0.164742403973595,0.255356181534,0.403087734594553,0.468844840208555,0.0212908405159445,0.586928910249234,-0.448977356605742,-0.0820091634688231,0.517477027979193,0.204199643001047,-0.16197504105538,0.47948778075065,0.382109338279052,-0.337350466707564,-0.352655273097549,0.329241795791289,0.487368317806284,-0.485037384882339,-0.264293077553039
healthy,0.0825752467674865,0.142818785381197,0.168272902474548,-0.232943677789163,-0.431981785278562,0.313555697466208,-0.355567560111974,0.136393406473913,0.405322597897989,-0.243487045227618,0.281666225718162,-0.48864303299706,-0.374247147138663,0.555714970713451,0.231107142690838,0.222362402510547,-0.312608001462184,-0.204339219663488,-0.0347794457729493,-0.619321333779336,0.099962974504479,-0.197954741320587,0.443386059718567,-0.287720506821765,-0.462076620067408,0.281707126282546,-0.408170673783767,0.400794606148235,0.344825675300044,-0.180850324810061,-0.477924092404176,-0.394993709028865
healthy,0.1194517566116,-0.450319563691705,-0.526407825448242,-0.193402039415458,-0.205986706084914,0.397693935118357,0.156166671963647,-0.449084078169164,-0.290564329011606,0.0161352699500597,0.328341136052918,-0.16862819006664,0.503830400034735,-0.169342345089249,0.245681311665271,-0.545043100706091,0.352400422550478,0.344614408943717,0.027441519288746,-0.155292020681702,0.243048275789125,0.321080421432564,0.465656211031536,-0.532808398075147,-0.29699821810204,-0.171803245903828,-0.44978179456005,0.0081649177936776,0.150842406200199,0.301808557024118,-0.181479906073001,0.261101626621141
healthy,0.0399104146109258,-0.0581833162046241,0.384659859870678,-0.0983784781650705,0.229869504905408,0.0273286445344705,0.16035476331344,0.0327045755737453,0.175288984569781,-0.0931298708786087,-0.194672754111162,0.0604433834739645,0.126530946948111,-0.0692814678017842,-0.185729320329711,0.226169485127493,0.231141435280692,-0.0232031994981277,0.514974201751154,-0.0271743651702823,0.0953082234308968,-0.10987474612473,0.0488006437387323,-0.0152456769180501,-0.0028301978805766,-0.177832774663439,0.0711181588631029,0.160270681589884,-0.0565613868229253,0.153772577497238,0.203857799198243,0.0834305141396272
healthy,-0.77241162457601,0.278604544930431,-0.768561515068841,-0.79657438079341,-0.793133179468382,0.769814792094623,-0.821831099160433,-0.805973958486772,-0.821464674945268,0.781333257640896,0.77618738714097,0.773675522593535,0.106374542811152,0.769283742507427,0.788369664671237,-0.287988191136177,-0.634285626946432,0.756851871671178,0.0212101205125925,-0.802012328566293,0.789644183680507,0.803440851955849,0.783361867063983,0.750569555054654,-0.635889396699763,-0.595911983775678,-0.709179550228629,0.810604710887117,0.79627699302458,0.780271158466504,-0.769421815400098,-0.678543299543314
healthy,-0.18882048942678,0.152850416981688,-0.0332778222996621,-0.247670785105375,-0.16734360106803,0.137432632109097,-0.0597879407105509,0.246106810858295,0.365042394423201,-0.0070740895969917,-0.327801175640559,0.22591308597684,0.451234250788255,0.201953682509931,-0.148637844592528,0.44885958180602,0.317471673699626,-0.320904467243062,-0.15343103998154,-0.158533086133077,-0.149302484860004,-0.212695978336661,-0.217501704418399,-0.472995442077058,-0.284744072063365,-0.254243544282718,-0.0227327308174781,0.304875143481188,0.165885110603162,0.0327952879191025,0.113348435267906,-0.0669578592937201
healthy,0.177014053233929,0.0587486237918242,0.149343526991291,-0.236143382501967,-0.267511094271617,0.240263433680056,0.265686560794194,-0.248902748655587,-0.006796635469956,-0.242029376250658,-0.316630586905502,-0.153502307751854,-0.141375795614895,0.139450872170778,-0.0476586922282343,-0.124264271624579,0.22491821337533,-0.0514461565022738,0.270801483764524,-0.20593268315422,0.208382126118567,0.266169913205779,0.313341822430041,0.0996875077638227,-0.0349930354140285,0.234273348536042,-0.258982009646206,0.219505641376051,0.264689973705759,0.21623845352113,-0.242708814100786,0.146794326011479
healthy,0.0358134372893302,0.209677695349188,-0.0455890379541274,-0.043938116572527,-0.0707488385234043,0.040953374126609,-0.0304018555752607,-0.0317370281066271,0.0203030345350823,-0.0158632675044049,0.0665431829431893,0.0249997011679213,0.0748025694297778,0.0536219822910666,0.108684375742707,0.1392876218833,0.0949893338485231,0.062269756234873,0.0610926613980578,-0.0490157101249735,0.051737586736149,0.0352123640787638,0.148149729711002,-0.0893294777488224,-0.0611844402944632,-0.0105076563037186,-0.0227781420531929,0.0629274482235045,0.0254623533875962,0.0709028288541984,-0.0253289756761793,-0.0248880568046534
healthy,-0.137561066174823,-0.21477468039082,-0.0419566437266415,0.0394565283214499,-0.0243972586177943,0.626226703906325,0.319363757386845,0.421298032886809,0.533133972012992,-0.0852908471831602,0.0255257772489924,0.0436201914975373,0.0488049231782095,0.429319026995538,-0.101029543095466,0.347943386493304,0.128373320364817,0.499350085468359,-0.0985930325530358,-0.337248182051715,0.723698934594601,-0.0169952427139517,0.0502144022601711,-0.212697467170569,-0.106597073159742,0.184974282218019,0.0522927846874584,0.454995865793588,-0.0733415512747013,0.385702460039812,0.205474223022539,0.176841278075236
healthy,0.403279352971193,-0.353265723460053,0.310104277148943,-0.255570528042551,-0.22720747612674,0.432310858141461,0.0784347143461483,-0.313369166195633,-0.0550195061337472,0.375733060658899,0.259996075473185,-0.28559933967606,0.355791230128822,0.35995455473938,0.412618354227194,0.435668169985391,0.037229192348724,0.26505998501499,0.414567830438746,-0.0734954681122491,0.488170766919879,-0.248737689148919,-0.218807748414782,-0.228350939571663,0.413684440446522,0.132224782339865,-0.105744576246898,-0.316982252757506,0.239323460034699,0.158765170719407,-0.110860070605767,0.148594364288244
