group,AHR,ARID3A,BACH2,BCL6,E2F7,ELK4,ETV5,FOXM1,FOXP2,GATA4,GMEB1,GTF2I,HEY1,HOXB13,KLF9,MAF,MECOM,NFAT5,NFATC1,PBX1,PBX3,PRDM1,RARG,RUNX3,SMAD3,SP4,SPIB,TCF21,TCF4,TFAP2C,TFDP1,USF1,YY1,ZFX
healthy,-0.351050017853761,0.55561052393014,0.615612242772201,-0.0129565579685434,0.198816480191402,-0.44280998878074,0.322363591849828,0.501978751647863,0.559900487939791,0.413459123906626,-0.620369239900749,-0.665271826156652,-0.478925611717211,-0.395302609562747,0.466614233521163,0.662724810487622,0.594658344489369,0.411807656280014,-0.560078634593391,0.67530581605128,-0.0825300483607591,-0.131915189603178,0.0749564081955719,-0.0290138306646015,0.283431325876717,-0.386091946094214,0.588721727627528,0.578081076155778,0.189297671159886,-0.114254597024725,0.565601180854973,-0.250657156388841,-0.0108043538020853,-0.64857418846252
healthy,0.502408341431277,-0.219882919452017,0.674338509622547,-0.458128027987154,-0.522802593139474,-0.2220838297928,0.499647877614023,0.361622723405795,0.402429878604739,-0.243342935207612,0.456534773088362,0.465390443108081,0.149625581280948,-0.309830649958249,0.432667363134986,-0.490768647447927,0.360704859369831,0.48028438230985,-0.405880458376306,-0.37781443400387,0.345163016142674,0.286609180684728,-0.469699004876903,-0.181026348038594,0.455137852742718,-0.436713818275356,0.40484086691739,0.36151572107433,-0.459158784391179,-0.184060698557489,0.388089602842845,-0.0414629126064559,0.434858456748112,-0.533603938580884
healthy,0.0758167648580857,0.628572245393602,0.329828652006314,-0.169387522515644,-0.504689431683852,0.56471372059867,0.638115431121327,-0.641625953140859,-0.522242452953094,0.554823125344602,-0.714259869270006,-0.626956447691698,-0.589320375061686,-0.643361264714799,0.0395668886750509,0.448575018990944,0.687356044885861,0.648802937808065,-0.441040619622328,0.67379808849808,-0.253834154426449,-0.767144087588186,0.590898390664136,0.580892012539391,0.146872863356283,-0.722639043488699,0.0492921320404129,0.625090566298845,-0.674781747970095,0.359474488273364,0.437293110488039,0.634830748898211,0.48531785943897,-0.46544858684166
healthy,-0.12354945331761,-0.0595113881769068,-0.0556766826553566,0.0626506079445667,0.0670783970500202,0.30901631086726,-0.27870307645574,0.242998400849813,0.294630389164091,0.328709678237025,0.148600058234789,-0.239213000076775,0.131741139784259,0.0615689306566345,-0.227190679122857,0.298996242876213,0.0546511299682362,0.114872026350445,0.328754076867301,-0.294447679753761,0.0755755154732259,-0.216496628789761,0.286035426737487,0.113005892072246,-0.244638992869822,0.243719809001475,-0.263643068025029,-0.256156053235775,-0.221078003752613,-0.186500413124673,-0.102742779855116,0.0405893600202825,0.188543480815847,0.28854596746766
healthy,-0.527030728423634,0.523588942424148,0.656996362689075,0.286279642514698,-0.625319281744339,0.0904667915699581,0.46495208293826,-0.196524399351984,-0.622499441760074,-0.0368529367663218,0.0116535816919819,-0.677204337454818,-0.621661395858208,0.192523916084588,0.423134119508054,-0.286869964156264,0.627369595302992,0.239549359710034,-0.574277542664668,0.62538253049165,0.48073264539226,-0.345949564873326,-0.553990506964786,0.337837913030739,-0.148144378388302,0.641663812195192,-0.515419312563193,0.518307672023711,-0.329868570869601,0.540539606703394,0.657101777267926,0.0432410602446945,-0.0091605269021549,-0.597426584180355
healthy,0.294385012233594,-0.116752475070724,0.0946238078162335,0.268634233296529,-0.122471349968287,-0.0371783698007555,0.0409102180595343,0.0143235904072933,0.159926626088282,-0.0880220111350588,0.0298723881791541,-0.206490641534102,0.165146808094168,-0.205525241297248,-0.100774487591564,0.255842629866473,0.153088156479694,0.07238741565513,0.058254028607692,-0.154487473847386,0.0992469262874278,-0.307437026292241,0.218225917261778,-0.245832360813317,-0.212629251291885,-0.179699125333989,-0.153861945187978,-0.325839880296726,-0.054150222641486,-0.0052299386034031,0.1788756483868,0.312929789527744,0.182810373523859,0.103583683592304
healthy,-0.436992110337404,0.102846994730238,-0.199065081873234,-0.448530331512656,0.143904649554804,-0.0372266205977912,-0.341675778638723,-0.146052518139145,0.326462331268785,-0.0843572775069382,0.152447055334455,-0.189054042749981,0.101241601435089,-0.0863325722371445,0.169090162095179,-0.103599086684573,0.0635146395511503,0.23361645661525,-0.0715352859264397,0.336937809996425,-0.185831757088018,0.504558373177099,0.439238642712206,0.137015213382073,0.168303309588333,-0.091084058872085,-0.0225550340628343,0.0748645744002993,-0.246944670686488,0.0976303662575266,0.0649545691051788,0.0514092771390917,-0.10957044048681,-0.184010953702307
healthy,-0.529847113636838,0.517003975756222,0.456175985956792,-0.519167315795677,-0.516766109221789,-0.418054524576891,-0.433601258787991,-0.478168851925728,-0.445102565036788,0.533612263615594,-0.459859685842116,-0.523781543195176,-0.529350033437003,-0.28362368020814,-0.539445215271898,0.57904058187262,0.535740964321333,0.543797882707008,-0.442697943759909,0.445042671565306,0.537549164775164,-0.50760729969944,0.459898232182629,0.443162751874113,0.537909625431707,-0.499072228624069,-0.546568736116958,0.486517968331771,-0.512418165808302,0.522906467943685,0.506838970577343,0.53901561211706,0.529974924084376,-0.485537571489557
healthy,-0.271381217190494,0.196246366556385,0.217241353265144,-0.203930685026093,-0.0687122974424247,0.145725956530447,0.233208735178163,-0.26229569650887,0.357528342882591,-0.472289224496859,-0.163783965960574,-0.129350223596748,-0.20147166142368,-0.0975097302559165,-0.0860615410624086,0.235248637299055,0.233530806700713,-0.039711383987034,-0.227286487264226,0.191269718779674,0.279610659952415,-0.134267923367354,0.571090020316742,0.0636714901462989,0.112300468274972,-0.342548832270311,0.180244820278335,-0.17009487695602,0.175438531081153,-0.0328209527115298,0.11351336113929,0.392577970308238,-0.141990459601335,0.0298943984595172
healthy,-0.596242397387167,-0.668560811098162,0.483012772591345,0.306587908907806,-0.503760841533305,-0.39985638067124,0.599575217710062,-0.51914778283465,-0.0788052098318816,-0.210760908411645,0.551097831195229,-0.581833840839703,0.519332939519255,-0.468113971640324,0.579988586153352,-0.123482676205838,0.492847117407766,-0.394632016490843,0.387928502886839,-0.282605910144956,0.379064126611362,-0.520805776783161,0.589410536535879,0.558781833606347,0.636772774836612,-0.408708132627312,0.235872783761234,0.586687891650888,0.471798168853322,0.491685680022514,0.566539477880661,0.510535892947271,-0.476730069634171,-0.246435130996671
