group,ARID3A,ARNTL,ATF1,BARX2,CTCF,E2F1,E2F3,EBF1,ELK4,ESR2,ETV5,ETV6,FOXM1,FOXO3,GATA1,GATA4,GLIS1,GMEB1,GTF2I,HNF4G,HOXA1,HSF2,IRF1,KLF4,KMT2A,LHX2,MAFK,MECOM,MEF2A,MEF2C,MITF,MNT,MYC,NFYB,PAX6,PBX3,POU2F2,PRDM1,RFX2,RXRG,SP1,SP2,SP4,SPI1,SRF,STAT2,STAT4,TCF12,TCF7L2,TFAP2A,TFAP2C,THAP1,VDR,ZEB1
healthy,0.285304370996144,0.226224146594031,-0.115598874609932,-0.0341929150454951,-0.318305743996459,-0.458748511451242,-0.267841285151803,0.339251798895943,-0.320693652143683,-0.175229041494436,0.199426510719634,0.035678724559323,0.326414983583293,-0.218664849489588,-0.143539811960878,0.260696856937585,-0.358239286709017,-0.353593719949873,-0.407541147849671,0.19661408556846,0.0936831842809699,-0.27097209805594,0.0536242160899723,0.197202620505755,-0.363309370472111,0.430826870327748,-0.385890780648178,0.434425616747604,0.371187055329517,0.403537180653317,-0.241328268632327,-0.20799403570846,-0.273263525065902,-0.239123674645901,0.0589837432648516,0.0626886189356954,-0.430802750043432,-0.203059025537532,-0.368162371676368,0.0413904078852071,0.443026910134471,0.340515701794069,-0.295261224361537,0.443846999801194,-0.0260547311174829,0.037043932651574,-0.233387871035702,0.23260154976702,0.425148955399905,0.0994768765735263,-0.0268121080449861,0.230252234074701,-0.0273427542999247,-0.178239252976997
healthy,-0.0249407347211185,-0.245631203161996,-0.256385455855866,-0.266412348691008,-0.254230059317975,0.246551273852861,0.234559718790609,0.237296212606941,-0.170847541165067,0.175791809335205,0.289365691189431,0.250696039134803,0.25619274502373,-0.201641743879734,-0.374714848090804,-0.146973139715102,-0.273949812879222,0.228356406517182,0.293164565234205,0.206941785893815,-0.0840604649777556,0.274696937951504,-0.251232664682751,0.297589008287914,-0.266239403072424,0.210310766543825,0.0432877942011504,0.268305856149329,-0.179206249976385,-0.208560556883758,-0.0989021638342662,0.262400010339867,-0.167599128317727,-0.015421807874274,-0.161276236502309,0.179970175480186,0.20272784236444,0.213755843266011,0.217729639450725,0.156250930956607,-0.251809808918481,0.267186156801585,-0.248394380016624,-0.274784893151812,-0.253162737786144,0.264992218097266,-0.287624375875463,-0.289066248204111,0.271202448195436,-0.313510876065064,-0.132078074782,0.269149830768018,-0.294916751415627,-0.356452779029047
healthy,0.600232558704649,-0.489410686128165,0.216424556351682,-0.178942502231428,-0.662484890901361,0.321600741424682,-0.627358733647645,-0.6190158648727,0.661614896410631,-0.637303814303886,0.695566393267077,-0.171744053077171,-0.669241522614929,-0.679855592721197,-0.679468474162467,0.644795974330583,0.358084834660068,-0.643448642455735,-0.711806819361225,-0.615527678263062,-0.655390896013739,-0.637113016669608,0.682768517978959,-0.335208724700967,-0.372174915725262,-0.605580965032101,-0.602770617342932,0.641197977998922,0.67139853526213,0.543634473585419,-0.455703022697821,0.525182213900451,-0.628592395600433,-0.672860864479606,0.681325657596456,-0.0461411083710217,0.634267362644915,-0.677714997367437,-0.64343954886197,-0.651027191623199,0.611427047267982,0.670516014193412,-0.687079674824321,-0.416506398937068,-0.519615759672841,0.604855964537257,-0.693131049516757,-0.673695705211888,-0.257177390005138,-0.211313193770424,0.626006015801993,0.35230242283825,0.661407223751681,-0.621021246421184
healthy,-0.112516818404208,-0.0511892696463182,0.0105130474719552,0.131258206615533,-0.0390848980595024,-0.115677242608082,0.0508057304832811,-0.0016638317463567,0.0328054925678758,0.034814810074523,0.0004193212423875,0.221224802190062,-0.0122532655713002,-0.139919636311416,-0.0366142572993553,0.0564345940107804,-0.0148746523180857,0.177950815032235,-0.211171854951317,-0.146340597665785,-0.0385059901409496,0.0058442898157758,-0.0264226894465638,0.240863782464155,-0.11072579254766,0.0323349791904802,-0.0396803342236927,0.208407619434625,0.0600160866288858,-0.0083845379021593,-0.180178424188982,0.071356315138324,0.17143928028951,-0.16689093771677,0.189263612943734,0.0151932316319896,-0.0815048676203339,0.0594212794465591,0.150257337617179,0.172030837732208,0.116718277479183,-0.175682741375598,0.0251090608244744,0.163416267185162,0.0409903287283481,0.195898498018594,-0.129590006939568,0.106558927475182,0.178740117384156,0.0335900775558197,-0.127645334791122,0.036261188813265,-0.0925956349339885,0.0508661127421849
healthy,0.336139155160318,0.0215716686754584,-0.421681797258619,-0.342983199747419,0.130406225043201,-0.0741974641011794,-0.33525264822845,0.170146008994981,-0.065854800653063,-0.366322605459638,0.263477247708981,0.194535503275306,-0.024141483412481,-0.400426738201685,0.252374803752728,0.124665037293959,0.282109723759139,0.0329643381153593,-0.41519130007887,-0.0580345430755118,-0.38248024965833,-0.296246343226251,0.235589217143962,-0.360892750501946,-0.0034193838800628,0.0211811834792784,0.183770776245478,0.32120573481992,0.231874330953277,-0.112908266792755,0.218418422165992,0.0519187006110166,-0.348666342399931,-0.152716649495216,0.098528913284775,0.256854829854847,-0.0625409533125082,-0.195274259051863,-0.223441961446578,-0.266310903794774,0.280600551244173,0.326983860357989,0.331986292330673,-0.342714081571673,0.31802380815375,0.385282244782271,-0.393102502359822,-0.283782477910343,0.247546507070232,-0.299797647780699,0.312588676369082,0.236159114457306,0.277967414583445,-0.30924844489365
healthy,-0.194309666150821,-0.0252445720035713,-0.0361992394259081,0.335205225818372,0.0516169195017895,0.069268530576294,-0.0333167087071709,0.0439684942041335,-0.0147459449451901,-0.0753192991801987,0.164050468647627,0.219878740070437,-0.0118607874986144,-0.235942696222576,-0.129646193587337,-0.147472077951124,0.0308521307987314,0.0108141374829787,-0.269884970267277,0.114526748149115,0.0978267197480927,0.183286501748697,0.10541169946565,0.185401118686657,-0.108245938803357,0.26865394416298,0.108649545638537,0.0680808454813314,-0.0233408004886448,0.308946534813165,-0.196536222105898,0.0187232150046057,0.13963483133308,0.0797817056657806,0.0932694479763446,0.0833501154343393,-0.311331199578519,-0.18647595551256,0.0598369611882935,0.15981092991634,0.261685639319499,-0.160946585594502,-0.135123527298505,-0.0441045789117649,-0.329232248769684,0.162405126740808,-0.157549216219425,0.249915069819337,0.0004098705707947,-0.0767587460356792,0.0862097127984868,-0.0837740288962705,0.0707600068485749,0.0445768847827202
healthy,-0.0189297439422532,-0.133766895792274,0.0777432031306137,0.0994797766621448,0.163340012349004,0.189019744709796,-0.236175507361613,0.0766733579479297,-0.0032566578918559,0.0284786050815105,-0.246026287457888,-0.21693951238946,-0.013927260678737,-0.0588985092722992,0.149949133020845,-0.0371462872326006,0.160069650961295,0.0984887044782023,-0.174939004877507,0.17677438922529,0.0749727983174093,-0.210211626383587,0.288987631053257,-0.0229522946378106,-0.150602922387505,0.123338447038562,0.0482702547080862,-0.0037480387302459,0.257105342830836,-0.229162146593746,0.166592603396929,0.263770369575087,-0.0159420282077169,-0.117230312683843,-0.0412263926107402,-0.213401004531288,-0.376498597618172,0.236040947873303,-0.0643830019512351,-0.183549574394268,0.0878184553299239,0.0183546391646844,-0.0289136689724276,-0.0389791961101648,0.111043670559334,-0.0630626038185695,0.126276830188028,0.118757854628014,0.0229949080894306,0.369136726007388,-0.0113053840786479,-0.295465406157402,0.0889157959139644,0.0111639286375857
healthy,0.327459481728398,-0.410416508273287,-0.215463257114467,-0.318394577049674,0.147211109140392,-0.31985768676021,-0.234363242710281,0.0003892753462253,-0.228433887242739,-0.357753290850872,-0.324805253213678,0.137289874448803,-0.298434097300328,-0.348401487475044,0.300592360344608,0.274147454527822,-0.390663632924013,-0.287526865326281,-0.344915421069456,-0.389119314154329,0.0977510362400836,-0.255384521712617,0.411724364442453,0.362663561525783,0.191452645185963,0.398027239901645,-0.35861906842626,0.380944847503726,0.241223561830484,-0.0959160628937621,-0.0900032143589586,-0.438250121615573,-0.216790134656731,-0.333894818345134,0.376475698041536,0.358558080096699,0.305124665394576,-0.351234914578241,-0.364850114654276,-0.165089747999318,0.306703081658845,0.145885641368037,-0.325010616710835,0.169831898352273,-0.229573833503369,0.386998073351161,-0.355808849923202,-0.327457324990851,0.355238576953765,0.282415155364482,0.346694245594859,-0.381936599593199,-0.308908330019636,-0.338886424327244
healthy,0.209765670052092,-0.252889779184451,-0.152019727529669,-0.232986775361702,-0.181906345806777,-0.0916529344082276,-0.254659238689304,0.262987480746065,-0.132119292710358,0.11655767115326,0.179699922171576,-0.0215667838679643,0.0056578797551064,0.193949950700329,-0.107206965727893,-0.120612142443961,-0.192249971061205,-0.268861040017139,0.149556403550597,-0.294761265594672,-0.145630849523366,-0.20043831920344,-0.257216681612539,0.160563298783747,0.000168386498119,-0.185623343463938,-0.251988876387649,0.265440762257149,0.23530541773802,-0.107686785506514,-0.128122740769912,0.2255071218499,-0.120967248782921,-0.196929410824814,0.242963733761696,0.203513182773808,-0.274876011250226,-0.259946831630585,-0.0400283432158306,0.168083355713267,0.204679510334982,0.170380862197658,-0.237323136393359,0.248761624204212,-0.257390906754837,0.169073122674472,-0.266867259802934,-0.0551177352317402,0.0235061479184226,0.0708111933743972,0.102181527910243,0.130592253711813,-0.214525916651137,-0.302423551896389
healthy,-0.570268880165701,0.363499433353298,0.271364119308387,-0.434145976654196,-0.354411105812817,-0.448760108344088,0.347810021419557,-0.29543272093099,-0.29801255180958,-0.368869521772679,0.362346295244434,0.400662886164699,-0.401209995486423,-0.4939155657859,-0.29388608496381,0.0168614884422034,-0.393169592723705,0.541318379980024,-0.38534172088981,-0.257650613732717,0.569759647643174,-0.338639627480817,0.459180436656304,-0.487333419792238,-0.608549698553392,0.622202180397023,-0.417484393541084,0.362198996580893,0.373109619016039,0.472866586765887,-0.353236925037733,0.234379529159857,0.578635444254831,0.116462740462023,-0.37124103025569,0.258460756382193,0.337549617370613,-0.21298124188059,0.399673880852352,-0.301034278678793,0.53532963717377,-0.33358728332136,-0.189167256519251,0.481268923387592,-0.497520174509411,-0.310600274742472,-0.386151863539286,0.405273334333533,0.492842389808672,-0.142564063641492,0.300764932551175,0.131436701744279,-0.560048457182576,0.505493240740224
