group,ASCL1,ASCL2,ATF3,E2F1,E2F7,EBF1,ELK3,ETV5,ETV6,FOXA1,GATA1,GATA4,GLIS1,GTF2B,HEY1,HNF4G,IRF1,JUND,KLF1,KLF9,KMT2A,LHX2,MAFF,MAX,MNT,NFIC,NFYB,NKX2-1,PAX6,PBX3,PPARG,REST,RFX5,RXRG,SMAD3,SP4,SPI1,SPIB,SRF,STAT5A,STAT5B,TCF12,TCF4,TFAP2A,TFAP4,THAP1,TP73
healthy,0.0158033915489904,-0.146412078274132,0.0388403914560194,-0.179100297837601,-0.187718144871463,0.221742539267845,0.11001813642226,0.172606872660385,-0.057691030645539,-0.231417790845739,0.0799686218345811,0.0693561253199306,-0.390134212904974,-0.0287517908290939,-0.028588373763198,-0.04963553057373,0.055696381164751,0.0432718777723725,-0.125946493962818,-0.046780538304843,-0.0658282392502959,0.312131402245434,0.342267431750352,-0.221276319991612,-0.0461557083470058,0.0167598620229105,-0.143335992327857,0.221968439329524,0.260770379711215,-0.0416136751919584,0.205852632801615,-0.154981861465084,0.231129407788276,0.30541688339083,-0.0359661736499682,-0.0869042343665742,0.19918137140563,0.123053050619603,-0.0959258176808854,-0.11516577399798,-0.154534867726016,0.0930708254119984,-0.168809829070451,-0.0335822070416047,0.0318711342339889,0.283047970900257,0.0609353400420014
healthy,-0.192270506946006,-0.0690179090028562,-0.101562859186558,-0.144953171227071,0.0082913682781431,-0.0501254482113306,-0.0154421563156008,-0.0005594555930132,-0.134980481298799,0.222625897652123,-0.235670668556819,0.265869451095173,0.0790112830287579,0.0706184641765296,-0.110214721737664,-0.0518116946466099,0.122171115124262,0.101414130675035,-0.214846707029556,-0.123206304962742,0.0720752156238299,-0.0658975651319656,0.104275430847049,-0.211123569456334,-0.0229672280244406,-0.279248122433023,-0.212678816606629,-0.188179980400612,0.123152132326095,-0.18488923896354,-0.0867579700693371,-0.0080943768721525,0.224390940649799,-0.0166034206539152,-0.0221073605372918,0.0908051585054133,0.0025323245240087,-0.0993614802246137,0.0814214728810525,0.29957468066016,-0.0642960250012623,0.107975914408581,0.116140223229861,-0.0109231734621771,0.0813801046857945,-0.0682575221757326,0.0279176220569836
healthy,-0.243762470190945,-0.245707200555626,0.206751470637657,0.0803092265782127,-0.0846258746711317,-0.254557125204241,-0.137820537784389,0.318598949617126,-0.0710415391623097,0.171753430645987,-0.362478558330645,0.308764261409526,0.21257393436191,0.225211875703676,-0.184928833227714,-0.224546709659258,0.29688463406365,-0.175740736374798,0.071660298982706,0.10529433454159,-0.426514877437295,-0.228017172358714,0.153992260472387,-0.120844872634424,0.377338477869072,0.225527828431013,-0.340755687439778,0.193645380013925,0.431735829267333,0.176377262626672,0.30569162952376,-0.130365971888833,0.118477407951672,-0.292187982589141,-0.160278130680161,-0.381069596231028,-0.210155610409651,-0.186139771846992,-0.411843358323306,-0.220250435774453,-0.0981897444709041,-0.261694609860933,-0.176494292322086,-0.333897219633138,0.063986100343685,0.0992816556243614,0.204799206696024
healthy,-0.253362614762356,-0.178132806019545,0.478078923322668,0.173596871015998,0.159794910065121,-0.281289315680504,-0.255287808396235,-0.314121455062152,0.0770864336451001,0.406529249002103,-0.133186054804602,0.372216792708737,-0.176161411367536,0.344621140928807,0.203623799032482,-0.136369667862066,0.313319288140117,0.176551119049165,-0.189655039843944,-0.184060250086515,0.0498814317125768,0.351681382315685,0.17714901047261,0.0901138994317802,-0.248265393220575,-0.246983873287926,0.0700121644566445,-0.29674711553796,-0.0299057724764925,0.181448985291416,0.19497122769144,0.312092692982797,0.0922487772937133,0.0120267810458064,-0.305515852429874,0.322133493254557,-0.1088976840642,-0.277672341260384,-0.219610956476821,0.30060381880593,0.350505838585498,0.0469450848291843,-0.281413646668115,-0.301676422201159,-0.29005159699209,0.258039386102136,-0.302026907870418
healthy,-0.29909851919439,-0.0157050080627148,0.0624106102492242,0.0845141493374902,-0.094718205378238,0.309890463237485,-0.107987677431227,0.208275071831704,-0.038853098155152,-0.0152640920609541,-0.0959674673832267,0.0154373090616458,-0.0274470211096041,-0.0014487240057851,-0.04059051716209,0.105825089422591,0.289120170154543,0.0349215971394523,0.0068604430273957,0.233150082931038,0.126023241503248,-0.237942419950175,0.0276569811104426,-0.0109704100438081,0.0770448223076629,0.006697724026746,0.1501266495995,-0.0587678042346773,-0.0497605201987086,-0.120627269481701,0.153606736613397,-0.0579017192312188,0.221177113883226,0.029068962116081,-0.17099142468282,-0.0365645341460131,-0.0854327243411583,0.103856714414731,-0.170954681682673,0.182948646730568,0.103106107411733,0.0924821313693087,-0.0417400481666804,-0.248051993990545,-0.149328801596314,-0.128679235513855,-0.163978760654816
healthy,-0.282201120216288,-0.300833188584818,0.151846775778972,0.0824544406896512,-0.189705185846382,-0.0221596643625879,-0.0963786412231062,0.0176582633697422,0.199450703354466,0.0427740566063728,-0.375082842825609,-0.115120704145904,0.218187821567944,0.397930830908066,0.362212168114678,0.149549302368877,0.277725048244654,0.225465828212775,-0.244139169767265,0.0455652945614496,-0.332952102993048,0.468477301517713,-0.039912482684026,0.235772620684927,0.101292975900412,-0.096989867842553,0.139337569410596,0.315244998004713,0.102370014320316,-0.0524103868596698,-0.224931496868881,-0.0421864434967411,0.0864011260267103,0.247159882599777,-0.213530712687727,-0.0826885575391009,-0.13600322072977,-0.0481398735183503,-0.434309461027059,0.0390051789799733,-0.211329106090984,0.44369653756564,-0.0609309283179818,-0.296737960143281,-0.314224571460905,-0.0110158032412182,-0.151068236342117
healthy,-0.11583892179036,-0.330459867438278,-0.0214482645998727,0.13425958833018,0.116475647024745,0.0863215606303313,0.100715220101812,-0.294154004492723,-0.131692753897282,-0.185298773980021,0.167416929223947,0.153721559499056,0.145772681320181,0.187647045574464,0.0024369139078597,0.068561521879062,0.096363896828065,0.235630320544743,-0.259757523438562,0.201022950165826,-0.0654574532859422,0.238598559125264,-0.0812703599864709,0.213912865556265,0.249101217943618,-0.124637178554514,-0.213650202064369,0.118727602792072,-0.0424218297661031,-0.0421238857514536,-0.324833770676157,0.275854438347252,0.174525601753458,0.0187037045336064,-0.181377784882555,0.0692847725954994,-0.274368158124973,-0.0918830940358145,-0.0414110427892284,-0.154750692347762,0.144280227006421,0.248889005599258,0.0044981784497064,0.160904673931576,0.0869361473366893,-0.246075913117544,-0.150802449046469
healthy,0.0231297996719003,-0.0590241790264677,-0.0057991188591799,0.0036406882231612,-0.0051809530944968,-0.281426378942453,-0.0676807510121941,0.0041689921413488,0.294776417707439,0.101256490639162,-0.0735820927187631,-0.0760043860138547,0.019640210219661,0.134289861106926,0.0049866066004488,-0.052615047403194,0.0284357829754348,0.130706780407929,-0.110720020323218,0.0155087850010275,-0.127461675773362,0.286016213194221,-0.102702538383688,0.056939693475794,-0.0780546184420524,-0.0757868955181337,0.0560088417285089,-0.311292093021248,0.0302887548693739,-0.0312722066204611,-0.085151831755063,0.102297970714444,0.0311971884950385,0.145499595197204,-0.0361109125302192,0.0946759882035013,0.0397631622342161,-0.0236292577480028,-0.0455084923295081,0.0020979301116455,0.174587839139801,0.0749175226552925,0.0713043337141189,-0.12031270405661,-0.141213462847388,-0.0525900413613865,-0.0515696749276309
healthy,-0.206323191095241,-0.158992879902177,0.0948877924406625,-0.23385215589208,0.173148108745472,-0.0306288943434532,0.135140024176144,0.313959594933036,0.314345923536524,-0.164791645500963,0.151132842518906,-0.170319295149304,0.245445152989281,0.234197793851204,0.0977357887691736,-0.110106558468642,0.187484004049742,0.189493540586392,-0.248116784439221,0.141655875187604,-0.252876427239942,0.265240337659361,-0.243851009802093,-0.117882773124524,-0.168721664192599,0.19385627521609,0.116121449518493,0.0721228882859324,-0.130448392881003,-0.0889190562074191,-0.117816621762687,0.395278568845177,0.209428701073083,-0.0021473034325672,-0.129832801561271,0.0341191052990083,-0.167528265722902,-0.207569952438547,0.141073998973202,0.354157068687102,0.326185273420602,0.314442999788077,0.190373737353472,-0.325707797773739,0.246799918928626,-0.205422649005979,-0.159242255422635
healthy,0.152844004822217,-0.197820513429974,0.123222763927844,-0.0599700800671407,0.0774492618301701,0.068387929513412,0.022992946751319,-0.0117277907474032,0.169929947053282,0.189831652564027,0.114054184466004,0.0480677498483309,0.0037263125702704,0.0912063367933244,-0.0111915550219974,0.027326993143716,0.0441858237734329,0.104370398130736,0.266589065164164,0.147843343822159,-0.263546190283136,0.324189193613531,-0.238725836295042,-0.0244607606192924,-0.03990224662578,-0.0712100014486845,-0.225603832661584,-0.274847095335412,-0.0988082667828999,-0.0259075456352891,0.107339672029845,0.147866475559333,0.168344371614239,-0.155005770805421,0.0706821772640694,0.0800063702305363,0.0821302842801826,-0.0231212227483769,-0.367325677673327,0.289218212776286,-0.157825739855496,0.248073160998683,-0.042543470434053,-0.303738635066194,-0.0960703102555341,-0.213278822518043,0.020524159529255
