group,AHR,AR,ARID3A,ASCL1,BACH2,BHLHE40,CEBPA,CEBPB,CEBPD,E2F2,E2F3,E2F8,EBF1,EGR1,ESRRA,ETS2,ETV1,FOXA2,FOXH1,FOXO3,FOXP2,GATA1,GATA3,GTF2I,HIF1A,HINFP,KLF3,MECOM,MYBL2,MYOD1,NFYB,NKX2-1,PAX6,PBX3,PRDM14,RUNX2,SMAD3,SOX17,SP1,STAT2,TCF3,TCF7L2,TEAD4,TFAP2C,THAP1,TP73,ZFX
healthy,-0.48574789439835,0.528771603670838,0.53127395776068,-0.0227038043654288,0.549950304656067,0.150486738065636,0.0629586366272631,-0.568626651551455,-0.159099376895565,0.554871107471792,-0.16603390844631,-0.36305850985143,0.535651843515492,0.627439376077205,0.250432833369969,0.130344515105785,0.239638655077101,-0.508422085105911,-0.194028686350813,-0.266517985201911,0.447640052331942,-0.283970300905424,-0.268669911006982,-0.545054179888566,-0.443217746090328,0.390016809730555,-0.244406453993842,0.667264810299954,-0.402178151894993,0.504671021775971,-0.539560846354061,0.154158831641262,0.017412830826355,0.1386462105281,-0.312359927581499,0.566775797934708,0.362944990829603,0.494977484433861,0.429778081027923,0.225735042708099,0.168240125957472,0.452526305880154,-0.0022062175111623,0.100691372360677,-0.0367505494141268,0.417384765210186,-0.583157086345329
healthy,0.713892424477384,-0.489364144239918,-0.543870405830413,0.726719813370684,0.69281751427174,0.739281057442364,0.622184261631435,-0.196372334759216,-0.647906317662905,-0.652455514279286,0.215415046215393,-0.679433101086352,0.774780225471025,0.237569376496825,0.645124164360324,0.560483185383625,-0.651905415688876,0.473925765814075,-0.0268875526852536,-0.454466522871274,0.661264017427535,-0.72149090860392,-0.106967462414122,0.677522596809224,0.458403289582145,-0.338877551254204,-0.752298408438827,0.715467526916114,0.7058091412334,0.539681345701279,-0.184251367437055,0.655643315822997,-0.291633382565893,0.649868270009639,0.113254020765686,-0.459377834746811,0.697014489488507,0.745789238247619,-0.426253193007693,0.730134184297855,0.718668190477227,0.706047583248308,0.7930383538657,-0.300932621147314,0.722395207365854,-0.604280333408284,-0.679118476352987
healthy,-0.0168249602322546,0.0809265056893484,0.670330870146997,0.282055393062357,0.579270304093195,0.345667777851966,0.747565857079632,0.714851954408554,-0.709309220978659,0.164448762227493,-0.536454072560993,-0.0559255743005592,-0.632508641712127,0.756532561294903,0.653280311544801,-0.339619802561094,-0.175193138509538,0.159050451764986,0.713632261284188,-0.676529023779769,-0.690714159920968,-0.563046826663637,-0.588409007829669,-0.611837490880302,0.326724224250913,-0.571095533255409,0.569497770502618,0.748163138766709,0.396524436854314,0.713919522182667,-0.727468997214237,-0.241393625963096,0.473179023505865,-0.460459338058469,-0.617863444938746,0.790063988754736,0.471953790448813,0.783624940382328,0.688888982931411,0.347166529696693,-0.653377137257193,0.458263062522449,0.0611966663644101,0.317130907482733,0.778812739409313,0.773436296292214,-0.702979370834975
healthy,-0.278052445315903,-0.253457754675683,-0.169833031516449,-0.476521766024986,-0.116933380419548,-0.30793462514159,-0.22660489595661,0.0963356730118193,0.286797847827822,-0.442764938660877,0.366491276249759,0.527549764460762,-0.570121890512196,0.040930991672281,-0.490813795184622,0.529512003956182,-0.289994989303842,0.0074725618609856,-0.147398515212648,-0.20263763650686,0.527199588099402,-0.35330899666511,-0.313138308465003,-0.453068782464826,-0.0376293884495351,0.431241632628506,0.453949995888187,0.0619585431716466,-0.53526056447981,-0.343753911293417,-0.0169807020402418,-0.421918804249617,0.0616764895006438,-0.191136446876259,-0.201392615229223,-0.388633341391788,-0.463749404905851,-0.0485557950536279,0.123329854147235,-0.231470017507013,-0.265237903072008,-0.154086605520909,0.260079043713817,-0.38899255904947,0.400686710808094,-0.419770453146848,0.524473672032796
healthy,-0.539883532992824,0.368070881232925,0.609735842856745,-0.223363547209903,0.589839676724277,-0.366410591772516,0.378043540952356,0.539550382805044,-0.607032411005092,0.519064376995852,-0.63274505172748,-0.670642250957015,0.167940463511773,0.643345781473052,0.562969202562393,-0.59224272725908,0.452483492746355,-0.102200646949457,0.398305626143533,-0.648501417165902,-0.582980059743113,0.486901730178914,0.665737843274622,-0.607119794660903,0.530686403218716,-0.572362945562076,0.462903993701817,0.616704689407673,-0.406978453982775,0.54314949712876,-0.491123453050283,0.164248504053758,0.520926741160324,0.517518778583695,-0.499381208524423,0.671920236923251,-0.0051556356928492,0.212260361443417,0.563613657023999,0.801728657630497,0.264734246757925,0.628512405899134,0.624678448000427,0.519665139629553,0.459752720614133,0.0632657668071669,-0.67812993796432
healthy,0.160284845698218,-0.300310879595807,-0.232407919100217,-0.0836987051054416,0.507960361060751,0.363591782974139,-0.201318408182818,-0.202419285368004,-0.060318347559389,0.0223112180846617,-0.262694144210927,0.0780082115776364,-0.126564819831708,0.426541750276822,-0.148628363147765,-0.0083776542877407,-0.324170617381335,-0.303512070958222,-0.143057287827531,-0.470114531536704,-0.111198538851439,-0.448819824536001,-0.116779657755152,-0.139630216272662,0.124047596504245,0.0764612988501265,0.391835645384296,0.250135546992347,0.154645674881993,0.0745002891757575,0.0200414686541334,0.253568042082295,-0.0133028267544094,0.303481036285271,-0.195652822742042,-0.154924786066888,-0.0693258349671281,-0.309132158965836,0.692454862992923,0.0457967319497444,0.235820929638215,0.137848785870906,0.0139304502860423,0.0808330698670757,0.107789144003494,0.129980039958071,-0.0126212691794917
healthy,0.467719704743508,0.461365969803096,0.776551105424947,0.736734670775544,0.805972472057484,0.716768858211663,0.767130099549491,-0.590604584847004,-0.77857181671472,-0.385567681440098,0.761258159748949,-0.533904197572628,0.520482493024117,0.805735915387472,0.356854015749592,-0.631784957103035,0.124850546992188,-0.603183080773424,0.808873625255283,-0.458429910399734,-0.405095107863336,-0.805046115063679,-0.726443784356822,0.735375029317293,-0.078218899464203,-0.823812586205629,-0.733848464593975,0.794733837406163,0.753168064839472,-0.282733910346386,0.647298796408088,0.489984762216942,0.830805641726403,0.699934490299209,-0.794835602420845,0.810861399407498,0.578678834964625,0.255001556547676,0.577916537136969,0.748709289345713,0.755506243593692,-0.0448603813533556,0.819217497503989,0.585891352064994,0.732587992560761,0.755797218143147,-0.715760426883237
healthy,-0.65112695553799,0.570677739312421,0.674323343714935,0.707333769911928,0.5395471199391,0.675450936306069,0.650652424193029,-0.632073664830021,-0.665730095382342,0.601422012262029,-0.574980932783493,-0.531902242238785,0.273948208975748,0.687663530784038,0.584461566789744,-0.568536848498953,0.502731299432912,0.362709656186767,0.676131029743322,-0.690770334842535,-0.594762173763504,0.524619163887194,-0.685134353688305,-0.681314247911272,0.384510247977606,-0.602905605597673,-0.432285325593504,0.642159062847335,0.593109823219467,0.626881313598289,-0.654110520906899,-0.215030887917117,0.690456727871701,0.663368165551047,-0.622239934624229,0.63687048414565,0.649074574703151,-0.460293779325732,0.548503729992982,0.695634409578484,-0.657366631159649,0.653534875745575,0.681870641287172,0.682112777577479,-0.701233145448495,0.661200064289228,-0.606222973437811
healthy,-0.480929317532562,0.24364808029014,0.492390609056036,0.431872146550004,-0.272128823276735,0.456513210190814,0.556024600347215,0.251291956184024,-0.295741233655187,-0.0174271557659567,-0.414165650719903,-0.156008816795137,0.523879736693586,0.441449023219845,-0.477874666096388,0.584142282420223,0.0477479021306492,-0.370161879486366,0.477988303814471,0.123551681330491,0.205113182217756,-0.213965560456393,-0.382990650203053,0.306528004152042,0.398140297376294,-0.0737747661477912,0.161726649324376,0.424770716824681,-0.388808205627752,0.143024663892501,-0.622358647011409,-0.468310892551183,0.419242125883106,0.612753940696323,-0.387453365731755,0.33789410156624,0.260653500973783,0.462290760500474,0.524803912829422,0.310952453918532,0.461380963014682,-0.218500749019586,0.232907460621649,0.0870362878480334,0.509072626070565,0.374937098739795,0.211890860403398
healthy,-0.722872123697867,0.362276491471963,-0.748335216627655,0.292180811615357,0.655808833677025,0.192655125468355,0.764551445206356,0.662521578172415,-0.773118267267054,-0.841034817897536,0.706777789491972,-0.720387189290845,-0.627339012884695,0.826614927444394,0.646003821408353,-0.614709045063806,-0.615023404235779,0.52890396059964,0.832061681260819,-0.815096978463136,-0.234315200496927,-0.675164376979915,0.789394373783273,-0.778045366125728,0.862667861323902,-0.779490990617249,0.855155318663085,0.658804869050724,-0.730121631133156,0.730502283735953,0.485058340851638,0.23970635337137,-0.459441276082516,0.583183310960258,0.553849537069446,-0.289092820837612,0.82063141068807,0.655214331297376,0.629772623345273,-0.197620717286863,0.384583161695413,0.787476141284909,-0.714801433119466,0.664364963248881,0.58441080867939,0.787861070883243,-0.346443053993828
