group,RXRG,ARID3A,ELK3,REST,ESR2,XBP1,TFDP1,IRF1,FOXH1,STAT3,STAT5A,ZNF384,KLF3,RXRA,STAT4,CDX2,SPDEF,TCF7L2,STAT5B,ETV6,SP1,BCL6,CTCF,JUNB,IRF3,ARNTL,TAL1,IRF2,TP73,MEF2C,YY1,TCF4,HOXC6,BACH2,ESR1,ZNF143,ELK4,ASCL2
healthy,-0.0904612339158843,0.0595324758482275,-0.0875142754691048,-0.0799910233484556,0.0381418040360134,-0.0546369408914159,0.0730776425466341,-0.0673584048456281,-0.138722384279112,-0.159101121458605,-0.0063667553975389,-0.128112129186619,-0.219214857378604,-0.0124504100347333,-0.0248872673734926,0.0733547198865459,-0.278197696112332,0.0136249770191421,-0.025933836673703,0.0826910215574876,-0.0400753219949633,-0.0137755625299637,-0.0325595991498552,-0.0950661388368101,-0.169256608308416,-0.0724722887931311,0.053378046020947,-0.0743967716214316,-0.0473501080227567,-0.0139758412593565,0.062389082988514,-0.225903865769301,-0.248627219352286,0.0316922266075225,-0.19387282176243,0.147876477481959,0.210852843962678,-0.118783356791218
healthy,-0.0350006225800584,0.147943670484202,0.0308268561509518,0.0885859234307594,0.0774212743674175,0.0933032202611939,0.02001882768261,0.0361647681365434,-0.143309053268762,0.0652483069918904,-0.0736451575151878,-0.0443409324694428,-0.0990139157740402,0.0497248466468357,0.0263290022084343,-0.0682036369895032,0.0467539753682089,-0.0257599841062435,0.033188716430912,0.0222700340417508,-0.0039319440965295,0.0859772676082978,-0.0651737088430234,-0.0524787616425077,0.0159285697368183,0.0247257636590352,0.029482431734705,-0.0129346973622909,-0.0665581261557461,0.0264321963143669,0.0875983268265929,0.0499900845094738,-0.0570505920826516,0.0432033106992216,0.0107118797431356,0.0096971377014646,0.0826611726740811,-0.0672400775666383
healthy,0.120873375810356,-0.142567349899459,0.0204749040765279,-0.16244031915681,0.208673777389303,-0.180623006800717,0.0549797535596151,0.321411912916246,-0.0150270899554978,0.338947064618311,-0.144965968951631,-0.125962461099756,0.134310506622272,0.157621800528555,0.228221458638311,0.129841596601115,0.0709492667168535,-0.188867689778526,0.080124212597026,-0.128722849058403,-0.108472910520355,-0.266243674716282,-0.121329387037005,0.0859003548012432,0.0899071734460633,0.0658328207538548,-0.112510129913619,0.279315996546879,0.0894754828181692,-0.0991946020954758,0.155372145143755,0.257992911588785,0.106800869355977,0.0531496285033315,0.154259477750732,0.173922681843825,-0.0697849180514771,-0.0097039189030849
healthy,-0.106549065083584,0.0954214362872659,0.0342944826643527,-0.0218244610405493,-0.0777164672760483,-0.091144241948688,0.0989139654773996,0.0160010147918021,0.143759117270097,0.0294518678511607,-0.0304903952535132,-0.0844630489935533,-0.0265170663400682,-0.0230399227410804,-0.0482107498558768,-0.0246323314246876,0.10971080406408,-0.0904980471205575,0.144520704031822,0.246638718865369,-0.0242092276681736,-0.100964095497599,0.0411718419065984,0.0568420664887623,0.122484691113016,-0.122088512141007,0.013916267191524,-0.110787795444297,0.0870901386817266,-0.0942982881336105,0.0783241981263139,0.0008500539108144,0.0747508945826639,0.0432104327334386,-0.088190208448663,0.100267897498244,0.015593296626434,0.0313173707776088
healthy,-0.0246124293623889,-0.159846919257076,0.0572499019945222,-0.0573635266469331,0.100792923712306,0.0634466762560592,0.171081254570979,0.0529581538202147,-0.0625799860882016,-0.0498588601097727,0.0226959199326284,0.0525683245606135,-0.0712474921532268,-0.0454565092152993,0.065852738709505,-0.0237463435809803,0.046727533917534,0.0908936780642307,0.27563285760958,0.0553793259348853,-0.0953957527227882,0.122026228438369,0.0849972838678438,-0.122049799509879,0.0713792483991075,0.0230337719576162,0.142047738334198,-0.174493620462,-0.0698658647308261,-0.115367098543351,0.0281801225708014,-0.132703923832748,-0.113219109103626,0.0124648661240554,-0.0288830240109816,0.035668470673839,0.0187680124006154,-0.0463250125425039
healthy,-0.007596993281604,0.0535896930011988,0.0814724913993647,-0.012546240915464,-0.0552394422124854,0.0200787378287256,0.0740214635829568,-0.048830539926664,-0.103733922114628,-0.0423639303639045,-0.0813978113939155,-0.009409680686598,-0.115414553876022,-0.0492582526851457,-0.088353235537797,-0.011840175409399,0.0853660353198294,-0.126049665561127,0.0347262025338736,-0.0723241907318389,-0.0047998876229616,-0.104514667626142,-0.0603618116771594,-0.101585174685113,0.0360772317233635,0.0385280937203779,0.087202484544739,0.105906431364059,0.109565751631069,-0.0879187336879108,-0.0785056584556105,-0.0381343264189185,0.125873149184611,0.0653450047680418,0.083461695180875,0.106194967748749,0.11762779767388,-0.020991870622627
healthy,0.0257313962328089,-0.0701672341154203,-0.108589933496492,0.16844693709535,0.0284240545409232,0.0493514507179772,-0.112584740900067,0.120537151447348,0.0905923727842251,-0.0178254910103663,0.124141314122285,0.0082965499510809,0.0092871133701282,-0.156476466482075,0.0574480277722552,0.0106171656604921,0.12022091523845,-0.0423198456024871,0.0054318219410664,0.0134865442029904,-0.0210483100216326,0.04105955129938,-0.102172198668862,0.199572951009355,0.0592617354409333,-0.191685647916847,0.0910295228377013,-0.0110217619865818,0.0918805702822349,0.060219745132594,0.163052319414154,-0.0288053982045939,-0.0369624321811612,0.0807192923211393,-0.195829272359904,-0.0482446239868353,0.21021801986475,-0.244715669829502
healthy,-0.191543410560977,-0.163139332116572,0.151647656371253,0.121186753746103,0.25288985048085,-0.146532135586241,0.011067041075746,0.218295394744075,0.0559124431326806,0.0923381358819883,0.129871859722213,-0.130528716476709,0.0565958395540246,0.213883175130544,-0.0901618832004267,0.129122114133748,0.0079419953043572,0.132041477487063,-0.0669264048747299,0.0348399476551211,0.151315910535649,-0.0447326084728293,-0.16603879071975,0.15757927191185,-0.0823326814801748,0.231478974250974,-0.0402739444423129,0.0539219681190572,0.119401961150554,0.0700050062291341,0.02247909782052,0.0178147513719292,-0.154633368891688,0.241610492070317,0.0408180076127033,-0.166961044142729,0.192843854236545,0.157466478327745
healthy,-0.0062669984006289,-0.0822053054966227,0.0298607338820668,-0.0778329810310676,0.296835986857699,0.151288032052393,-0.0594692182757361,0.0316264803008486,0.234827457065429,-0.0433588842834215,-0.0725357417747219,-0.144387607158678,-0.0147201590340355,0.0469856713721576,0.171950067924235,0.040096457566815,-0.234266902646768,0.152375507624596,0.154163676220124,0.0742454327516377,0.0031671324654341,0.146343942079804,-0.334230572126568,0.0720088206211807,-0.0988145329215455,0.0326522948869981,0.161136973188266,0.0590880412710467,-0.252838070537004,-0.2435048394663,-0.203307482104126,-0.112929293183427,0.248561040322621,0.189725248539972,-0.0671488138113906,0.150738688722106,-0.149085053187056,0.108500913276006
healthy,-0.0188926960653571,0.0813645988476806,0.0172266425089721,0.104762052126416,0.110695146992817,0.0650373556844207,0.0791606211594595,-0.0678695241963046,0.071416882651123,-0.0118184014841878,0.0377706880542176,0.0413527644674309,-0.0867565020096908,0.023502424047059,0.0600085615225642,0.0621357512557472,0.0070183374011681,0.173268752970909,-0.0149164687127195,0.0962459411554359,0.0091487947069059,-0.0502038016252796,-0.0655842656407825,-0.108234256412474,-0.0191671721599614,0.130335300280088,0.101827363525625,-0.159968098886545,-0.127533356814336,0.0065833418048087,-0.0768520811494844,-0.0154458154665992,-0.142848060932173,0.0049144291224381,0.0689874424566198,-0.128318799567199,0.0792504794047169,0.107283392799024
