group,TFAP2C,FOXK1,NR2F2,TP63,RFX5,SPI1,MYBL2,GATA1,ESR2,FOXM1,RUNX3,XBP1,IRF1,NFYB,KLF1,STAT5A,RELA,PRDM1,E2F7,ETV6,SP2,ASCL1,JUNB,TAL1,TCF12,TP73,AHR,ZKSCAN1,GTF2B,TCF4,RBPJ,ETV1,ESR1,MYB,MECOM,ETV7
healthy,0.0559781996739641,0.0243564666443986,-0.0075533414776679,-0.0835235760024533,0.0129633791625452,0.0028882822999773,0.128721240025241,0.0397625217546864,-0.0443139826932862,3.70292602561203e-05,-0.0750532896225109,-0.0264457955832566,-0.156271009655795,0.0219263429882681,0.0519169057228225,-0.167158867400255,-0.0085091984839403,-0.119908276084285,-0.0495081209624328,-0.0008554386733744,0.0529399174892204,0.108255983780639,-0.0628819600606983,-0.0475869927311788,-0.0844976338315634,0.0430970380214791,0.101131303061529,0.0687871856496786,0.0603539285299924,-0.198999637918455,-0.172363675117273,0.066470660232639,-0.101667913527952,-0.163779162883659,0.0530905449885673,-0.0031368176738998
healthy,0.0123901115575233,0.0856084431012177,-0.193742680104689,-0.0271712028664632,0.133229602617755,-0.0769011601100203,0.105803460568345,0.116984797160811,0.236790069240088,0.225975670178751,0.0767064242433625,0.231146428752148,0.148791319050206,0.0953186662554091,-0.107396662296078,-0.175775521671657,0.100372381509986,-0.238522175826077,-0.0892108884686987,0.188058343520262,-0.155293277209495,0.161917996320994,-0.18873537857999,-0.0669363341042573,0.0320224466327358,-0.242097714683485,0.20028735234872,-0.0222853169684708,0.178599359903883,-0.0245780879581186,-0.22256527002692,-0.195371532958271,-0.147111680158861,-0.0004893621519638,-0.129019742785362,-0.174045433073924
healthy,0.0082842039507852,0.0808933515326401,-0.0647323136602092,-0.121280745839496,0.052489932262113,-0.0828511597323854,0.0670944518142496,0.0527544187735693,0.0513377438961139,0.0631788354147592,-0.0309814027385146,-0.0068097676512876,0.104608975393218,0.0325561615078749,0.115604926105141,-0.0022283748608901,0.0447651020826835,-0.012671031951146,0.0245820451912108,0.134313546697117,-0.0127956750197633,-0.120329202413222,0.146373523604553,0.012689272400212,0.157205310274883,-0.156010560861063,0.0324649592625452,0.0015078771227851,0.155749114424451,0.0288168694493553,-0.0804251800066141,-0.0434396294505579,-0.0456132829642502,0.0786619365969057,-0.0597405107658278,0.112431087967666
healthy,-0.0874987691938394,0.0086947654827853,-0.121111394894059,-0.0768189218685227,0.0493702160674834,0.0413014736994586,0.164740390430448,-0.0651652608091341,-0.041162357451734,-0.102566128947392,0.0586160959162545,0.0397069874755386,0.0268119814364538,0.0100645254603811,-0.0641165383262874,0.015543565370764,-0.0269189939347035,0.0082453129901367,0.0375560362607203,0.111587282549839,-0.112389876286712,-0.0393003399821898,0.0433775161655021,-0.0070788767592154,0.18659234257303,-0.11934568867294,-0.0780816693478688,-0.0597076233984011,-0.0873489516962898,0.0302149788807932,0.153322156867209,-0.134701982171767,0.0541643759890684,-0.0040932280580497,0.0734908331729581,0.143145268283666
healthy,-0.0805009380501244,0.0658418194796548,0.0560652581402417,-0.0293643340252015,0.035391269611199,0.0061531606113599,-0.0733667491166456,-0.0051888385425979,-0.0732324803396668,0.0459171373511709,-0.0335121254836209,0.031306900040523,0.0921984091505076,-0.111297678613141,0.0161057563611438,-0.0183502724371364,-0.0739189836026065,0.0572167521216124,0.0288046745377486,0.0473640845169073,0.0148404123568971,0.0395709267010212,-0.0010945689699327,-0.055581704918081,-0.0145901279316073,-0.0300950779220305,0.051385341574902,-0.0269406897882165,0.0452977684767205,0.0614554998483078,0.0445710464556997,0.0337766411617703,-0.0092435081073062,-0.0548565297723709,-0.0007254845207722,0.0770928623653368
healthy,0.105556645790624,0.228798571861432,-0.0872564336605528,0.125350263841849,-0.0778407888421571,0.0184000387290787,0.047477530488009,-0.043596272318594,-0.179683885149699,-0.0367920913302368,-0.0767985991485179,0.0586621026408192,0.0547049762561584,0.11681708615868,-0.127031343769136,-0.130329614600347,-0.18693129623765,0.205638800891672,-0.0140795435240303,0.134394553711936,0.0659454513044129,-0.0278436349951965,0.0788749924078757,-0.0217102887521703,0.224701688238161,-0.130417462007474,-0.0152135736887565,0.0632301678114065,0.0933059255604127,0.0894086951351564,0.0144508984723385,0.0772977321435558,-0.0077784885946712,-0.102733549570689,0.195636175671111,-0.0356221235898678
healthy,-0.0637756112026509,0.0153148476385422,0.0869859829788369,-0.0082717814308748,-0.0286543444876217,0.0047267322462141,0.0283192403358379,0.0123635794947617,-0.17275500877488,-0.0352976373212312,0.0368438196356023,0.0839406505117487,-0.0128926913133678,0.0222344544218682,0.108532592036517,-0.0878090458077797,-0.139138771232775,0.0199416365412419,0.0548159844075882,0.0371260126055255,0.0273962341633806,-0.0361912483926548,-0.0324757076219989,0.0447099486722124,0.0750456929389601,0.0279723781436406,0.0386134047178292,0.0407533680730804,-0.0214819398354062,-0.0117521613932614,-0.0642106586979492,-0.0363029497765827,0.0529229399010199,-0.0626292022623378,-0.0019165605873953,-0.165700184526799
healthy,-0.232293642524564,-0.0816139754040617,0.110512819274693,0.0175460020831828,-0.0813208993253096,0.184090340098237,-0.221920291842418,0.0538874358484387,0.228846142335033,0.234715376438462,0.0011568792582318,-0.12144147200079,0.197008825148493,-0.190908215193417,0.209418283325126,0.0378762269145102,0.0296700967094524,-0.204806191348975,0.194386565496501,-0.0783747134810125,-0.0811203735872161,0.227666125491636,0.217400750206926,0.0350688665812009,-0.107736309054936,0.139596763826641,0.0589237168859413,0.178336793920631,-0.1571581909666,0.0106664267608975,-0.189959574201667,0.040521624151667,-0.0838660336934196,0.238101176400888,0.0639908480369968,-0.125482836876213
healthy,0.0618745998934723,-0.105439590414782,0.0956799572874463,-0.0209630502757297,0.154229084675958,0.0093477427909975,-0.138152354495522,0.118594067051093,0.116864127638473,0.0823910743308566,-0.0233216644122337,0.0404909879059027,0.0309351321028607,0.0099980959536365,0.0721024872979079,-0.0656726623632839,-0.0671511318863499,0.0203300398640944,-0.0294133057022855,0.102187824601587,0.116075032467805,-0.0664444147829488,0.0364197771077827,0.0660975597628747,-0.10023676511367,-0.103406152859597,-0.150374658265384,0.0263826599643878,0.0445058347632607,0.0817060356662102,-0.0013397275150362,-0.10514909933547,-0.102617057688929,0.0776218178048374,-0.0800194531310998,-0.119526239917542
healthy,0.0235566247698948,-0.0745577471304745,0.0491894606930108,0.0682855802111465,0.0364994572008627,-0.153653020249037,-0.0197005648619363,-0.0488194262858642,0.0207353217108805,0.0955626414185071,0.0569585088792581,0.0250618778559802,-0.148075714320505,-0.0523941930698378,-0.0929790980238132,-0.0354094463454215,0.153244475473726,-0.0576014645912233,-0.0183007966973452,0.0594734033567889,-0.082783896643197,-0.0827989659176962,-0.100923954412551,0.0788742570925748,-0.0232904009204092,-0.119675154981039,0.149641244504587,-0.0134016081212764,0.0435518776664819,-0.0001054849214943,0.0071646028424465,-0.0597061399296097,0.108582494585804,0.0724714897942538,-0.0422559200595519,0.0805703876556499
