group,ATF1,NR2F2,ETV5,TP63,TFAP2A,RFX5,MYBL2,ELK3,ESR2,RUNX3,FOXP3,SMAD3,KLF1,PPARG,PBX3,STAT4,PRDM1,ZFX,E2F7,NFIC,SPDEF,TCF7L2,MEIS1,STAT5B,E2F2,FOXP1,STAT2,TAL1,MAFK,JUND,SETDB1,ELK4
healthy,0.0461355271575369,0.0391519199294509,0.015048695641411,-0.0082859866979695,-0.031746074834362,-0.219019498713188,0.159633526012674,-0.0861135146306065,-0.23149449923611,0.0294277933574932,0.203526705478689,0.178944868240586,0.260064010716807,0.0420868757842857,-0.113647565402032,-0.0788710422252026,-0.0147311543572345,-0.0661670898343417,0.128086489736872,0.205683915289671,-0.189324786595082,0.0895754049352705,0.208146010753939,0.0457995776829733,0.182455080045016,-0.162845755235214,0.0598933484480562,-0.0665398556896794,-0.0324099202001949,-0.082872522610587,-0.0507053604211213,0.0311788724680611
healthy,-0.0041770538061441,-0.135790336772784,-0.010577743760081,-0.0339719778016272,0.0093933476683484,0.147746821748771,0.0624712676359587,-0.10428729756683,0.17147219802009,0.0807287783996394,0.0289190045731363,-0.205257546632995,-0.0874265318684407,-0.0119580924625385,0.0482062712222185,0.084537396287997,-0.19050274906677,0.142416396341353,-0.0603852323370427,0.0855833877875768,0.0157175212623959,0.0835819062813116,0.0287498969878346,0.044202504466412,-0.129920599627071,-0.0144336217530762,-0.0131117855611222,0.0637140154895396,-0.137726715073681,-0.0325258828991807,-0.161235241409096,0.0434275351995495
healthy,-0.0115644360519998,0.0404149441537875,-0.105769489921463,0.0037493544126681,-0.0519861115422554,0.0496705317972682,0.104806908806541,0.115072196920219,0.104066461795063,0.11878116331408,-0.109013994099032,0.147093164498429,-0.0971601105789089,-0.0449047455779342,0.0400177953021764,0.142623557083686,-0.037796454267741,0.086585180987703,-0.146763329011497,-0.0773969067089022,0.111309379834615,-0.180507518725511,-0.0881199257024038,-0.0974630207199683,-0.0347875468665513,-0.214850797385175,-0.135831638587488,-0.0699722425847138,0.0639544277823343,0.0595925217510795,0.0729474933035636,0.0830579606784784
healthy,0.138962659230343,0.0202974411193124,0.0247246449715634,-0.11765746189097,0.0062734747897666,0.155982969435565,0.0753470862395699,0.121303846992563,-0.150090288026661,-0.116249680301114,-0.0392524894111395,-0.107941461082294,-0.144320691346925,-0.109660800892855,-0.171776278746896,0.123984786249747,-0.13516241821729,0.145328447566985,0.186192577650664,0.13348538878238,-0.0037233130573231,0.0512801752894965,0.0143739885281164,-0.133162291368314,0.0262208937105084,-0.165868211746846,0.167860645800249,0.0571805494939735,-0.0513763352341588,0.115518864721681,0.0322174278596477,0.0709621927629703
healthy,0.014319791526585,-0.0418828054153466,-0.0347236850920285,0.184696877893887,-0.116707593341625,-0.0057783202089676,0.0113940565033104,-0.0290562527993948,0.0195157563148054,-0.0410026810444437,-0.0873662371116559,-0.0791582049830149,-0.0032116138938234,0.0736011436467324,-0.115625337617405,-0.155141500230993,0.0051005856713736,-0.0386820476811643,0.0292935374315502,0.0503467327355276,-0.020042021577407,-0.124153367975466,0.0035802063616377,0.0685196854947264,-0.0678329041574315,-0.0077125259850224,-0.0229357050817413,0.152042066653461,-0.164354502566409,-0.0218829160765467,0.0562361993408207,0.0824768295933006
healthy,-0.146551915677484,-0.0394154251702917,0.0095693697972138,0.0449049419604526,0.130048634460171,-0.212867403213257,0.0802221272047812,0.198582810211097,-0.256172683228531,-0.196594979977816,0.240625521794543,-0.0108217232740909,0.0643194853385318,0.0703340508131256,-0.215030930671679,0.084275421328964,0.121216784410352,-0.0063700459068558,-0.120297438464847,-0.0699949143087837,0.167016556424429,-0.146674495136885,0.103291581463991,-0.0061269299790444,0.0929560900455228,-0.118904118609659,0.0531484106051489,0.0072607899785008,-0.126013727254899,0.0866616348052974,0.165096144893819,0.119760131834474
healthy,0.136824182968916,0.0490687404435001,-0.0227731097755043,-0.0903649884949747,-0.007359944900112,0.147259925737732,-0.0177175721675003,-0.0013059935394892,0.0581569908126932,0.0427194148431049,0.0439985561789785,-0.169054150635974,-0.0484657864168574,0.0057097549324584,-0.0181130318934765,-0.048709897358818,0.0485609896842221,0.0516392286623452,0.0086879084243777,0.0992310979069837,-0.0206591090181255,-0.0515977298022119,-0.122878124854707,0.157959308323865,-0.0859490215549075,0.0030953267440604,-0.0347101348373776,-0.0055803761332193,0.065809868843158,0.0754058699716292,0.0113902165518816,-0.0229049296841631
healthy,0.0692121524304775,0.0056689144523272,0.0330047421260326,0.1041269888713,-0.133349897675279,-0.0065894418329487,-0.161491186807028,0.0645596536275864,0.160662712164469,0.0054196049534089,-0.047614278762646,-0.100621313763433,0.102634967408542,0.181497315212535,-0.0050437229396551,-0.17590511137526,-0.104928614798591,-0.034262796212882,0.0793609668018293,-0.14903721845337,-0.0150966490421923,0.112212287697758,0.155262284864823,-0.0064705403796184,0.103290843167235,0.0731359003903766,0.185363530211145,0.0645941734043597,0.0744783361537829,-0.139118535927174,0.245090415090469,0.198837749744992
healthy,-0.092168989130241,0.0559920984827752,-0.00511036581331,-0.0868214974790736,-0.0210737988208599,-0.066957648446255,-0.140752425217397,-0.0803643785097276,-0.0765521246549442,-0.0908343962735824,0.112099719809635,0.174026044388532,-0.0458656091763291,-0.128820131453422,-0.193838212148997,0.0160607154025682,0.0431629826397243,-0.17126869650473,0.0147656435188858,0.129455507095885,0.0052137283580171,0.151614612636169,0.0749530452868294,0.0077856316763159,0.162716965967644,-0.080470781129279,-0.0005958546694876,0.155277902823581,0.0272056297818632,-0.178020702733975,0.0608349377097847,-0.0058673444495469
healthy,0.093565374923564,0.147896590883262,-0.022891140035246,0.0330585215578709,0.012282472090218,-0.0523742925685933,-0.0306939222693672,0.0230920123493864,0.0055931867785761,0.153663366138034,-0.0225206334243216,-0.0112686204889264,-0.0741266289331218,-0.0260161280247184,0.0086513491359822,-0.0315179732588725,0.0854727513385276,0.156499303612474,-0.0355259295110922,-0.0086209019545081,-0.0094789588869585,0.0445288051968202,-0.0810148094691979,-0.0195391821475125,-0.0509116416040155,-0.12540838173012,0.0388735378014723,-0.0472923811880163,-0.0521275517732712,0.0942087199139312,-0.0096517565272722,-0.0066208780078105
