group,ARNT,TFAP2A,HEY1,EBF1,KMT2A,MYBL2,BCL11A,FOXM1,E2F1,SMAD3,CEBPD,PBX3,ZFX,OTX2,NFIC,BATF,MAX,STAT5B,POU2F1,SP1,PRDM14,FOXP1,NFATC1,ARNTL,TAL1,FOXA1,ZEB1,ZKSCAN1,HOXC6,THAP1,EGR1,MYC,POU2F2,ELK4
healthy,0.198888485809448,-0.144105099635066,-0.152375335481995,-0.0518439914917876,-0.209885269686313,-0.0552671285667903,0.158648155014092,0.271488544062024,0.0009586894685901,0.179561657935319,0.0817401508742178,0.303014475541058,-0.0616472509568391,0.231016896449935,0.098635073811969,0.039173458937191,-0.272152590437057,0.214274132482887,0.143016239486337,-0.169675722497747,-0.0489617663646591,0.0438217835624196,0.0887526565008871,0.053461450145675,-0.338650458292313,0.297144481492094,0.0819433226790291,0.166850666926085,-0.0600394671507998,-0.210031271935658,-0.153409664670126,0.032474066568153,-0.105151523603515,-0.144753314440892
healthy,0.0626965159261973,-0.107618693301755,0.0375672188034072,0.0967740991963024,-0.0255018190092352,-0.120830251443914,-0.203654386313604,0.0390221781888427,-0.0561324515455267,-0.0534791521553126,-0.249572610421723,-0.199094669407479,0.0603499752385273,-0.0149796074683409,-0.0015508470091668,-0.0990758106328351,-0.118456445585279,-0.0821001271463086,-0.150649566439689,0.0130287691682735,-0.152397090300087,0.161511622508568,0.109981572668655,-0.0260736727822868,-0.0348646991420125,0.169230218810332,0.165033322699859,-0.0341710200919519,0.0576512338967046,-0.0120512055665909,-0.125631168102173,0.065629615198226,-0.164187285465978,0.0451109912374094
healthy,-0.105467858522243,0.179455521884242,0.102522343185612,-0.0019642905401157,0.0971707100083705,0.0046907331735848,-0.145363022809824,0.328167227442399,-0.0443962799113704,-0.0865797414260968,0.0503996083568414,-0.192505995772603,-0.087047341985787,0.0873234840485961,-0.0084996526932657,0.0341882283228587,0.0023398437455362,-0.186178660640102,-0.029302354758222,0.172688200398333,-0.158273584719695,-0.0018943345508708,0.0757181536222701,0.0611212841821782,-0.0543153028074752,0.0396447954839676,-0.141362644793262,0.17561530626411,0.203030690259802,-0.0724817686461468,-0.0862888717866045,-0.0247441697747856,0.0226731043037169,0.0167783917362842
healthy,0.190445733241451,0.129880170065668,0.115341171080549,-0.147857839638838,0.318312657427723,-0.383360981486331,0.234202608322424,0.326125849872824,0.0330628593345022,-0.088432949273134,0.113960707197985,-0.157261313154926,0.0315624999156965,0.198465412443414,-0.079057784425325,-0.124331671082915,-0.215995138971457,-0.299986957756295,-0.392036755706062,0.159682536900701,0.371401401746195,0.0697725412296974,0.0514335198320206,0.256263386990945,-0.267600176028935,0.0222506132675708,0.0746016669949987,0.197897573862045,-0.0912688117484126,-0.18694711488528,-0.161274483187469,0.233488230752316,-0.0566906060530745,-0.498667183035476
healthy,0.0216297771246772,-0.120792280467345,-0.162488781951625,-0.0344870962731462,-0.0005170766818097,-0.164692492279321,0.0532455140154873,-0.0479877498264208,0.084675879585079,0.015581675280886,-0.0802791662984222,0.0561106274327282,0.231098700890758,0.0200966157639876,-0.0829285708496969,-0.175153145392689,-0.0644166456584342,0.0517667817791987,-0.118733788828112,-0.0054960031434119,-0.0307941694106093,0.14207451424851,-0.0063184629043406,0.236101495861831,0.0879266813469486,-0.198074945011345,0.0822450838121364,0.0736930191757159,0.283040146622441,-0.0653903470027395,-0.0580419690682368,-0.216618546168447,0.0569125647369155,0.0103939551289585
healthy,0.272191637362914,-0.130695320903734,0.0464268159132906,-0.0547281369036056,-0.189530455864678,-0.103239834222748,0.0055887920408169,-0.166697729787766,-0.0617332292711726,-0.178271004712134,0.146651213024172,0.143944141879401,0.242173711362432,0.176704614755381,0.289135392139004,-0.251271871842942,-0.0491311581556976,0.21055391967447,0.049008357549332,-0.0190340939866691,0.0736749060146369,0.166206527362304,0.104727086010953,-0.206354138936766,-0.231408191537714,0.212341350722681,0.0237796551971089,0.142948092516658,-0.226586221061091,-0.209964476763915,-0.166992451243044,0.100014271628878,0.273326860746205,-0.0201474861510506
healthy,0.0710865815110946,0.195722299495733,0.226305778654938,0.0604096638051118,-0.29073377803801,0.303931271062323,0.45370729702541,0.113005170150801,0.0627582117278288,0.0025916301121702,-0.127307752205628,0.312194195640736,0.33148183244235,-0.237960634707721,0.0256732189322495,-0.0177038628441761,-0.343843496707543,-0.258516038620482,0.286060990411521,-0.160961546403926,0.228297182745458,0.220668141722619,-0.050303054312846,0.305270092967312,-0.214018908909576,-0.14512006710356,0.280587901422833,0.199727546032724,0.29360588759955,0.0835492183780606,0.358783702043936,0.19308766253466,-0.201799354232063,-0.223867477308422
healthy,0.192831032700994,-0.067927879571515,-0.343057799943224,-0.39245123297789,0.115516838372564,0.215458415514306,0.147665823873717,0.138062286241793,-0.400827651912401,0.0993108686186931,0.235239035386726,0.143083183396579,0.222754436465225,0.216281575882756,0.276480894217152,-0.332554883390216,-0.332469137518502,0.387348400879023,0.0544714941039271,0.170565688012696,0.0218880628527586,0.319854967057523,0.195976953460976,0.0186583016848797,-0.0944195430033861,0.030392147862932,0.18446985747701,0.177600660420843,0.0253102758660393,0.060504192544933,0.252195757884044,-0.0846349863089562,0.245219854854189,0.227721980633167
healthy,0.307344025011344,0.0804138230314046,-0.0107604249652904,0.0131407316728964,0.232259734855486,0.0629408023645823,0.0860147370288347,0.117749980028868,0.0163646086147914,-0.0308982120698859,0.075231424499048,0.207384221900175,0.218190421994458,0.0948918424012939,0.284822661547072,0.128866797069885,0.0201475960608081,0.165833483383338,-0.195884855566864,-0.228326343414208,-0.100100398150218,-0.136122155015184,0.0119113424942428,-0.0212723563731934,-0.0764248475049219,0.107198812796114,0.0283773103232317,-0.154128128969561,0.0505357424076356,0.0373198087371087,0.079472163234989,-0.0141379755545171,-0.0325068808887625,0.0614956161492501
healthy,-0.0238528350693036,-0.125909566748744,0.0903355592179227,-0.221809379469143,-0.244417097197682,0.293456914466034,-0.214547061451312,0.210506712001077,-0.186089588366586,0.0296895933760047,0.0051743420178945,0.0598624603753996,0.188461333280302,-0.0170311170290502,-0.27445457826493,-0.114626611472398,-0.223229090508005,0.153067334884863,-0.264680580433917,-0.0487031936866629,0.0676175831862441,0.107853415750226,0.168462340001109,-0.148044408493481,-0.186692868080231,0.254507789801172,0.191080238751745,0.176267068217492,0.150950332141074,0.113849821148114,0.127233749473883,-0.160512044830482,0.0376067460704421,0.0699834794276911
