group,TFAP2C,HOXA6,ARID3A,RFX5,SPI1,E2F6,GATA1,E2F1,IRF4,NFYB,HOXA4,KLF3,SP4,NFIC,MXI1,TCF7L2,NFE2,USF2,BCL6,ATF3,IRF2,TBP,TP73,HOXA1,TCF4,EGR2,HOXC6,JUND,ETV1,BACH2,MYB
healthy,0.0463050772792039,-0.0195978958551646,-0.0618133123730055,0.0145152250743717,0.0112332957334255,-0.122461867710642,0.0299578840348147,0.073019544940283,-0.0346450162334447,-0.0953914153256161,0.0698219277707979,-0.0103256387764623,0.096560335925008,0.0261555091910227,-0.024607704265559,-0.060477849212703,0.0241757344981969,-0.0162378996887915,-0.0131068995436707,0.0572333919479617,0.0725490622057104,-0.0804973059251727,0.0303253185598239,-0.0504259647707376,-0.0032434163737355,0.194990112096238,0.0193480820137985,-0.0320063575340161,-0.0216380422263204,-0.0785102449953071,0.107526122669971
healthy,-0.0945773881826582,0.23486741823449,-0.0587562781373848,0.0903657472176023,-0.085888164144964,-0.105380116959758,-0.194483641460719,-0.0550845397424963,0.133722106376462,-0.0520745383673963,0.0747083499506642,0.12131860211595,0.199179724707175,-0.138667426824246,-0.0156651928898572,0.0131429747774085,0.095691494063837,-0.0320395647332676,-0.0619945798979722,-0.0388832307278895,-0.071545999830517,-0.0131672525744993,0.150900318308872,-0.0591429410341713,0.0397031075268938,-0.0222542761131502,-0.0148239338108463,0.0777660159916123,-0.0013544337991699,-0.0657841435649805,-0.048397899866673
healthy,0.195476081683895,-0.0768420022940676,-0.160969402953277,0.0535076714609756,0.138060404625895,0.279422400187207,-0.0756881299518428,0.200011558007165,0.0765766958796144,-0.203098377083262,0.0901410127201467,0.204715482847548,0.0835546757010245,-0.0115471458481029,-0.103052591556866,-0.192376628969014,0.0518442423544838,0.0103048380343938,0.005074511578032,-0.202542496976789,0.335877920697662,-0.0571882715598968,0.221088678710941,-0.014326546380469,0.245833765874856,-0.15509054970603,0.0324347619701271,-0.0102037689241259,0.14745140945495,0.201308611588936,-0.11705908575482
healthy,0.150972777742127,-0.15272199811558,-0.0952386780020198,-0.0168365357005055,0.0103470439574043,0.0253880223209218,0.0815530558219062,-0.101037748988447,0.143313277669763,0.144175145191517,0.127783444340949,0.215181908112818,-0.0400305027980368,-0.228040415493828,0.163963345469213,-0.0266507045772553,0.196677241725046,-0.0384388281006035,-0.196172168822512,0.0152541283957793,0.131613194377131,-0.0657289827746443,0.130976061128523,-0.0517722893578499,0.0996684917159824,-0.0505443598241678,-0.11362981882913,-0.215686981015351,0.14961278786237,0.168622527152675,-0.0812819845852254
healthy,-0.126626528461922,0.191262481787333,-0.0841080437340967,-0.123108175470685,-0.0991572022735,0.112111829958382,0.105191473795366,0.0136733277769107,0.0113100452267384,-0.187408891489325,-0.0629955847440284,0.0138264319658966,0.0285422260326457,0.0184771472845418,0.114842890308091,0.0150880198473111,0.0320556628343283,-0.0100135758099129,-0.166006377315536,-0.0863535718392232,0.0268100885795773,0.129576944507471,-0.0598625673721655,-0.040773471540209,-0.0051882187099473,-0.229079918779644,0.0470434860564314,0.0299133747098481,0.151142161145091,0.0060258437683442,0.0094690492906755
healthy,0.0099777743774527,-0.102373193345338,0.15103221646337,0.100975270631296,-0.0478202694896057,-0.0810439633107384,0.0139242798892343,-0.0736454775478653,0.0641589962398563,0.126296256855127,0.0396476739232341,0.175149211447938,-0.0964065683045942,-0.136286959997565,-0.027804925196643,0.021964355614506,-0.0583216588489656,0.123149718676814,-0.0315914372417308,-0.0936802149883061,-0.032638667205545,0.145998078597194,-0.041650016400342,-0.186424710610797,-0.0864223295446488,-0.0900391515493036,0.031328013655154,-0.0734483138818385,0.0537642691916257,0.0057775418528334,0.145713645767516
healthy,-0.0169403903463804,-0.129412334611228,-0.0580937472819341,-0.0566691996512168,0.0053919996449253,0.0353921909838876,-0.0819332044313462,0.101177626845091,-0.0767540183044244,-0.15813564484217,-0.0634010558329601,0.0716378076062995,-0.0055961268968878,-0.114958387919072,-0.0116005082977008,0.175486461258985,-0.0158611217907912,0.017861134546722,0.0862242198555799,0.0252792057457011,-0.112756419477689,0.217167508856527,0.210537716300765,-0.0166993464637438,0.0072161155135267,0.0940114573612997,-0.0785564185079233,-0.101642342078282,0.0104821515449273,0.024925240404532,0.0691209620209316
healthy,-0.200813197495457,-0.0064031059406984,-0.0945819110309239,0.202828750073956,0.225152129034215,0.252187105179582,-0.0005379127460303,-0.1495138198906,0.208668019762791,-0.286717214948855,-0.133292186115733,-0.0866752417519238,-0.161415949506078,0.0623039058308748,0.232174158676671,-0.0789889222725024,-0.0903207347596595,0.0250583088256179,-0.005797143991857,0.0543615917313547,0.113807431044165,-0.122900100715015,0.270421051094719,-0.028091359008054,-0.018178858465242,0.0810303983568344,-0.272660193911026,-0.153606493373951,-0.0253175438839458,0.0921710249884747,0.121036848733283
healthy,-0.403377978288108,0.360941438434853,0.28549339402871,0.349665625510048,-0.400508277928495,0.449786724741771,-0.420102639745938,0.411995039700817,-0.418817045826166,-0.43557354861947,0.442105002558617,0.443211488966346,0.407927309093986,-0.329772751172535,-0.423664889152115,-0.446745877203984,0.40850841346639,-0.433722770995031,-0.329458317984727,-0.137713775925963,-0.460851588819059,0.0861347926246751,-0.105709253607446,-0.412683608580446,0.208879160710824,0.422956419437814,-0.305748463557243,-0.0384285117504384,-0.414024924837297,-0.474025941371514,-0.193599299850137
healthy,-0.0660019164707432,0.0284496755283114,-0.052471314403597,0.131912343539412,0.13754788907767,-0.173582867759802,0.0627319894665679,-0.163215329042617,-0.112784253508975,0.122340233342743,0.0405141788299815,0.236852451977403,0.14172338473654,-0.0299865966683963,-0.0490463846934275,0.108789972395813,-0.176716694827007,0.0435229955847098,-0.0470535287644916,-0.123202703684064,0.156783346836161,0.17149801835495,0.0263008087457001,-0.110401496464311,-0.0027293078100982,0.149461926337912,0.0306408845135358,0.140878052905801,0.077894530592758,0.0071618811276898,-0.135948462781347
