group,RUNX1,NR2F2,ETV5,TFAP2A,HEY1,KLF10,GATA1,ELK3,ESR2,BCL11A,E2F1,XBP1,FOXP3,IRF4,IRF1,PPARG,PBX3,E2F4,ZBTB33,E2F7,NFIC,MNT,CDX2,SPDEF,ZBTB7A,TCF7L2,MEIS1,BCL6,NANOG,GMEB2,ELK1,MAFK,TP73,TCF3,USF1,GLIS1,MYC,NR2C2,MYB
healthy,0.227365324786258,0.143492389587132,0.100527237752052,0.0563217673314175,0.148268752639474,-0.0676830610021589,0.239984752415996,-0.178911809284345,-0.128869039606688,-0.108334671582562,-0.0557221878665834,-0.206050766269981,0.173401944304737,-0.199005093234957,0.0543473324953754,0.0388958748114517,-0.140426302385301,0.031126529020716,0.0296644397519605,0.109307145243251,0.0821841606613915,-0.109378406737022,0.0057359359253656,0.0656932680855626,-0.0065904595273987,-0.0461577896206781,0.0917921758560706,-0.172205242667957,0.034113368526888,-0.10103159711745,-0.14450417993404,0.0434179080498169,-0.148054353834938,-0.141103286576128,-0.0004263403161833,0.0098820033517651,-0.148303769063137,-0.0163520555276194,0.0106830808334699
healthy,-0.249071253759824,0.224246193243739,0.172081152931028,0.114355029288014,0.13079681582271,0.192662420853187,0.0708146005851545,0.204927103502552,-0.124949851839713,0.217543726374446,-0.170206822736255,-0.0716064346289051,-0.0279917675523269,-0.0376845309494655,-0.139906241761271,-0.144326696519097,0.0740350360715285,0.262034154605402,-0.183977411922344,-0.0790734309197504,-0.205355546998337,0.188805548596864,-0.27687541213382,0.100154235017611,-0.225678364717752,-0.212323258768984,0.0187782820628072,-0.18009914894817,-0.178437090171132,-0.281480959514935,-0.1534843144867,0.0143506551231132,0.296749528089369,-0.166016255281453,-0.152849135994271,0.0569134021924206,0.099466460524819,-0.0596955796183492,-0.0220388566020903
healthy,-0.0915201731304009,0.170024574683737,0.141873672650608,-0.328337598639026,-0.0574341850057665,0.0437486783983318,-0.128866713376575,0.21218263238494,-0.0650744517338063,0.094080147160961,0.411812139101953,-0.179876729472605,0.122275110709246,0.296097787999426,0.216690125385392,0.0167257511531944,0.0944987315549424,0.226511437113651,-0.361136990521107,-0.0611882260970525,-0.0889249498877161,-0.0728204660982204,-0.161851163622311,0.333369423669835,-0.177783807502698,0.003145992182134,0.0602188727636219,-0.321882586668681,0.195941557898461,0.13688150298344,0.282958644179925,-0.0751336956439072,0.300239570424084,0.0252824973964778,0.09908112913116,-0.341855671488868,0.114815496193346,0.278900578634063,0.0452688006712117
healthy,0.154865056702673,0.209175949305705,0.291420534428914,0.203030774583699,-0.156640170978519,0.0101421522480744,0.287941595607175,0.0296755382553779,0.213698094509099,-0.149929431065548,-0.115106774307515,-0.298425938559027,-0.122418724276429,-0.0841836657779483,-0.237715604530488,0.261961241687728,0.0976027692795594,0.213346398507994,0.387535724676773,0.0119220191725842,-0.0119719219835517,0.030293382581643,0.0483178026382607,0.33166833963642,-0.0687446865943168,0.0102680974376592,0.39976666601249,-0.13141311187225,-0.0075780982940743,-0.173039185192193,-0.356983322742965,0.320131285005585,0.0969754196559672,0.16216750137426,-0.0758784122383467,0.194549673043545,-0.0859136298914906,0.0762562478071011,0.0456301798190076
healthy,0.1162210289544,0.194673569288736,-0.129655856991826,0.049633630717763,0.112283960222149,-0.0094609619148092,0.142702548171966,-0.120047453478632,-0.0794100285946161,0.0177746517683416,-0.05335999658463,0.0175135415188946,-0.0369564256628056,-0.0542534674671491,0.0351178163291029,-0.10612115344659,-0.122049130699779,0.132714829093697,-0.146345489818208,0.0766550130186456,-0.0121748954727683,0.100266839861498,-0.0144089507344463,-0.0288486499731711,-0.098501573271607,-0.0017536728915563,-0.166021508113411,-0.0766093943360684,-0.113856166531078,-0.0122389128505285,-0.0398233456313962,-0.0739224287285832,-0.12041315905001,0.0612913464300436,-0.0332701336662687,0.144082954384535,0.0761900049006632,0.206960621191045,0.0428593823735187
healthy,-0.287975459157209,0.253329901281823,-0.0184544177627686,0.283305230518399,0.0811652946098539,-0.314658133530086,-0.221158905377923,0.0985463880202358,-0.150797845823905,-0.0535681816942354,-0.10654476728873,0.255833197921011,-0.0689040428740851,0.211280940786824,0.241391491989056,-0.0635441822104344,-0.177025836337267,-0.255359921041219,0.19227211296487,-0.100542602288218,-0.281293803779281,0.180037905622232,-0.198210047531696,0.285840642374431,0.07737062819866,-0.245081361376867,-0.048531163473586,-0.238394635175226,-0.126789185821857,-0.346744615705451,-0.154785203536158,-0.18912482171425,-0.0713059230390324,0.120661940503114,0.233251129656623,0.141171732143839,-0.281199148403322,-0.247959898970748,-0.0822639730808009
healthy,-0.0592790655779862,-0.0411107797458643,0.0973926122812152,-0.102396902680022,-0.0024199729432654,0.0088314632284364,-0.0531120377548258,-0.0356689220831222,0.130380664507834,0.0199801840799658,0.0319383016544549,-0.0782094990857885,-0.0523396185471282,-0.0240949598060785,0.0652612058248359,0.123669245487759,-0.012759297071835,-0.171119614794673,-0.0123443271783379,-0.047029236494207,-0.0963161557258068,0.0785381881103406,-0.0152778767224662,0.0583443561644159,0.0497244864955349,0.0420598693042587,0.0602281551363806,0.0966920937976384,-0.102838578556764,-0.0744706614315074,-0.0366282831735339,0.0831727033565264,0.0733161412327678,-0.0043797812521578,0.124355383826511,-0.0175191250086313,-0.146147466154321,0.0755532809061261,0.0120279639922064
healthy,-0.331027241413104,0.263104429985304,0.431980861803208,0.0661428510171732,0.245190143866001,0.252128405654539,0.330513561563057,0.477430777093617,0.153322683800212,-0.139608626408268,0.344834477940638,-0.424536087790438,-0.200980227841519,0.271148895357895,0.242719702168568,-0.0748419595474986,-0.0907158615182434,0.0909452255443107,0.413318753390582,0.345916789438643,-0.252594301332488,-0.336930975875733,0.173874656219288,0.288203066379445,0.0979862233028575,0.33073575796331,0.404567082270949,0.0458297994585832,-0.148795133493986,-0.265493638590172,-0.280211163596161,0.122607017976025,0.198975681822034,-0.330162347898142,-0.271894328442614,0.0383491873167406,0.196388168902962,0.376610952385386,0.0968919657618279
healthy,-0.0432078800560672,0.118678543643344,0.163590880855132,-0.0932444728803285,-0.0370909903912202,0.164992758771203,-0.043732495860063,-0.123123628588403,-0.0983034236209351,0.0441330324075121,-0.0133504926386146,0.19220094521993,0.0065413713319805,-0.0348684479186904,0.221727454619925,-0.145716937425217,0.0713042127621814,0.227990191831941,-0.154918393871235,0.026748875516598,0.0067917066741362,-0.0142887059644327,-0.106083410689321,0.0191343274569415,-0.0768529500417882,0.0200290042015152,0.167681142663049,0.0160954740860779,-0.0268686011150203,-0.11758795228317,-0.0300206495971194,0.0657968352347568,-0.0871406441898548,0.0224300466571473,-0.0616107929481017,-0.141267498822033,0.111070526070874,0.193929347495336,-0.0618219453671373
healthy,-0.253137891348879,0.0729133457643228,0.324146294833916,0.24879122175927,0.326718584062878,-0.0421122531350884,0.0787302083873318,0.0708128348968261,0.104775391127362,0.148832358554766,0.0879776128515241,0.232895308165116,-0.0832271887572206,-0.367079771465647,0.298289274858982,-0.313463532133943,-0.353577858766179,0.0731484120758199,-0.2809522429444,0.207529541123543,0.233684165471843,-0.0284068174448026,-0.37665934081108,0.205504734225677,-0.0610382455426718,0.0850204951102754,-0.0543683418125964,-0.188913221838107,-0.333310040925872,0.0699883199232435,-0.234384975770414,0.0208262717612028,0.186485209015036,-0.0895188469288895,0.0148193263448829,-0.280028435083114,-0.0687762335399231,0.213025484744858,-0.398923439415769
