group,VDR,HSF1,RUNX1,ATF1,EPAS1,DUX4,NR2F2,KLF5,ETV5,TP63,E2F3,KMT2A,REST,FOXM1,E2F1,XBP1,TFDP1,ZNF263,CEBPD,STAT3,HNF1B,GATA2,TFAP4,RELA,E2F7,OTX2,BATF,SPDEF,MAX,HINFP,HNF4G,NFATC1,NFYA,NANOG,RFX2,KLF9,ZBTB7B,AHR,ZKSCAN1,CTCFL,GTF2I,ATF2,NRF1,POU2F2,HES1
healthy,0.0303228916150634,0.0403691615187944,0.0079788000208857,0.142578337619075,0.0157056379358488,0.0234186697080215,-0.0945341112207814,0.147367918655405,-0.165037480403172,-0.140551135652702,0.040965126682575,-0.138637834364348,0.0524230746866127,0.129176024505406,0.0972953397788384,0.0697647405431103,0.0392727236788659,-0.0592145464275339,0.0312214414083311,-0.0641410383798674,-0.0744381198776218,0.0617249633915674,-0.0914380837000599,0.0123795080352892,-0.0531421446236067,0.116273033555985,0.220255148492918,-0.0257749180775636,-0.115021276609666,0.0464369612751248,-0.0202110425330786,-0.110886336843975,-0.199711608020974,-0.058327501753258,-0.104762162004584,0.0832625461444126,-0.205895609479122,0.145046185642839,0.0835363679764199,0.0944466723164429,0.0694748115445143,-0.0201788281999012,0.0548794175913843,0.0829565099792279,0.0629686667545923
healthy,0.0306643561124278,-0.0599314158913751,0.174553083833221,0.0357030820879531,-0.107159664172799,0.197986837521585,-0.146242431864896,-0.0273484208125977,-0.0504913137375329,-0.032119579405116,-0.0030747262157219,0.122233546224398,-0.0079002871111999,0.177572335024516,-0.110046204394058,0.11112306350081,-0.0795386188617082,-0.126869848403946,0.0970598383168695,0.133215915355664,-0.0337586978064,0.160077780360102,0.0878603322634402,0.0965809448049013,-0.0613979793824267,-0.0422875996971499,-0.136113336037514,0.0001895652077775,-0.135144975044834,-0.0023914026413647,-0.187957658036541,0.136745628719236,-0.0201739063966559,0.158008807142475,0.0956447654562248,-0.038507635739963,-0.0758187273066626,0.152786492550201,-0.0892488935792624,-0.138015577690014,0.0276647203993825,-0.002522581152163,-0.112953586060958,-0.0598281281387138,-0.161139161628547
healthy,-0.139433235045128,-0.0739584322418806,0.0966030721966258,-0.0273455114868979,0.0741401084363599,-0.068748218521634,-0.103406196836325,-0.0496462643592358,0.0399817396564871,-0.0034550919128658,0.024707962449189,0.146492652887754,0.118047351580704,0.0798434432559075,-0.0928105816368697,-0.0202536514666869,0.141425184748884,0.0440045696771008,-0.0481669010613327,-0.0082500457600167,-0.166065018625143,0.107344677195216,-0.189215756550223,0.0494548555114808,-0.0186477636761999,0.0939201041102971,0.183658411529811,-0.0406435600792332,-0.033266208896269,0.182020081561738,-0.0801938187738319,0.03763292599929,0.165143660781712,0.0273974189710348,-0.074198504356014,-0.0146541316154132,0.150534948214919,0.0461749513575771,-0.0540227141155325,0.0057195559083403,-0.0584283618316563,0.0809497215115763,0.205151354180268,-0.0421002138528264,0.124162702055589
healthy,-0.162814165461954,0.0689749057468222,-0.0852836104800713,0.0329866025854595,-0.127585651038164,0.063913214579613,0.01040696545478,-0.0963058977997869,-0.0009577618593345,-0.169502446602558,0.0125900204190732,0.129319253509809,-0.141368860812721,-0.0010647743575841,0.141293952063946,0.048856556075885,-0.0219750165155689,0.0822551567796058,-0.0038685018117254,0.0108457166976036,-0.0185078115722797,-0.0561120034572123,-0.0645017833199862,0.0946900090762169,-0.0894999029111081,-0.023869137734588,-0.0949254365723662,0.039578572477639,-0.0995269739971018,0.0202735177933992,0.071596711953939,0.139014585851229,0.0398032987239633,0.0309747676183658,-0.0188074465673788,-0.0774609968580207,0.0776643206046951,0.114861864996279,0.0197919615512757,-0.0131678879096214,0.0230558427478905,0.0035795680664513,0.13042148224178,-0.0061692705240932,0.110581365066292
healthy,-0.148689156570883,-0.0087932617372427,-0.0800762693588067,0.0319839689677335,-0.190915562344499,0.103764729443062,0.0498935853820505,0.0143996775688254,-0.161877933138958,0.052014615199493,0.0569954918505039,-0.121704478877674,-0.0278194739591637,0.0662379587977023,0.0541858667174275,0.0708287802415591,-0.0791187089360939,0.0544386492765702,-0.0032967756278481,0.031530299606623,0.159272542921216,0.0149883875023697,0.0981198103077688,-0.067635796128061,0.12876564996684,0.0397727966951376,0.103798210576723,-0.0740429690730427,0.0667792371252264,-0.0590333768526876,0.0916272604719508,0.188833035830766,-0.0148617172133511,0.0342567799244405,-0.0544269308797888,0.0824869109824194,-0.0746796686315015,0.00822910463505,-0.0469773786401523,-0.0009246373079458,0.0197203877264983,0.0268820022166476,0.0910139977070549,-0.0613469231886825,0.0769240206245965
healthy,0.0506483593091559,0.0328144299749461,0.0195345218814363,-0.0457822443051073,-0.172855360071829,0.0619346888735202,-0.0193880288904767,0.0031464146753927,-0.0343112061869244,-0.0441899291859814,-0.0083055156613605,-0.120468192652587,-0.0410116682082061,-0.0214198229824813,0.0295469993504998,0.134792659464244,0.0189358113966449,0.120907671625466,0.0440816517578808,-0.0647435327436582,0.0866283117409243,-0.0432791249378414,-0.0231331540506608,-0.0212478529496157,0.0872397607466686,-0.0977426712724229,-0.0880550260876611,0.0229484454968422,-0.0054839332702695,0.0293877678385872,-0.0375467905089882,0.0192733822018996,-0.0038342948068551,0.0116366388905719,-0.0039680492768616,-0.0403683729000793,0.0502407266386597,-0.0258464590136513,0.0501579262524652,-0.0439415280273977,0.0937555142141317,0.0575653761866388,0.0683230571314532,0.0118723015282025,-0.0057132266474236
healthy,0.0484019583666613,0.0301595003377073,0.0524032823772167,-0.103443813509944,-0.0424753966692379,0.155274382418557,0.0315938407657722,-0.0448097154051083,-0.0620243572984436,0.0316909975149103,-0.0451676613229855,0.0089256371379226,-0.0238366413740628,0.0431836182353235,0.02937713283149,-0.0146834529026325,-0.0053487347157073,-0.164642338440714,-0.0400746022629047,0.105323029578799,-0.0005803837382722,-0.117687504284899,-0.160610333351483,0.0591786872513201,-0.0318801975000739,0.0105798586298264,0.0833374799514724,0.122875163337561,-0.0747058698175202,0.0318009380468297,-0.0140212529545597,0.048726666449307,0.177170445566414,0.090345549672196,-0.08789873364785,0.0242533926927341,-0.104827018806884,0.0611985249307699,0.0686310162398335,-0.127694649446122,0.137681340554895,0.0548015200269937,-0.0012067890945572,-0.0009050918209179,-0.0367942836012161
healthy,0.126776078616156,0.0073416296243937,-0.0567737537950793,0.003032115764378,-0.149682872224404,0.228663350920513,-0.113820261631932,-0.0909634729313425,-0.130567359796803,-0.0704387312879137,0.0215112020945084,-0.0420995863476843,-0.217921387575347,0.0081007950406622,0.116097757880737,0.0945592803820518,-0.0182563371960156,0.0886314258741822,-0.053882560952284,-0.0898951862677311,0.150269293414216,-0.102955558967968,0.0102237306657966,-0.0021411192279191,-0.0581511617060337,0.144395989714701,0.0540553051787403,-0.113993005858388,0.062537955877885,0.140804728164688,-0.111069991710719,0.0491139111219503,0.0680657711244874,-0.0258388995573089,-0.155797108660818,0.0347988698295566,-0.117352426472894,0.185199994363963,0.0776348920900284,0.166634535920604,0.070570562408104,0.0587921337042006,0.0358398810889907,-0.0585830222721745,0.0380310052245683
healthy,-0.149432124716731,0.0912418052123275,-0.0599067799871389,-0.0598644457599863,-0.0260278525666851,-0.161882236065722,0.0005003135936225,-0.0257623015054547,0.195965137489729,-0.104061378907378,-0.004641370722375,0.0793535845146356,-0.124855181571551,0.185685617423839,-0.114464053088622,0.173397145851249,-0.220838420224978,0.225626036459335,0.235143540436477,-0.0380931073051973,0.0258315756953409,-0.0201241521619394,-0.127818577472238,-0.0570242039746523,0.0115687897109945,-0.106258910153213,0.0199586638194335,-0.184338619287163,0.267798623835608,0.120694881612274,0.208930956696762,-0.237587379913018,-0.198512888251099,-0.0062462227880718,0.162544189435745,0.0985194437164827,-0.0847184856647109,-0.0756628096201434,-0.120544787534188,0.113417243108119,-0.101398171162865,0.0499082052468982,0.154600748995462,0.0649522501505168,0.155524404860611
healthy,0.0153932503160546,0.117950925985641,0.106670686997422,-0.0064923912897645,-0.0628861065173967,-0.0208351574032766,-0.0318968225423916,-0.109949294733996,-0.183833073286397,0.143986977486633,-0.125832881821807,0.101321860788906,0.0904446952486552,0.0722806266325398,0.155619594087098,0.0608300163931164,-0.124134155785417,0.11333344953839,0.0456154481210069,0.0829043129941706,-0.0108962803635564,0.115023033702764,0.105785587570438,0.175928678309829,-0.0239500425228411,0.088942935000242,0.0320405992568218,0.0601202746929808,-0.0315494314057912,-0.165729673457296,-0.0166930583008462,-0.119939698688715,-0.14627992520405,0.0723138698035063,0.137261052920828,-0.156353437086184,-0.0999821609989545,0.161443797640435,-0.0014892940593008,0.129706542318683,0.0062239526842097,0.13224299626343,0.0658181541966452,0.153031613227353,-0.128109207953741
