group,LHX2,ATF1,KLF5,TFAP2A,FOXO3,MYBL2,GATA1,FOXD2,RUNX3,TFDP1,ZNF263,STAT4,RELA,PRDM1,BHLHE40,BACH1,ZBTB7A,MAX,JUN,PAX5,SP2,E2F2,GATA3,FOXP1,HNF4G,HSF2,ATF3,FOSL2,ZEB1,AHR,TCF3,FOXP2,HOXC6,GLIS1,ETV1,SPIB,ZNF143
healthy,-0.228252464291966,0.128067462736753,-0.299292838899492,-0.0732966740746767,0.52616634354168,-0.163707809171641,-0.53849463080394,-0.0270375861047016,-0.398650385482544,-0.45050449434562,-0.412384950286009,-0.429152592860634,0.543593178713744,-0.383466388787653,-0.749356287867606,-0.0939236616582143,0.0634943019905921,-0.5871109756659,-0.396071022255927,-0.532329497394135,-0.447672143689715,-0.203659235602634,-0.347041741730827,0.255546996940655,-0.272094116826527,0.462333933155764,0.0289597362912289,-0.348189489082164,0.247257798494656,0.534110703097366,0.68999094659695,0.529684808774979,0.0721750568803549,0.183624531578117,-0.70298238557135,-0.419697039224211,-0.141211327627077
healthy,0.258198369186822,-0.532049916561159,-0.392323897725445,-0.291724910732167,0.560250188386146,-0.343895876206584,-0.194032661852278,0.0682136799525011,0.174638638092749,-0.419315405248185,-0.230438185619592,0.0575881333546452,0.305283806761989,0.0046937978440685,-0.538320077351904,-0.503910497858938,0.103610930427063,-0.553496636331786,-0.497610864317511,-0.327154686151656,-0.540864367398652,-0.200112442026967,-0.0818340967725818,0.217749260330778,-0.51420545366759,0.11569094296392,0.430498549582247,0.214998470267115,0.148323382357504,0.394922554982189,0.108325616725499,0.0336805819736669,0.28017712456685,-0.232379762683945,-0.372002674582807,0.439642923541454,-0.495288812164255
healthy,0.189234005972488,0.325145093879609,-0.405499203280616,0.328037152486633,-0.0895942836503183,0.342901644395324,0.446617822023819,0.457907190562396,-0.275961297612593,-0.132226298175961,0.11273075250651,-0.0993984563278676,0.317224049287456,-0.40390120773394,-0.352260884979485,-0.192041464815276,0.126877713081497,-0.473091281580423,-0.112288953737723,-0.256537818408972,-0.045564806352484,-0.255986353279139,-0.214369535924326,-0.0713959343658163,-0.514394766475103,0.558555843406193,0.379442475895988,0.261645137509134,0.16339034466075,0.429854535406724,0.290434123946118,-0.183788287815383,0.0993796563802597,-0.0862165597300888,-0.286420335131819,0.204389897069102,-0.421664024898858
healthy,0.339282652557996,0.0292128995798999,-0.121456792679117,-0.248055469035075,0.080801743523362,-0.299594310868228,-0.0405967133603938,0.135537386942311,0.359780184310926,-0.425976311412844,0.300931033950505,0.362503632585791,0.365287083393028,-0.325648743813569,-0.144577768486293,0.0675978529275974,0.0314496606477509,-0.425152943329745,-0.306427932610545,0.347192986408981,0.115019854345257,0.045563589651151,0.0896054484118787,0.0324230350617785,-0.297080871456663,-0.13843750934027,-0.125566966146569,-0.268873014293987,0.0075019832834557,0.260709336417434,-0.215107411815045,-0.381961120444281,0.0244660325745051,-0.185956181504527,-0.469458146538103,0.282833603492437,-0.0723380529849509
healthy,0.184983796480669,-0.0523900503523068,-0.392198461984909,-0.445671067370287,-0.349757493332832,-0.392713277045081,-0.0405897995455266,0.46387362883191,-0.288290419501381,0.0816579280371471,-0.209534139899172,0.0405404831495756,-0.0340034545350622,-0.256001010435347,-0.0867547575113678,0.060981928798112,0.189610716881275,-0.38146152078839,0.0458722671606035,0.0482711289246267,-0.269379786858868,0.0217830119969271,-0.167958012434625,0.301991556756971,-0.0175261650391076,-0.177450015343113,0.326405177484261,0.0105565153576744,0.607911585445064,0.55585432052885,-0.111753759849132,0.217860190942412,0.066605200775452,0.0380558188755239,-0.474865972826972,-0.304101336232534,-0.194624951415936
healthy,0.468738053526889,0.212182565647079,-0.508773007565389,-0.241856935454699,-0.165792745580785,-0.767450683768913,0.227053092539437,-0.497091612630278,-0.0289162782785308,0.129411371550533,0.552682651641454,0.225075971113264,0.403503575512196,-0.314955443189353,-0.654197892773588,-0.0184691218668595,-0.530516663675951,0.195768948126839,-0.720651400685364,-0.403322241890269,0.0387983757263906,0.250427581353008,-0.3099752030052,0.737327074536648,-0.46154671304956,-0.391707530932254,-0.0993953925970894,0.5958833397505,0.108553325451576,0.436357718122383,0.129454657640928,-0.153506515274473,-0.515172329577913,-0.783451328588894,-0.534558648603423,0.618484528408628,-0.521970585558677
healthy,0.143538328513453,-0.0432471319952477,-0.291306187589418,0.276351775957682,0.3180501426738,0.403705416307446,0.293590206890602,0.509474619277097,0.35398659296956,0.0244544759761034,-0.161928778743305,0.365788875972093,0.241718399621799,0.347707814810927,-0.285527891747777,0.167557839857698,-0.333468637908565,-0.42814897266936,0.333408580030526,-0.260742187474609,-0.19376855378252,-0.433303030566534,-0.352476046340092,0.384275782793947,0.113019826791099,-0.120192193377526,-0.25361167940924,-0.218763550660975,0.184927306160885,0.0430341995185637,0.365388490118499,0.232081840100071,0.256761988102745,-0.298979036492838,0.0960325469845238,-0.296305550952249,0.273228766299648
healthy,0.522784041200756,0.203167060082964,-0.346061074034808,-0.418706035761181,0.443753146635344,0.348320507678065,-0.705510050605124,0.498195640848127,-0.253909542155111,-0.714356339877844,0.447147983594299,-0.6280448374066,0.713520425249759,0.380471945141933,-0.186463931505461,-0.28061331830126,-0.392406000693903,-0.680152078055211,0.250800925397609,-0.305643369693217,0.0171428841188081,-0.391824082800883,0.497439337137003,0.539345007426544,-0.568522408492534,0.350820669570226,0.279136725341446,-0.753754266283132,0.709532297409647,0.313454717045451,0.456394222949843,0.596687613614313,0.423351901415228,-0.203841857379105,-0.736981004278783,0.0862205185661461,-0.251130742053588
healthy,0.016786280471174,0.0921069339932109,-0.272572318384035,0.0736421814667462,-0.24103545078012,0.451017608619095,-0.126403297011446,0.454296556816326,0.104038748817485,-0.182989332146828,-0.313376660412189,-0.219123278883588,0.457477230162737,-0.340615953190522,-0.324093298906471,0.0289177648336237,0.219862680142145,-0.169469520526749,-0.0529249069627352,-0.502652463175022,0.105874772617742,-0.432362546064056,-0.127225373938155,-0.0461689009483634,0.009003848237117,0.163900612313564,0.229016280532894,-0.066131175011147,-0.0768602928515647,0.0001185537882919,0.0486788094399644,0.250725663054717,-0.165248381696251,0.371219989670772,-0.358174393203861,-0.478116508753398,-0.273854571199508
healthy,0.53216089675622,0.144973647608533,-0.563776976437793,-0.440602349340368,-0.229392533955982,0.272666787225795,-0.417795675537535,-0.0223613144348019,-0.353475621584122,0.220785747436623,-0.14905667971418,-0.286426557035112,0.0061344271123107,-0.45386938112548,0.171777870324598,-0.350962536693895,0.530427241162873,-0.549080722126662,-0.499449462866174,-0.649557948747407,-0.545801917508149,-0.309288472334931,-0.270657125758825,0.62062088005832,-0.627041998443307,-0.444049499396775,0.0927395864280418,0.252816541568192,0.39564585135944,0.500470220892586,0.419616830436326,0.180049175635988,-0.303124811583705,0.371482333488317,-0.601833327578125,-0.202457062281752,-0.294883143133836
