group,CD40,CD56,CD19,CD11c,CD7,CD20,CD31,IgM,CD32,KLRG1,CD27,CD95,HLA-DR,CD57,CD39,CD21,CD244,CD2,IgD,CD38,CD71,CD47,CD52,CD35,CD268,CD267,IgG-Fc,CD22,CD73,CD158b,CD94,CD101
critical,-0.454221843769938,0.33157163956699,-0.539034964530752,-0.0124001060475312,0.272420603991301,-0.44512294768303,-0.491045977461313,-0.431077447224715,-0.542436402842359,0.459967077945047,-0.0649561678956253,0.505597892801181,-0.716189195885283,0.405184706756039,-0.257133649071206,-0.588607721442565,0.420112590249619,0.240227055877544,-0.625415651922044,-0.318333008542268,0.204144953522996,-0.462882455333735,-0.423587475714143,-0.286931506569606,-0.473679705585039,0.626867469592933,0.391066134038914,-0.593415114023502,-0.061618751481246,0.584021004264301,0.30417178796114,0.236588840909442
critical,-0.18762929234858,0.0206666108567251,-0.0695825381407321,0.100597309888393,0.30177980486236,-0.206471564647088,-0.147516982726781,0.0464507727719831,-0.164151015599042,0.207599363460062,-0.0009635086236255,0.0341739675101194,-0.105083512449278,0.0248943927726869,-0.095752870143165,-0.101064696046199,0.174205939365294,0.313190166675375,0.0564487011990548,-0.107980351377533,-0.032409418416117,-0.0559063795004174,-0.114822576524022,-0.198148220378594,-0.143417063053276,-0.0155006387932187,-0.0174203778067924,-0.0022518739743752,0.007736378174349,0.0660258206923148,0.309095757814212,-0.0814349646775423
critical,0.260468630908881,-0.118643295245986,-0.1728674539291,-0.0339484277036446,-0.0558227114319726,-0.13597993734818,0.042512135172897,0.0690354651370708,-0.0386995885715719,-0.0413007116343702,-0.0557352671626156,-0.142241419900642,-0.137784406081536,0.114639923297027,-0.0119611059057059,-0.14292111818619,-0.0470278570839648,-0.0046166701449717,-0.234397113395673,-0.129624913813205,0.111888726001592,0.0329839184906634,-0.0039690205854756,0.247919478010425,-0.101984199334867,0.0939446408692626,0.149460828088004,-0.122629194263605,-0.29813074109348,-0.0743586661103516,-0.227462336723281,0.0655928247235972
critical,-0.0909319054330126,-0.126300907992206,-0.305901401254248,-0.108823632893402,-0.0267843513904099,-0.342171662441434,-0.0541189322928844,-0.330758262825126,-0.276438885229781,-0.0848557213455508,-0.150762185880981,-0.215799680600256,-0.224646377181607,0.296170529986671,-0.0172168884711014,-0.146190907621221,-0.190104532736835,-0.0509012554272335,-0.467828781037018,-0.178454082654674,0.0525273242593913,0.0077099113134258,-0.153170447373263,-0.0674922301627987,-0.251583953324897,0.100783389837305,0.389251512217127,-0.110319430488087,0.0773533989929164,-0.195183995672021,-0.219063491014722,-0.0732900737463092
critical,-0.050918112861298,-0.162048634810531,0.0886051704527413,-0.150251073663453,-0.152907784997025,-0.0785843296891811,0.143971912961129,0.389985300621258,0.271228201588641,-0.226364967844669,0.0662184231796565,-0.175466222962243,0.0556584872733867,-0.154330228783516,0.0282842083548985,0.102235432870875,-0.229195243004638,-0.0380227098173479,0.3224074411076,-0.187545529679602,-0.206529429570726,-0.108451116664941,0.0406775703506445,-0.200509221299365,0.106407451175308,-0.0745145602747301,-0.247252369500447,0.176545423147622,-0.134101579787326,-0.104238040563737,-0.118589874341621,-0.165774691201675
critical,0.0332571357018822,0.0566006333762501,-0.230566319404038,-0.212586294117936,-0.0515025831281608,-0.0878577841540375,0.185733690618299,0.213025375324013,0.243817449868588,-0.0471981381611876,-0.142940551853993,-0.219615904923854,-0.34286244169916,0.222853323080606,-0.177867958445182,0.0059296612437088,-0.0099102401025326,-0.133661133755998,-0.294532176678533,-0.301954683503051,-0.0398353869930088,0.0522319370201152,0.107583751659863,0.133765110343972,-0.156840776139775,0.167438819778369,0.15643192316077,-0.174305425449473,-0.146351263726881,0.0299351144304751,-0.0351031749133472,-0.102938361637806
critical,-0.129680641031278,-0.0664932150267042,-0.0397046927227787,0.112613973229188,-0.0379379443506608,-0.0236320663359593,0.02482788519431,0.517514139806811,0.495744809185062,-0.0644749147136967,0.380027174294406,0.0193541667848465,-0.0652479068104051,-0.199619661394241,-0.107699774068213,-0.071185385133248,-0.177719715962552,-0.0284872481885018,-0.470893541528276,-0.377964711944026,-0.013241561500917,-0.170791857721064,0.383980657983871,0.163181524550505,-0.154032018087365,0.216837059259678,-0.164102854617596,-0.231779320975007,-0.697455916098917,-0.0454012475735078,-0.0110107762047487,-0.117046150360643
critical,0.0189650406345417,0.115920880436496,-0.0342316856699154,0.107802296873332,0.134231156291514,0.001778843600895,0.14973150162521,-0.116652638965483,0.280110265476192,0.0904813530646125,0.42422923716918,0.0629496592358632,0.0086641875471811,0.164607702858148,0.169332282675678,0.289348100962462,0.168027331651365,0.108558000393116,-0.308945877003308,-0.243473440492012,0.0337825375973939,0.204049616585536,0.316408311513836,0.251049322706093,0.234656128352723,0.222915259449174,0.146934964358923,-0.0074117611803234,-0.0577311215136415,0.187991489994136,0.0198319573362834,0.202836877971696
critical,-0.0627893567801986,-0.0095462546783323,-0.14010020377197,0.18667114585937,0.102091139537622,-0.0296017391788255,-0.0665316574308968,-0.253201650579485,-0.112455223834429,0.105073022015807,0.144841970770678,0.141614742578418,-0.252800861251263,0.0547859833505482,-0.0055415377923209,0.0661768697696059,0.106977490286716,0.0728984034265993,-0.341258842620152,-0.0362283736526639,-0.0086997386862343,-0.136611107642521,0.0997801468537784,0.198533937692808,-0.0421037020631385,0.151367444059658,0.0037713097652421,0.0031113970765381,0.0120611475238264,0.0295829953918375,0.0474314647483298,0.102620467001597
critical,0.202237226312919,-0.121365494861656,0.0277741596325523,-0.309064992012046,0.177727569227358,0.0428147152560542,0.451616820235706,0.6533995614801,0.0677877878421266,0.0767544838278388,-0.507484090464204,-0.382674836423651,0.355206585691893,0.0134559860681519,0.0815482787366556,0.292311397105225,0.0295941609198285,-0.030968190888185,0.704473320974779,0.328446122281093,-0.170413744964889,0.25968779371266,-0.173909797176836,9.09000402770215e-05,0.187032185455075,-0.276843079860842,-0.206196828078358,0.239755862584762,-0.169632185392313,-0.0161708479307434,-0.0183531763743165,-0.0281095085402031
