group,CD40,CD19,CD11c,HLA-ABC,CD45RA,CD20,CD31,IgM,CD32,CD69,CD161,KLRG1,CD27,CD95,HLA-DR,CD1c,CD141,CD57,CD39,CD24,CD21,CD244,CD2,IgD,CD71,CD52,CD49f,CD35,CD268,CD106,CD122,CD22,CD307e,CD99,CD82
critical,-0.0643224748675104,-0.175261409958886,0.131577623550676,0.322242911628722,0.200315639337958,-0.0377722179576318,-0.0849471236447728,-0.183534408381804,-0.0750330192841629,0.197481726979147,0.0984484663531252,-0.0221220904354899,0.0701039168908486,0.24462038681609,-0.157422217119208,0.0816035111539593,0.168988327756631,0.0980071726399567,0.246772440039,0.0952416522903295,-0.207366158522371,0.05121712496369,0.0140816307599702,-0.358898215537009,0.0487579055262381,-0.0102147736555732,0.203153268269007,0.126231673898028,-0.255713879997423,0.15822854375461,0.127198521073641,-0.246824320202419,0.149195664280783,0.24909983197379,0.301002599903822
critical,0.491719875600745,0.616891589271581,0.0840748168662919,0.172358889059814,0.406742816775786,0.659830959610818,0.605439655082396,0.442834581301007,0.666453888443986,0.123572945377359,-0.616168711079586,-0.754133995621584,0.125393389812935,-0.512203525266872,0.755355849470131,0.525785806044039,-0.419130525309603,-0.436095388277385,0.509818367235299,0.0406164437280356,0.751083392117973,-0.605137435220822,-0.504452067793204,0.558563686701423,0.0241582695670168,0.510720924416187,-0.454648379720918,0.671224095592494,0.586289930652995,-0.561552541876242,-0.571332742640001,0.659639744047911,-0.486971468779429,-0.489980776665241,0.187550885766427
critical,0.14239207785648,-0.376809983950959,-0.156067694817385,0.48699063753608,0.557399723968001,-0.254359425717689,0.0490643261894878,0.186129018816204,-0.0065988208822305,0.134596899669134,-0.0895777389295547,-0.141033687407712,-0.112499670657908,-0.299479931513339,-0.40060156126184,0.107505873710522,-0.172302968904181,0.317912787638274,-0.0031593422050309,0.293301698300774,-0.146528770951716,-0.0587298566346172,-0.105344213879825,-0.523158735943729,-0.0179615149852622,0.0073763754339478,-0.193239804431195,0.329157069312317,-0.277623924984316,-0.090620319002064,-0.231759474449486,-0.272290742549278,0.0155439724742581,-0.0383214019440883,0.491926378896138
critical,-0.180556921939487,-0.162695926387432,-0.0125990285021742,0.171412777497443,0.193628304172737,-0.107924835056155,-0.148955371901367,0.0038539217489929,-0.198623045490228,-0.125841897216877,-0.084101818881384,-0.12020290555919,-0.0023272173314604,-0.203979820791676,-0.219006646149767,-0.0579812576807752,-0.168733156408166,0.0473753994484446,-0.0015628088987049,0.0965560975620824,-0.117594385302341,-0.175110295020243,-0.0090896201329939,-0.396449159691539,-0.231943774994561,-0.0724412133646697,-0.0931540688339079,-0.0989914204053478,-0.376624087854068,-0.17627265185394,-0.2032118316941,-0.126921311929229,-0.141882806370969,-0.105634013496562,0.0312710581244076
critical,-0.0524007694833008,-0.375392726009431,-0.15387255292671,0.281112991609314,0.287595628662037,-0.216737932184863,-0.126330922788583,-0.030195570824358,-0.196324092873323,0.0315227373230428,-0.04670445434608,-0.0442797842654353,-0.149726435814733,-0.174381840959415,-0.466124721212087,-0.161245153842562,-0.0211354716348401,0.36571445255519,-0.073355517485806,0.16883389419341,-0.119925121500078,-0.0126056855126423,-0.0976871749112926,-0.467728162524114,-0.0821810649631988,0.0162137574892603,-0.136678536107061,-0.0631906089763904,-0.284392683639767,-0.0047777089450597,0.0137231683331541,-0.14882950169817,-0.0724767664500994,0.0442735015588489,0.245174626682038
critical,-0.156534035933239,-0.379877047120672,-0.0257293641159187,0.270555140797708,0.0951075858472103,-0.200080014776703,0.0561855937059801,0.103935558663565,-0.230583838105031,0.127249818710001,-0.0586973868778515,0.05226947980594,-0.160706822062229,-0.0363975141995359,-0.320271779714918,-0.0536016115838799,-0.0865642655682466,0.419499111546493,0.0147462655480232,-0.0314818235342456,-0.363695564321697,0.06363342834274,-0.0056894670498311,-0.250521172478242,-0.133929315476974,-0.0554830879552493,0.0868106408572172,-0.0698320320950191,-0.369434214568821,0.0858555533230323,0.0291417869186418,-0.213218790267628,0.0007494390407608,0.0690546240721015,0.0653840744308132
critical,-0.072985016751213,0.293506011975621,0.197138561492596,0.503762126734701,0.274865722187361,0.174229582497124,0.0260462963087071,0.191402879628379,0.44800339442639,0.0696152588558499,0.171489797726249,0.0734277714343042,0.210062728046609,0.265400364040194,0.37939788043972,0.304814551854093,0.0691100335896748,0.0908698586734802,0.298482589126654,0.143368786087024,0.17908698149201,0.0763851269294284,0.0502496830313989,-0.28663938086316,0.252281860272353,0.401216795335534,0.0770198379153598,0.117140726684449,0.0830219785476801,0.106029375181795,0.0465865830823625,0.199758663823005,0.231200259209707,0.344487906846053,0.472720819674385
critical,-0.0879080141262304,-0.0321482719368681,-0.218863451081783,-0.398630016401149,-0.299187669418218,-0.0356479478705915,0.419793244909831,0.697797514605998,0.39496065852873,-0.30267898000328,0.0764406157869066,0.0091086414546615,-0.217056516272041,-0.331063418489936,-0.163526682115206,0.222882482632726,0.0572617899472952,0.167437700275342,-0.321010574156577,0.202921480083627,-0.191695788701792,-0.0568431858704899,-0.0532053864864248,0.811268504613483,-0.501486095301469,-0.163125597670494,-0.0449354382279442,-0.344852983015027,0.0511671595156918,-0.0254145346724779,0.153890868498178,-0.0856599570794308,-0.0960147931149484,-0.409561725530885,-0.341946310432483
critical,-0.253107992748951,0.0944922869535175,-0.0590849116027072,0.0366526526155089,0.0446144150978601,0.0018984379855665,-0.242191842766717,-0.10040742737996,-0.218657717559587,0.115057646713043,0.050676346596056,-0.0364865679972528,0.0605047274556662,-0.0077464429942601,-0.317778442998649,0.126468865549099,-0.0692212668982168,-0.0438302870139648,-0.148340996580493,-0.0248167711120876,-0.143103811631899,-0.0387531806764337,0.0604174281695215,-0.20828643311662,0.0363154769293287,-0.124541741399224,0.0409282796518994,-0.0498960790604632,-0.209947712170203,-0.0049073061279373,-0.0904906084049866,-0.192556983144101,-0.171097235488288,-0.146886633318254,-0.128407866062475
critical,-0.058097206102091,-0.0219197016009178,0.222053335204085,0.389018790718067,0.338205555333745,0.108772709963919,-0.156007231437123,-0.286498182880954,0.0622471120267391,0.148926373353837,0.0613588957528109,0.0184498974659102,0.399450093405006,0.241822232984109,-0.299861696598723,0.0347470252959997,-0.0071934318439644,0.0541113011437996,0.0423029801136695,0.270821356563957,-0.0040338180646309,-0.0206727832364236,0.137645616476521,-0.407202279887929,-0.0002291796274505,0.3104796986654,0.156730051683986,0.201893318028611,-0.0896278415889929,-0.0222208961350188,0.0235165969860007,-0.148982478528975,0.0967138260166299,0.265579957410014,0.353893965431586
