group,CD80,CD70,CD40,CD19,CD11c,CD117,CD279,CD20,IgM,CD32,CD223,KLRG1,HLA-DR,CD21,CD244,CD137,CD357,CD2,CD303,IgD,CD52,CD35,CD58,CD96,CD178,CD235ab,CD169,XCR1,CD268,CD106,CD122,CD267,CD124,CD22,CD204,CD305,CD158b,CD209,CD307d,Phospho-Tau,CD88
critical,0.680181871565839,0.667121445581894,-0.370531325742524,-0.646415091597939,0.0674378973315202,0.656635523544855,0.679545287544658,-0.428768468656168,-0.656850517061827,-0.561564887596811,0.667647742065245,0.446748553697163,-0.665924531595504,-0.650992371091821,0.460652690823522,0.679649325028348,0.658614846692508,0.203501203205567,0.671314414817846,-0.774142783378565,-0.420079941007569,-0.299435756656384,0.658367266821059,0.656344638808016,0.659106346705511,-0.652429402764171,0.665625606009556,0.665270593249396,-0.391604174802187,0.678358720463196,0.656782452810346,0.713182294693825,0.661416040245328,-0.515723406546803,0.666452072585224,-0.490007846422778,0.650924239032367,0.658292274762315,0.668515215783389,0.654190202294609,0.667136955087237
critical,0.598175209274295,0.606497370467691,-0.631479934628485,-0.806972624819879,-0.0778955560636512,0.615447994058577,0.630840132131119,-0.794078060079791,-0.64116316821579,-0.813700163860791,0.612683801334563,0.631707175979931,-0.819131752063149,-0.848617468034371,0.564854973561383,0.586567900331769,0.585271857101035,0.478199901198356,0.626288643958687,-0.690379430419044,-0.648742589816942,-0.69351118653169,0.58237073887522,0.647353287075223,0.645702576156127,-0.679193298374379,0.613593091321755,0.604962525026331,-0.743633906113426,0.627880061711326,0.591600822210263,0.601564894127063,0.595625011950252,-0.719454401017728,0.603123210473498,-0.449028317544651,0.592401537497608,0.560760680145602,0.576687127054432,0.619545353108644,0.577911684897654
critical,-0.0537248805074906,0.111981382899494,0.145262996412275,-0.16260105030928,-0.0817508313509078,-0.0941223169265775,-0.188481326143338,-0.386912403025066,0.0715321582144791,-0.0505308222461728,-0.205506500340475,-0.149067286067221,-0.125633864451152,0.0287978592035208,-0.13616059623839,-0.122851718258081,-0.28175088490416,-0.140260148136081,-0.106966227157359,-0.349287287886157,-0.0526571283382276,0.327097502985161,-0.0369000250595671,-0.242589603005098,-0.116190862498728,-0.223360412732171,-0.228370539782486,-0.101868963745189,-0.136261966082275,-0.108615492219331,-0.24802267754857,0.147098000689376,-0.259006980361574,-0.232441506611892,-0.119991945240708,-0.160635466517539,-0.068131469535358,-0.160996044262189,-0.194535780032348,-0.268414215142892,0.025501292942644
critical,-0.016931540656785,-0.0493361246457011,-0.198652654586998,-0.100089164856641,-0.0509916875880208,-0.0229334665032343,-0.0690760631695742,-0.0744785217344052,0.203196500801191,-0.21076169808816,-0.101457137651478,-0.0573952692693238,-0.128582659402728,-0.058201961863356,0.107975967553336,0.0399767388055372,-0.0679236553771928,0.0489690515494166,-0.115021475279741,0.194517584164014,-0.133411155553453,0.0111011541056845,0.0052726371943525,0.0077301012490585,0.0103058761191297,-0.0317504098154505,-0.0447826900377886,0.0304308458933669,-0.181037612799583,-0.0179023980595195,-0.0288946856075861,-0.0432293003119396,-0.0546218558713966,0.0587526157506577,-0.0480160471810032,-0.180236318100892,-0.0663558287897058,0.118571268250766,0.0346887073478678,-0.0009693235999433,0.0116009978329507
critical,-0.0901471550886162,-0.0016352145449997,-0.21914972551441,-0.470671158067378,-0.128183228892047,-0.113120989933556,-0.157531008076168,-0.408832662335381,-0.226863693734892,-0.331131750786726,-0.166327676789127,-0.0821023927075006,-0.422299587274054,-0.353772552552241,-0.0486526668149776,-0.04827981496252,-0.132113610158044,-0.147566712509684,-0.0614091567835944,-0.547673340317735,-0.233406858212992,-0.0250319747441544,-0.0650084609282281,-0.139154447957407,-0.141372707251812,-0.229215683254069,-0.239225928528795,-0.0451866551350077,-0.382245339262982,-0.139539512949586,-0.143432869702152,-0.0346635772034758,-0.184257992715398,-0.319668723307507,-0.0565163655496658,-0.293880259828204,-0.0529022165034001,-0.169117187765087,-0.157105272460733,-0.106482334523271,-0.187444558107553
critical,-0.0230865012203183,-0.0572720770676014,0.129615110138319,0.580914068358806,0.0693932076530149,-0.0568271871962061,-0.0919444518137188,0.267607898285588,0.218614392664362,0.435706606056106,0.0467509805501834,0.0133372753397201,0.515255128059122,0.468811481809388,-0.0046213632532975,-0.0265885102212022,0.0853033140154957,0.12143650068564,-0.125773126560256,0.576456870449155,0.120904207283742,-0.136322422485845,0.0003285379187772,0.0298153383248892,-0.0509405823640299,0.265090584933007,0.0934577967348304,-0.14612589624053,0.408807968295989,-0.0681441931858803,0.0347795057436097,-0.0831264498112554,0.0222457257979349,0.316024338883394,0.0055490998205031,0.432008297544595,0.024051942373401,-0.0852735413783035,0.0795432929101099,-0.0752132463261786,0.0624637140591422
critical,-0.172466733461725,-0.147338055902696,-0.259923803840966,-0.0210595410155221,-0.136311713981638,-0.1194049569479,-0.0989873885334883,-0.108608227659812,-0.081859654908757,-0.288587482332469,-0.143750616364829,-0.01787686830527,-0.0595936738406219,-0.230730098869642,-0.0806852410388559,-0.140098999941907,-0.0944742616698427,0.0155997287849682,-0.143295454010695,-0.0793177345611732,-0.365108133621052,-0.282404489788593,-0.168575963740256,-0.0694879672064696,-0.154324305006223,-0.041599415731844,-0.164396933627018,-0.127346456201641,-0.102597025489565,-0.131062117921359,-0.0463592804394702,-0.242742439887646,-0.103189650528691,-0.152466531278994,-0.151054170607165,-0.236397811522662,-0.152233534129199,-0.159297046229773,-0.111427626609931,-0.101778465339895,-0.135086194495634
critical,-0.177690019077262,-0.0936760184951249,-0.102230910780911,-0.0138173479275408,-0.247662894121166,-0.0283448746871579,0.108392765195517,-0.205055782295405,0.315122739663195,0.331036218457134,0.0943871681248481,-0.104964249248448,-0.372331265329599,0.131400672486814,0.0067385663377853,-0.0198334192958748,0.0341698466386031,-0.0834869631731087,0.0732535377988014,0.307622356299488,-0.142446779422355,-0.111566388912693,-0.0726189515690749,-0.187923472923117,0.0757729139406774,0.103298160343969,0.0904235179330844,0.0872492234133042,0.217987972116542,0.0051116983620239,0.0188121288457526,0.0620316894716526,-0.0507529859569841,-0.0611416475503837,0.008660892764039,-0.045623411824111,-0.012437816862558,0.0251193513157064,0.0508180284277985,0.0235535892720274,-0.122453543512884
critical,0.0368897364662746,0.067894550894387,-0.303090951513881,-0.0032056234331989,0.189358259211102,0.0529059180040016,-0.0712772604315316,-0.0694076232970779,-0.0817601520117799,-0.122169554554418,0.0208590407342359,-0.0385613323069656,-0.364888763305514,-0.110160189611451,0.0665511472548466,0.0501891023100823,-0.0755524321780779,0.0550044085138275,-0.0265969933575012,-0.228905467161171,-0.046029471853965,0.0937899018111701,0.0199468489347658,0.0249060913385212,-0.0703500701052505,-0.0889343887856116,-0.0750009570214816,0.0206035813875594,-0.0927357807606256,-0.0063469002968565,-0.0620809826937785,0.0523704947141919,-0.0820757354579066,-0.126547809446634,-0.0013803885191411,-0.276292844097721,-0.078036048665157,-0.0437893112938717,0.0059092150482926,-0.0351033155457158,-0.0289925492224731
critical,0.144654719656887,0.151299918661155,-0.216077162169334,-0.0826110428619991,0.185556039551675,0.0450043380428354,0.0015654918030705,-0.0673876410477769,-0.423820877157146,-0.244824825021077,0.0090031675809419,0.0755447256962267,-0.241081391054603,-0.142960568348502,0.0237515928266293,-0.058178076336418,-0.0610840960345318,0.0644984410094109,-0.0797478320131102,-0.510316136345672,0.167430276377128,0.242682005744583,0.205657064677923,0.0091836783526126,-0.0724065218328201,0.0388353441965684,-0.0563327599069545,0.0557739560863704,-0.103494043248413,-0.0849778176155766,-0.0484814778174401,0.22946351488504,-0.184496897399512,-0.0714193154440277,-0.0402821008239328,-0.417265862114535,-0.013807012050359,-0.0260603850461192,0.0653465856752226,-0.118393451654767,0.0732418626685494
