group,CD40,CD56,CD19,CD11c,CD20,CD31,IgM,CD32,CD223,KLRG1,HLA-DR,CD314,CD57,CD39,CD24,CD21,CD244,CD2,IgD,CD47,CD52,TIGIT,CD35,CD268,CD22,CD158b,CD307e,CD94,CD82,CD101
critical,0.349094421671688,-0.10259612726202,0.1196526163791,-0.116410774788481,0.299518858700499,0.109373941240079,0.0216292166862517,0.277889623337114,-0.066983324482499,-0.235846839821914,0.317468834999677,-0.032214933216869,-0.135873931117389,0.188529560796022,0.0476459439370812,0.240418223687813,-0.184491738236064,-0.239256492589172,0.0628123023159523,0.233340963498261,0.206346093936636,-0.0544119780029729,0.446603580467085,0.369324706131845,0.402231597387588,-0.0765598913698378,-0.0641852755293182,-0.155991208522157,0.256553966184089,0.0072419895228045
critical,0.217060074706663,-0.0498580758445336,0.0926044081560363,0.0031992467842203,0.169295982438423,0.268460826796877,0.346012747573088,0.228423161515364,-0.141203506154143,-0.331323577356142,0.305914544486276,-0.186911073968441,-0.134088588765458,0.29024918911808,0.100323660941028,0.208178353571509,-0.239516256249115,-0.310785696421956,0.176581302595738,0.193190730819191,0.163806075073056,-0.122329023274208,0.229220480703881,0.053994846183707,0.173053555223502,-0.164169932463415,-0.149598228899152,-0.352568696564123,0.188671454185182,0.0927401569282391
critical,-0.096904222426041,0.0028457216970078,0.115262693879315,-0.0199865273323096,0.0789256201576869,-0.0912231552906759,0.16251373936013,-0.15346023813095,-0.0771431286802803,-0.092839860154259,0.094809697073073,-0.02312012370181,-0.276507374119871,-0.0049656539074094,-0.183972208482514,0.0923007833757593,-0.0051630829401947,-0.0165280654512286,0.365112948339097,-0.12618048886114,-0.121524987692154,-0.0597183340412021,-0.170926877084997,0.156577927972468,0.165262032038307,-0.118602652703299,-0.124022455088871,0.0282679742706283,-0.306473603165109,-0.0041915710865757
critical,0.0956133887131511,0.0016505423296288,0.22953083015755,0.0211674297672321,0.451293069023054,0.0335094385125218,0.152978153341619,0.113981914651667,0.130974573748423,0.142391971276189,0.28133036156844,0.0236391438396165,-0.188201427214483,0.0994820684569697,-0.116466930112662,0.0175690865862159,0.0966910342352465,0.100067721741093,0.464754190212554,0.0173375217927263,0.121963800001137,0.160575528747703,-0.107095642731752,0.228751423948361,0.261310997992167,0.0650374335718878,-0.0238116650204962,-0.0289403371951556,-0.151126700022626,0.0475932158669779
critical,-0.134233469506045,-0.0190656624606894,-0.228340392849412,-0.166661587489879,-0.239112697692712,-0.0771279944964048,-0.0474287055775053,-0.216871994011083,-0.190030937520933,-0.250656355088534,-0.275836774762224,-0.0331280291783403,0.0868311194001145,-0.0033230812756007,-0.0704231321252357,-0.197697208216898,-0.139164528008406,-0.176698125220029,-0.348251579888679,-0.173416108210263,-0.338751657828623,-0.213060896754079,0.104273101109569,-0.265883617672373,-0.146175669973147,-0.180499883763531,-0.194027364240987,-0.181453966775614,0.135082770538542,-0.141722981185852
critical,0.12366147282649,-0.0341424857096699,0.0711032020346682,-0.0491357508368929,0.201571384497368,0.0573615590723358,-0.0232428399671804,0.142796585438183,0.0930531646182295,0.0018551936427813,0.0350393010349349,0.153838437782114,-0.0359720419041754,-0.090732138149658,0.167739955683622,0.091679507728606,0.0231738118519109,0.0194608434586666,-0.0368506586929395,0.0546274817365411,0.0720543128026429,0.0931244930159242,-0.0028432221336291,0.0804650973880188,0.0047027031242384,0.0160328465215268,0.0197861297106827,0.0419666865714779,0.0666016108566562,-0.17486422563468
critical,0.117810140099644,-0.0682985943092046,-0.177150465999541,-0.346737954760529,-0.0072576094554004,-0.0660449599914297,-0.45315916429174,-0.555005795767409,-0.118929121087051,-0.0203182850317574,-0.0975289051836714,-0.0617086993838327,-0.0467639967601609,-0.0071552276207192,-0.470202794531172,0.052175805183056,-0.026617507313931,-0.0908536229772839,0.515629823688257,-0.0016359339393352,-0.415745765498316,-0.0906743726096996,-0.12971731085881,0.0029808721625724,0.0774614148360598,-0.125845651919906,-0.156450795351554,0.0007488072850154,-0.660766444597068,-0.0287036367851279
critical,-0.120600767285415,-0.174998629161224,-0.277285907049487,-0.489131613397504,-0.254688147593285,0.465225304489737,0.598252092277907,0.348034577038778,-0.141852297401401,-0.18321789089427,-0.315351989015692,-0.0573431785067893,-0.0815572832131328,-0.521336101092978,0.430705281090734,-0.152975297959023,-0.283832850822334,-0.152087304646997,0.538409878541487,-0.128288752911735,-0.239442509385894,-0.156057489753348,-0.357973744505455,-0.114834705875097,-0.17364697622472,-0.263419981624697,-0.369250364613754,-0.0744463510550081,-0.285926670799437,-0.153005983686541
critical,-0.148801177703076,0.0484044215918992,-0.0591341397154858,0.024534713460505,0.0600025116963621,-0.194574812366136,-0.0859058391633687,-0.343871458802753,-0.138198689956944,-0.129749418370071,0.0901587875967403,-0.150797472779854,-0.23325946260894,-0.0720191007765993,-0.248188909214367,-0.189060369828136,-0.0891634250988091,-0.154965258077958,0.0956868426905064,-0.181231678706557,-0.177290903691617,-0.176013337553834,-0.0725582979016132,-0.329633319657147,-0.0755938989500634,-0.154380959123541,0.0083466882980325,-0.051110833214004,-0.108890927047695,-0.197057415300527
critical,-0.106036358235425,0.132772795988442,-0.0077223836960328,0.253200498008613,0.164836816072638,-0.287073375752344,-0.240636998852687,-0.0336531125990079,-0.0339851981295026,-0.126074932826368,0.007573716185848,-0.007627106713925,-0.0838535490547439,0.160116292493458,0.0390699296123518,-0.0965816707506779,0.0245555162905504,-0.0920902705122619,-0.300906291792587,-0.0044271545543338,0.19201890800144,0.0139792627705288,0.212078451112984,-0.0305091070894552,0.0474439459953492,-0.0582897114056654,0.0465691702728784,-0.0369107810169117,0.240821087258099,-0.0303887165342081
