group,CD80,CD70,CD19,CD11c,CD90,CD10,CD279,CD20,CD294,CD31,IgM,CD32,CD161,CD152,CD223,KLRG1,HLA-DR,CD57,CD366,CD21,CD244,CD206,CD137,CD357,CD303,IgD,CD154,CD269,CD324,CD35,CD58,CD96,CD178,CD235ab,CD169,XCR1,CD268,CD106,CD267,CD124,TSLPR,CD22,CD204,CD144,TCR-Va24-Jz18,CD305,CD158b,CD133,CD209,CD158f,CD336,CD307d,CD319,CD138,Phospho-Tau,Mac-2,CD88,c-Met,DR3
critical,0.409111661422592,0.436684847816537,-0.4799018051559,-0.153859961648451,0.438430970879213,0.411275322501909,0.471348922012301,-0.4514644543299,0.404294590221323,-0.447382489001069,-0.487236762307469,-0.463043987093929,0.497571871861594,0.441110312181519,0.443183986617741,0.359412640823914,-0.652632780980756,0.29446438436508,0.429117868676677,-0.497469630315159,0.312868579577628,0.437886145180604,0.438915019205334,0.422571345351469,0.427352120641199,-0.510769995843761,0.396379726495263,0.431072167821522,0.430957426799717,-0.414036763559104,0.362267459492742,0.419420785523035,0.456474986896746,-0.496370030539685,0.455190639671116,0.447513803915588,-0.411487675176986,0.456877070469444,0.478850249171782,0.422070565919156,0.406350488436787,-0.591708934698335,0.45935331019711,0.424600155081569,0.42100719194717,-0.410064749195115,0.418116928343459,0.461387808339825,0.440035912713167,0.412725550065101,0.399304621020517,0.398747504349432,0.409697714907615,0.37313175704911,0.463077163109449,0.401750897064298,0.420510718655459,0.409461241027178,0.426172326716292
critical,-0.591261186243033,-0.582165884594925,0.717727066315395,-0.0163569521913064,-0.601559112287062,-0.549057115365695,-0.609343400625013,0.735411667272126,-0.549916282571583,0.573719693565659,0.676306248271363,0.75414626281769,-0.650813972864067,-0.602624977547652,-0.576264463339384,-0.622874553302112,0.755348375883954,-0.434267391615687,-0.563490221797623,0.826200003253911,-0.533256008295292,-0.575397104455601,-0.555164061362929,-0.543673217607274,-0.59605344684141,0.632678950175481,-0.555883729117516,-0.563199731116438,-0.561936521917483,0.684095984633882,-0.564753990563769,-0.634427075892897,-0.597383249323222,0.621793398548593,-0.606968721669979,-0.586084941413616,0.724124671869782,-0.587860838146419,-0.603358658265462,-0.573303077684491,-0.563154837532181,0.756511489009239,-0.564560013955923,-0.592377004702036,-0.582351468022819,0.499571200277251,-0.56004150051007,-0.595462433592468,-0.566485296057346,-0.565671517934946,-0.552679827807805,-0.548250020037355,-0.562603282859452,-0.525605542519992,-0.576046696158283,-0.522031483544359,-0.553906626276787,-0.571810120717913,-0.574525803068957
critical,-0.102491530987809,-0.0661411946533893,-0.133310949960232,-0.0960360777511253,-0.156338758628728,-0.0286640720315698,-0.123734569864678,-0.22448468997978,-0.218670271853963,-0.0846690239589826,0.0242472813891161,-0.0763956110147223,-0.217746809551707,-0.0529441420728973,-0.139749568281702,-0.0926515660920087,-0.160632667940202,0.130627578534869,-0.132435397344256,-0.0299036009945479,-0.0855291716011713,-0.0601158707593076,0.0045211865884648,-0.0881792236782847,-0.0617668476367401,-0.148126283224817,-0.150387292880191,-0.151410355281986,-0.117619053888786,0.07833673453046,-0.112111170659726,-0.148186838697507,-0.0034839885522656,-0.166896420889157,-0.111668480514019,-0.134937224003721,-0.254831790566043,-0.0498451985376527,0.0912585236240137,-0.107211795237703,-0.0386551263016723,-0.110021388214207,-0.0276878149094265,-0.0710250485717514,-0.0956717727506555,-0.0778153042853015,-0.120819083952936,-0.0735974992036249,-0.0757769406667095,-0.0724780730602273,-0.102913419917714,-0.138228848116364,-0.145905047952733,-0.138793087748329,-0.132911554648578,-0.11572083646948,-0.0203009168340253,-0.111997475702806,-0.128980308475051
critical,-0.0404371416213594,-0.0627385360494065,-0.331166795215539,-0.0817950757403528,-0.259408652004367,-0.0362556494342448,-0.124218151858303,-0.338484177339928,-0.249411526662428,-0.189125413250059,-0.286832401390219,-0.293394686400451,-0.0701051610691976,-0.0755443823100421,-0.150036429882465,-0.127972418290113,-0.36017902830729,0.228029571570981,-0.110983738473388,-0.0388607061577404,-0.114718717149285,-0.150401628015654,-0.151799587118531,-0.172137569393637,-0.137611361176327,-0.612134401650003,-0.230655968886024,-0.217339507014251,-0.140459151807807,0.0697347811472637,-0.117871997082131,-0.152390982152842,-0.197009995232813,-0.178451607982261,-0.181453951846712,-0.130336919697307,-0.264161240788247,-0.149076531678523,-0.0150228674672337,-0.203476270117939,-0.14784349728064,-0.242820265723336,-0.153568599508996,-0.12947343741988,-0.121928969627066,-0.351426213814993,-0.0983013089689205,-0.13145325351946,-0.0213244204460629,-0.195597638544937,-0.194977320346077,-0.167985577083916,-0.119435847028577,-0.235949776533747,-0.128817068064111,-0.153113480591853,-0.105162002487274,-0.222329882720511,-0.154270819147189
critical,-0.139184986817133,-0.105521824284613,-0.111832734334155,-0.10075229412303,-0.0925445780565152,-0.300706414316435,-0.157035153479989,-0.121554779521148,-0.176384269301177,0.0232313938051206,0.500170696049122,0.153829974982771,-0.0396008756440643,-0.153834274258518,-0.211389544065032,-0.31907940018022,-0.254496813416541,0.0021248843987586,-0.158704782488439,0.11942775373678,-0.185172465071946,-0.187689320777671,-0.171105866096272,-0.167618652522386,-0.230140534965734,0.069814251509361,-0.138691396449626,-0.19534113423336,-0.170273466310914,0.0691390242752846,-0.173572907075585,-0.176247638110324,-0.14785587643413,-0.0890051574251007,-0.161392288450888,-0.19963692565066,-0.10286337584461,-0.14786762603172,-0.0268417205924095,-0.188315973655039,-0.166253327269811,-0.0889561972957376,-0.164615253093567,-0.132635023238503,-0.190138397157541,-0.106278385871407,-0.0985359422477077,-0.100060502689172,-0.182475918315703,-0.120349269933974,-0.119398413790595,-0.212278342771454,-0.0964686425536257,-0.21474393977391,-0.189471585448458,-0.190210875913193,-0.213481999006083,-0.0784328186092118,-0.194751316738516
critical,-0.0726483691459833,-0.219833136218454,-0.0604309274662846,-0.0354863071968214,-0.069616029711491,0.0079670411943423,-0.11389877747268,-0.105722599518435,-0.132483392639685,-0.14722792078527,-0.509070830116464,-0.310013693947143,0.0107550516679447,-0.0625769897507863,-0.112836661145224,-0.128254209745271,-0.0268629018501851,-0.0551514702720806,-0.119541426713698,-0.271039515799045,0.0065100059953038,-0.0543977912508898,-0.143981734120947,-0.0410362402505844,-0.12949451320557,-0.159545168084616,-0.0805387900135293,-0.0828660969943672,-0.117813194608776,-0.240051105911414,-0.0772279543827485,0.0156281985767136,-0.0289242093110067,0.0253154068069195,-0.0602851888099627,-0.100543397322711,-0.0109917394173852,-0.029851435536073,-0.165952396469005,-0.0441801875554722,-0.0807619505588216,-0.148015723202107,-0.135180701567449,-0.14371208810438,-0.142640305753769,-0.0308665497004033,-0.163404975766174,-0.0652583392160838,-0.0415179017642811,-0.148408446580447,-0.207515931398221,-0.167983090091232,-0.126469221175178,-0.097054355198472,-0.0361319248534185,-0.14781441968077,-0.116471251665159,-0.132714540564768,-0.0825461118276526
critical,0.0651272047813833,0.0316872642893279,-0.0280064975265372,0.0459224538921818,0.0814763051575783,0.0213126588704666,0.0973308845662625,-0.117267986049723,0.0449934682881199,0.106556685610206,-0.071680131692447,0.0865064847227111,-0.0508881509083922,0.0024435461779203,0.105626936761399,-0.0609477391145985,-0.341487964101796,0.0867935455969236,0.0213302946087916,-0.0950988580021026,0.180587497269564,0.0455852322245608,0.0716532306652423,0.0329342582263752,0.0613498218199632,-0.200445464823663,-0.0211658842272117,-0.0136823998533022,0.10402705470507,-0.0942316095559602,0.0752283340608078,0.0402002838245916,-0.0051012008548591,0.235555429386396,0.0294682250657696,0.0066680715502828,-0.222840753312495,-0.0172976237734153,-0.0964525559237579,0.0176576587048538,0.0784551152760483,-0.0770947367410496,0.0336764103391153,-0.0029311273196935,0.0217769743376694,-0.0102253272602289,0.112303514122516,0.0062707972383371,0.0109168836996667,-0.011825727502284,0.0542691610828412,-0.032195362096393,0.0034001417581297,0.0467861281979222,0.0415464200138751,0.0347190628708797,0.0632005906343775,0.0011275019683235,-0.0073636272021149
critical,-0.298089419513981,-0.142949204000651,-0.241231843121258,-0.347259888685061,0.0197444950274934,0.0845928390159981,-0.0338862011122629,-0.218894153450042,-0.0712875482982582,0.455952888285087,0.694894380312391,0.386215655323712,0.0618131450557078,-0.0283410685479361,-0.0926785033514574,-0.102249530298927,-0.122640265220038,0.0886850988307367,-0.14364463098659,-0.0922239649114871,-0.138121309411923,-0.0705996742971252,-0.0819770930145319,0.0181590054402366,-0.0875861645714223,0.632738860201582,-0.0757123832710438,-0.0846415714538898,-0.0329124938375661,-0.342728659977844,-0.26870867026725,-0.21583131767389,0.0888212037732519,0.0032867352468979,-0.009515572604897,-0.0176340975194901,-0.0541055343151703,-0.021272473030773,0.0221616494178026,-0.0945878777313426,-0.063761304709926,-0.104833265345351,-0.0604552145018584,-0.100252556048024,-0.0731948855018881,0.056342581655121,-0.0809635614891902,-0.119956262599018,-0.096340065884424,-0.0127498689595892,-0.0661336272557802,-0.0581154581514274,-0.0684451079452163,-0.034466919859711,-0.0220572722711971,-0.062690201286511,-0.145368578471522,-0.0297844968726948,-0.0214867403267997
critical,-0.160016574793961,-0.338263206024672,-0.0597696502362514,-0.194036034033367,-0.163861776397178,-0.0812766038121032,-0.128747600251517,0.0812770189415904,-0.0627219404392836,0.0578834306044091,0.078644771343699,-0.112075964153763,0.028029171241664,-0.0362963777035421,-0.123959101732698,-0.170943349470399,0.372559159368103,-0.0998573071183296,-0.0653599190334098,-0.0089464343902429,-0.138556135047973,-0.118887535407132,-0.122817622822412,-0.0467754050960641,-0.191371435706687,0.281124265621273,-0.132852305731759,-0.274755174274541,-0.133979782920893,-0.182140401511793,-0.225052136693623,-0.106000692884233,-0.099787996142661,-0.135751633065721,-0.114031531160462,-0.0596784500650809,0.0513072513610087,-0.0977831996590199,-0.269795871635628,-0.10253030521797,-0.0801795499899757,-0.0476946787223981,-0.214772194508295,-0.103285905370377,-0.114576574765774,0.301111009833404,-0.0425237796416541,-0.122404803950018,-0.115749127263549,-0.149373681962945,-0.224650915663856,-0.141419728788019,-0.22679339793382,-0.258863808944158,-0.0991698133801999,-0.123623705124032,-0.109311485058983,-0.121970882663832,-0.124895600772912
critical,0.129940538973451,0.24599085115953,-0.0528807048452523,0.182522884813013,-0.0964490537601699,-0.0052371868690268,-0.0207148692184151,-0.273292428097424,0.0791639399354465,-0.285244109836125,-0.586034926602232,-0.0386830073626644,0.109897571845917,-0.0313065592884452,0.0360435290460835,-0.0198551281861131,-0.33679201762468,-0.0125376346361127,0.0409796371070219,-0.158814474357045,-0.0521273751453937,0.0289101774670711,-0.0005196019148284,0.0798118413146267,-0.0283728294570895,-0.711047883530405,0.0119089797777749,0.0973567178414812,0.0504388359679018,0.189358851760412,0.247794116842012,0.0353952915794756,-0.0332034638172631,0.108952063370424,-0.039622720297894,0.0858132084717749,-0.062037222793229,0.0320189370993226,0.247181185790105,-0.133009391148485,0.0123979463419176,-0.183786955345798,-0.0136734375448875,0.0502031782455145,0.0826363141569078,-0.452746696038586,0.0087932744301258,0.0320293166154045,0.0577903460860339,-0.0855772442580114,-0.0188953860651612,-0.0163377292481567,0.0486870635439211,-0.0115806037306106,-0.0188112071944229,0.0175317724426004,0.0606887772533076,-0.0275498209942614,0.0405919784313529
