group,CD70,CD19,HLA-ABC,CD117,CD45RO,CD279,CD20,CD31,IgM,CD32,CD161,CD223,KLRG1,CD95,HLA-DR,CD39,CD21,CD244,CD206,CD303,IgD,CD38,CD71,IgG1Kiso,CD52,CD35,CD272,CD96,CD178,CD235ab,CD169,XCR1,CD106,CD267,CD309,CD124,CD45,CD22,CD204,CD144,CD73,TCR-Va7-2,TCR-Va24-Jz18,CD305,CD133,CD99,Phospho-Tau,IgLambdaLight,CD82
critical,-0.165089999196518,0.0135272107765574,-0.228915930031077,-0.088770306524172,-0.117107203198926,-0.133377462137773,-0.168850247103103,-0.0274895684582598,0.0464077071832948,-0.331622039413773,-0.0794208390641041,-0.146487908117071,0.166394833701104,-0.0383360241245495,-0.0387981813489253,-0.249333501920323,-0.230887701600816,0.129790435478242,-0.124783777590266,-0.157270869584196,0.105150260077793,0.266218913950646,-0.0286390862738448,-0.151665644150785,-0.146837326797545,-0.355763814121843,-0.1892290567447,-0.10296275332429,-0.150370106172447,0.141942365973918,-0.145325686637637,-0.143031740673961,-0.141286663183832,-0.152765934884996,-0.115358233508663,-0.147356709840149,0.134595185702755,-0.0893170178542051,-0.138836022941146,-0.169870131581177,-0.437449901118803,-0.115424040272524,-0.145642640939782,0.1624564035827,-0.131940745966128,0.236877361663161,-0.143890850803106,-0.0065285552472791,-0.332681268096185
critical,-0.149038963589438,-0.105934990581231,-0.227806352141649,-0.100128908829952,-0.137665071023986,-0.103354356154499,-0.256508834400069,-0.197306720528255,-0.122616952884826,-0.29402545882708,-0.0774078686639206,-0.141881692917719,0.19647279811513,-0.119911136609357,-0.12241250572698,-0.193037852357231,-0.175851200721777,0.0545812222176689,-0.118613808771144,-0.109685485278718,0.0140813554004356,0.0170888067987458,-0.13642213835816,-0.103929673898021,-0.231369341336654,-0.343089389945463,-0.084343368548281,-0.102168932751001,-0.0995232755684637,0.0131926276798928,-0.134385643425313,-0.137469767965944,-0.0888734203741173,-0.175175675171222,-0.0424619638894563,-0.128399034965609,0.0721192112684194,-0.0715546256010242,-0.122540000880015,-0.129431577274711,-0.224926661517079,-0.114161614028663,-0.130374433249185,0.263635424423165,-0.08825425430703,0.18255887705041,-0.114298151806215,-0.0654191807546887,-0.465387098670414
critical,0.0196043694803364,0.080929316730175,0.0652728589960369,-0.029791106638766,0.0011745759446151,-0.0456345194466558,-0.0371463627531441,0.0148112687927052,0.250146835237533,0.0161509167574015,0.0342914403039847,0.0132496765342843,-0.0014476952262575,0.0864147151221747,0.187403631562654,-0.0828795528786245,-0.172910183491535,0.0623646873582836,-0.0028555358738011,0.0494551349749504,0.0111495643288708,-0.0109415845763525,0.0588304656850911,-0.0569932251624096,0.026856269698252,-0.123526709517552,-0.0496667438107179,-0.0440899453322874,-0.0138915110703224,0.0659342558367899,0.0220453188006543,0.0065145951083339,0.0388111457757977,0.0610580644310846,0.116170351348837,0.0426461473010654,0.0251210993326626,-0.0893614203161232,0.0441848385883913,0.0984584312390809,-0.144144032416655,-0.0063427072297598,-0.0312261055746424,-0.090060906330339,0.009381065884603,0.0872297592200196,-0.0575897153825076,-0.0092429794543858,0.0840282403092486
critical,0.144181150951725,-0.617776620745297,0.278445784715204,0.0696842976497429,-0.112950537393862,-0.0431308537398701,-0.374726544736881,-0.0007783130377876,-0.0129347808359314,-0.180212077007059,-0.0758493669695782,-0.0141774967005745,-0.0308330260332091,-0.304306140898233,-0.627158586159996,-0.0197286869475919,-0.0211079531124255,-0.0344646910055988,-0.047177562834969,0.0645754062275392,-0.572493626389782,-0.380788810393166,0.169040508714783,-0.0293522510167141,-0.164862153692905,0.326606532491113,-0.261108912364761,-0.0049632297674443,0.0184092387373067,-0.324964591514509,-0.130669728316595,0.141329910282488,0.0417014605391162,0.146532370612615,0.0714379891180041,-0.0270440843886909,-0.478049394554858,-0.301764391644331,0.0488238462641752,-0.0294626696463062,-0.0623791600055786,-0.16288413299638,0.145665906225016,-0.327535250571257,0.0527854024636278,0.152506465129274,0.0402810166096251,-0.0377473616610864,0.490780023802868
critical,-0.0866053109611773,-0.40331293537409,0.0160650645221187,0.0154836859956179,-0.164650727602253,-0.148892973605064,-0.306945363824169,-0.0854430097045499,-0.438158263750249,-0.345590191348249,-0.220911064575886,-0.185885155168704,-0.0730296869965091,-0.172677833381295,-0.274714414149426,0.0315967685917689,-0.268663621220512,-0.0434476965243554,-0.148932477478985,-0.0889795601826746,-0.430174044386697,-0.225985197013783,0.158987191161244,-0.216786038690021,-0.270233732804077,-0.0574428484032426,-0.212036884472978,-0.160144219612612,-0.137253709956419,-0.245050817731833,-0.217077619723179,-0.116392688800692,-0.119712170271096,-0.10759751197467,-0.0913584565801761,-0.192508800938486,-0.298942291891478,-0.240299635106482,-0.0778298926654998,-0.187430452473595,-0.0563984655053907,-0.0281677145421394,-0.121720846483919,-0.332278429157195,-0.0503041726150286,0.0595629036939506,-0.158204484636296,-0.113671112886474,0.028748112126075
critical,-0.209445798565555,-0.324840764621943,0.0921781453230123,-0.0766783115276081,-0.193627346053594,-0.271652241859696,-0.219153313109189,-0.220455670496706,0.0457954383531683,-0.36314648172529,-0.290188650863295,-0.266068469382223,-0.0167450502256335,-0.239184238504567,-0.246221050624075,-0.0338348851033488,-0.130401260417555,-0.0983215999481557,-0.142480814870166,-0.13385270673993,-0.258664928989366,-0.284024114684352,-0.0279575275971014,-0.190254533576035,-0.209926358450374,0.0285922078651147,-0.27076467279813,-0.265771659005073,-0.2027254048183,-0.316900414941663,-0.274241756212848,-0.154512469610897,-0.132413391585334,-0.138202528428444,-0.10543649210623,-0.212377451385397,-0.278988301808422,-0.119007209331682,-0.191644989370061,-0.297203937228781,-0.22014816576249,-0.090992018051111,-0.165613590661584,-0.229448595435595,-0.22955865298717,-0.0989156372143301,-0.19574272674042,0.0565096751144288,-0.0747474059656756
critical,-0.218874194698497,-0.171719120328947,-0.534034819751967,0.0185437652758529,-0.0972513962943301,-0.0618028402467029,0.0069029114016055,-0.0296704542070693,-0.487573502056498,-0.531483128912076,-0.0097743102266544,-0.0845791278605609,-0.002240644414623,-0.243951999501227,-0.12672577648251,-0.115625513043793,0.0131962246785265,0.0205787678020153,0.05898619832965,-0.0368797257090865,0.590329580659236,0.393424880777134,-0.151283038923221,0.0640666652493559,-0.405203697027937,-0.124123604547363,0.35910511591089,-0.0545839669117658,-0.0375598440237031,-0.018965084986722,-0.0482174042418043,-0.106447740286271,-0.0240223655915735,-0.319121000859623,0.0396623362836787,0.0114427591812891,-0.0531662476093965,0.179095368158702,-0.0829631453445308,-0.0651007272363771,0.662872076801903,-0.0686051703556651,-0.0258871214586252,0.392806153036135,-0.0400295581250991,-0.331061145046248,-0.0492650981130126,0.110649577950876,-0.592863165020005
critical,0.251036168588587,0.194464610586303,0.355804772165844,0.189077862458188,0.164773118518581,0.0692328757096266,0.0904688504148697,-0.541885016434662,-0.405805885696379,-0.456500363242609,0.0589990188737807,0.0706309802706337,0.144085209911727,0.513825034774112,0.288883329317112,0.403831821538335,0.125250265839143,0.199055715349578,0.112936344083167,0.087793608563035,-0.581808887207189,0.368660704126736,0.593593563884083,0.236815746535218,0.149335824522347,0.40319787545102,-0.155083044867151,0.314186839649167,0.0723911435842489,0.0340136837377194,0.0573316781670808,0.113743241849179,0.105114573964204,0.128318595580928,0.0105104982732152,0.129318629650216,0.191461531453074,0.126843964889637,0.143641008820128,0.090707987741509,0.0674965170332581,0.0470799962070786,0.102412649103271,-0.0459520265773098,0.162985867136734,0.448416696431023,0.0808795893924367,0.149847613092269,0.3580253592179
critical,0.10631663367695,-0.144629399450523,0.505326204398148,-0.0021667908055198,-0.013690402745484,0.0276177590988359,-0.0252664125782181,-0.328963245584178,-0.58322652716858,-0.222673696035423,0.0564378801749503,-0.044024188050718,0.0255545844051538,0.132009362134911,-0.426582619799745,-0.10223626388248,0.115530659486396,0.0004314031465033,0.0433721582445241,0.106219947772754,-0.776606743004849,-0.257160857921478,0.241661078449529,0.0104482968044521,0.161890566803781,0.350782737546381,-0.449764186533257,-0.0428405528274493,0.0436397292377065,-0.069851493255509,-0.0054859565982112,-0.0104522556530622,0.0366218632006136,0.360869048359451,-0.0293471199346098,-0.0558080020976917,-0.189809851935269,-0.0346770486327004,0.0615520072697836,-0.0170366249596696,0.287957573477889,0.0976220405068397,-0.0028387058276868,-0.504792039568427,0.0115459437460379,0.214326945465414,0.0198969836140633,-0.0844965852320175,0.193412911293189
critical,0.0290465706063851,0.311892150320284,0.175497695291614,0.0691508879841501,-0.0265083103763151,0.0466987829933932,-0.0323883618580909,-0.136381635617977,-0.068381547372429,-0.147489651932204,-0.0996553607859812,0.037954062924204,0.0284309450311229,0.0463815312463784,-0.0267788250366235,0.11417852599019,0.109207981218574,-0.0045682407645783,-0.141515310558671,-0.0927270535475523,-0.104550720871178,0.0844829011005034,0.0605548922488459,0.0787753434781166,0.0835925819078847,0.126083766580912,-0.220810558484369,0.0003103472337843,0.0552120935418745,-0.140670162365345,-0.094556298664025,0.0188761227970939,0.008302873037222,0.167995891816395,0.121401868604657,-0.0883314389801286,0.0225517692331239,0.154494325609743,0.135551503405857,-0.0177302984774333,0.178552277950017,-0.0326589182257501,0.030585233298947,-0.133978161309948,0.0551513800816768,0.0516957320810756,-0.0254862040981708,-0.0729611652150872,-0.0547329998887944
