group,CD40,CD56,CD19,CD20,CD31,IgM,CD5,CD32,CD62L,CD223,KLRG1,CD95,HLA-DR,CD314,CD57,CD39,CD21,CD244,CD2,IgD,CD71,CD47,CD52,TIGIT,CD35,CD268,CD22,CD73,CD305,CD158b,CD94,CD101
critical,-0.175412968977129,0.124731454500545,0.0461725510542677,-0.286505528314021,-0.001287449404099,0.155109768210676,0.257688740192761,-0.133730709821848,-0.101087309259048,-0.0750462861831922,0.217916243535417,-0.0749329434154613,-0.107610992180546,-0.0412640918242631,0.103390180584804,-0.172363650509955,0.0074364988187118,0.10114142570442,0.263545197396533,0.293461266968213,-0.257393945235274,-0.101358780430882,-0.141035185362063,-0.0470569507812981,-0.284292601528836,-0.19990168915374,-0.0466160599045548,-0.158843409899064,0.20831649278892,-0.0577328929424997,0.153412185966857,-0.101235972796603
critical,-0.413935634687448,0.341857455667804,-0.398621163451541,-0.512175652957315,-0.314878441547725,-0.250710446723292,0.325424469453762,-0.547745296671202,-0.387334061070859,0.380652169956582,0.717691491984584,0.368143973134613,-0.571456666539511,0.393407729767638,0.391851458127652,-0.465876782269677,-0.506323981288496,0.521166154700573,0.51527469831838,-0.211905652993563,-0.0720864094175862,-0.198736507801301,-0.347748066891659,0.367861418210569,-0.55332826564639,-0.387329664255688,-0.429984048575889,-0.391730356341486,0.0333478332320958,0.374643605850467,0.43772439729131,0.147938888843129
critical,-0.0384848726185425,-0.0595007151447434,0.0875610866976418,0.124827372123271,0.025238943961214,0.236719228811837,0.0089779010500131,0.281193285358874,0.250826836713047,0.0064739587286267,-0.0174579232525722,-0.081876943063444,0.171688806766414,0.110410393598044,-0.0814872566544492,-0.0893361814652592,0.257995493264834,0.0145418646158375,0.0156913556932947,0.115470278707017,-0.0618712847409355,0.102599080301422,0.165835880716932,0.0364277290363127,0.0757702949086839,0.124124629656309,0.257387150236781,-0.214975625683126,0.186264222299771,-0.0553679146284967,0.0276194787254069,0.0264994333250426
critical,0.0214532973692215,0.008926387965635,-0.367011928453895,-0.406107598639857,0.172835821930946,0.144297277550969,-0.274810710911877,0.0235509889259788,0.329404159574617,0.106815519196314,-0.0277955525847342,-0.191288870026874,-0.431275069954376,0.0059403455887777,0.460088108623086,0.0352964644481321,0.0216000327556755,0.0035016765625833,-0.0999347236383826,-0.45806546794738,-0.061611037246682,0.144324636419734,0.0143232352593589,0.0263976118348508,0.312453529280067,-0.243937193809631,-0.312614906865503,-0.0051750212556167,-0.207541187595392,0.0788094719662179,0.0633421977183881,-0.027239214292432
critical,0.139664434673562,0.0154572949835416,0.0575998908707441,0.0651907879344944,0.313019450426665,0.307855065725433,0.182799378688916,0.273892577823607,0.327900529500664,0.287132330761714,0.134338179892807,0.114751632163386,-0.009417810595973,0.283631963217056,0.119973686596144,0.0824921069069852,0.208724179136716,0.158825625006034,0.149640125628065,0.220907793333208,-0.0761896130732109,0.181144859839644,0.28584731709475,0.28166444533153,0.0734326335013885,0.10478665777363,0.111462875445568,-0.0962701419430803,0.138802480359962,0.188333189176596,0.142627329091178,0.211782476595013
critical,0.150925836950743,0.0442028529552024,0.430141281222255,0.342002164794686,0.259830035454343,0.364040486504213,0.225539663736596,0.450407609524482,0.292625588055083,0.175680758916939,0.0686633338329669,0.112150449269903,0.470075012893747,0.10284939544771,-0.214475069931448,0.0841814597670382,0.510451643014896,-0.0177781972141354,0.112392753289807,0.515918573817503,0.14041390660887,0.136787175995892,0.259157316209056,0.227010550483411,0.111979252447878,0.285483657801558,0.284917404817046,0.0027748528395878,0.40056059425217,0.130760404999007,0.116425491985313,0.0046449732215214
critical,-0.110246355534065,-0.0129970268603696,0.213803268179984,-0.0237857793730097,0.0328398959025257,0.580017228665833,0.0135334464645413,0.431412872167978,0.103724843899754,0.0131347055433611,-0.0340864369244815,0.086463363316238,0.0986275131186008,-0.0839331276649066,-0.113259455066277,0.0147629747685558,0.0207730519506064,-0.0594105271069268,-0.0100226848645183,-0.361657073500935,0.0604675442676449,-0.0896980566142533,0.356539171110218,-0.0024136464070302,0.155271941685782,-0.087973486636757,-0.0791889325717194,-0.713053074407015,-0.285998332477434,0.0057709861180435,-0.17536831072639,-0.0647822277758412
critical,0.146823937139124,0.0040917184372811,0.145303741188813,0.21025405595998,-0.401532734735178,-0.397628618616817,-0.119404157991193,-0.443967237858829,0.226316641868963,-0.0125919047097195,0.0011974259514706,0.439800537631333,0.326849878985176,-0.0003200873244626,-0.172595276851593,0.460444127876961,0.278018148247825,0.0278885078888724,0.0181949789873927,-0.494627014772874,0.532720536900263,0.0611121889178866,0.18739400174165,-0.0598683118916598,0.464837318371809,-0.0437309046171937,0.308011324619873,0.0061694631580706,0.0159273485417079,0.115701098223522,-0.0610693222416438,-0.107270605525071
critical,-0.0615617303445482,-0.0418206149940025,-0.0739963382475954,-0.0910301177147163,0.153628459134655,0.302061791126442,0.198064974409926,0.0575574665842431,0.0452886067530759,0.0449145905497205,0.0527715352251785,-0.0817606119267787,-0.0067592104078755,-0.04800818303631,0.109391926677941,-0.168896945362458,-0.0335910398937481,0.0533546692414431,0.0850866486275785,0.262500421827616,-0.177493233522472,0.0303317449697541,-0.0497071204380051,0.0418087907280985,-0.0511049437861107,-0.0342191857369019,0.04235137019308,-0.407916142858253,0.118449283927692,0.0571217290687854,0.0413722200018671,0.0570650116310093
critical,0.0658831171466076,-0.104034761444791,-0.0107067333372397,0.0838209982380793,0.477784100713177,0.585401724037764,0.215602265894792,0.18695452223952,-0.0539213497246932,-0.0275135285406523,0.059224393487131,-0.406814887311392,0.130076695184463,-0.0060053510094121,0.0496310232970983,-0.0340984540882963,0.195500304643025,0.0107345510094646,0.0312641510096186,0.573559850874989,-0.421934864419068,0.190668562453983,-0.0498752659067977,-0.0555423648230243,-0.108533024875759,0.106356250662715,0.135229691039514,-0.143471450488624,0.360722713417573,-0.0327919245153029,0.0114266656373436,-0.0517463223166411
