group,CD70,CD40,CD19,CD11c,CD10,CD20,CD31,CD32,KLRG1,HLA-DR,CD57,CD24,CD21,CD244,CD137,CD2,CD303,IgD,CD52,CD35,CD96,CD178,CD268,CD124,CD22,TCR-Va24-Jz18,CD158b,CD336,CD307d,CD319,IgKappaLight,IgLambdaLight,TCR,CD101,c-Met
critical,0.581900292593643,-0.343830871188711,-0.549926616297689,0.182626879257867,0.469385451826226,-0.453854735981322,-0.359272233044488,-0.515393204737503,0.40916443102064,-0.607994057531179,0.386845665746636,0.0964354076200263,-0.568345934615788,0.42902427329406,0.571928728558297,0.222456154207002,0.560559634435639,-0.591686589732664,-0.390819255082,-0.251572498926774,0.566188649224049,0.557799660402504,-0.476864861391165,0.561096574694778,-0.547991392119029,0.557490533407969,0.561900820975392,0.538213942375104,0.551010264055306,0.534077834536019,-0.0045584451191712,-0.118359886498565,0.544772502232027,0.32826660900893,0.52000445865464
critical,0.667259711666688,-0.573011114469453,-0.763456687932664,-0.0153854742072144,0.611613189892408,-0.785726347050106,-0.601485470282037,-0.807245466802312,0.765225685072629,-0.839205694628499,0.526773303710508,-0.0191218301404493,-0.831297005505804,0.666458417014803,0.655091997445469,0.582060295016882,0.681384428041634,-0.641871888777388,-0.598240198815301,-0.715675271908535,0.713295651557204,0.681388058217084,-0.696922804274674,0.670421997563193,-0.786299791217091,0.683198558444131,0.668921538194763,0.66077051634477,0.655817414387157,0.70165560481697,-0.354142747952837,0.0334302866960582,0.630949510209566,0.328367348131318,0.670551832934474
critical,0.174898458187972,0.129886991656927,-0.195753599935744,-0.040961550135579,-0.0868501358251779,-0.134052776092384,0.0856304079115122,0.0604894152933211,-0.108555535837564,-0.117536190663934,0.226114363418181,0.202475536641238,-0.0497691371663118,-0.052289474081584,-0.0259165653826098,-0.0830671814441634,0.0009006049655487,-0.38245270351997,0.102617673446738,0.300973671506813,-0.188807546053854,-0.0097354883898334,-0.130255715666734,-0.114006179839212,-0.091660580130911,-0.0567976156629127,0.0513544543491171,-0.0021155275000286,-0.0616740626764024,-0.101483937227854,0.0704262450106595,-0.0770965839226202,0.016313736935178,-0.0252675120215815,-0.0376493978080367
critical,0.109594876332839,-0.153084461623288,-0.276802977161496,-0.0869935843854442,-0.0446832457902737,-0.477361938254384,0.0833718422212879,-0.0778508486907165,-0.066570266487077,-0.377252892836122,0.271131030799623,0.344315458521475,0.133913882528972,-0.0272492255514885,-0.0043468101991802,-0.0305470701905461,-0.024548449053528,-0.389743291978321,-0.0858541381251067,0.332546351416628,-0.0287151444665093,-0.088780279298625,-0.304438404341666,-0.0633233247192553,-0.220931967887537,0.0228820070704967,-0.0059133333074249,-0.0308609670224699,-0.0693466346949353,-0.0787305371954679,0.0024378719843189,0.0553311383569443,-0.0243162306434649,-0.0123289831278842,-0.0147478419164253
critical,0.0007854391175162,-0.286201188186547,0.0024094269582903,0.170809773888606,-0.0706585990006036,-0.098071533650937,0.0291327528608399,-0.118095747041472,0.136678308242128,-0.186291095187445,-0.0174268667821237,-0.0357048541166675,0.0350418670681322,0.0537768213373574,-0.0065431593356194,0.100780842531177,0.0270423314779341,-0.110989116399396,0.0058280740332132,-0.0814053096425848,0.0170023244937655,-0.0276268880808469,-0.186434730434657,-0.0426106996351632,-0.117613125984475,-0.0088130675756842,0.0749302864967297,0.0061851587945078,-0.089206234731161,0.0216465326287886,-0.0767040334915813,0.0918749754731507,0.0405844586659654,0.0497012825940062,0.0045238233296088
critical,-0.0944654349599216,0.0489618101371076,-0.516156323037421,-0.201703353363919,-0.0615750202128866,-0.344301114601193,-0.123858798846135,-0.271341043783173,-0.143578335848496,-0.422550039476463,0.430463566223329,-0.118646232535022,-0.202357612482623,-0.181082850740789,-0.0823629595742842,-0.222055312331859,-0.126654144465546,-0.669064736138727,-0.206270733534109,0.148796427095455,-0.240080026861973,-0.18646883054506,-0.365834938657764,-0.225507084540926,-0.277000097010037,-0.108861858337767,-0.178774413537524,-0.223634065947111,-0.263738924996641,-0.312321676608474,-0.109881107180401,-0.161288669768484,-0.313244916264417,-0.167342003804303,-0.244769641049561
critical,0.245728416861612,0.0431653485894702,-0.0311520953611604,0.232930878821948,0.0591680486263392,0.110320966790224,-0.136996161947881,0.335618578021697,0.0311906140035467,0.119820792396994,0.058741868824654,0.279604449462541,-0.174896693995871,0.101480709106814,0.0914098286160832,0.0347340970477716,0.144796063884409,-0.216587724368004,0.282664324769184,0.0232429941832233,0.14615745195107,0.124607035119962,0.0196482800337481,0.0577457904443383,-0.102299439113101,0.129931483802921,0.137482725219197,0.174708161913792,0.18818009524785,0.148736690411614,-0.0017033916599687,0.110846362184004,0.145034893653816,0.0720444490868785,0.113933532044123
critical,0.032290003849219,-0.0236320245412698,-0.150391010907235,-0.0344139830912504,-0.135016090010938,-0.0102066871747033,-0.114875936561174,-0.0030180361742896,-0.163684025454293,-0.254987944974201,-0.0671663106254426,0.181129404848952,0.275413768485444,-0.0367926406111886,-0.0169208840368213,-0.0080416255395055,-0.0047127768798771,-0.334580383266765,0.105829499143129,0.172865570192101,-0.0006171758587451,-0.0517675126288618,0.101004625315165,-0.0533647455153337,-0.122624330058695,-0.0261478482418191,-0.0465780614389603,0.011668692319073,-0.0284333344347411,0.0042707740796684,-0.222911159248063,-0.0005759662038487,-0.0748919691192716,-0.0453561817806193,0.0656221152314888
critical,-0.141481938763324,-0.258470661722967,0.0435473220996067,-0.152037386650648,0.0420945251537144,-0.162352485800192,0.0611279450018194,0.0442863127025867,-0.0580056146228579,-0.189318550164887,-0.0994858114908403,0.0235090118059549,-0.084808806006464,-0.0070873374068407,-0.0456322185367879,-0.102603376491834,-0.0817948899498561,-0.0590690605031888,-0.0336878089104152,-0.0481393608848326,0.0206609722217356,-0.121566207017454,-0.047888333554712,-0.0984309072775424,-0.0198782066772583,-0.113417080395978,-0.086347027660079,0.0088433195164009,-0.053276602987868,-0.0536823111694361,-0.219066744828624,0.100425322814496,-0.0424174787380171,-0.0711360292107553,-0.0219713200611614
critical,0.118493163834388,0.0473779127510764,-0.139429010151166,-0.0383426187431472,-0.0292005287120379,-0.0216589797128337,0.275817646819403,0.127630333138047,0.130526821031524,0.0287565297347212,0.211392377632977,0.242704859333613,0.116823266992097,0.124023662821829,0.104842012639447,0.133317680155298,0.184257740745792,0.154372680036525,-0.0149291405749268,-0.0453299022281447,0.205619936882865,0.0372490841168444,0.104599637831022,0.225798229079675,-0.0314737363004186,0.110826409641325,0.0992675621911329,0.135452841160288,0.113756637471176,0.122360054978544,0.0671681080975464,0.117563214932935,0.0935510490605716,0.0912339670268688,0.185360974733347
