,B7,CD101,CD107a,CD11a,CD11b,CD11c,CD123,CD124,CD137,CD138,CD141,CD144,CD154,CD158f,CD169,CD184,CD195,CD197,CD2,CD224,CD226,CD254,CD257,CD26,CD269,CD30,CD303,CD305,CD31,CD319,CD32,CD326,CD336,CD357,CD36,CD366,CD38,CD4,CD41,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD70,CD71,CD82,CD85j,CD88,CD95,CD96,CD99,CLEC12A,CX3CR1,FCERIA,HLA,ITGB7,Ig,Mac,Podoplanin,TCR,TIGIT,XCR1,group
94-2,0.7284918097798928,1.1368371811460658,0.45242566021685177,0.7635184581808035,0.8558820599517694,1.5196722523316055,1.9756601868686827,0.6664511655155612,0.5352316865376638,0.6036007737550951,1.2698756491948187,0.6548163364298112,0.6772244787218112,0.6417504330799388,0.558284305217726,0.5942498114811394,0.9074324206870035,0.7099243915545337,0.7654124850792164,0.5755484615855821,0.5500963145693691,0.6079970778392783,0.5362900437411543,0.5248385178216419,0.7444822231254806,0.6111988203432683,1.4786607581791886,1.1181499607065482,1.0812810432580375,0.7432708053448627,0.8655156135251365,0.49897003040968485,0.7089940375131494,0.4975744835899363,0.8851989423906065,1.2816658810987807,1.1948485516491063,1.2763249193390638,0.44268413366339177,0.5402027279641637,0.9539078140090107,0.7411239427450834,0.7510871455675237,1.2128604112645158,0.42345736359601044,0.5936001010852082,0.6405215087212266,1.811979621748268,0.908717758071962,0.6688991994100421,0.5065852822720786,0.6145223610255632,0.8629677602504101,0.6214487965628306,0.5310214722353376,0.37500301053419083,0.7458228953427176,0.5099282111013147,1.0651555433901836,1.8730374031721244,0.6122287558026579,1.4993013423920372,0.30640868768573143,0.8283478164851568,0.5054175798743938,0.6628204055849981,0.869369704569091,0.7080853195517709,0.47885984773725726,0.6257163840667662,mild
108-2,0.6115838928097292,1.991363090115742,0.5813431053594182,0.683990428167199,0.8981711161332113,2.0474199099100376,1.5255106684275481,0.6266658223635062,0.5773041359723217,0.618241213191639,1.239094433899537,0.6450071104703993,0.6667529836556576,0.5413465886798651,0.588451972274465,0.650857206789087,0.9721058772814563,0.5417305326490203,0.8032608427331125,0.6891959164915781,0.6637351099497811,0.6255537251354799,0.5064121629989227,0.4205127478574576,0.6512196088690698,0.6404332094326055,0.9802966528772777,0.7368622639366876,0.9861619536725793,0.49481290730684513,1.1024660741190044,0.5513615814890196,0.8440160993559171,0.5131680206986704,0.7598827804041772,1.42404466774724,1.0142010184666417,1.1358101755648786,0.48947513739918525,0.5286697404885334,0.66043836569771,0.8055904404729519,0.702031134279013,1.139885904866433,0.45009689831900684,0.7320277014075073,0.6842710932184761,1.7298687585741825,0.9658024106047488,0.7565360733435565,0.5090004904206372,0.6743709283631465,0.9832349620910742,0.5102357168977558,0.7041387543835834,0.478130292269242,0.852450843648422,0.6100528970270271,1.1753331120695565,2.4547890723680084,0.6528864080071183,1.4391989631968707,0.2999089928547054,0.975293223600991,0.48172642682076966,0.6440470339343342,0.9538971071715742,0.6892823678089831,0.5296038592698925,0.6605836002563936,mild
105-2,0.6142887415962014,1.5929717487294979,0.4313934080769376,0.722148994640078,0.8317155870440681,1.6916061581995443,1.6093720472602302,0.5802255984962725,0.5303580313212941,0.5828932443924632,1.2080527355726587,0.6317412827971374,0.6312615236532338,0.5769684426866357,0.5646651829345324,0.6110596525052615,0.9634821114707168,0.551924680501999,0.7417213721789281,0.6511954920225781,0.5410732769636178,0.5458845924003302,0.5077036237411829,0.5259532173909472,0.6459693178793334,0.53902390335313,1.1601802068394957,0.9260765035903353,1.0614077941600435,0.47903194334489646,1.0126754127880204,0.45413746462997834,0.7643607737263964,0.483969893284443,0.7746873759745624,1.5016367452105162,0.9279275630110622,1.1364047550999494,0.5932549873047657,0.5209499924696236,0.7956149605135167,0.7258237874461,0.7482939040943367,1.3190508272349617,0.5147638492629925,0.7130080567847608,0.5313028075511473,1.7369490678458255,0.8719148152874152,0.6836528511616066,0.5123524481261991,0.5395015157466704,0.7744509397436788,0.5659127575488313,0.48100046863566015,0.3912889984804815,0.833042335183669,0.49524749985136385,1.0965886131631843,2.119222523531234,0.6840723709622315,2.1802324200500043,0.19831699390311494,0.8857625039391357,0.5673131551245536,0.5647808366682067,0.8953632452587704,0.6523163349692115,0.442658974533676,0.5353690406471349,mild
102-1,0.7333118958664643,1.9126824922830152,0.4821311170706836,0.7144632531188183,0.9144052924749032,2.0783375459351165,1.3319277627069817,0.5987287213545232,0.6215236921107663,0.6169339136435911,1.0349781077959692,0.5770429911113208,0.669464605967052,0.618080803463524,0.6271452869526005,0.5032862300317291,1.0735741623871446,0.5416191360123908,0.791382891796709,0.9336479055253547,0.6886701436194784,0.6848977160977031,0.5222744821021488,0.37133986596729684,0.6797245053803134,0.617812969335196,1.2271205207605909,0.8343228822412683,1.0103829656990353,0.6179324049652268,1.7079603015701659,0.47735812736313404,0.9108130695055808,0.5127577901223815,0.8732744937201288,1.5191974176392464,1.0622957132493718,1.042263540131731,0.616265767032207,0.5236155108299956,0.7596590518001652,0.7306908904984806,0.7582615305075723,1.2512089008996663,0.5080447894283454,0.7106266961205292,0.7626743382631982,1.6303688531147194,0.9263127034554125,0.700880439146297,0.5094030349020691,0.6359425402800014,0.6257408314375514,0.5750272585547581,0.4564473680041885,0.5001041815995877,0.8706389297901714,0.5362777636121375,1.0029298734885714,2.4456538143761937,0.7159773408079241,1.5370674820722217,0.34586341024749506,1.0579489478583386,0.5140982531552521,0.6614095760956248,0.8861895224516688,0.664806352993223,0.4914869475862665,0.6390463690585587,mild
102-2,0.6340055672107204,1.4894674647610924,0.4250815613734214,0.7635790709594988,0.810147806593247,1.4043728563472382,2.0400399043768918,0.6423590693764971,0.5578714786273012,0.5021711248066411,1.0177158529921089,0.6221067853270991,0.5708643224103467,0.4668531580558088,0.6290543379159261,0.49277065635840034,1.0108676870901996,0.4846955210363905,0.7221623915362183,0.6705500328941966,0.47192803789757376,0.5574675088990045,0.42893827705096343,0.3859815123366536,0.6407721398390077,0.5238473105940542,1.701170732834878,0.9855724388436188,0.9345271938846551,0.636397865363832,1.0444875245238223,0.4377480518362372,0.7929292058434527,0.5058489253064314,0.8474312791285072,1.205112801754584,0.9984838335513794,1.198451585718541,0.31876922194976276,0.5160288715893078,1.0537325956769077,0.7072807369131702,0.8250822167406491,1.1408039251381423,0.2996983307907975,0.6852825003366056,0.6713305521135448,1.7026540809341286,0.8605787247609165,0.5974394331199107,0.40405551015679875,0.565738220137402,0.7304148014096397,0.5192439035865986,0.5101838880788789,0.43337719580747375,0.7032224951137064,0.5129619431672165,1.036867868225849,1.906483177135455,0.558969463742177,1.2342783283255598,0.29772019633372726,0.8164309995554127,0.44096870213220163,0.6326442407157419,0.8363508438995573,0.6451740481876905,0.4428955586132841,0.5764395265001765,mild
97-2,0.779160471400536,1.2817257088492684,0.5827990818915745,0.8270937899479416,0.8688653140237974,2.1469303117377168,2.0475771030409065,0.8010320796156017,0.5910797368329972,0.5918167986353488,0.9284460839709883,0.7651508808697669,0.7120147010706022,0.6198609753444994,0.7889215741629,0.4778865660966668,1.2686475162133475,0.6292028791156834,0.5947023586403999,0.725632167824948,0.5936111856283073,0.605974560505125,0.5732749466667909,0.4403681432569727,0.7376515955210708,0.63871550375542,1.3550550078704184,0.9721704422280627,0.9663537245285139,0.7166541092465162,1.7324190826396295,0.502919946172738,0.8584794910816065,0.5276746442354568,0.7651005151576218,1.1315816057668897,1.329414607252677,1.4888069975743645,0.531856189026853,0.6328971023950275,0.9517795737640686,0.8235991774847995,0.8197349503823497,1.3984905285631892,0.36027315141272787,0.8346616802167378,0.5776503968266512,1.8773646252293594,0.9491931143995231,0.7629043611477497,0.5027521064287466,0.6824713524730259,0.9893341316011491,0.6321425904346928,0.4888655130510663,0.4068890054381645,0.7886933427634392,0.6147191734038747,1.015525001341975,2.2467810915998396,0.7339532735481289,2.2416681510532053,0.27302074657322056,1.0533596602680975,0.5305760020574839,0.6410225519112414,0.8732303216278194,0.6794795048294002,0.577935432388996,0.5487771082710717,mild
92-1,0.6997235298252206,1.7839234434565074,0.5994981817801345,0.8963056086377755,0.946223188209144,1.9144017679590124,1.7405278676741556,0.717922007010016,0.6936730953014435,0.606419425339998,1.4233261590431445,0.5894429212987491,0.6958682332340702,0.5776898061688095,0.6755013582768188,0.5505368821159238,1.1203204795533561,0.6042863696965773,0.8565451353927606,0.855988382775306,0.6175707308493091,0.6344603900132053,0.5457544835177184,0.6695065162585708,0.685353397652221,0.618585731912755,1.1969369994735997,0.9906835764221349,1.149296068378043,0.6877958939044978,1.9094475907244521,0.4919457321604429,0.9016336833555306,0.5253256316721148,1.0514519560454434,1.382880395272026,1.0901219470565813,1.2145837057643745,0.6061784061114737,0.6696100715886751,0.9411043408539814,0.825354928511516,0.8697493602869011,1.4442429411155997,0.4157584982536403,0.6977273966492625,0.6109976951113192,1.9338080487010467,0.9344555235056415,0.7878759328993813,0.5089425881867515,0.6467209312513418,0.9691292914465051,0.6535271939890714,0.5251035860410951,0.5137037027551993,0.9600622410983407,0.5839646309166984,1.0800513105000817,2.055515960070295,0.8285067673958225,1.5464062297726084,0.3636415762960118,1.153826630880938,0.5193341872720216,0.7367634361158504,0.9008294347600543,0.6379162337542846,0.6023716356709791,0.6178207290802684,mild
69-2,0.3745051875392641,1.0245298132679732,0.4409623092320948,0.7009452294589616,0.8215397697613009,1.5495335204302088,1.9716543197356777,0.4842811854353372,0.4188559843528603,0.4096651023121296,0.8933831661469497,0.46545939998008173,0.39363586077054885,0.408365615687074,0.4179722053543497,0.3097879731808846,0.8908012603506967,0.44231837896754056,1.0075561446487553,0.6221837463102396,0.43801097360461627,0.3823994570470382,0.3160652769842703,0.41101132757684566,0.44958336463513915,0.3748486208470922,0.9833153287730635,1.0071022395629978,0.7665445188466816,0.496811620120223,0.9487587113873966,0.355162636794677,0.5636194452009156,0.310376503732039,0.7061511753031177,1.1707497421622433,0.8682205748517365,1.0239984900166204,0.6089033801469621,0.5093917302778795,0.6785240871785161,0.2875120675656779,0.5774788167675339,1.075234955436156,0.4162158168400234,0.6747438287493867,0.5000712977965126,1.4561374337897544,0.6437037831865539,0.5676628718779151,0.3123121817413202,0.38405537604702206,1.0134182098234905,0.40267494890829036,0.3431425672583011,0.4358437797050998,0.6669327943650609,0.38812090059373716,0.9557889144190125,1.1768704832877763,0.5442581790506232,1.1532395770093495,0.2556854833331333,0.930413448422803,0.38564498540842074,0.4166661846368518,0.3794375500760567,0.35034962508513723,0.42527866010852833,0.3985662612169656,mild
81-2,0.9321860703967115,1.0546898493174357,0.6633024759646254,1.014110605584447,0.7201027724612976,1.0188823085439875,3.915621912824729,0.9990767942509204,0.8329058350659383,0.8198435424797293,1.7444576156808282,0.8887818648109378,0.8023521668571109,0.7579101932258646,0.8066889305668801,0.631884655164808,1.3720995519573465,0.7344669865156835,1.0061332531587102,0.7579816746954763,0.5790833523291675,0.7651617037488879,0.6383047376234465,0.747190358782725,0.8624524799310143,0.787404019219121,2.661315073432079,1.8710627303790492,1.5640657729247238,1.1497174042874208,0.8675171759796864,0.6172520347602389,1.1801150147996409,0.569406484916782,1.5553379611671871,0.9506613014172047,1.4966267254123808,1.7910159470141715,0.5614097680351161,0.9101843520455372,1.6955236468646069,0.7431601236501229,1.299882810507767,1.8603419713862832,0.5260747919316338,0.7648692198832708,1.031770063184316,1.9132999071841095,1.0594422312127871,0.7941834503736033,0.6353711337931642,0.8287857305460373,1.1597303310728069,0.832082276426664,0.7837902738289857,0.7411680055193797,0.6257488400321984,0.6434022418603763,1.788045230681712,1.5680009108442807,0.7367571220387182,1.5211867532224976,0.3798761368730034,0.8278517152076299,0.7345971255031346,0.8518674635540306,0.9900509602407307,0.7801362933881232,0.6540055399099155,0.7294386132048244,mild
77-1,1.3528577662205536,0.8651426585266855,0.7175981077301191,0.7487737872311164,0.6065191195915999,0.8075981081542214,3.372233479372276,0.887531183680701,0.6321280756638213,0.7926184294159677,1.3885358334647648,0.781190088943721,0.767775643300695,0.7046032504123999,0.6400355812003139,0.623108849281115,1.1382667987114692,0.7282366976859532,0.4293525181297953,0.8126773062032479,0.5860503769264656,1.0284028539000825,0.7672981172438689,0.7698246051550482,0.9017422197265457,1.0966283691254015,2.399418388258427,1.5309974875591614,1.278408128157018,0.9657841733577652,0.40551812677754046,0.698656835772081,0.9066499912544257,0.6677302362012613,1.4085575582078549,0.8530074444861615,1.0643300423470474,1.5158906904128038,0.6340518616514739,0.7617866628508749,1.5966255849836972,1.3244880000009802,1.0138488725803156,1.4297918257882822,0.42730540026783487,0.5460396871633545,0.5897429107355977,1.8776074473968403,0.6056054848909972,0.9610546328355256,0.6097306949137301,0.7892486410731423,0.7643739387356631,0.6496554640024094,0.6989129785330367,0.6103395429308192,0.5249820856529264,0.6784590432081826,1.4042445577077975,1.4773552708406776,0.6472537206928299,1.3464338172110772,0.4873522411096976,0.801446738230147,0.5754411942707415,0.7918140018566995,0.9113181535855327,0.6991123313512189,0.6038543838333208,0.6621147550495706,mild
71-2,0.34316563423131957,0.8618039291718972,0.3760175694509644,0.5784136861041411,0.8546787043274549,1.0025757496692969,2.8063723724599865,0.4635148902364033,0.3875918686043716,0.4094162962619343,1.1387337951305498,0.4343400307618617,0.3831130343053918,0.41276875548751,0.4470373139690702,0.27526354209823256,0.6409306306673748,0.4223406087635614,0.3806809533109679,0.5705238632879952,0.3260581747308114,0.3337460012215965,0.2905712461514807,0.5274577688387058,0.4587690479561068,0.400755924598768,1.5473935638642051,1.1567761985449014,0.9954336819638007,0.5690580920420041,0.6947421708566707,0.3188554578680527,0.5602461030388944,0.28784466596051683,0.9531265484688288,0.718470639121081,0.8132606437410662,1.2922411505092586,0.5256594738404606,0.5650600202222247,0.8899701551081605,0.23022432498377846,0.7386203930752405,1.1545560189233708,0.27518246387233625,0.5028901796521199,0.3844871185919325,1.5534386999677385,0.5390814558626655,0.5676955313117393,0.28017544614750556,0.4157598419114217,0.7049339720293933,0.44641881755093304,0.4260452226782354,0.4609018021976831,0.48674621457566536,0.34040904764735685,1.2212887974701434,2.353808187277251,0.4651695077673922,0.9324123729685359,0.2873857712528221,0.5620394496431574,0.32588862981685873,0.4418387019962673,0.33810621093928295,0.4333197163269232,0.36395758834217684,0.4368853512431547,mild
