group,ARNTL,ASCL1,ATF1,BARX2,BATF,BCL6,ELK4,ETS2,ETV6,FOXP2,GMEB1,GMEB2,HNF4G,JUND,KLF1,LHX2,MAF,MNT,MXI1,MYB,NFATC1,NR2C2,NR2F2,ONECUT1,SP4,SPIB,SRF,TFAP2C,TFAP4,USF2,ZNF143,ZNF263
healthy,0.182088749033007,0.0122389376905065,0.0282738450657829,-0.0849382248631268,-0.0656464928878055,0.0478457089936366,0.0062805069049993,0.0456570835820779,0.0581988297136588,0.12513692301505,-0.0181588669815303,-0.111215444054484,-0.0449140645620382,-0.0140417806105813,-0.0095796142955264,0.0228075358452068,-0.0773749443310226,-0.0302198805859796,0.0251433609019011,0.0427173460482969,0.0626003598433238,-0.0272584485718711,0.0911374734102295,-0.101011859481902,-0.154303932770652,-0.0755041622449276,-0.138792627660428,-0.0836870109482986,-0.0570786856768547,0.0326843148564362,-0.0493668622929766,-0.0216252092422612
healthy,-0.573749975476662,0.559241922872034,-0.631142069396989,0.364547362013087,0.314294942171066,0.564525387083735,0.440582557228186,0.274017890662744,-0.314758975817403,0.148951262255519,0.241728932959242,0.469410986272562,0.313149989587167,0.371545507334885,-0.297123137693949,0.41570187711534,0.147969143022858,-0.47719725103685,-0.111482577907586,0.606442967667493,-0.39799587686366,-0.361097146885685,-0.490662056031006,0.559859530275433,0.386553578025005,-0.17233956679974,-0.231886812444169,0.352426703799489,-0.233820637283092,-0.600639987525653,0.370850134396659,-0.443798120688548
healthy,0.17415594235547,-0.152455681112491,0.234664954274198,0.248336552457806,0.191644150226614,0.173273709808333,0.0572955116631533,-0.0686849835318409,-0.234514292543016,0.286359850224943,0.278919265112457,0.24003003817815,-0.145461877987179,0.284329443471637,-0.152992189502886,0.18522154353418,0.167973492543823,0.158304316328649,0.236120695790378,-0.0670978899614605,-0.330198251433838,0.227745036679374,-0.232463651098261,-0.254098120687332,0.270627319810644,0.377271196977414,-0.285050723501655,0.0299376306912866,-0.0140506228611328,0.243139589933085,0.193360167688221,0.195637553304002
healthy,-0.076841439960575,0.186678311600332,0.182862954526788,-0.0537002017312183,0.115130217015605,0.19255236153218,0.0433048836090305,-0.02030148636626,0.102784886048428,-0.181758190755062,0.0537731341037908,-0.153295104843334,-0.170267749347177,0.0626635184658267,-0.0594540150422741,0.0632311095656747,0.157863797039484,-0.136401859621947,-0.0966595846918552,-0.135732714085413,-0.166949865304284,-0.169621537389211,-0.117642072596101,-0.12850857695784,0.01918049544103,-0.114194491082772,-0.138537736247285,0.182870678891371,-0.065214534778394,0.137590812979747,0.114731603875855,0.0342260007996561
healthy,0.0063411916873839,-0.129722471718543,0.0587246218653649,-0.0193917288931612,0.113427435514913,-0.0383699298558138,-0.0583204124702984,0.0832055613687279,0.0474588709209389,-0.125240399532922,0.0038472648788803,0.118905945863473,0.0040064684728584,0.083286704308117,-0.0270512783024927,0.031444465996203,0.0869708948167586,0.10187288165282,0.101521357823523,0.0157982149024765,-0.116724835121661,-0.009904671321528,-0.0457110720771891,-0.0031809895947621,-0.113791503526536,0.0059208540578983,-0.0986811399017782,0.171530726109407,-0.123135342376526,-0.25370078314738,-0.0314313483655421,-0.142708926072894
healthy,-0.26546424163264,0.0962036329026307,-0.0606309900488297,-0.0442730052739215,-0.0726876720542401,0.389648066288368,0.0129582176868961,0.251800002026508,0.0565143391659013,0.195839618520315,0.0538749033755277,0.0026394357903736,-0.21271897332789,0.0981587705251297,-0.0278064017422078,0.201922268901423,0.0676694854898261,0.179481633745407,0.320544813208709,-0.296181626057236,0.294183040932014,-0.0005974031624302,-0.134611225309055,-0.239536944383168,0.23089089134145,-0.108119110524194,-0.0749469421957945,-0.289251749373045,-0.389126696255701,0.211263481986696,-0.0617497632439264,-0.077662411115932
healthy,0.0919219472844434,-0.342845629696676,0.460265045184452,0.380674817334798,-0.3532709963686,0.522400230549115,0.309246162251164,0.285059311572302,-0.341475438648366,0.173061086753926,0.330633057309566,0.328190542832144,0.166925013798451,0.403312756393831,-0.352079525891808,0.462707559661874,0.478017955288641,0.27582541537717,-0.267068107372754,-0.378351449905055,-0.114798180438835,-0.559812403520359,-0.0480758337385261,0.268021283754187,0.346300894079371,-0.335696806835929,-0.0594543767918824,0.271119106993844,-0.464911780043938,0.38585771390884,-0.480639190337582,-0.0855475802336103
healthy,-0.12197948392757,0.0462627929025888,-0.0356309132729982,-0.0806553902140325,0.0934249133724485,0.164771246940249,0.088254460078146,0.181368874165934,0.15553245276101,-0.0241381183587751,0.0727398991716854,-0.0257760821109463,-0.109361689285576,0.0862360546766772,-0.0260027145785127,0.0215051164350923,-0.013202941747519,-0.0941944394346372,0.110350005307626,0.0262767221946664,-0.0581850051264734,-0.188883597059421,-0.0227522352114181,-0.0811392249240983,-0.0593180074131277,-0.204025878926645,0.131768534055604,0.0099571038645765,-0.155367920150376,0.12502509778726,-0.127648816742639,-0.0434367692586483
healthy,0.0696950631520838,0.131885446434152,-0.0213464617218567,0.0285350709742148,0.114862776858834,0.152329176975102,0.15511501653292,0.0570516127857357,0.0427810292112587,0.0286155886084663,0.0455155004756165,0.0292361791969077,-0.0164362336079805,0.125656022149297,0.0117351524153511,0.183730107821868,0.0415502596591278,-0.120518438802783,-0.104470499440553,0.0178054344543845,-0.0543208152687864,-0.0819644490279272,-0.0200304740638991,-0.0407397250998679,0.0971908486312361,-0.0938212522144537,-0.151875605531947,0.0355079718961989,-0.118275062541355,0.0461527753317649,-0.036704779338007,-0.0398023419783392
healthy,-0.0183149066267711,0.114329030837077,-0.0524109916085174,0.0484819871164501,0.142632956052666,0.124184990738644,-0.0411428765913277,0.177578549949466,0.055359381347219,-0.0578636108053949,0.0735595703654674,0.145118167313637,-0.0342734017027382,0.13726954966837,-0.177109591431409,0.0972777450468355,-0.112337909984275,-0.0736809610256407,-0.0863912108243246,-0.111950490269402,0.0528879774151772,-0.053302923468109,-0.0677527789522347,0.128411073602209,-0.0211665371165391,0.0078270676137606,0.0297607014574691,0.145367288033052,-0.156063277191005,0.170491965362762,-0.0892331261359542,0.0240520333434339
