group,ARID3A,ASCL2,ATF1,ATF2,BACH2,CEBPB,DUX4,E2F4,ESR1,ETV5,ETV6,FOS,FOXG1,FOXH1,GATA4,HOXA4,JUND,KLF1,KMT2A,LHX2,MAF,MYB,NR2F2,PAX5,PRDM1,SOX17,SP1,SRF,TFAP2C,ZBTB33,ZNF143
healthy,-0.0823222133040525,-0.224161858159622,0.155954781810737,0.196791617701232,0.11227849274038,-0.0253511749292344,0.0346939141932754,-0.0824171982653002,0.0534726400857687,-0.0862330598953636,0.157419828885247,-0.052112871584146,-0.106011486833626,-0.0135545420264192,-0.0948061867276485,0.112437515843268,0.0688267715649721,-0.0059508622595402,0.0573319306392972,0.0129893391668191,-0.0319550876656547,0.0175494421153356,0.0557864152353386,0.0451208039088303,-0.195916308793552,-0.106442608803156,0.0385137898919802,-0.190497833007788,-0.081500033069267,0.0784440951189788,-0.0827959503858713
healthy,0.440223190499886,0.1161053023014,-0.676572782915044,-0.0074063848815312,-0.261137192370993,-0.313108648384554,-0.107019454186846,-0.219106158693394,0.0762696248210112,-0.556305554230079,-0.391030075220368,-0.497911972942627,-0.384822343128339,-0.405108660779528,-0.219596939169497,0.0203604557130285,0.359054981323924,-0.26202460023354,0.50639781999857,0.440611721920023,0.108418332217172,0.648700095057271,-0.495949675627379,-0.252639950992098,-0.416143762708056,-0.308253617329835,0.314954453740147,-0.182314414619545,0.352407368395823,-0.362591569272841,0.363989697676657
healthy,0.292708561812706,-0.417931703437289,0.293811081479127,0.356196904159252,-0.325580460818704,-0.375921731609702,0.050250341333973,0.104811391642355,0.357970703789969,-0.33445396043056,-0.218506636250582,0.28854876422675,-0.233357397224316,0.134242938630166,-0.334340861291563,0.277274524383826,0.398654433475189,-0.272792759995213,-0.36551649828552,0.290191346348939,0.222449238475081,-0.203889726033899,-0.243766569324483,-0.266758892795608,-0.361124537989364,-0.289377032548161,0.274487446496861,-0.357352315960329,0.0505116509864616,-0.304094775430059,0.266018627983347
healthy,0.257084831276321,-0.221447794758826,0.17477910292188,0.221411425774823,-0.0492793373007422,-0.0405344758085179,-0.0516974989048456,-0.0836937630602925,0.0435503839255385,-0.18283543999199,0.0698891606266528,0.0509560110656456,-0.185247588282363,-0.0407720595211874,0.0066923556191798,0.0512571971350773,0.0301104542774441,-0.0188095297075909,-0.11880503936866,0.228184961129362,0.207146747020495,-0.169624189726618,-0.10613296362766,-0.0799890414195361,-0.111287298619679,-0.0516920637943586,0.139618448056535,-0.221626575201653,0.183315753426194,-0.0037570490342745,0.151741982380622
healthy,0.0376430971118169,-0.190389857954856,0.118679085869157,0.0171967273586151,0.106646185378991,-0.153842066928789,0.366959244954698,-0.0278751883720138,-0.0199844149207591,-0.236318474581566,0.171537306190744,0.0661244298401418,-0.0121168411491127,-0.166370175125503,-0.0319340777725733,0.0975467086201444,0.125881250648402,-0.0838055383881543,0.237886491714849,0.0914833669014287,0.247641043063362,0.0016412718791973,0.0036850933506282,0.0465522661958161,-0.162881927541248,-0.117308476918723,0.0265149841263739,-0.16408697514175,0.232446096544645,-0.136379668087629,-0.0240748699459977
healthy,0.0687320510957171,-0.322119423602753,-0.0317883095215205,0.0452051101504109,-0.0252383753562355,-0.281034433330505,0.0182130427434701,-0.0843039913531851,0.253049311388827,-0.0970341053357149,0.209904261177498,0.24615075169539,-0.174481794635239,-0.428429080869307,0.0457016374177793,-0.032327094428665,0.156870923258577,-0.167424768792641,-0.0287457594576462,0.242389821755323,0.203808596639805,-0.280147022895208,-0.0497689352462224,-0.156141978972441,-0.350421477842751,-0.0525262462416086,0.43030954583934,-0.110313568635333,-0.165818978481152,0.134759613245768,-0.0645062871181138
healthy,-0.234416297903643,-0.273543906495607,0.565894684382888,0.283325808643598,-0.348887843278348,-0.439952694227503,0.222887627514939,-0.259744437393977,0.543070246037575,0.0423300170332708,-0.435643999233745,-0.187486457836495,-0.306324923812982,0.289031918229926,-0.256367352128599,0.499342814411734,0.551163605552877,-0.49881878393952,-0.585866067935036,0.403037658740441,0.336951593633478,-0.377010811953822,-0.174735049679293,-0.301550423955034,-0.257764766721169,-0.157966074568451,0.279191790473912,-0.0331303709655173,0.321696484331254,0.41433342669705,-0.61212581715375
healthy,0.127820349165393,-0.253524241729077,-0.145982690903848,0.0847594017310638,-0.054615576915287,-0.148607159042594,-0.164046218203088,0.150328357887438,0.0657116020788162,-0.258081012287356,-0.0138124929525795,0.167741382608764,-0.0656651376089653,-0.0880421165260304,0.141295200303723,0.144766560846284,0.258797339530891,0.0938944713853185,-0.175795533812721,-0.148795649908622,-0.171361119691716,-0.0901288358670347,-0.0841587710174577,-0.12576228291413,0.0575200709256673,-0.0186489796193606,0.189401104992897,0.220791881297906,0.246027354400199,0.201214541570925,-0.173187638001555
healthy,0.024938105206148,-0.2681612484479,-0.169440415088161,0.216524870183839,-0.008186299971716,-0.0889146497540661,-0.0558382275552843,-0.101774786929369,0.0510976334497315,-0.286196839064103,0.124335389871642,0.202666764685985,-0.2804988214769,-0.173556485098979,0.163562764134608,0.22396100519229,0.193973832780437,-0.145629117938365,-0.213513697555106,0.220059740537345,0.194768238360985,0.0148997243557443,-0.0171285104414084,-0.153506199443264,0.0616312949207921,0.0614758859710653,0.259651412758003,-0.260891469962073,0.0193970494158916,0.16619706074317,-0.129280556069891
healthy,0.138720216748382,-0.270558035900485,-0.161951449897551,0.0328992627048672,-0.015554863250421,-0.118016039619842,0.237050854762279,0.309258218910583,0.0332910680298835,-0.204357704414117,0.155504735567859,0.231519384907333,-0.266792947612865,0.0046128158172081,-0.271443553544686,0.280354128262276,0.0879821679551977,-0.20962519431539,-0.122642465196849,0.242084765855111,-0.0174150030513379,-0.127725221366196,0.0464571287651852,-0.0246221069126335,-0.158825735398786,0.201098314151799,0.205581936973511,-0.062138753679275,0.0533280535144043,-0.0240006452012252,-0.136775236763038
