group,AHR,ARNT,ASCL1,ATF1,CEBPB,CEBPD,E2F1,E2F6,E2F7,ELK1,ESRRA,ETS2,ETV6,FOSL1,FOXO3,FOXP1,FOXP3,GATA4,HEY1,HNF4G,HOXA1,MEF2C,MEIS1,MYBL2,POU2F2,RELA,SIX5,SPDEF,STAT5B,TAL1,TEAD4,TP73,ZKSCAN1
healthy,0.110055207378508,0.0235540370822284,0.0425990734813411,0.258609658061311,-0.179002603973805,-0.10953967887434,0.271251157471956,-0.116253804624793,-0.0486491904158166,0.139804544395262,-0.0984179138299229,0.384160126283731,0.494146348948628,-0.149284923400671,-0.147400976755272,-0.0584118328122227,0.214567273572656,0.0270615102657383,-0.119882197995539,-0.216523626033289,0.0848331919443418,0.113972807626107,-0.339901267088545,-0.139832093266211,-0.210403747885162,0.125085423474412,0.0859388492245428,-0.086289129517508,0.0920183606242637,0.148965781884633,-0.0552333480655355,-0.186005565231527,0.0199267353129865
healthy,-0.214883746091346,-0.350514313407358,0.486496673226261,-0.243969307590594,-0.25495761882853,0.163282634707744,0.331888846401246,0.159306489384003,0.21934066444541,0.248855708472845,0.230185739413409,0.310588051718235,-0.0377385709185683,0.285295422852007,0.0181658890215237,0.420288856533386,-0.163892614547127,-0.180854760739824,-0.317232057425181,-0.0472371947782657,0.267831308583249,0.244683980396103,-0.321790048239339,0.0331200874827731,-0.0720737153115213,0.403533984311089,-0.317855010744517,-0.425527804190619,-0.273846100512511,0.122696686648491,-0.0007151253687637,-0.0058702733967701,-0.140176414349516
healthy,0.0626791028081388,-0.147381701994322,-0.0941453730753031,0.157148562689283,-0.222559353076389,-0.156325783277156,0.296596015759513,0.010814841251689,-0.332301807062552,-0.048578560721551,0.0014883559781782,0.24576325381625,0.0478795612630059,0.0072512694036735,-0.0879227220009807,0.27910973466325,0.0112018552965026,-0.278576466650936,0.13090456174868,-0.309951227343477,-0.179627762918784,0.236458896802598,0.32989466729484,-0.200108965685246,0.0083037447631844,0.155882065566455,0.152683264252042,0.0309026911488979,0.0460100690590389,0.0311346921233499,-0.0592199486863298,-0.0565455410300168,-0.0621383434578514
healthy,-0.0941225061935338,-0.279848340745311,0.344502141546933,0.271667996610848,-0.234565538395344,-0.254365270509175,0.272354146903933,0.123026565235577,0.0264502792633147,0.0503567976089261,0.295475829759596,0.272602506609745,0.19928505121608,-0.0203513811880694,-0.144191481780144,0.140150564094541,-0.133995912999852,0.0536164084766973,-0.202437919752322,-0.37587256596492,0.291012235965618,0.181769369752166,0.0573111046164535,-0.218942166165195,-0.241261076114316,-0.0795486786732853,0.263626505724175,0.0872986424319192,0.0507682995889315,-0.0053756967249344,-0.312549486229695,-0.0646932631181268,-0.111781863423798
healthy,0.029818562354922,0.0797379595802261,-0.0442520482449586,0.178530026185662,-0.0196954484253843,0.090353027608369,0.081864386507767,0.104499358714543,0.0125669071710593,0.021612863853695,0.0821906129339458,0.180649699093248,0.096193439272059,0.0978048177101833,0.028697467666382,0.180729440103031,-0.0834025600844514,0.104398992525545,-0.0557313403317675,-0.0859460659001367,0.005593926247294,0.103815023983047,-0.103694032614833,-0.0651099143411839,0.0287784432819629,0.0589946939516122,-0.0126515866040344,-0.0293305299453224,-0.05025433851594,0.0271942987952672,0.0148723519393239,0.132289899486419,0.0231684671592936
healthy,-0.0281662857746288,-0.0338675191739309,0.0574618543187348,-0.0481315665825694,0.0030698949073165,0.109595248191199,0.0127181360445969,0.0113476472466878,0.0417505707395043,0.0974143437553824,0.0159195978765127,0.0077953402825072,0.0821525805018661,0.13682960158325,0.0993988115347548,0.104584741146043,-0.0765938779375466,0.0415532203526054,0.116458656091128,-0.311046137573461,0.0977651888876471,0.057549565601801,-0.199729555452088,0.0971731377269504,-0.0126852443134471,0.137465508385479,-0.0762759245364317,0.260995886673819,-0.142651437996768,0.0281443579538623,0.15374691530464,-0.126622201016422,0.0416409316356716
healthy,0.0453020798951357,0.193819439118919,-0.218980459168785,0.138599876868361,-0.244202698245536,0.0764013455528776,-0.155496328288709,-0.0620148742348277,0.102541870032909,-0.179432967800869,-0.000979504430165,0.176372016456603,0.0869310181771524,-0.0202022788721551,-0.174229350515617,-0.110439124501115,-0.0058770265809905,-0.005387274365908,0.0102847965167335,0.291647444081658,0.35451938469288,0.0179371748773983,-0.243039536734715,-0.144354465395581,-0.0966036244250327,-0.0187942412537928,-0.326052537191207,0.0301197612275767,-0.162536516380521,-0.0698509096761485,-0.218796802088129,-0.151578310568049,-0.0095501681941097
healthy,-0.0410508734079911,-0.0373732414266634,0.112808590690511,0.0038829487109256,-0.111864357599953,0.0848778400734206,0.142718632957885,-0.0693983338360877,-0.140777558362409,0.193989450399207,0.0336375642951457,0.225833851294266,0.196104980253243,0.0632145265409053,-0.0931651844230126,-0.0675186623746978,0.154225164535099,0.107568856581891,-0.0472449145588544,-0.143019092564516,0.0153966759679156,-0.0353315872183243,0.283804166414691,-0.19071333734936,-0.0328524356796269,-0.0766841994649069,-0.0421355022061712,-0.0074849461026115,-0.2194474456374,-0.0445201504838154,-0.11092028441339,-0.0393450175891814,-0.202652888945072
healthy,-0.006861481207215,-0.158588169231583,0.162050129601583,0.101214735821398,0.0404979708241044,-0.0135036645216589,0.0952119010427369,-0.0885434190705409,-0.0389826965972727,-0.145020008122079,0.0757017465138127,0.149175148576402,0.248684348401527,0.0888066746475692,0.113071648650965,-0.0662324258440223,0.181764929461859,0.188114947663948,-0.0429698389472914,-0.0158494193462395,0.0366480340465093,0.0614245027020321,-0.224044578966414,-0.213890401373539,0.190577986273883,0.0591619161958298,0.197844248446173,0.0157530542284838,-0.0362134890770827,0.169499390556607,0.107305074557561,0.0599896909750013,0.0397688080997528
healthy,0.0010804661497307,-0.0345225691544791,-0.0073508781415432,0.0193873916041905,-0.0117732829754576,-0.0271844877521975,0.119984763256256,0.0032903908434841,-0.0229303132222349,0.091210504983882,-0.0767293363952629,0.118700651436522,0.384926131569396,-0.0321018006248882,-0.164091904799066,0.0267952601020643,0.200404681205296,-0.13040489834453,-0.172176566696806,-0.11369197647796,0.105454573012508,0.141635919493776,-0.173126158877473,-0.0565915116187775,0.0104820217579506,0.137262243706623,0.0641644307430121,0.063515308341076,-0.171600059938013,0.0618324688528855,0.277130438024866,0.0438287441885835,-0.0297739157446788
