group,ATF1,BATF,CEBPA,DUX4,ESR1,ETS2,ETV5,FOXG1,GATA2,GATA4,GMEB1,GMEB2,HNF4G,JUND,KLF1,KLF4,MNT,MXI1,MYC,NFAT5,PAX5,RFX2,SPIB,STAT3,TAL1,TCF3,TFAP2C,TFAP4,TP63,TP73,YY1,ZNF143
healthy,0.1625753202189,-0.0212125928814013,0.0897028290314733,0.118662989690835,-0.0141745858152691,0.120174089151134,-0.0087718363484456,-0.050227767196278,-0.033801218039279,-0.0878458739487218,0.011204026024102,-0.0989499074367306,0.0049972291150742,0.0276506114297299,-0.0600095858814218,0.0733429156642353,-0.0194405448710939,0.0030610614726467,0.0774731135837979,0.0850134477187385,0.0783732462161024,-0.106682278746895,-0.0936250939818865,-0.0101746512628307,-0.0783756217048595,0.0015894017859648,-0.0822424622844119,-0.121310860425138,0.195007379801324,-0.120638608207294,-0.0037312712141764,-0.0714564556790708
healthy,-0.530995013988951,0.309299964538466,0.446418763604501,0.0150617973109633,-0.112170198977061,0.306222369055294,-0.538311595829605,-0.353801228893853,-0.362340478000551,-0.223171479267559,0.215340597293817,0.419125927501989,0.289251443278985,0.371079741078797,-0.258694924174419,-0.317850279529176,-0.479299946410748,-0.115903015238687,-0.356289697790148,0.286217358550631,-0.257832989671513,0.290572950719904,-0.236773031557791,0.326489422704464,0.165433912072431,0.215462246739817,0.334298248188307,-0.20653719725518,-0.102056131547148,-0.0428069796517257,-0.267411679094031,0.373431053235853
healthy,0.227574212958621,0.232399618207539,0.266998880550001,0.0351199050705028,0.259023290458633,0.121610994409772,-0.227450206984867,-0.0547844259011284,0.0442989685781097,-0.257856289387616,0.251935801973415,0.120591592360824,-0.222341571180087,0.292657289389586,-0.215704972062673,-0.172125648446221,0.207109238126457,0.233774853574557,0.0666812490081503,0.0803982700938955,-0.125482305902904,-0.126195796156304,0.357991569098265,0.187562796513487,0.254506760383313,0.193845385930092,-0.10333561402778,-0.13226616211415,-0.191002594572214,0.162053924289311,0.151262327218587,0.136474728824505
healthy,0.1113497574548,0.132080181581622,-0.0285138918857162,-0.0325006716813969,0.0217037598377884,0.0421221618831859,-0.0707597392517696,-0.16356205699378,0.123475498383973,0.0386999823285982,-0.0382660299982161,-0.107560792520791,-0.116513012032646,0.0684172040753051,-0.0740517389580223,-0.0334798581720635,-0.152155025843009,-0.0884976065774078,-0.0377103814500648,0.116462402788237,0.0101848617791449,-0.169655644051795,-0.163647946439783,0.211066702170188,0.0793025797079843,-0.226472156168244,0.0987832187829944,-0.0460719647511598,-0.0219140953680194,0.0739724023852843,0.0431934396463375,0.0338675308350151
healthy,0.153939592808062,0.179677075148301,0.109833820315006,0.126183708186524,-0.102414722771421,0.141781116859643,-0.233713091970063,-0.0832638258969542,-0.161809256322916,0.037914885462089,-0.0654861060881653,0.008632917733333,0.0261702553507166,0.131776581603012,-0.0303865490636067,-0.0667284233704949,0.0807050421809503,0.123436857837138,-0.244411127367808,-0.0999888545991757,0.0890700730663562,0.0690113098618012,0.0559883512167769,0.258072505952613,0.0770650702657971,0.276987628374525,0.129427131007392,-0.115863790927663,0.0197389861283446,0.120537455887662,-0.026613590716405,0.0217372561352826
healthy,-0.124576014692677,0.0432452177391742,-0.116373785202663,-0.240098725499489,0.179321375205786,0.374025920116578,0.0216598433744056,-0.198959916890046,-0.129842037517004,-0.0522666063351939,0.260630895299392,0.121852576625954,-0.276865139400248,0.15150188089141,-0.105671524674838,-0.144033703067818,0.0675859454605102,0.23021562407767,0.362472585192901,0.0501814740653591,-0.204523815752921,-0.127459029208622,-0.281620517587065,0.183246955856648,0.168236131199828,0.201045049159881,-0.197481175127255,-0.227002818233333,0.0495644451283672,-0.368983304321161,-0.008510743958509,-0.048372940974176
healthy,0.490603789201521,-0.49308248030539,-0.426866017959173,0.149134581416125,0.569685838705916,0.236537951054938,0.211101859012852,-0.196347745299346,0.398479103174386,-0.416184039630594,0.233174013128258,0.33214460791846,0.313849506913712,0.45306932391436,-0.39458401715402,-0.191449379546462,0.194872333927995,-0.310544585441887,-0.325062633335977,0.431233235618371,-0.361357753071203,0.518990703986308,-0.206734641353654,0.390393848859384,-0.381305314811864,-0.248931406574283,0.170203455799012,-0.411462723242272,-0.527725139304704,-0.0025967240135771,-0.338813467316965,-0.390570898223946
healthy,-0.10636712411007,-0.0287877032339911,0.0310862958040136,-0.0496006879473904,-0.141335912653321,0.0992194157600339,-0.0588127843559463,-0.0092425288768957,0.162593619262306,-0.0991329812752128,0.0967617586389978,0.0890315979438796,-0.150787390230365,0.121780071245468,0.150374355750268,-0.0081816279316243,-0.178157003187075,-0.116082140588201,0.0940855838458098,0.0113045639095133,0.0154372617363912,-0.0434931739146835,0.0827694116751772,-0.0326838435234641,-0.0306789085860822,-0.0683842662540211,0.0969725897598679,-0.0251700043429887,-0.172501740732842,0.0391628219119899,0.126949826021804,-0.143237941924564
healthy,0.0683146715169583,0.0781194439567173,0.0030956738089762,0.0834474755134941,-0.111008752852467,-0.0196466728705838,-0.215589402385813,-0.124893679574658,0.0181372983669882,0.194636671972433,-0.0871577156929759,-0.0053616429854751,0.073896602016443,0.0692973623113529,0.0082788355553709,-0.0608335461560977,-0.0899563498744881,0.0209563725672603,0.0829712167968102,0.0234194419246593,0.0152421628065837,0.0466301193566377,0.0101194733737554,-0.0471232701318361,-0.0782929957289078,-0.237680996640151,-0.0613654105152148,-0.0880066515258995,0.0546089952818646,0.027363706189898,0.0799380561634886,-0.0090067325675267
healthy,0.014270458031154,0.0759322284944077,-0.0545037445128906,0.0793618087882249,0.0770457152260158,0.100233953315037,-0.0664093703758468,-0.101497531487779,0.0242513224855889,-0.105883438627832,-0.0029133626749816,-0.0127792567200649,0.0191022445571695,0.0615021967282163,-0.152104543669657,-0.0318095089322401,-0.0292438463952852,-0.0731115730336586,0.256217870755366,0.0303272802177151,0.0121523578430755,-0.0223604799924824,0.0525597684763572,0.0958377560588818,-0.0570100128843786,0.203422785595911,0.0504518910858647,-0.153201325792228,0.116966922681916,0.072865495004843,0.0365171024121353,-0.0125765221989823
