group,ELF1,ESR1,ETS2,ETV5,FOSL1,FOSL2,FOXP3,GATA2,GMEB1,GMEB2,HINFP,HNF4G,HOXA1,HOXC6,HSF2,JUNB,JUND,KLF1,KLF10,KLF3,KLF9,MNT,PAX5,PRDM1,RARG,SPIB,TFAP4,VEZF1,ZEB1,ZNF143
healthy,-0.195868727906543,-0.0429588607123734,0.327809745524259,-0.31762007488145,0.204179099756523,-0.240616757920735,-0.155421263658998,-0.0765460466765735,0.305644327776153,0.0639688461447937,0.356756721691062,-0.300123467497974,0.217522329924936,-0.123541652867858,-0.0531410560827373,-0.282436382741053,0.313003219846063,-0.232841654921324,-0.262761946532445,0.14586207323158,0.141449159803046,-0.297215575588278,-0.255590788716998,0.0887282817900105,0.318043706439591,0.0476937682228285,-0.420446403567839,0.275306666786878,-0.248705330568578,-0.0630069621843615
healthy,-0.619006758114218,-0.25802154055813,0.583566579864568,-0.676128135625257,0.686246233504513,-0.569077115887174,-0.515872996925358,-0.618154463160246,0.502246097418971,0.667151753176427,0.13056843862942,0.286399589326372,0.640718840886693,0.492631205874457,0.436653117953389,0.103749107651231,0.644702813816658,-0.588467088449961,-0.089800479917716,0.552725346207362,-0.381147127976043,-0.68784775344221,-0.546348725728072,-0.637649979372566,0.688563546275585,-0.439507968729293,-0.526326015987933,-0.368671763657248,-0.703522034837589,0.345246695459253
healthy,-0.545171994571464,0.509229552734215,0.0947464755595523,-0.615618418474579,0.432370075068886,-0.589603646560865,0.506111451623238,-0.0559239761293956,0.529094418804936,0.46323616043206,0.377403988745957,-0.483049360748623,-0.480339094083151,0.568978587842752,0.20673082092639,-0.447121152210242,0.694367898912373,-0.459002594568097,0.285199557949513,0.469876274536839,-0.341406070665091,0.320220757923048,-0.431944981347588,-0.5251032673146,0.505626286656326,0.556130738113753,-0.0165898624525417,-0.13712460994934,-0.551684457279313,0.371154113591232
healthy,-0.498478724886838,0.289013637379014,0.303114223756087,-0.528629539820665,0.27171526776933,-0.321677111206146,-0.362335158039631,-0.0505184818226976,0.375125716345956,-0.26974172122622,0.404708400411484,-0.496515751427552,0.558194927700155,0.427597805254769,0.425310169167195,0.284020038843876,0.470938599721335,-0.351801838204885,-0.579008962606113,0.355911147680425,0.462305102154992,-0.496024447804213,-0.252063295222996,-0.396694922271555,0.304386441559681,-0.364222798276671,-0.478978165796352,-0.350160711715696,-0.0111390311205486,0.4423485788246
healthy,-0.385832806137881,-0.120877486371079,0.194289125558344,-0.314100268836079,0.166865964687353,-0.310868900675311,-0.0378913685612026,-0.357379490921036,0.004963108224397,0.323628479060063,-0.0871801626519335,0.159606515940425,0.376484139699798,-0.265275698678331,-0.0025512716992387,-0.358333977885775,0.370217536589997,-0.0673075004544913,-0.236003691796805,0.379321981480706,-0.396798486610317,-0.309690281467898,0.0285291925906917,-0.390154666556178,0.144529667757514,0.272414121614022,-0.412950847569204,0.324419801672,-0.130316729674252,0.122111193671866
healthy,-0.0296501381902554,0.238157561592697,0.357945801562332,0.0043723706087012,0.126409858920313,0.206584000754864,-0.223589999901207,0.0336546410794746,0.149049489427867,-0.010195191082789,-0.140630573904863,-0.316334707235774,0.242645547770378,-0.0409489324314907,-0.0718182893491724,-0.267198090419239,0.266914306749925,-0.107543500164018,0.0432086912797377,0.035241727526383,-0.0884564207760333,0.247795695843127,-0.187948873136529,-0.353962319685655,0.186834759471812,-0.350157516415583,-0.385073418247568,0.0042987970648048,0.15287531371048,-0.0562206980431324
healthy,-0.750065957577357,0.554935320165307,0.468892552451863,-0.0365363300317517,0.569758300336667,-0.438725471712493,0.483599728090635,0.392866876807346,0.493269406561796,0.416085685591391,0.437567426386605,0.341797077935706,0.519441230926854,0.199878623248189,0.471556056701404,0.486436939139059,0.631134702608707,-0.523668096366343,0.394488140263589,0.629918755016525,0.26009698019434,0.331258865470129,-0.551866500051705,-0.240757623252019,0.336470069436623,-0.441041562364268,-0.660664858418839,0.12634274505433,-0.0665876062385333,-0.670913559552943
healthy,-0.273636670237671,0.177032686153162,0.338441826840576,-0.474961330347494,0.129092482253751,-0.41008944136297,0.227437981147266,0.0863214950099919,0.254975645535579,0.17164030901579,-0.160569360670222,-0.414628784476638,-0.430104070009088,0.0539786367960165,0.0823078427824757,-0.308777819105373,0.439736033950082,0.0385110570813057,-0.383533652270956,0.406550621624529,0.0306517394529826,-0.0461093016046328,-0.470678128615469,0.354339545301475,0.190054285201171,-0.207346756672823,-0.248705883990449,0.381074417597743,-0.246550720885216,-0.348077951923149
healthy,-0.406983463025884,0.260236514738871,0.434903715915809,-0.523400634654009,0.380038646420593,-0.377227771987075,0.33304746985295,-0.341345970085653,0.29710483339469,0.448760460651929,0.335346173491866,-0.318106197131972,0.45821560451741,-0.482068707707618,0.193760687036823,-0.564060865992499,0.492273974684259,-0.407405415956643,-0.152880111760605,0.258479859038655,0.181040045396912,-0.526680962973625,-0.448326701928177,0.277863705676545,0.46138488122084,-0.349785090430457,-0.475445812162317,-0.232761332528599,-0.0565826040382561,-0.345617105369407
healthy,-0.402385375619757,0.207517311768966,0.409587637911783,-0.477559902612432,0.372570834376832,-0.455210296491443,0.315076243519776,0.106195705916079,0.439334715341399,0.365396273021021,-0.18718519267498,-0.426437367079011,0.545110801624056,0.521849650657913,-0.323253286184259,-0.480600795300949,0.36352319894973,-0.281210353052713,-0.376606252023346,0.441506025148104,-0.415061701557011,-0.501555378498925,-0.260233184389537,-0.466079766336444,0.427283118661353,0.0302014388505014,-0.503168715001351,-0.284707239960058,-0.491705170972677,-0.516058626010678
healthy,-0.153992053429892,0.302509572251506,-0.23993130581506,-0.244972254040595,-0.248047880811641,-0.349292327286717,0.103469109317374,-0.0174082906566711,0.39164196547407,0.21543164908549,-0.142220385748879,-0.134038975405346,0.184886096252625,0.191519562687674,-0.0964912051016416,0.218831452591297,0.117076427758972,-0.143577875825692,0.170200890167947,0.366574999458668,-0.334303205513201,-0.561518678907256,0.0447282849786629,-0.396581608469993,-0.0889257305541545,-0.166371552488581,-0.260646199166294,-0.360930272064641,-0.287625807916787,-0.527245093624639
healthy,-0.467556808876385,0.571240017264035,0.334737639338349,0.0827469444518249,0.33709310791489,0.306988664008583,0.38558576169938,-0.20959966764268,-0.148103790316941,-0.0178789694233494,0.430937790715149,-0.150162973537942,0.203859138879098,0.224956507976998,0.15400727602607,-0.362418098679647,0.493863244881367,-0.06598830402911,-0.0172160309403293,0.12051592014925,-0.123886166068514,-0.124826872072352,-0.269934476731398,0.195129831591509,0.461547771509346,-0.342355876542664,-0.372489948984525,0.13362469534841,0.192454004474291,0.209886694080859
healthy,0.161569265997018,0.246474188644554,0.0009685840756907,0.197108382333997,0.317055945833173,-0.136439382611841,0.497913132142491,-0.216245532483571,0.248775337289788,0.244340562402349,0.311002295360106,-0.205994684349178,-0.151557518019674,0.156884730435973,-0.343685916190921,0.0275467747815937,0.41848162328117,0.518605194778356,0.0302591147797151,0.463679167618197,0.0613573645055081,-0.617641393586795,-0.439849867252894,-0.273050856419521,-0.342583314192808,0.246098024703209,-0.373348042043481,0.266817500095932,-0.176242705571358,0.307849828321302
healthy,-0.580984804673903,0.0192748333351763,-0.292765632081962,-0.129323972852919,0.150633938446059,-0.420298342224255,-0.284949300436508,0.351967730477188,0.0314596526116457,-0.204799433231467,0.305608466231722,-0.0906588649767257,-0.369107863514362,-0.248758482405497,-0.206620518253601,-0.0976935634576338,0.0545079703627348,-0.101928331691884,-0.485180147946835,0.0605590135688767,-0.172040105044066,0.0783215671075418,-0.524289704465514,0.187720868837407,-0.457191427590795,-0.171564872080023,-0.39581711050567,0.0189121555468272,0.365975558795889,0.172282050571307
healthy,-0.293071884423992,0.0932184669682665,-0.038610819701259,-0.20152107324005,0.392785008408264,0.0215377142687429,-0.0831301685395254,0.334963119853451,0.411699519950654,0.248080551130613,0.339179639415099,-0.18647422318379,-0.128215004420781,0.415243655296367,0.227647361133814,-0.413852255343303,0.0996284047308669,-0.261700768085303,-0.0794785371571522,0.196697725077024,0.337367098536239,0.113345777342088,-0.0089437900228273,-0.0919020247900686,0.433664164161094,0.228391868503036,-0.311893671901334,0.0144715416483616,-0.396502874117403,0.306221933476835
