group,DUX4,E2F2,EBF1,EHF,ETV1,ETV5,GATA2,GATA4,GMEB1,GRHL2,HINFP,HNF4G,HOXA1,HOXC6,HSF1,HSF2,JUND,KLF1,KLF10,KLF4,KLF9,MEF2C,MNT,POU2F2,PRDM1,RUNX3,RXRG,SOX17,SPIB,TCF12,ZFX,ZNF143,ZNF263
healthy,-0.177405693242366,0.0569729202188612,-0.114482042400902,0.305151469952958,-0.163963656395772,-0.334690677381788,-0.0817911086525676,-0.266050025259851,0.218028901549732,-0.239895472749183,0.284904418886306,-0.189568690469573,0.206161181221382,-0.271275216479134,-0.280515554866267,-0.0714714667822801,0.370852910879965,-0.166253453662995,-0.189252078693184,-0.345402749369594,0.337590619239152,0.0492049077631913,-0.243053319820185,0.146729287480197,0.172122936245558,0.0002502268515443,0.0028637987100805,-0.276816800093031,0.258676472203111,-0.20072994663986,-0.0529399482818645,-0.200791329660254,-0.112042133154747
healthy,0.410447115740415,0.61489869132344,-0.0667093062837988,-0.543305673038361,0.16110284696324,-0.508606812124511,-0.651347584095981,-0.604629208384985,0.613620292862854,-0.635459593637471,0.290666581455498,0.229210225489591,0.584891673710846,0.595507782405729,-0.630988542078336,0.467024492566475,0.618291026099619,-0.610498181937103,0.184118526740873,-0.600422070194367,-0.0360506562890499,0.551313148710655,-0.651457040907233,0.192007004754263,-0.614239621587604,-0.589286323363979,-0.594771784890399,-0.595270388086198,-0.500275173006402,-0.580715336681939,0.597130102130496,0.26711916845203,-0.586801120362589
healthy,0.171319055643935,0.315688793888138,-0.32746576490519,0.428804833275946,-0.168486430434035,-0.479700074201763,0.145830147362654,-0.252310363642433,0.460849348332417,-0.293397304139905,0.234863760641183,-0.3525519063052,-0.364847924181798,0.441679217653181,-0.454999735164454,0.149695922988221,0.549808137972752,-0.474126274895312,0.110800214081352,-0.372937977278996,-0.124272962868531,0.12882102671445,0.326281169648252,0.329193000060745,-0.46612362839048,-0.171920902835837,-0.379223836974149,-0.378532673277195,0.455974689417082,-0.478442115828097,-0.417528371730599,0.299655301579393,0.0709884211717259
healthy,-0.489099959147349,0.338628340917846,-0.449515941604302,-0.389576630910609,-0.543890403867103,-0.542253768087819,-0.0747803158595152,0.0733019468870305,0.303213574379738,-0.396931997063369,0.276458230145382,-0.458867016404727,0.523315026349452,0.321609637592383,-0.458929757476569,0.450816592306132,0.502267503507359,-0.458279374406177,-0.506461689326498,-0.401699048694866,0.51719647315661,0.499409004112781,-0.445686254284411,0.116534412591197,-0.465557338739857,-0.373864927429481,-0.260970824553102,-0.392115306681381,-0.406364167729423,-0.370701611475199,-0.272015792854308,0.32425723001685,0.126980483595776
healthy,0.140802763714191,0.20689415192581,-0.151062350795736,0.247759859089259,-0.205557586501344,-0.371205799629693,-0.261146918030918,0.263893035387669,0.0481789552470767,-0.108984225450451,0.160189875033382,0.0405882882543962,0.224349296347121,-0.304980789965295,-0.392546282543768,-0.0096402544550859,0.468629874572703,0.0093629759047019,-0.151507989569449,-0.256862469663177,-0.30677541590567,0.269994146006799,-0.151478724786986,0.0560407951880446,-0.404174717543622,-0.156513039343249,-0.195375126508352,-0.368230897642658,0.135724727432571,-0.138091665845327,0.131729417922735,0.109738232219706,-0.374084906825214
healthy,0.159024996326968,0.336128911987407,-0.39069208029611,0.048361372451153,-0.2653715806415,-0.0482666081681005,0.171007413450724,0.0113927726958736,0.257632497525542,-0.0075390251850698,-0.101471488419717,-0.263571059263502,0.163678975561327,-0.302277004208078,0.0060649141153634,0.0001263523774034,0.275795651777281,-0.068019696502166,0.0517834160058286,-0.214177809063554,-0.136997565199641,0.0871199642196473,0.228497745169273,0.227444808690912,-0.24805077557245,-0.166837784996412,-0.0065071474362753,-0.23209878792527,-0.334949623131641,-0.16072022405713,0.162120629573351,-0.2319513768183,-0.19052885575955
healthy,0.0447649942131324,0.139010151080573,-0.217072384162251,0.320806089868105,-0.37936731766838,0.124690009888855,0.298336274827443,-0.35125094288952,0.289604481417859,0.14360889560962,0.357712470012612,0.357246774364101,0.532522974072478,0.0004074836924472,-0.0382452551339766,0.274702220665503,0.517504289407994,-0.293970378122651,0.228831199287157,-0.0572805647668691,0.388623018682539,0.311433964941819,0.176149379049335,-0.412780980449053,0.100066352473829,-0.287858122735943,-0.17143421060816,0.105771124168091,-0.0897628362505205,-0.47704697994359,-0.561221468411976,-0.399101170774039,0.0820206460940229
healthy,-0.200521785254009,0.267521483884852,-0.153117326771111,0.0205109099091425,0.374867533587113,-0.274235828712114,0.115630202445582,0.105948432217326,0.0762635129113811,-0.353785953057048,-0.260850109380617,-0.300614815396095,-0.299965623465468,0.0800129054497661,-0.163262960090751,0.110896820423775,0.268708732270363,0.0853432349087348,-0.262933706338914,-0.312380491721664,-0.0360879611455205,-0.211436556441935,-0.132995468311823,-0.0942717879279569,0.203858477207924,-0.256692807912488,-0.133965546539588,-0.0471245331051925,-0.0791558175318313,-0.31086462856365,0.173180757956643,-0.326653285455511,0.0702322107368426
healthy,-0.354053550964497,-0.256970262650586,-0.294638206261914,0.251886320468524,0.0327345050429043,-0.404013406412711,-0.32452665611995,0.451519267507268,0.352227361082603,-0.423050057139618,0.19255035583091,-0.383917184888705,0.431104922719383,-0.476433243601627,-0.325213972447979,0.137628179468856,0.455890938272703,-0.447304717937825,-0.0553594779548743,-0.411879176122866,0.219854979935688,0.120586884438186,-0.447745575708079,-0.0348677631153513,0.329212321891113,0.0274387693022221,-0.370672634963977,0.356537324438749,-0.293019527064079,-0.414630899835903,0.282481491014062,-0.434527588882615,-0.0226972251604319
healthy,0.370795656532249,0.339294538728172,-0.439010932156824,0.471991044283185,0.362893083665623,-0.295393163664172,0.109814876810234,-0.264787803323048,0.353897166315185,-0.397161431767434,-0.164949978667513,-0.408278730614382,0.489389172121757,0.442297425420391,-0.439238340243059,-0.29118436433933,0.449369860409088,-0.358784302661856,-0.374356327678526,-0.17552864457023,-0.300585140720685,0.352254662136187,-0.522694156996167,0.333391017621433,-0.41218999080327,-0.295139471803538,-0.284012081273508,0.31083725035184,-0.0449189893637133,-0.288986212279021,0.432728343977709,-0.407040716604408,0.0494180546246122
