group,ARID3A,ESR1,ETS2,ETV5,ETV7,FOSL1,FOXA2,FOXH1,GATA2,GATA4,GMEB1,GMEB2,HNF4G,HOXC6,HSF1,JUND,KLF1,KLF10,KLF9,MNT,MYB,ONECUT1,PAX5,PBX3,POU2F2,PRDM1,RXRA,SMAD3,SPIB,TCF4,TFAP4,USF2,ZFP42,ZNF143
healthy,-0.0561242220958054,-0.049693885164015,0.0884111397328925,-0.0456408654768503,-0.0614390192798765,-0.122848574884151,-0.0075837538223582,-0.0848531803675118,-0.113206145970557,-0.117212092143073,0.0348886748716805,-0.189515687425474,-0.0093274917733036,0.0585270333591401,0.0997653508594478,0.0038727311033004,-0.0712316886800239,-0.0445513821158999,-0.144836735974606,-0.0129748125260626,0.104487952422942,-0.0247173222576452,0.0628216948828065,0.0523908369762537,-0.0565144724488048,-0.199848450699485,0.108600869821884,-0.0152480806528079,-0.148995701393499,-0.0244951758472153,-0.129590430640575,0.0265955543894708,0.146545761481392,-0.0702561896060096
healthy,0.488546035889197,0.064702977487486,0.277465551583797,-0.540699593180568,-0.292659926931942,0.548953389040152,0.673816854198157,-0.444637575673774,-0.380410331663776,-0.208196387592886,0.18844924886434,0.496740665022152,0.387983372714307,0.137249708171425,-0.398818307649418,0.398350298091882,-0.280448184517846,-0.386169976284197,-0.581809819677128,-0.508129247539907,0.661736343433746,0.69863995814702,-0.279217081664769,-0.330852236445126,0.219714551991016,-0.466399157719747,-0.187878653651508,-0.272864869903883,-0.160263165165883,-0.389156358693952,-0.197673034088885,-0.653063956106423,-0.24566437338932,0.349348025151785
healthy,0.109917251886071,0.156521174186554,0.0879843312088564,-0.0983621454228005,-0.110473101204557,0.0673301466952474,-0.193954883295025,-0.094832304338654,0.122169120841953,-0.112609191118608,0.15815694316775,0.130193933851337,-0.0816375837513944,0.152530481429401,-0.131474818771209,0.220482071055488,-0.0980523852430787,0.0352584892118773,-0.0292108712452383,0.0836772058183105,-0.0397517647505876,-0.171086688179585,-0.120121356119711,-0.0989680946900329,0.211522775254925,-0.215407161123091,-0.0123806812394546,-0.15671444915813,0.215435660416734,0.116165043462826,-0.210680688983217,0.147112675233799,0.180218336851231,0.106203861779767
healthy,0.243509068117278,0.0688035444147376,0.0121418872903756,-0.170621128904589,-0.155729599670376,0.0723721891315062,0.194615403355388,-0.11042657211859,0.132081866565755,-0.0060002949363849,0.0789903628780206,-0.244027777610493,-0.298002172554436,0.161182229297783,-0.0934526032845351,0.0747819048854737,-0.0394677633569492,-0.250844638156958,-0.0107651804186324,-0.240606639273828,-0.11364252455437,-0.0775073492838735,-0.0986627932360663,-0.0825904586010899,-0.0648451277250502,-0.133254838228786,0.200117298488974,-0.116647372265202,-0.11789775286256,0.0949558685414109,-0.155680740358005,0.125285547820452,-0.10916667498058,0.156467421709331
healthy,-0.035384058810452,-0.027625293652071,0.0760863352179387,-0.196380817264697,-0.0355222868858735,0.084130517714288,0.0954187205105361,-0.0789810809015352,-0.120340769753484,-0.127859205751638,-0.0594274883519464,0.0637832603396147,0.0993359588132915,-0.15800781446504,-0.0895876689920296,0.0609084127250682,0.0200372144122425,-0.064121809755578,-0.140099905122727,-0.0362628901934915,-0.0905022745630418,-0.125592237090514,0.063424248370373,0.220770557880295,0.108363755077571,-0.0669356930734608,-0.0996189065327606,-0.0035573796071712,-0.0222722897144632,-0.134390147152791,-0.145181321585962,-0.186549266019751,0.103933471171758,-0.0355993389830456
healthy,0.185800997574409,0.291466006939106,0.449583279049214,-0.102971628978052,-0.0085765681331601,0.0352040659948556,0.1179066872789,-0.46564850088485,-0.135123197201376,-0.096201210045348,0.337633715449011,0.0887336808949241,-0.301320610471419,-0.105316454255837,-0.195064113649263,0.273077084377737,-0.149509017148869,0.0860403005082789,-0.108654133480072,0.219346786233173,-0.445939293820223,-0.349653585566667,-0.308460709065035,-0.0708094984787015,0.0138154570420855,-0.184480713071151,-0.0558533156258015,0.0445939293820223,-0.327409432255786,0.158222894870368,-0.149033714727697,0.0279900314690571,-0.429483267771623,-0.106678987863199
healthy,-0.356300736553562,0.538942780782311,0.235667153843548,0.0853418430874035,-0.369834097863389,0.18894205725229,-0.212800439906253,0.2430755024916,0.280583913363234,-0.28081724717892,0.255908862354367,0.26961722402596,0.264542213534774,0.0660918032932524,0.203583754186629,0.386575799138909,-0.191917063402295,0.357467405631995,0.454417606049811,0.118358578007069,-0.241967166867088,0.18614205146405,-0.208367097408206,-0.310742309040737,-0.376717445426146,-0.113633568239414,0.235317153120018,-0.0680168072726675,-0.197808742248384,0.108675224656072,-0.423967543102699,0.300533954604445,0.0554167812255867,-0.394042481240882
healthy,0.0251872280536688,0.0160549012679279,0.138746050744981,-0.236874845850153,-0.0770512773183613,-0.0428450391242309,0.0397685466093225,-0.0705264769037597,0.112845347517331,0.0299839884880644,0.159661598786413,0.0735849382378006,-0.0780080179928389,0.0117525993364589,0.0543545284014074,0.146198835209401,0.0698513957097294,-0.0599925366880001,0.114460381734687,-0.101500936809821,-0.154367737348446,-0.212123941285234,-0.126823865043639,0.106027540413633,-0.138937398879877,0.20168186682717,0.200610876860127,-0.138899937547212,-0.0190754349456614,0.124167841013615,-0.100979120653164,0.197117801890694,0.0274512293410395,-0.0814012997026434
healthy,-0.0402763764577698,-0.0384479143712816,0.0974773097859595,-0.250809062274185,-0.204713762465303,0.0696930139796587,0.0999971877338778,-0.142236248348423,-0.0331521345125116,0.0716184687708337,0.003611528969128,0.0841681154652193,-0.0254248672297602,-0.148192339081709,0.0301604924018393,0.167077741236932,-0.0995014403171853,-0.256523949105937,-0.117249484574135,-0.175222931134447,0.0777603323242625,0.100564760243099,-0.107200485590266,-0.0536988639923713,0.281219298423664,-0.0129484169900522,-0.028424363505465,-0.230034749012313,-0.0276597823566789,0.100765166120714,-0.176929513409985,0.0407206042919279,0.122103529984471,-0.0711708592822866
healthy,0.0268400922171813,-0.0704123848430996,0.140703446224933,-0.0861513708314136,0.0155450874800851,-0.0609663153727716,0.0929373996058995,0.0071828536277788,0.0374987773029173,-0.222800594566722,-0.0043441036639526,0.0292663709818071,-0.0183701052279657,0.152651026433514,0.0267541849217276,0.0533924554658626,-0.185246221787598,-0.0707858211233259,-0.0526754090498909,-0.0977957090480716,-0.0367620086822139,0.14820236937229,0.0323696422787246,-0.0526999213410446,0.0382256514906336,-0.0725050526583481,0.001295580293159,-0.10340878564641,0.0420891752116675,0.0816119211579673,-0.195526366246543,0.0201362377085716,0.0698143001758041,-0.0373545318972819
healthy,0.210287768699544,0.366551174286543,0.0019121508142854,-0.327795538846366,-0.371160678270767,-0.402959339471735,0.126535563033842,-0.13100674121448,0.0522627433198101,0.0023352650370209,0.198029661458178,-0.0315423516237341,0.0239059535845558,0.229466234526228,-0.0397279844712709,0.126474536944024,0.100383849343998,0.218257776029725,-0.0858799819973433,-0.603568370326205,0.0688252240963123,-0.071473756394397,-0.123158786063934,0.0725193367332723,0.12162092860053,-0.2134814674,-0.0461764079619994,0.0692157910711451,-0.0193249284422465,0.0408956169897814,-0.0899077039253062,0.141373039671499,0.0114444260437977,-0.227423894720332
