group,ARID3A,ARNTL,ASCL1,ATF1,ATF2,BCL6,DUX4,ETV5,ETV7,FOXA2,FOXH1,GATA4,GTF2B,IRF2,JUND,KLF1,KLF3,KLF4,KLF5,MAF,MXI1,MYB,NFATC1,ONECUT1,PAX5,PRDM14,RUNX1,RUNX2,RXRG,SREBF1,TCF3,TFAP2A,VDR,YY1,ZNF143,ZNF263
healthy,-0.0545341693474062,0.198178400765132,0.0168757315399145,0.0353512748049519,0.101873215925571,-0.083831559266978,0.117683958191808,-0.134093777356276,-0.118181772336448,-0.0504204643917471,-0.144873328803032,-0.174315730863557,-0.0348316817846651,0.1147475750646,0.0153184855676088,-0.0254784212385838,-0.0998513426667541,0.0064243512255772,0.0210743425470088,-0.0232323112331992,-0.124323223632815,0.0190462467522928,-0.0485777257669392,-0.0569935815706953,0.0950251235325153,0.162664415664586,-0.0239451523203677,0.120767957455972,-0.025513231366947,-0.0689273232450594,0.0999914286334541,-0.0846761557881845,0.02460618403255,-0.0778148179609233,0.0359486946148177,-0.0665590283363947
healthy,0.43450551060278,-0.553113048489753,0.584549925098732,-0.605873354877422,0.0338004222322093,0.55985594982223,-0.0026172945054847,-0.517229682846556,-0.269474976774802,0.573049609377503,-0.417035759969595,-0.247049353575334,0.24428330972508,-0.24123349557309,0.329797211059606,-0.235030828929883,0.225398856271837,-0.326683808825648,-0.383686413336636,0.0826224916571891,-0.138011482586377,0.609451561098434,-0.364046144247191,0.574799677099612,-0.252190333084854,0.400087160058019,0.283677521972211,-0.0550067835610598,-0.469559892828625,0.254538339983428,0.150700737035932,-0.466420165279594,-0.269454308762395,-0.363301115201405,0.363470909712093,-0.404069222258695
healthy,0.17188911232769,0.0292512739274913,0.0283318243039525,0.217844067000644,0.161165428619594,0.155140808180633,0.0814860211007179,-0.193917045188391,0.0329886855963856,-0.178539152224649,0.0659718365073021,-0.240882079959439,0.179902183827339,0.151802701007138,0.237541320749157,-0.134403840705578,0.12871452996128,-0.152413937833621,0.209257694331164,0.123178114903064,0.353517310879728,-0.19864378188487,-0.22542208916124,-0.182636433754976,-0.10966702522564,0.179121793176209,0.159943646802311,0.249096360337076,-0.15612413729896,0.186613912406088,0.104233924296179,-0.186092960136318,0.176397344254091,0.138027791322357,0.253301798845943,0.0040442407945823
healthy,0.161878429592945,-0.0004637200440872,0.078514733025332,0.303487892212562,0.212513605106573,0.221667901542743,-0.0496575825760344,-0.129658473937104,-0.0962872092314758,0.0519593061539197,0.0493933408688133,-0.199580133434562,0.0437406197706925,0.18632165221519,0.0399642473694803,0.0721016088559462,-0.0383832697346041,-0.0371328476815664,-0.165590873510713,0.0688315357312644,-0.0479845288418692,-0.0071305901995316,-0.0650868293978777,-0.047357290232853,-0.0822802518967057,0.288312987724571,0.0278905899458812,0.146591173180692,-0.026659131752671,-0.0695467356397956,-0.141070244944895,-0.21207272518297,-0.0335929271804064,0.122800295409562,0.0490332660712055,0.136495422483204
healthy,-0.024393243837815,-0.0157449911424202,-0.125339409364746,0.0484110681997115,-0.118004372993658,-0.0157164927728959,0.1028207567685,-0.156946320889368,0.0200603460070354,0.0406919482755389,-0.111979903600968,-0.210396301803047,-0.0201290141888789,0.0004406506684726,0.0217847121750819,0.13116589385358,0.142074110214613,-0.0361332832108148,-0.0249816850457299,0.229151880751111,0.0541991729748151,-0.0726823705216979,-0.17946103526872,-0.137408540462201,0.179559562295015,0.178518798975832,0.224646775436146,-0.044431034602639,-0.0324702402717416,0.0920610469863446,0.0714178448789896,-0.112757307615854,0.0024623164100484,-0.0168701755110226,0.0317874250662566,-0.163188537874327
healthy,0.137580773420577,-0.0313479309074152,0.0591837627225323,-0.149008687185299,-0.0153532009855256,-0.0739280548871022,0.281609456320203,-0.0776358746718503,0.180693692618601,-0.0173647747690399,-0.239888328712936,0.205071792200434,0.164981670363583,-0.268278702489995,0.293733265880303,-0.352786548141202,0.206920265406906,-0.0325222550621154,-0.166590929390395,0.114768439378344,-0.126185479771264,-0.31574097040913,0.0116671279443831,-0.15796834555079,-0.392496101964955,0.376033817055546,-0.351666590845516,-0.10497153138404,0.130621815466798,0.172016741919982,0.0628480890200693,0.0021529276169504,-0.288503174043166,0.0624566476351692,-0.0758635150679971,-0.0186369592699652
healthy,0.1886282476156,-0.137050689153079,0.0748272289438463,-0.0162747693369281,0.0630188436730676,-0.0125425853912416,-0.177859979182143,0.0012848502108101,-0.0781923128293014,0.0584912762635463,-0.178838912676094,-0.010217618343109,0.126955437496714,-0.0397079898483698,0.0834540803592857,-0.0277772378908473,0.0074031845480011,0.110925401533273,0.216894952253422,-0.231578954662681,0.143046656803526,0.049130224727644,-0.069565461413862,-0.172108744905184,0.0674852277392171,-0.056655775962389,0.0600820431912159,-0.127873187647293,0.243448523276831,-0.0186609197284326,-0.143903223610733,-0.159994442917545,-0.278934862432539,0.0617339934622575,-0.11465758547896,0.0082597513552078
healthy,0.145147620220248,-0.0907414537482775,0.156743252480992,-0.0813443032443344,0.108964254712793,0.117771413121752,-0.0111610690478484,-0.0592360990560865,0.0462194482774602,0.068951280964918,-0.0158166024555493,0.124118012766574,0.0398156189211818,-0.0341376025906966,0.0274399727937117,0.0710491723375157,0.129093649964258,-0.0008476055036551,-0.110492718427114,-0.157642986440486,0.104349053107316,-0.0380287447269989,-0.191727504089915,-0.215424111745987,-0.0955870089277212,-0.085143782193764,-0.0512535905005045,-0.0567600771108594,-0.190544172200949,0.0527916190691081,-0.0310478358290181,-0.04274198608887,0.136126368489602,0.149907410539627,-0.176868981204982,-0.0161003597992593
healthy,-0.0343363201887721,0.202872842285117,0.141197236302048,-0.0872800992798231,0.155225253278274,0.137269567469335,-0.039974078795521,-0.148392903707166,-0.0034333896464763,0.031392009155163,0.0133234516427233,0.028752140328651,0.0641263761834498,-0.0858461535312473,0.0701930536839643,-0.0675321899501458,-0.0026112977752843,-0.0637900403365834,-0.114433576934226,-0.0726541768776279,-0.169520842964591,0.0383714193843313,-0.0599951787386213,-0.0018327526804858,-0.0925513137709358,0.0071154918990038,-0.0226499255767782,-0.0093043072926249,-0.0428290009615536,0.0409533114484646,-0.0583018303165126,-0.05881753779117,-0.1152126356659,0.169916616228702,-0.153702913833569,-0.0816617144139909
healthy,0.0537764786256237,-0.0339267836166601,0.0699668468763477,-0.0797098070603674,0.0412568925223859,0.0073737489496445,0.1321016607552,-0.113963377421503,0.0313947610729508,0.124131938087641,-0.0360531719032319,-0.16900441949865,0.161245198168244,0.0025186302056405,0.0588948561057625,-0.136202054238426,0.0367059823517379,-0.0155575729400475,-0.0677362840038779,-0.0295436053879602,-0.0726424971099953,-0.0488917773905167,-0.0466204896799314,0.192366546197598,-0.0225411538754229,0.223404527167039,0.0191016610259351,-0.0512582103750661,0.0473828551277304,-0.145406278520485,0.0569216530798326,-0.0905995974682567,-0.0195925014661105,0.0680260437216258,-0.0674347265069402,-0.111330457452782
