group,ARID3A,ATF2,DUX4,E2F6,ETV1,ETV5,FOXP3,GATA4,IRF2,JUND,KLF1,KLF3,KLF4,KLF5,KMT2A,MAF,MXI1,NFIC,PAX5,PGR,PRDM1,RXRA,SOX17,SPIB,STAT2,TP73,YY1,ZBTB7A,ZNF143,ZNF263
healthy,-0.0657610321277364,0.0006234545746336,0.173418705197277,-0.110674088522862,0.104958568062014,-0.015759177487079,0.139146596742097,0.0617507130558414,0.0770989903608675,0.0055770626376916,0.0191303235058814,-0.0555904779657317,0.0886290295275401,0.0841123726301889,0.0265750906840215,0.0973899234987995,0.0235010971483161,-0.123730622936295,0.0612940095655908,0.0225156668600661,0.0041686418968607,0.070873898237059,0.109949697654296,-0.058915606589533,0.0999570608936301,-0.0671552217300055,0.0724383319189244,0.101946287864315,-0.133399098473458,0.0141856958208391
healthy,0.382245680155419,0.0903820272184398,0.0264380558588751,0.389439219491262,-0.292069704117183,-0.471635388421462,-0.292964201553941,-0.222057932775995,-0.221343164461648,0.380127093899219,-0.275732077999507,0.281809003966784,-0.324526158960963,-0.424517019437231,0.362433240723551,0.172029053160694,-0.0761828985983893,0.388204873365631,-0.27630256523489,-0.13543814970914,-0.422979253143971,-0.110755073686346,-0.308986264663573,-0.224671056948959,-0.0826581248155409,0.0285001515096676,-0.262155100252628,-0.168985574656015,0.261814346507327,-0.43351516586998
healthy,0.178038140730486,0.238365751382915,0.0652730984306284,0.12792693849781,-0.0001274089404355,-0.154633106758176,0.235837433038028,-0.167652976439764,0.0432291450170825,0.225107091563191,-0.0904824148912385,0.111056810124902,-0.172691262525536,0.183838093025352,-0.177841510524326,0.103554084379056,0.166270293271227,0.215086035775902,-0.0978351999423701,-0.159554669065336,-0.209420925577522,-0.129738537999098,-0.258098806266064,0.290242328177688,-0.104054196409608,0.21835197871578,0.020347103258794,-0.129453290635643,0.0497555721728643,0.0893533881729399
healthy,0.0877185000670135,0.195860309999963,-0.0993783509588667,0.0094053848547073,-0.0956437471779037,-0.11974883059819,-0.0488462689166878,-0.124768058685898,0.0851493703066769,0.0436205929018101,0.006013910127135,0.0141896996850455,-0.0301314731285107,-0.135829365098057,-0.0163663169068221,0.0484664736655241,-0.123145831997387,0.0811462772525552,-0.130690214178735,-0.136571543613436,0.0062568459723481,0.182328997357265,-0.0823721881016018,-0.0393932239475331,0.0398298310059433,0.0731183410172696,0.0673373830704759,0.187635968928956,0.0412302182839395,0.0096807081841771
healthy,-0.0608112145683634,-0.0704171977141241,0.190366210936785,0.171572778560975,0.138596624495594,-0.149071704293498,-0.0801234418649727,-0.118872988796197,-0.150602034150051,0.108319168481734,0.0044047905602107,0.124869215884404,-0.0785828196008619,-0.0855462450999595,0.192004647060131,0.291695611114065,0.142571365159609,0.150724247492937,0.115322540038135,0.0735312627867246,-0.0779159003810885,-0.142434900790875,-0.12292287123287,0.0431330329275404,-0.12442491496236,0.0363229858935127,0.0040880291220257,0.0558621499805327,-0.0332057539262791,-0.208414631350165
healthy,0.0595851949826492,0.0694871078514859,-0.219611832892501,0.252357632467514,-0.172523459962517,0.091798983888174,0.085295424887699,-0.21543174906081,0.0135174139492344,-0.0791935882294904,0.227461704607598,-0.113861140631021,-0.149581857010925,0.107965593824246,-0.042886574377089,0.0748615013493743,-0.0049726711556219,0.167040492858611,0.046588934342301,0.188657497816784,-0.030194319833591,0.0019760396295266,-0.17236059955349,-0.136563881649373,0.0652853092985914,-0.0478809602539145,0.0181535069262007,0.0637544214537383,-0.0933950158966378,0.0169700546206051
healthy,0.0470555880945093,-0.0171111229434579,-0.0528998800857607,0.0833263487000081,0.0292817103891568,0.170086972075288,-0.0053622885280554,0.0702520047608166,-0.0289202077917598,0.161230158439061,-0.0444045690469313,0.129176928136527,0.0504898627697807,0.128453922941733,-0.173882749347956,0.15056583181585,-0.114174570344552,0.0547073930727457,-0.122127627487286,0.0287997069259609,0.0586839216441127,0.0416932995664538,-0.0986902090893805,-0.0151831090906739,-0.0906166510808475,0.130683188959015,-0.107486772292707,0.122187877920185,-0.209310003892862,0.153518103027925
healthy,0.0246683876925823,-0.0289479176065535,-0.0157645791165515,-0.0274795138479678,0.07624420040151,-0.0537139867625996,0.0317529983293468,0.16255197789477,-0.0651083544762965,-0.0359502785419974,0.0044615292530635,-0.0115542534967282,-0.0390511081908158,-0.0440382718987403,-0.0057150019739623,-0.0345108292237219,-0.0198104053337337,0.108183493508896,-0.0526328088705792,0.101880970941168,0.0136653821940664,0.139362493922644,-0.04019639948638,-0.148792573314861,-0.0481286434087074,0.0023437187618075,0.0723340782369901,0.0249456821401678,0.016955847517883,-0.017955730250571
healthy,0.0126850790348414,0.0983533378506077,-0.0503047418282973,-8.39154941084122e-05,0.0428294230447114,-0.260125215086625,0.173415547569837,0.137601626033529,-0.0809060265586095,0.17232210518974,-0.0515927671556921,-0.0087012105285975,-0.0735552945569831,-0.10668161903803,-0.14828751550496,0.0296940193653298,-0.0912309243910355,-0.0104579544700087,-0.112468735787314,-0.0436730366456425,0.0172379460495083,-0.0357769737887588,0.0171962360057789,-0.0767158131923528,-0.0134462953233323,0.140079426363089,0.088994930449088,0.183530392982807,-0.112207113133715,-0.0010869221893524
healthy,0.0330681240306837,0.113792197710509,0.126597756570278,0.050413214138843,0.0684847240065118,-0.0617436140303336,0.14957433740334,-0.0697404769150384,-0.0893276046473822,0.0742364558696787,-0.105564514521389,0.0312419036197257,-0.0438586086132237,-0.141636474220688,-0.0386311782337586,-0.136502628900395,-0.0184046080693888,0.0150374646286974,-0.0949268594308774,0.0526922354820182,-0.0723498946318655,0.0606846246876392,0.0003988328954793,-0.0517651364638241,-0.01575962607223,0.0907385266744166,-0.0042457857598373,0.0435864288030547,-0.126483349814363,0.0531767926832683
