group,ARNTL,BHLHE40,E2F2,E2F4,EPAS1,ESR1,ESRRA,ETV1,FOXA1,GATA2,GLIS1,GMEB1,GMEB2,GRHL2,HINFP,HNF1B,HNF4A,HNF4G,HOXC6,HSF1,HSF2,KLF1,KLF4,KLF9,MECOM,MEIS1,MNT,MXI1,NFAT5,PAX5,PBX3,POU2F2,PRDM1,RELA,RUNX3,RXRG,SPIB,VEZF1,ZNF143
healthy,0.0450570855270113,-0.139140765736097,0.0586539798104268,-0.132292303091289,-0.0742150023614558,0.031189927211564,-0.155201514519577,0.0608394450956082,-0.117492771797511,-0.085093016953684,-0.077466680747905,0.132213107296865,-0.17738000923297,-0.114294231447221,0.131464765861928,0.0196425360872934,0.120867977151939,-0.010197368354607,0.056569392133719,0.071219910432658,0.0999092713910571,-0.017858140382701,-0.0306462326351034,-0.129310778788525,0.062707456518178,-0.132220429856783,-0.0774585335753841,-0.168757134193487,-0.0946348292834804,0.0032524260352095,-0.0155692027080541,-0.122378953306937,-0.0653210386773376,0.223564659038937,-0.0326648732932144,0.0882490952523207,-0.111708455225045,0.109190989910929,-0.0167038916399021
healthy,-0.516975110638553,0.322842341192021,0.272560678321857,-0.132018318064631,0.498991153297614,0.0853677852567987,0.238393327100963,-0.458354149912573,0.306888246312285,-0.247588239512058,0.17864049790482,0.0667665133029075,0.372048991543009,-0.114527462335543,-0.291958083605259,0.258433399650923,-0.194097665772308,0.228306946381858,0.0791521846836685,-0.248627323270651,0.158080695955937,-0.165322703960857,-0.239947864810979,-0.58995714950674,-0.34339846775621,-0.291250159508413,-0.371371370617929,-0.262748751329215,0.378418808257601,-0.157524437733622,-0.205702655440845,0.118798784405354,-0.33058622672735,0.210021457480279,-0.27376042889709,-0.362315447754562,-0.0557578360490687,0.009435537596799,0.272509072920434
healthy,0.0543389670902252,0.0091110091718507,-0.0219018989082746,0.0522409719350652,-0.0005997177168177,0.0501572127317363,0.0390890991343548,0.0351442716884822,0.0008915547293535,0.165661285815159,0.0102411855699909,0.0314661988638241,0.130393635877475,-0.0599732404704565,0.0113736216430249,-0.0085466553671211,0.0727276364573453,-0.0979908017701656,0.0864274804198052,-0.0411412228891704,0.0697735634686646,-0.0454542643589897,0.0566403329858282,0.0797420062789724,0.0806524292936893,0.15868951086528,-0.0821397473087965,0.117633138768373,-0.0307745123788282,-0.0453681707455355,-0.0773292384111045,0.0069546014206857,-0.0769885924208623,0.031042283853745,0.0370692887305208,0.0327799738470865,0.0514203709973773,0.104310886480669,-0.0100251606501425
healthy,0.043750888107047,-0.0304407990250579,-0.0079481319124786,0.0113763452941568,0.15238000567562,-0.0429354072732686,0.0708168786609971,0.0236419431024573,-0.148304337310972,0.135059919489543,-0.0417442405409715,-0.0018484579393159,-0.114924069519173,-0.0611543507569721,0.0476177392211556,0.08734815753851,-0.0327167855496434,-0.114666765470087,0.0563889316459443,0.0160321194371123,0.0688480716274383,0.0411308073211815,0.0317885353001538,-0.0510340334136924,0.162001857900196,0.0008939391856021,-0.104697000214894,-0.0245072993781767,-0.0247764647562622,0.0085372638728541,0.0231655226976516,0.0197190255112712,-0.0063021844682829,0.0533546301073458,0.0823423873998453,0.0986888609855257,-0.0452316448473661,-0.143140724706396,0.014000765590632
healthy,-0.0956825681535024,-0.195981638736978,0.0187461132210287,-0.0070836923342661,0.0965209794116786,-0.080807116723933,-0.0410533816024256,0.0036977601325452,-0.102822182708613,-0.0418149789421582,0.0013811733412442,0.160328866477428,0.0311173746354061,-0.0996759071187396,0.0939894261966015,-0.165379170587841,0.145808784934284,-0.0073638661778197,-0.042022207700157,-0.112124123136393,0.106379750405758,-0.120490368744451,-0.0114179809906167,-0.122021582459358,0.115498378497032,-0.0195683457234888,-0.124689740646612,0.0877956357691386,-0.0015547080819037,-0.0890641909021153,0.269380292191247,0.0661038635291161,-0.0854004764989901,0.0583081652585081,-0.0277350298969092,-0.0216138328429204,0.0166259224556382,0.0104961436268782,-0.0270761324847659
healthy,0.243615865624382,0.07579018135072,0.0638300430278638,0.0820260823479311,-0.173528602279658,0.0038907758358667,-0.0565388357080477,-0.0422548915434957,-0.0735196738081457,0.0046795906628644,-0.153072715076841,0.203876653799419,0.186000404274081,-0.0233659743348493,-0.0610265524940748,-0.077101319509108,-0.0697674735499947,-0.262184993038299,-0.0830600693508875,-0.0748094926468851,-0.0411889255610664,-0.360008691245832,0.0322241516488364,0.323541994986927,-0.0835184347233321,-0.173016938608092,0.0503775523296066,-0.263432173237742,-0.220345828227951,-0.271096468651408,0.119281593433834,-0.152827542900882,-0.25908303202943,0.333423499644047,-0.0098175466981734,0.173453984660888,-0.137978636765643,0.0778155167173356,0.0463801798954969
healthy,0.16017028609157,-0.292773137322063,-0.0480394539984155,-0.0493771143397758,-0.0247757958878027,0.272417436475277,-0.162205856176248,-0.152202483188685,-0.191459906250344,0.0603110336517638,-0.0357097151997907,0.0290795726382661,-0.098579751243722,0.280152602797055,0.164881176858969,-0.079561710738296,0.157843920280508,-0.0618813305742302,-0.201812234109567,0.186516378901839,0.0985215920984455,-0.0661851073246936,0.144467316866906,0.0220423160598057,0.0921240861180269,0.0796198698835725,0.0371055346864275,0.158367352587997,0.124344252601226,-0.0988123878248281,-0.157378647118296,-0.163252720791226,-0.167847293268072,-0.0134347625588789,-0.0078514846123318,0.0871223996242452,-0.495108803739118,0.385362496602302,-0.236242448113274
healthy,0.0402598577979357,-0.167029091911778,0.106688398251722,0.109838573560882,0.0099378887135033,-0.100514619254472,-0.0254737796382218,0.055458534624367,0.0869132886949035,0.106825052171037,0.0928007304219436,0.0720133581211406,0.0017744844914463,-0.0755266512794675,0.0945870034467248,0.0401337515137096,0.0086619350922937,0.0167131931353896,0.0097486517310239,0.094483543555484,0.0717256248404034,0.120623530439402,-0.0083900232641901,0.0002754794105602,0.163010908279704,0.0664729025660729,-0.0938094255834713,-0.0199524028936828,0.0086682946958033,-0.0549379778102678,0.05972412234419,-0.0692984278716837,0.0270518919822756,0.0309328012459109,-0.0345677024323231,-0.111781509989191,-0.110204638543383,-0.0071787514640411,-0.0613005284531559
healthy,0.131397411093483,-0.0159726560008961,-0.0538494127900251,-0.0222844076713092,-0.111899807230742,-0.0433512707969914,0.126554550860654,0.0434354312153432,0.102294377917525,-0.0379285956287933,0.0792015889161764,-0.0112223784439423,0.0665955516592178,-0.175859596304873,0.136744161630206,-0.0085706881578201,-0.0246241791838761,-0.0167981615519521,-0.137623961217769,0.0307527545227659,0.162560012557539,-0.0554026821950484,-0.107229882983112,-0.0129409229984466,0.212281151709699,-0.0382836357392994,-0.167070224696635,-0.0960070539017742,0.0767660025698656,-0.0954090580783933,-0.0942752233137229,0.178774552065094,-0.0242497461261575,0.0054549345900036,0.0185844104902745,-0.0462059343815831,-0.0443952422493782,0.0253596038735612,-0.0140660557996242
healthy,-0.0988307847910485,-0.0270134804766619,0.134038479477585,0.223645538073222,-0.128714661169171,-0.0114094308300755,0.0240791409116634,0.104982174724697,0.0185948743645915,0.154473306631944,-0.025445426025597,0.0797316106003635,0.0292865019416249,-0.0319216079643548,0.0466515486805047,0.172543557916904,0.0635717736517975,-0.0877079602924181,0.168874825851236,-0.0204941436909814,-0.0310515940887451,-0.0371580334321711,0.127956534452822,-0.0514906208120914,0.140642235200938,-0.0098530439598165,-0.129498108816178,-0.0962336079072255,0.101083273974153,0.0307338900439627,-0.0379219844376358,-0.0136163043328464,-0.0449266469786691,0.0482942642471837,-0.0552676960568575,0.0492469868287515,0.0900399182425113,0.0318695314086561,-0.0579479141916942
