group,CD45RA,CD7,CD4,CD45RO,CD279,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD235ab,CD54,CD41,CD2,CD226,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD94,CD82
healthy,-0.339442755387024,-0.493995054067131,-0.0765186021725697,0.151521506381826,0.0460517163971591,-0.0265138806988909,-0.211638808683864,0.149493879726093,-0.185978288880279,0.0674980938831893,-0.0385359899213609,-0.0553360683877337,0.0809193481116587,0.0282897780450126,-0.0039478618888966,0.171193582487192,-0.0453313587560163,0.0996575297429773,0.0359518785583537,0.253758830252611,-0.142805074832189,0.0045571797324752,-0.0215290103981929,-0.245356760790618,-0.0449412483889692,0.0178159535408187,0.11819090894357,0.092346775460514,-0.0258949479629706,0.0646251571607604
healthy,-0.207194386143579,-0.397931702061029,-0.0311198166308131,0.352097539253086,0.430424229838904,0.449410241162007,-0.336653809814072,0.733395038918593,-0.542448223854563,0.490220517896049,0.695047690326098,0.644861877822239,0.719587058226104,0.115662500142158,0.463811701165299,0.0615221565439407,0.258219451267517,0.206493376997421,0.473487556919581,-0.4916211815951,0.0230510209113884,-0.478769588720911,-0.257516095732964,0.610431838836093,-0.584249147872367,0.129261390911043,0.129684883897183,0.66192386466052,0.312537343076836,-0.0345802604129936
healthy,0.235178791009245,0.101222817445102,-0.110536180526643,-0.200743209482986,-0.1404853431582,-0.171587491833358,-0.495989488509263,-0.121131225527422,0.0034762794448313,-0.289461923024237,0.0284029902674341,-0.242463434317273,-0.118947576262632,-0.0209352101457655,-0.165574087712681,-0.0745439659198534,-0.175192221838438,-0.229229363010568,-0.0722286741430945,-0.0935902382027337,0.0211801165581635,0.0130432460596683,0.0811298244080969,-0.259538416572815,0.269852043215715,-0.0183383204994837,0.0263685165544042,-0.248342343939848,0.0230277231591054,-0.291039611708643
healthy,-0.159985058288645,0.0355195557091559,0.179936290794113,-0.0017264065768473,-0.177533410590898,-0.0410774800600305,0.446623705012936,-0.209529019354541,0.139545288373982,0.225616095734211,-0.0583234109917624,-0.148546089641741,-0.282221140940138,-0.0688413405315689,-0.191486863295263,-0.073731752096369,-0.152312763099618,-0.0087583306740812,-0.0756995991034939,0.222748519087899,-0.113486381242065,0.129255927645159,0.346864329869971,-0.177032299333237,0.0519000631301664,-0.0623956850013831,-0.0683977664738799,0.189363378660506,-0.184451457435052,0.577760319167422
healthy,0.428292638186266,0.427608512679003,0.0168539146690465,-0.311135046693648,-0.298854415597013,-0.272719096981792,-0.003230093330959,-0.576773726748203,0.477085147820761,-0.560149566292306,-0.460169683649225,-0.424969792681743,-0.588986345387673,-0.117433600962641,-0.422519833926626,-0.0547943905677865,-0.223802734882734,-0.383724303904293,-0.361256828390167,0.203718972567556,0.194785020782146,0.157583954823251,0.209584843445342,-0.486719790494429,0.482688297496229,-0.0996438711034265,0.0562247889275961,-0.605896371587289,-0.275507512498169,-0.055977574110535
healthy,-0.0889913022143136,0.0091942281636177,-0.0258519408642721,-0.153330528224804,-0.167529504258697,-0.206008871858869,0.620780214027626,-0.249115066270507,-0.081535959815406,-0.122505998293112,-0.127445319537102,-0.413336293574674,-0.201470602748309,0.0314557420383585,-0.242740412208004,-0.0174350381968978,-0.298828405296255,-0.0511222652789873,-0.0673907323109414,-0.111364688447512,0.0336140478672554,0.0150463933481411,0.198605629916131,-0.273760668276503,0.0600439183509981,-0.104123521467361,-0.122899000644269,-0.294760994813035,-0.14644914247322,0.0700121828892974
healthy,-0.365250298890118,0.156760972326595,0.013219976686606,0.238976169456274,0.0732936011246316,-0.567983658446115,0.302676915222076,-0.726822669935283,0.698470623381415,-0.378605970118886,-0.553400784267024,-0.540266483934826,-0.671145323082403,-0.0029652291613353,-0.310972016767769,0.255749941673221,0.0454210446170245,-0.0437427939481154,-0.328346049347477,0.699890938264036,-0.026613724189642,0.4984634208364,0.512812590619276,-0.391071907875729,0.522966920627764,-0.179326325721542,-0.0545974343763852,-0.371987268747534,-0.717659127566289,0.131065331826453
healthy,-0.338942906691352,0.204748361815377,-0.183735104464894,0.133312077166833,-0.28119506740524,-0.328128159874323,0.137470120769018,-0.308154503016283,0.238715211634303,-0.0506791681907694,-0.306850416640024,-0.153762627645017,-0.378725353915854,-0.229099704444255,-0.157673231780746,0.0832757853109192,0.0818043701684615,0.252540163161616,0.071858331308776,0.363977790935583,-0.171691738911753,0.436196513088471,0.406142495662546,0.1185250827057,0.418446673207231,-0.388046514336682,-0.139180618272138,0.345256693156681,-0.293148364261719,0.245935551965485
healthy,-0.145309309756624,0.19033931611673,-0.101322813881902,0.149902096948843,-0.0398218801500765,-0.0532988094037735,0.503934098325737,0.0263959980106696,0.0212209930276711,0.139391330246576,0.0249132634123895,0.184736494183552,0.128003239584352,-0.103544567975493,0.22697626120757,-0.138201718144689,0.0312660876244096,0.0264682307359361,0.241254731374482,-0.0058508624556863,-0.0475906709353038,0.0097389488986112,0.0231478420730751,0.265162992806354,0.0804103782405627,-0.0977928571193429,0.0010816575604301,0.244575038132398,0.0404892541880631,0.171391686266035
healthy,0.174593301180783,-0.427035145583759,0.0759741369654206,-0.109098106011149,-0.10092550824656,0.0233227912780276,0.04119753362648,0.357438786975825,-0.499521187150424,0.082987795639885,0.525216722055709,0.143271220778114,0.220063269320126,-0.0091222264342855,0.229537467435753,0.0221692728679274,0.0468463550203962,0.259230945405934,0.0239406572227573,-0.467038525558318,-0.0168775424697632,-0.38006119611296,-0.161139096303125,0.165794877515333,-0.246543700963568,0.0080213275620421,0.0100965286012439,0.120033870943211,0.401387541491058,-0.113943209099286
