group,CD11b,CD52,CD8,CD45RA,CD7,CD49f,CD4,CD45RO,CD279,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD314,CD57,CX3CR1,CD11a,CD244,CD54,TCR,CD2,CD226,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD99,CD94
healthy,0.0878407413092892,-0.134817771059615,-0.0198176910805015,-0.186945062806859,0.0582535651239485,-0.170304746522681,-0.0118963328389038,0.207872608621534,0.209679163953957,-0.108593279948172,0.24822632279983,-0.305024840222152,0.0196108966010951,0.0458469514580824,0.219754897851191,-0.0879369732129112,0.268078000127619,0.188190294234015,0.0129443696952014,0.0078825316922077,-0.0481126832490345,-0.214273895162605,0.0612958163643095,-0.181663249213767,0.027928845788423,0.0642988517259502,-0.281898423310327,0.16499602736156,-0.116059309269328,-0.0660071383373828,0.030343907070518,0.259820083735002,-0.263418189130844,-0.0089295472869982,0.0518711732265155
healthy,0.0157563104216221,-0.109521246166025,0.0067958399604147,0.371814003442671,0.0867079333332627,-0.445321484863471,-0.152359723961166,-0.21190376792306,0.039766562642648,0.04900527848481,-0.0973522157809365,0.23155959004447,0.163552542588992,0.0144521913343202,-0.0937819675631111,-0.0353167616953348,0.309175022613029,0.130016258304329,0.126448947912594,0.178478388992085,-0.0194783554515496,0.35975067523273,-0.103050657587426,-0.143401702022866,0.0749263046997344,0.112174495009284,-0.26540637931816,-0.0193865171630688,-0.185239021514608,0.0926771867968766,-0.237048599770685,0.105063639320592,-0.0599470259667787,0.0839184542644478,0.0309114857892583
healthy,-0.0556323774480021,0.274670157415339,-0.0726338024073913,0.291039436018338,0.20742553662326,-0.485145483962383,0.15704779256022,-0.0681249525299645,-0.1539467530283,-0.213814264545001,0.224719968687585,0.0178565452088161,-0.376025126062807,0.236992804727396,-0.118410187524677,-0.0582635097168831,-0.0001744023648634,-0.137696154254621,-0.0550085099552413,-0.283522973096026,-0.309798210102054,0.212034340577095,0.0232641713935791,-0.28851367806601,-0.174213348808258,-0.205826013661477,0.255054366976251,0.192957481816819,0.13240788827434,0.111617423403894,0.0338081283306752,-0.237503390730395,0.359158495163096,-0.197515166036825,-0.0790765446188499
healthy,-0.0578065061509068,-0.182276401608052,-0.10054419891378,-0.138173804326454,-0.179823379102709,-0.0990821269061827,0.05952062046567,0.0211612282942684,-0.118787030881529,0.0140161120728197,-0.186060182637077,0.41729204266912,-0.161144435045632,-0.0379632407932066,-0.0167149884713651,-0.0953593737159368,0.0137004722444902,-0.131559121565917,-0.116956190802264,-0.21497921403144,-0.0899198042810051,0.0323092530770064,-0.224634779970312,-0.160855138179704,-0.150357328652237,-0.13715918127204,0.0346573671213189,-0.155667987665679,-0.190725376158759,-0.19628120372509,0.170262246820329,0.0261372747312142,0.038444551346584,-0.0739842086390558,-0.0903286099018869
healthy,0.0237156449529012,-0.0126034307304377,-0.282278835408468,0.135911670788464,0.345156642436378,-0.238525351231763,-0.0594333388775146,-0.374493001111184,-0.305122625362503,-0.378723829741898,-0.0473946481247366,0.108874743606027,-0.71075475631189,0.256962253337388,-0.596758045228257,-0.198967240067819,-0.479599707120901,-0.183226008119367,-0.736304639894256,-0.529845234377092,-0.418890059509714,-0.34474450826112,-0.391185838386507,-0.135285409421933,-0.520269996001668,-0.493135925911231,-0.0719921787014544,0.0649060093579965,0.175971201888752,-0.504055541808204,0.313640480176189,-0.509783297923701,0.570642993978097,-0.624052958189344,-0.193905196063812
healthy,-0.144306729636265,0.310659031494902,-0.181463405946835,-0.111175276219093,0.121014107588469,0.089545415464574,0.238604970753739,0.0567292644370936,-0.0758890232017609,-0.276378341862531,0.1382558913568,0.120055259989413,-0.566973722942075,0.249594881775782,-0.0166274603199252,-0.0413823468763739,-0.269754418235478,-0.0962936624496422,-0.283023274979548,-0.40806965357152,-0.338092911760925,-0.110318216144448,-0.0925643129787535,-0.0572850731369375,-0.24812834379573,-0.230403165852368,0.292671440656787,0.0827526418705943,0.220668678450123,-0.255261830213006,0.285526301092152,-0.435673882388828,0.194654299946429,-0.150787027431091,-0.154035091845696
healthy,-0.248950624498411,0.440255279900351,0.144241199818729,-0.119351843386385,0.282336970859035,0.122084891973491,-0.185682589034357,0.0339561134839538,0.0611948789730281,-0.419380150271654,0.181925494570902,0.0211113830864342,-0.591568182998764,0.638652855867438,-0.343765802288348,0.171341484702689,-0.508229366244046,-0.339792367400987,-0.442020709608649,-0.470208977962327,-0.19236209145977,0.105558106098162,0.0510979138114816,-0.137392535384878,-0.0507295985438955,-0.363512875948508,0.59777035043925,0.095154268096291,0.517884287187354,-0.0679701537992995,0.52249671087408,-0.304657630229974,0.528934041835166,-0.334614566551126,-0.417849266559755
healthy,-0.0937146596042418,0.282916845970524,0.183022483033359,0.104094927104824,0.35604095945914,0.221932536005938,-0.0014588074692548,-0.151437607882949,-0.28576950618671,-0.510818120881279,0.272136202226247,0.295431883162408,-0.527632391955317,0.357719357509948,-0.543717069792593,-0.0137014481674191,-0.141736350482846,-0.199866879768629,-0.458104091005348,-0.62005799722183,-0.573629765621288,0.0419608116566809,-0.104749988828813,0.122703703224883,-0.322145927496924,-0.289901178086622,0.249902778238592,0.0694058645154419,0.457913029118256,-0.140256490459806,0.476345644807282,-0.340672383041843,0.335530582324517,-0.246596643026261,-0.167285512233847
healthy,0.199136860287934,0.18389395869971,0.281870693703,-0.302324407176075,-0.160567129718303,0.195813650639352,0.059221445523461,0.463380377433016,0.372898004636045,0.247628349378442,0.10991423943476,-0.47140768817173,0.688300668962781,-0.290698680754116,0.647674673984494,0.27671011656729,0.39682094053208,0.21218425804245,0.660400678374079,0.724401442921069,0.554335668695663,0.165420235166665,0.496490111234342,0.253744838849845,0.604093871543433,0.507487698754987,-0.10709974054807,-0.100426793946421,-0.139073226104821,0.475534693978589,-0.234306592958023,0.568643021528218,-0.351475634722186,0.690176710692817,0.402089328130755
healthy,0.245092628941472,-0.0724018495050339,0.333288171079699,0.337564471418091,-0.257958382354435,-0.272141285576015,-0.26504437393441,-0.123492185517842,-0.0342592678126672,0.189718630567126,-0.239254486539257,-0.0998017077798593,0.49978947835448,-0.273818681320329,0.0397723972996826,0.220917169114329,0.532510619081621,0.338354448238312,0.392461849195613,0.661643434585427,0.153968338750606,0.156478683825038,0.11698637073178,0.0892789125548501,0.301761996073524,0.261471433565145,-0.596063013359688,0.0463520671645848,-0.491585826614108,0.222411391798584,-0.375451512668533,0.174286191152309,-0.154846690144726,0.164617198559931,0.435496532460478
