group,CD52,CD3,CD45RA,CD49f,CD194,CD45RO,TIGIT,CD62L,CLEC15A,CD27,CD95,CD314,CD57,CD11a,CD244,CD54,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD94,CD82
healthy,-0.19599733012621,0.524224540736628,-0.414491559302081,-0.0655752006747628,0.147189914851271,0.267309307720607,0.452573005043854,-0.275302641480066,0.739194884756129,-0.215117391094192,0.344970069769983,0.116420334991342,0.439263984930781,0.643407828389317,0.623527701428968,0.465772362014064,0.358962956697093,0.329052412552942,-0.239704260776274,0.0166432143970287,-0.258193203605911,0.584378656417947,-0.0585715724068483,0.364983587936367,0.0154378334160581,0.03915336202748,-0.104933617274257,0.435977293670726,0.379158607179089,0.0252282016573985
healthy,-0.0411461968522256,0.472977809308921,-0.187380510309548,0.0100037581378924,-0.0138938767542003,0.380920637973523,0.351981052909236,-0.356908250125548,0.64037670913125,-0.38096348102663,0.482659596525967,0.118024056694511,0.558454280386438,0.68073916916407,0.652436825142003,0.413609953739885,0.438268602785181,0.500854819336786,-0.281073348663772,-0.0026026307398563,-0.286543786004659,0.473420750936581,-0.196724742889736,0.649170828694487,-0.407591823065898,0.0377970549464899,0.0391169772584004,0.684509384234863,0.251118946083602,0.017075213506668
healthy,0.208917365136412,0.383970540701827,0.0668335890218647,0.0648456601712625,-0.195774303085731,0.0618881504574859,0.19130081941366,-0.618441127828044,0.163723468812339,0.052406226914176,0.005498216622242,0.0625597739374172,0.100399863967456,0.145163701605041,0.24252941950618,0.0219712612919378,0.27128221079245,-0.0258276635582449,0.0486356096499728,0.0367323085392115,0.0068363438287286,0.246634962709723,-0.233110595488031,0.0114012268339297,0.0268136074905647,0.0970870222136318,-0.0090305990094067,-0.06175475777669,0.0701824899609431,-0.392193397096337
healthy,0.227242962104045,0.526415359657301,0.300789919763254,-0.0275057433228412,-0.25989547946561,0.158377771281922,0.123176840488199,-0.445671850083877,0.481654529327835,0.143855199892138,-0.0075880463828603,0.314811604605373,0.310571052434731,0.539834424456575,0.481429190827383,0.329758151059554,0.370174201531272,0.272211832805773,0.0389858804382647,0.0327170962158583,0.0983654114074662,0.559749221375772,-0.163586082484756,0.521389354014702,0.179933100636459,0.145430973576407,0.0077835703012085,0.18365910619877,0.217580720753827,-0.528645922530685
healthy,0.0636524348300248,0.384974715549937,-0.246905635182118,0.179797897843992,0.154720275377145,0.430200480265591,0.3279259103224,-0.305725957042272,0.721720363216917,-0.372910057998945,0.666898831525684,0.210282797588934,0.475031620922784,0.680928622456586,0.589612501813692,0.441608538022081,0.51282847008282,0.399717986552753,0.0566371942847118,-0.0901312451903322,-0.134621650585997,0.493893246389313,-0.267792738038213,0.54684637438752,-0.464934416886652,0.0105234889773827,-0.0376062344971162,0.635372189854571,0.206745048903885,0.138946269200037
healthy,-0.125984962274559,0.492099904122874,0.456676250015152,-0.19507623819866,-0.120167635971058,-0.108834645445244,0.342737396031603,-0.37235679850342,0.593795011657063,-0.226081828446212,0.036349445106381,0.169421956948256,0.434482577261139,0.50670200268749,0.635141329509971,0.432450545529205,0.464821864602939,0.260895064885298,-0.344326910474556,0.0453949076720256,-0.282288806260588,0.426537725804323,-0.413619672817224,0.319363111912464,-0.19993926201259,0.143927931814774,0.117066996939471,0.0840796776161744,0.291013675394614,-0.274780620774967
healthy,0.177382116863128,-0.388171158824425,-0.393381279073808,0.561883514331904,0.0566172165915875,0.204642331315704,-0.580210457330153,0.362785762159235,-0.680894013384472,0.664129946341384,-0.364409364308141,-0.201750379018589,-0.46004695308369,-0.499002588701081,-0.731512213029832,-0.357235765390086,-0.232454882638967,-0.239896752043485,0.702160516102114,-0.135979388936979,0.534662198698491,-0.29824881985686,0.470972416205604,-0.396620938718341,0.476867233972803,-0.0737412313732505,-0.065643194407715,-0.327238134787103,-0.787461743689444,0.143318255753766
healthy,0.0496478622450249,0.335703114527012,0.200164775161126,-0.0965033907276818,-0.256210420572315,-0.148570624084847,0.292403307959063,-0.252665016372551,0.0498070407169716,0.152157793553611,-0.0708808195500318,0.200090316467759,-0.0457340284996844,0.216261021785092,0.324582979986131,0.165939795351724,0.425172727592339,0.155322724216356,0.0251273278056317,0.0007678547632398,-0.143620005303927,0.215438580812369,-0.43966966469247,0.0588219193477736,0.242796694791547,0.0833821699147688,-0.0462510877938118,0.0249090966454624,-0.381223762986982,-0.277564406612307
healthy,-0.0160224850869314,0.195213205056518,-0.0671886361825809,0.0229260090927889,0.0194180977660847,0.226393388325224,0.160928513733088,-0.0539317963297852,0.457013059882958,-0.297325500427037,0.335621897207062,0.101892582857981,0.306578941022574,0.232145918789475,0.295220685343293,0.119193617593908,0.255748336021919,0.211842870959019,-0.0533964685806719,0.060367472238427,-0.138925278079888,0.150217309202028,-0.0371531611726857,0.262387324594804,-0.279390209186751,-0.0773017358000957,-0.0239412478404043,0.213840182718742,0.228930298208374,-0.0604119624001546
healthy,-0.17842553133376,0.166318081365162,0.332447597334628,-0.2090200515816,-0.0210960535299847,-0.148913316838497,0.128877315933655,-0.128101013773177,0.478803120094038,-0.436836526560515,0.003674778683878,0.0520640104650961,0.614853108324701,0.27194874594882,0.519421475742159,0.108008966842269,0.249753690541604,0.0877823423936421,-0.671099638061233,0.0423168273593186,-0.551009179722599,0.0911681047304848,-0.353571101588722,0.154071261798835,-0.225663756223467,0.0538421262983511,0.0315648638422018,0.0238109722082078,0.323222581102371,-0.338587019364146
