group,CD11b,CD52,CD8,HLA-ABC,CD45RA,CD7,CD4,CD16,CD45RO,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD62,CD41,CD226,CD49b,CD81,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD94
healthy,0.495666476425461,0.409294220037027,0.406032918300805,0.280514885100808,0.0119542682742926,0.396398483630552,0.119727472396209,0.32120069017124,0.203664976540583,0.194706576760927,0.204206474875664,-0.123620147064554,0.263036938341116,0.287175739072943,0.184703734248772,0.365308362868206,0.427668333469294,0.341012979223236,0.289685667229154,-0.346036418979007,-0.231061644086561,-0.197906080908175,-0.238652079661701,0.497901835960511,0.40896625444598,-0.0295404818895929,-0.0028132147266845,-0.025228922848858,0.00794840399376,0.343422248187655,0.0888171959925028,0.09351419245071,-0.129677371039726,0.492725538908366,0.0326897302909817
healthy,-0.24629119713015,0.187923225768081,-0.281198853654529,-0.197902760796378,0.022287138793642,0.29924276194636,0.0956235839286676,-0.150453465056422,-0.239443904710845,-0.359259662827825,0.30193256680077,0.0299713882284075,-0.631330091196105,0.364821476227658,-0.372295313565068,-0.643795610621004,-0.550783610418275,-0.644040127354878,-0.333487053883648,-0.0079988624981618,0.0077886217472879,-0.144546083399656,0.0557539295330785,-0.301346690569164,-0.464169493548942,0.454498352921474,-0.0332918025535661,0.421772219616909,0.214255678159892,-0.572075257336532,0.459405867430289,-0.0935312587788089,-0.184622413126845,-0.55637739854633,-0.287875481183815
healthy,0.154544290322307,0.0297311902425513,-0.0279874798910329,-0.140138279573718,-0.304796837409111,-0.110228122632646,0.187185806457502,0.0312167360692199,0.290542932170324,0.0693370454366444,-0.0068797778231382,0.347342941375697,0.0511772081026263,-0.0863069336315462,0.269534614867729,-0.0535340729205504,0.119197255133816,0.088491661701173,0.115561565335794,0.196061280573258,0.0062641360052149,0.201594476474691,0.160904406154714,-0.114288326827033,0.0506218570108209,0.137719705962781,-0.113482252671077,-0.0655568354449259,-0.137390628643457,0.0785060368859982,-0.296197264562353,0.0737275535372123,-0.0153354539790011,0.236755014440463,0.0993241506098963
healthy,-0.115032620473512,0.0747949791896592,0.0650499545776352,-0.0724617362381465,0.282692593126939,0.0615238328291339,0.0210377484601811,0.0643677855623397,-0.0819829794678658,0.0002665933944583,0.204765817924115,-0.380830418320739,-0.0580444558763413,0.22917571532552,-0.132264820952687,0.0185984466267156,-0.056097233396617,-0.0802333966959499,-0.0163795495785012,-0.117247713724112,-0.145499200772599,-0.146767386690129,-0.125127100022723,-0.0036733611858632,-0.103992454827767,-0.0062165911134029,-0.0123507355699655,0.112123951396554,0.1374512287231,-0.012402372978311,0.280003462950667,0.171552136517386,0.014896613394177,-0.203821041885467,0.040189098149227
healthy,0.0044968380053782,-0.0493454391500662,-0.317478486482967,-0.264065734736218,0.217126805563945,0.267229724415193,-0.0218707683754497,-0.0264264896662645,-0.3894747283927,-0.265725570016214,0.0308449220396123,-0.0444449071852708,-0.617818228411953,0.176060152718369,-0.656524957849591,-0.396793418381287,-0.763948121845556,-0.541970215373351,-0.472960515671984,0.025461589067304,0.111762837965306,-0.209352554962162,0.229346267109608,-0.473331465424272,-0.549713819426048,-0.0766132072246,0.0948095693099279,0.0874154987192845,0.172300245871475,-0.608045875639429,0.446658739930273,0.0030498190778456,0.153319096961807,-0.71202387064736,-0.188354418619244
healthy,-0.27551441807278,0.0580124436004791,-0.278764788920771,-0.278133923262529,-0.440521200058985,-0.0130951640923491,0.030887891073313,-0.093918590049159,0.105448504841649,-0.305230896819412,0.0697130089686554,0.158521562816237,-0.62421103330457,0.120277377292399,-0.0048260458818415,-0.389399505336343,-0.429806469060491,-0.520470936228366,-0.328703972781572,-0.0876967236059058,-0.0497819926205094,0.0970667381811935,0.0259716051693692,-0.406692522664394,-0.0813893803224022,0.220605802027688,-0.191758565529121,0.242850156031723,0.315402427798783,-0.223229904253728,0.256776285905966,-0.126763473814414,-0.115216128454289,-0.0981067642756309,-0.16722216623141
healthy,-0.550961879244737,0.316123438404027,-0.174849218060572,-0.51049295039344,-0.455691614174226,0.139189045126438,0.137935143825086,-0.0188177201872937,0.300487518831358,-0.602353389304471,0.392474421009784,0.299991030280018,-0.710436378496947,0.679133121842707,-0.323317185582595,-0.503468245396259,-0.503165829145729,-0.72750231386203,-0.313699916595666,0.250699276622098,0.201386100043261,0.0430989129152663,0.186324708671937,-0.195359325342253,-0.255941340666378,0.717684775677528,-0.186626406039232,0.571153724514214,0.56169296378136,-0.322486404408158,0.499792216849774,-0.113522772687034,-0.0210141147759409,-0.305495789860186,-0.757174512181364
healthy,0.159223535531435,0.12317674841781,-0.231949727868973,0.0864142121694932,-0.069672277193985,0.0175682516469681,0.0462408041998691,0.194082060997374,0.0858973972581971,0.054005360434314,-0.0250955157915042,-0.227398514735296,-0.124599329238519,0.0213820893728742,0.0982968560872027,0.0646299812058262,0.0388333245825844,0.0765790913870135,-0.0410870678053527,0.131806586487095,0.0646402218870411,0.14592787365643,0.160968894077813,-0.115996224386137,-0.0996082636445922,0.0345635560588196,0.19906195125487,-0.121948675533047,-0.0169801216669313,-0.308804452441171,-0.172374303781435,0.400835928756942,0.14080134153688,-0.0475901434402251,0.0897637625971742
healthy,0.0922372152658171,-0.125222212888917,0.11023010070994,0.159843041144984,-0.352713263714082,-0.379087399932364,0.0070054909401495,0.047836377100622,0.385717279635658,0.26637135534939,-0.0453417709735982,-0.313350700297672,0.546863826149285,-0.40315464603222,0.557457056982315,0.242835740109396,0.380439555942597,0.549905440250785,0.402627389975085,0.0744667242438596,0.108197290360697,0.227840536720095,0.0663887185328236,0.410160908388727,0.359483467463313,-0.201722488459739,-0.279375742244879,-0.252501066906121,-0.437528097579166,0.313907339575374,-0.443503735124398,0.0196706994235725,-0.0004026128373242,0.525941671565331,0.234646028779664
healthy,0.150255702464735,-0.172619472805568,-0.501974453654798,0.0314909484272297,-0.207678563708631,-0.465538792305802,0.499663763267302,-0.0966229916662506,0.237668542469656,-0.0941656907845242,0.183887705228267,-0.087780433841166,0.387519288975883,-0.499795148341664,-0.0388469152001956,0.36306831606647,0.241395715348665,0.1182498847757,0.172093782422973,-0.104328404077599,-0.0489925484621652,0.0627649575627709,-0.154552518199827,0.263350938308063,0.0824720625961792,-0.437536977760838,-0.08674523275383,-0.234080153506445,-0.293867053951779,0.222068643863736,-0.327483739649179,-0.0218182241019311,-0.0988399022651065,0.0954481405339907,-0.125674966568552
