group,CD3,CD45RA,CD7,CD4,CD45RO,CD279,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD49b,CD18,CD28,CD38,CD127,CD45,CD26,CD36,CD49d,CD73,CD305,CD99,CD94,CD82,CD101
healthy,0.368977186068509,-0.247501047269685,-0.370812722228466,-0.0378598621734458,0.227586144111919,0.419779811981585,0.260290554518255,-0.128553163348471,0.56498201502637,-0.198562824870611,0.415632609956803,0.531668445051826,0.417911866963632,0.479159208273011,0.270157312236749,-0.229787193027152,0.23727928172063,-0.334873339028829,0.0125512657036694,-0.297062344829291,0.346178339384412,0.0170965670809179,-0.394237403510792,0.180286656948429,-0.252295726693076,-0.0139180982694546,0.275260399870398,0.392260508031666,-0.0416125687854507,-0.163884803718246
healthy,-0.500573048637381,0.281356745962792,0.40918069506295,0.0132403596120578,-0.476074177947782,-0.453522232714044,-0.469465860759001,0.408724877673769,-0.751567955954174,0.499988915844549,-0.588419281156673,-0.684700887384322,-0.738327060630022,-0.762705247613282,-0.499793391254711,-0.0480288660386926,-0.563816226531691,0.406415071429078,-0.049843143788897,0.40555492385214,-0.50981112781907,0.189393108245035,-0.0605305821257568,-0.702998155278017,0.549341231204258,0.192838988836429,-0.740402457734712,-0.325008591373714,-0.0486724462548714,0.44858292722622
healthy,0.0042290652644531,-0.653138736749371,-0.276873911373427,0.143064025853734,0.628817715962594,0.268066230331601,0.15444013735915,0.154008428564399,0.376399470458928,-0.148811785190041,0.67135640117805,-0.0101824149947174,0.502455441870902,0.298411755008722,0.393746062533282,0.140783318997853,0.370685668948787,0.192972620506436,-0.251873809537193,0.0443565275303585,0.178981007607553,0.0688451202174356,0.181259471520599,0.503013682712049,-0.429289239057413,-0.197561084285547,0.738914813827521,0.117075346382128,0.556858450476492,-0.0128404408303679
healthy,-0.257496278466725,-0.0313015647795581,-0.247521259442143,-0.0580080574608179,-0.345052376582911,-0.0356576804555052,0.0084254917713842,0.0315602032258454,-0.0647789157295772,-0.26407937435896,-0.277077837594064,-0.127087206662157,-0.194934166757934,0.0177489620292599,0.114960239041007,-0.0501766392494575,-0.132635881775057,-0.264913536501003,0.0942849011523595,-0.374034437029106,-0.222817946436532,-0.336885567524612,0.0388912110135418,-0.187522113677446,-0.278284448251364,-0.121580601159006,-0.236144568536446,-0.0574083176940938,-0.118830969213595,-0.0795324233217059
healthy,0.267717024863043,-0.34758492200061,-0.384507999730473,0.124114057238839,0.475513857102653,0.308287730293544,0.355754583175479,-0.124706048971639,0.675280760027285,-0.247307577689921,0.70001238116731,0.395282742596617,0.636612632519409,0.524824408913005,0.427446281045386,-0.0726194940652543,0.484833898386562,0.0906570329306925,-0.158679672902912,-0.0914204536659476,0.403588303778797,-0.316388852045071,0.0035669856582486,0.574058214551865,-0.474389708152517,-0.230341603152949,0.751583507295264,0.155811179305254,0.145672335186112,-0.111111682489743
healthy,-0.528247392966255,-0.462570173646303,0.175399892031723,0.0379333734673139,0.0963520422647373,-0.130267163687858,-0.283416071970759,0.247855711576056,-0.582016362228834,0.140583352838094,0.0183513808907339,-0.430752304391713,-0.574266587979525,-0.665683079259465,-0.469914948683677,-0.0325346230088776,-0.263885257210147,0.34003703336106,0.0411799635028578,0.222967154491199,-0.490724905886062,0.347162246671471,-0.10029626553991,-0.461894088829106,0.157135854949955,-0.27847016832731,-0.202949525958024,-0.313999213631473,0.266227913826187,-0.0084121587180337
healthy,0.249703060758337,0.366207155747051,-0.191998066772074,-0.116337714954941,-0.252334290842021,-0.0615787310486128,0.559755942889859,-0.22862507686771,0.718857854029707,-0.69472449098305,0.343963041076671,0.569001812157488,0.487434140398964,0.65107520883213,0.268751071743131,-0.174698543553463,0.339266298494664,-0.711741345836167,0.0446421528972602,-0.582569250054458,0.137350388305162,-0.534385497951146,-0.196128353617376,0.380333223599631,-0.522632616840916,-0.0766815302583762,0.381325874016732,0.682130267440312,-0.0959042498920136,-0.416178150654646
healthy,-0.0229992403592654,0.183808748720901,-0.253850060566089,0.318006457995519,-0.043928384899027,0.195333714578706,0.240942797898631,0.0742507505516149,0.364107447679202,-0.426147412514915,0.0907506961389812,0.10626885248857,0.131105200305279,0.180845459931363,0.225678121678344,-0.229489036676819,-0.0277499323358161,-0.454731839521123,0.0367896215379758,-0.428320548161315,-0.0351937083873274,-0.218314561091783,-0.211262262540972,0.174971669213924,-0.40213289080342,0.0697930694038708,-0.209259170247325,0.333229132660702,-0.111658339737859,-0.196762652410945
healthy,-0.170456881172405,0.255919647681337,0.119560994676253,0.0991747237821264,-0.379294467340411,-0.37500563567575,-0.230508754804281,0.185984470583598,-0.61435455042676,0.220652502940551,-0.619451949372758,-0.384417093735341,-0.63812859468883,-0.716687294874466,-0.654563885392565,0.0474546010348915,-0.556343271116369,0.250232222701665,0.182859030292042,0.309974090350235,-0.389946615903828,0.426844823577232,0.0299829107304122,-0.627756612092077,0.311301376082469,0.0182108163747186,-0.725285567000892,-0.41125820116629,-0.108767329289442,0.281307049913705
healthy,-0.0185238095619917,0.0738133214238277,-0.103055509262901,-0.227905027875412,-0.0251055434249775,0.0781297561365175,0.15145046234928,0.0095738106619475,-0.0311644479131866,0.0049846090113062,0.0697309744775945,0.301071605630084,0.0016241552767604,0.0784088225863356,-0.22346090210531,-0.21498630276803,0.0822395033489499,-0.207470993187264,-0.0235406558173839,-0.315112130633872,-0.0792726194037479,-0.230254876627711,-0.186308778288435,-3.12942444329869e-05,-0.0899753504648769,0.115849146832143,-0.0088769678733652,0.0509394385831011,-0.0654655562504168,0.0397550513817509
