group,CD52,CD3,CD8,HLA-ABC,CD45RA,CD7,CD194,CD4,CD45RO,CD279,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,TCR,CD2,CD29,IgD,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD99,CD94,CD82
healthy,-0.22088493716398,-0.309931950633825,-0.452427363388292,-0.216633875487075,0.180052511729789,0.132117759701702,-0.192964236029285,0.202202924442857,-0.228786098446116,-0.274697663666301,-0.42213885769877,0.373714765081212,-0.41532383989844,0.0463987703322017,-0.20768760740146,-0.0472617917057725,-0.304615270353055,-0.288647242118076,-0.492111532173573,-0.0179268154234401,-0.391958533876342,-0.0144406397364611,-0.241906513585396,-0.214604819951057,0.0174502021883884,0.0248861302745169,-0.0958886993194026,-0.286021059616306,-0.110344509951109,-0.25735508208329,-0.268040511182904,-0.193383780357788,0.0277155594958348,0.17067669711688
healthy,0.0062880183110631,-0.48630633181262,-0.306435892085222,-0.280539095643173,0.30451824022003,0.317442974434943,-0.0467296057373988,-0.0019001767706748,-0.493076257331964,-0.406810004702337,-0.373643792724105,0.447606462242565,-0.676483029077217,0.402357585597214,-0.573512488950433,-0.56272001570342,-0.729368640792008,-0.698505677734119,-0.445210380300614,-0.282404268628833,-0.455549598382761,-0.218933703581446,-0.049665069661524,-0.552332641560089,0.251469954045311,-0.0054851492004677,0.271033569845904,-0.516598153271551,0.161946031904545,-0.695162797125591,0.439880778034813,-0.74466868717921,-0.270124056872922,-0.061959633552471
healthy,0.0152847231726988,0.0182679026801604,-0.111019659497901,-0.192493189774554,0.658165884865041,0.274555022698389,-0.403742630704523,-0.0354007094164055,-0.627274574095152,-0.230192832139019,-0.223820453843114,0.0936970982038995,-0.493794891706693,0.297959534059887,-0.68693120298189,-0.0057768920087874,-0.391894023168878,-0.296057080201587,-0.420873153057425,0.277999512638013,-0.338764268526136,-0.391374801266579,0.0826537908617711,-0.512301439227065,-0.18725892623693,0.325205647808606,0.0023240446461448,-0.141536304371129,0.0334149913115538,-0.436362586351581,0.4563110870985,-0.753945807558257,-0.203387297100601,-0.544065301077358
healthy,-0.215954509066956,0.121985150589961,0.0463125637674513,-0.0492987663885374,-0.11417260277683,-0.193504261508847,-0.212160109792989,-0.0776972765753488,-0.0619508356436874,0.189107859554174,0.101580637087384,-0.155329773299025,0.233864052777623,-0.261141927459699,-0.0892780600203763,0.0194062790708616,0.0961527613674249,0.210858223779418,0.10353264631182,0.0296070641758671,0.0603988098337239,-0.160598950213138,-0.0417839788291734,0.0680573532683985,-0.267394012823048,-0.015848840708963,-0.163865913156032,0.0850548463037245,-0.351516354410073,0.0120471688519559,-0.221041150514298,-0.113034878191403,0.0740209562303281,-0.392180354464914
healthy,-0.0883325291450991,-0.157169195111673,-0.235843930637369,-0.0151275918207706,0.388707080911121,0.134389075516304,-0.0431030221758146,0.0570675316112843,-0.307814036687298,-0.105319564081479,-0.0642980822327954,0.313716307048078,-0.249890876519539,0.104744882647566,-0.453647028580355,-0.0685687388192671,-0.418208047344361,-0.238910505180105,-0.258362888169387,-0.142772083797148,-0.366334904744773,-0.274956361021601,0.0891202621081351,-0.488246822930843,-0.0250245817278126,0.252159312895362,-0.202145275368194,-0.280530344137605,0.0789388700463825,-0.458263239720297,0.125937522376699,-0.589574578537063,-0.0970101398424449,-0.137592251317116
healthy,0.0487875475991967,-0.381461901348114,-0.325205842035655,-0.151152407225685,-0.294357707537926,0.112994438999253,0.0959401432986266,0.0506137561301531,0.0735892357790023,-0.092560322953888,-0.232166180394733,0.276279476495355,-0.53880046020636,0.194298462573397,-0.0210371760738712,-0.285691952804585,-0.540815750421392,-0.575068576552475,-0.527591394897399,-0.248956847826078,-0.23163243094343,-0.107749204279427,-0.0740904660446943,-0.386029315002439,0.25725189199706,-0.02708999890676,0.133086691190207,-0.402164045155879,0.197461660789207,-0.535404486854972,0.184432200520665,-0.306364220548711,-0.313451926548507,0.0895831494221396
healthy,0.220113932139458,-0.299639104613979,-0.391909354590212,-0.415504379064228,-0.26930170683999,0.117372403083306,0.0733522606627335,0.354005438166955,0.148932832666246,0.0136341304539425,-0.508712614608415,0.218598462435312,-0.719188512254742,0.550217009945502,-0.524584843729872,-0.372844931421134,-0.523380539058931,-0.686908480313745,-0.264052762536123,-0.199014983882089,-0.0229252322217146,-0.11484560030097,-0.164277671922169,-0.392107147073418,0.546314724708408,-0.0454688594323947,0.405349013438443,-0.270880158367596,0.454462595243469,-0.472690933566657,0.447849262498803,-0.513010872298874,-0.706482425299334,-0.001919132663314
healthy,0.471167597089689,-0.116484203941195,0.0454819159682967,-0.251715328445685,0.118167136582624,0.39240679333906,0.0972804565390863,-0.022492775630604,-0.183583063094062,-0.386234539047672,-0.57297912084713,0.131890132135696,-0.779474349545885,0.415248318622402,-0.581882608887904,-0.0935347272498763,-0.550411714567253,-0.719993343666842,-0.717798447060998,-0.13229367652393,-0.114661066178113,-0.123852482677016,0.141848194027673,-0.483046429701239,0.344826741023637,0.158227903864715,0.443697432066716,-0.191652888869029,0.588579557387405,-0.661051550590993,0.514483917131923,-0.363465709352235,-0.251021760812733,0.03767590386857
healthy,0.0472422269590044,0.239905353664272,0.0586770601455084,0.181333340383484,-0.270846874182077,-0.202480775310421,0.13557944079397,0.102133946436024,0.315069266296268,0.30846383150466,0.188661410167192,-0.549923104629418,0.425599140482696,-0.23747199378961,0.447418075560206,0.177387853140178,0.35984326621578,0.454983767575212,0.359781432807648,0.0584719726944463,0.319036478411141,0.258150340251134,0.0741251203203343,0.280479708441688,-0.083766459965541,-0.257382031523766,-0.105398035427373,0.302682421486867,-0.224068295062662,0.24453026636106,-0.351487555432365,0.446814855226659,0.245326313575945,0.0861925731851731
healthy,-0.0454664603114167,-0.22055858898822,0.503223127376377,-0.0715556334591062,0.304492273091736,0.3375026483307,0.105283561407599,-0.652283293249531,-0.336528927608664,-0.0563507149473309,0.262785464498672,0.143772323536645,-0.357462255086824,0.504273075783177,-0.0267304329186543,-0.311936297422689,-0.246453687251838,-0.161551763712903,-0.237467368001977,-0.338779083507409,-0.182516945607823,-0.075767805788833,-0.0071539727102574,-0.173328697660956,0.30137924190254,0.0239862689365568,0.0378841550122948,-0.10174684687951,0.193602077911447,-0.2535902664138,0.279916553329963,-0.203128128864627,0.0215998985353096,0.0429460246919342
