group,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD45RO,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CX3CR1,CD11a,CD244,CD54,CD81,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD305,CD158b,CD158e1,CD99,CD94,CD82
healthy,-0.224597289049089,-0.127405608338245,-0.287215706856303,-0.276825159664539,-0.381917967312881,0.278304724914065,0.0307182246382864,0.207342758655785,-0.0586335533169759,-0.168688441456367,-0.45140201523798,0.029140029907644,-0.343124041587821,0.1998294847623,-0.226158536044955,-0.021286002337571,-0.123853745777797,0.0677568663485793,0.0348677572935377,-0.152295500838752,0.0428710957581409,-0.0243023758225723,-0.0194367562934567,-0.0043692547950536,0.218289501715423,-0.171317614794006,-0.296821688335181,-0.642669720422273,0.0990441809582555,0.286371858134785,-0.0261006030415609,0.0360708659948724,0.0396389972904808
healthy,-0.207353343193383,0.355887381738685,0.182062270458517,-0.343847354627234,-0.484327524405454,0.046133403729057,0.159424727248749,0.389575384323751,0.462519303066815,-0.378676642914087,-0.427318240861927,0.647325152919799,-0.507112381648325,0.487388406678448,0.647753876660792,0.348630898879433,0.522180350784466,0.645711396283601,0.407387470796565,0.308340855918449,0.419612888263581,-0.498262615400613,0.0784467853450507,-0.485677721458154,-0.20426367270811,0.447519573970758,-0.595739653397057,-0.269137857537047,0.241111561581893,0.176276532698228,0.525336856949192,0.303575052130738,-0.0247114943827998
healthy,-0.0525460488966986,-0.102252859249792,-0.0426153573828007,-0.245001255749183,-0.132357368436936,-0.0252752671044142,0.119122214591871,0.139268679486868,-0.0574692395249283,-0.132191043515796,0.0833049401686677,-0.207335354928595,-0.178194642912474,0.108398453867772,-0.123157881963627,-0.0931579745753869,0.0019430785988542,-0.0246093758961799,0.0001916435326119,-0.275344310170164,0.157426850701625,0.0368977076419253,0.0748576090269634,-0.0203385234815631,-0.110592547192157,0.0954190524763874,-0.250645523005721,-0.140069587431498,-0.0778937867244305,-0.0616817750835535,0.122407390456082,-0.0654290802202594,0.141047226350009
healthy,0.201331950581402,0.46637485557911,0.523078312015595,0.277160433709311,0.245758789636944,0.0863224614980124,-0.184558203528086,0.172015238545083,0.0694119384282643,0.0971435254590188,-0.269897201610573,0.546335669902711,0.213236080988441,-0.0042063834840886,0.122016685544289,0.0865800897923406,0.504468799619849,0.483714302330414,0.408955348431481,0.507336825084218,0.357325148260671,0.0309628331623461,-0.059694067431355,0.0007954131829709,-0.17203028356241,0.510646995696264,0.0641123202650405,0.255468418828903,0.0624569872257773,0.144214570600044,0.266345408186827,0.151414819149253,-0.313532748052204
healthy,-0.20855659483129,-0.0354972608512432,-0.0381121044332357,-0.217627316885008,-0.294896635455182,-0.0579050623773164,0.0864266405277653,0.155599566589194,0.149583068623593,-0.194695533080489,-0.245871897544104,0.259187280742525,-0.521522097711327,0.211966103567625,0.344231010677484,0.177287420400361,-0.0435566636411073,0.302890728976612,0.0474143544841679,-0.037892011105849,-0.0507171967273901,-0.357462768869931,-0.0515719792234396,-0.340686444674707,-0.235113113814631,0.0013627525981834,-0.343694662233457,-0.34981892071891,0.0929008672555201,0.115174331343342,0.123130602054336,0.0594072357459307,-0.163497064451526
healthy,-0.0618576252011285,0.32294500919733,-0.0357712676950162,0.535425763802086,0.153709290126256,-0.211797368451767,-0.223223652509125,-0.298234269080528,0.1217479719861,-0.0302969959206353,-0.1073078375414,0.0965330430770359,0.25952321946428,-0.245887319646641,0.0446622582041539,0.114662754473281,0.0299070493064806,0.217069156121887,-0.0112162384968821,0.128568227891218,-0.293354595922737,-0.286282369835623,-0.005506507161347,-0.0984155547509759,-0.210260846327286,-0.051672794755286,0.124370027539677,0.193581159266589,0.122423840350529,0.0453827967452724,-0.264669477886056,0.0691918339217576,-0.412673590798272
healthy,-0.378003542162464,0.197370184254606,-0.0790636060377204,0.263947282607026,-0.225348960959638,-0.317918775653371,0.0515476715006247,-0.117462591804776,0.475071369517549,-0.308742543877754,-0.243352205370985,0.525900070422714,-0.700506417503784,0.273580902285047,0.505331962946935,0.413292251044462,0.395585503273945,0.538800323068246,0.220910061405255,0.0720293138058977,0.161613900605708,-0.699762487969567,0.143741436907028,-0.622896102993052,-0.521179879421867,0.22520324431478,-0.474389156805841,-0.0592991401992088,0.173755645764197,0.0088249858689097,0.175399725557779,0.527021361443012,-0.160621403476227
healthy,-0.491294867256349,0.237164305822423,0.0277346739494236,0.240627758426951,-0.33260768334377,-0.187124188826862,-0.302097139344512,-0.14764699615734,0.37901910818441,-0.205965547340102,-0.188148494488885,0.508928482150209,-0.462889349725638,0.119823318425853,0.113041612501203,0.33929589835454,0.405856389758944,0.600347708750641,0.563240389717673,0.49886355263347,0.272319961893518,-0.48177786707157,-0.0343746890001528,-0.555596683619272,-0.547378853034567,0.390301630100961,-0.244360714088745,0.0543473187105779,0.0421308118236016,-0.0779317928046009,-0.0537394699944544,0.159168166712867,-0.359254103613925
healthy,0.041744653001268,0.239058865626818,0.113618331325967,-0.0583833844479267,-0.19347765445498,-0.157255539813337,0.0159973784976538,0.174296072696341,0.139022490356543,0.184413587907214,-0.376002709900751,0.3688693636699,-0.247889288935997,0.148206451769129,0.372400254178432,0.201234940396295,0.0630013612244339,0.172734933472232,-0.0464896469478751,0.245946874875495,0.0125228483572901,-0.0573241445497709,0.141519586270104,-0.271712943151739,-0.0817213221341397,-0.0376884062759363,-0.306688991929869,-0.184586771475874,0.012854844359948,-0.0442062069903402,-0.0143294011614096,0.161089828869955,-0.128749489992775
healthy,-0.0534076607089031,0.250694047198679,-0.137449989314567,0.127037275798452,-0.427634720883936,-0.188680221804375,-0.0663373047629248,0.0524726797014349,-0.0145377342957361,0.0042030244177669,-0.130024193884867,0.439233377673687,-0.473356091010772,-0.0417832318393329,0.634954324814829,0.418800496418549,0.307147997128282,0.397812040132743,0.01113151354978,0.246874316730061,0.123351720488127,-0.56883802004551,0.0144868731753536,-0.403398209328727,-0.333203962070519,0.150806563035525,-0.242742257614689,0.249308652048932,0.0315965777353901,0.0096672941156205,0.0636150956845073,0.283053032969616,-0.321820487863882
