group,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD45RO,CD279,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD2,CD226,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD99,CD94,CD82
healthy,-0.121542400718466,-0.379328984304989,-0.293085419397723,0.204545684307233,0.150787228710645,0.221465818579948,-0.199005413606492,-0.404111599677737,-0.351100595911956,0.0628106381559017,-0.384167457331886,0.0555957515675242,-0.289100180485782,-0.401867691569016,-0.416621878231121,-0.396011212681012,-0.400075118366776,-0.370218437615698,-0.0102111368839111,-0.383965351690921,-0.245320534142004,0.266899776577724,-0.0472541382761974,0.27354040682868,-0.466463279383564,0.122242120960637,-0.251177728546469,-0.0001986154006744,-0.354190418351955,-0.271547461218722,0.0663008310715839
healthy,0.0401311033425987,0.300539453996322,0.179082858935296,-0.021980311863002,-0.0482299686801462,-0.0664645265078981,0.18863429137002,0.171490103522473,0.134905399952293,-0.185628998708763,0.351405215927602,-0.134154315594137,0.233394682281828,0.268679189667877,0.449500504399947,0.35054982526017,0.199877805118749,0.261986829095442,-0.0319076235051176,0.326243543260535,0.285767153976481,-0.0769996870838833,-0.0154748820591689,-0.0936577584610721,0.322147397794498,-0.146655435022965,0.389787779157389,-0.169305243965494,0.395833749285927,0.0786805658376442,-0.0144870875847842
healthy,0.0895747082403639,0.0548316362174241,-0.106278413491472,0.206762283567742,0.0619898167730717,-0.365980271841834,-0.14673450362452,0.0096390935604412,-0.0775599867957466,-0.188492051934867,-0.0799788075592858,-0.0352342935979665,-0.206656961868901,-0.0083526807821547,-0.102990353199745,-0.0794608894116303,-0.182429960679161,-0.131652193984189,-0.24146368893327,-0.0473987062066162,0.0046827371228083,-0.0037220543074017,0.101122442578565,0.0757244537350605,-0.0009918609899635,-0.185598331413446,-0.335768072984371,0.0305644189159708,-0.270814588868174,-0.130997025675899,-0.289954536698166
healthy,0.198594485329362,-0.0559588065178498,0.0937741571947474,0.0988327488335105,0.264836174480197,0.286289419575336,-0.0364626642833966,-0.107314167178414,-0.0952586669925953,-0.0239632637201329,-0.0653336720886054,0.369389640308707,0.0279376669100893,0.0129044043505016,0.0344524737123914,-0.225440681776344,-0.0569451779341306,0.0281409025145491,0.116568096367678,-0.064403368010134,-0.0980958261739488,0.273217382731425,-0.0696307641083688,0.127186927872518,0.0033855737627681,0.272899916703424,0.141721313408067,0.388133601048033,0.18133020359299,-0.0070293363439849,0.229930095050049
healthy,-0.144577564370868,0.271838390223346,0.0311246394660355,0.414790521741613,0.150329320080851,-0.344925916665998,-0.140971524152701,0.108746619420623,0.169901287902202,0.102019566554303,0.175761539552897,-0.141249256324023,-0.0614159126154499,0.416289866039475,0.146499915461999,0.27464771768693,-0.0252049989958381,-0.0515460523456751,-0.123249034934983,0.173797495792229,-0.0627563712601256,-0.269004212455282,0.293980131264911,-0.371598537016518,0.0930725509523604,-0.20283908395403,-0.173303556053439,-0.258950240412841,-0.246679476669255,0.0439110923495736,-0.397410197749305
healthy,0.0075106019246903,0.496042622972334,0.405519027244768,0.411518975240438,-0.059612182828597,-0.0432047478263703,-0.0090253618660137,0.150750417986325,0.25352047758202,-0.282851920949156,0.658901662360194,-0.15907412670735,0.0751600927002855,0.44158171519638,0.596841894085196,0.612866319042261,0.561459088334505,0.298061243851391,0.124467533959229,0.516106597491326,0.331528974227348,-0.11520966974647,-0.0201600468956252,-0.0985312757961383,0.521778756410813,-0.209169030160983,0.379332735845963,-0.160637783697678,0.30759890857218,0.256548868479702,-0.0626007864109104
healthy,-0.345682047580949,0.215137810263438,0.139085539898913,0.184682544539997,-0.191696947281953,-0.344626313176688,-0.0270388640664379,-0.0452317998681821,0.505950439406684,-0.128473537194772,0.712924333455755,-0.642368476780205,0.513896489080436,0.554070976124602,0.52713567839196,0.617840620814242,0.284568842491764,0.0042469925384498,0.0514693663423045,0.189646810545472,0.401589840064568,-0.626620460158394,-0.0423349844498348,-0.546917318791147,0.216660575605299,-0.519866778370368,0.4135078699832,-0.510476847820369,0.453772427618158,0.603791374361163,-0.0410780108033422
healthy,-0.115083834059057,0.0634657491398186,0.0479262673177424,-0.241774198291026,-0.0291060779830558,0.0016962076904267,0.179141106818419,0.226840377461495,0.234592790299039,-0.216467775478639,0.652904221321659,-0.223887790796951,0.497657579265699,0.119508906241244,0.438713122473488,0.444904475038853,0.463147564780976,0.221895527056616,0.0160593803811708,0.275582945302731,0.360805004714602,-0.0585046151697648,-0.0839159749459778,-0.0522262780424989,0.222793690513428,-0.0244371198378764,0.434471190284992,-0.439060355271773,0.420093223535186,0.283892610527431,-0.0031931813024664
healthy,0.040796865070027,0.252597418972331,0.194611575061022,-0.428819271965228,-0.237543651726318,0.220913434619091,0.500386130850395,0.381141256955322,0.241498090640552,-0.44614443375461,0.707217073295776,-0.384412905205822,0.701267181883629,0.444831845910375,0.60019938178959,0.757039353383767,0.628925905919724,0.447502036398227,0.317185365851593,0.585558371803014,0.511399960527376,-0.221502801541126,-0.19359838902205,-0.204051880768391,0.387304256022368,-0.243269385324072,0.557288953745055,-0.496637696804811,0.725004547408053,0.430462065462922,0.12680071165487
healthy,-0.024815731349707,0.270963823159386,-0.24188609767231,0.0162813339843608,-0.507680408403114,-0.265694009575854,0.173864420340034,-0.0287840018096836,-0.0028576185352984,-0.130474227618938,0.501362944993181,-0.542187710005998,0.0191549247908782,0.735314627236907,0.371461178716819,0.419591916136954,0.0701105440019734,0.123533615683925,0.19512911102579,0.241212152507117,0.155703093499946,-0.673204820525783,0.0458921185500917,-0.434040291760954,0.14746481339889,-0.38556356425476,0.244526786751306,-0.309762398622522,0.143203421142514,0.176194233873011,-0.313046003459267
