group,CD52,CD3,CD45RA,CD7,CD49f,CD45RO,CD279,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD41,CD2,CD226,CD49b,CD18,CD28,CD38,CD127,CD26,CD49d,CD73,CD158e1,CD99,CD94,CD82
healthy,0.0800234572354076,0.158712763519816,-0.0584174474098958,-0.369049745736096,-0.364713792162015,0.0659507369132868,0.205610926373309,0.0587153038824618,0.189342982644389,-0.272230644565544,0.225811254413164,0.367285024088756,0.0322645457694825,0.110175955303231,0.210864043027557,-0.271379134529346,-0.0285968159940763,-0.140628727038422,-0.239018672718017,0.184902054224043,-0.175446099140149,-0.0009246230220571,-0.246259970079635,-0.136072677176194,-0.122136377020083,-0.155768641965302,0.189550554715938,0.106301997602506,0.170666075745906,-0.0770623812988727
healthy,-0.0574771410731293,-0.121337632126726,-0.178727163241367,-0.122306574467587,0.199886405369573,0.0637683144620298,0.0589704981386243,-0.134318678913885,-0.0482994026513774,-0.0492520518014279,0.0135633296095378,-0.0526141488959697,-0.175217460769593,-0.0569548973030844,0.0200848665441064,0.15182747129888,-0.067603917711149,0.123668835360769,0.201350581899717,-0.121631403018598,-0.0498172584857499,0.0600231219491536,-0.0305291873228606,0.0767362967229138,-0.211812152439466,-0.0301460710362519,0.0698029783153345,-0.171704941176082,0.02595813404754,0.062956480320947
healthy,0.164628200459029,0.147034869561039,0.734169421826626,0.379413476443781,-0.373009614535531,-0.581300735384222,-0.210936004706931,-0.191653070259176,-0.422501892761622,0.307557498892857,-0.647191132848506,0.0179373577571265,-0.377809886345392,-0.26088764476845,-0.359729850665447,-0.136364441440401,-0.230908113422898,-0.331838866139722,-0.138633621535809,-0.424754147729164,-0.0875730129099247,0.213698242786787,-0.0176788040407748,0.0881367675741637,-0.481942207423564,0.541429360426477,0.0586316822461307,-0.715930595562475,-0.0884989902863157,-0.513817908565065
healthy,0.344070550557234,0.49121796389221,0.0432491786132349,0.331453416398925,0.0896689595822467,0.380091457866231,0.205703881130837,-0.154402662386374,0.429464034050627,0.0979262820951544,0.242171178905056,0.213797170011647,0.521776604469735,0.457997060988111,0.271383361117783,0.215148756404573,0.410731501883469,0.0977045263533597,0.231400209201067,0.462361043690279,0.282542782745139,0.0837201618365291,0.111857613950672,0.0834597681420539,0.160226832430253,-0.0161190103148378,0.0838351919913696,0.2912236281373,0.107508294371703,-0.0366759403578383
healthy,-0.192588175573475,0.21228402865571,-0.112306345458439,-0.399010645758607,-0.153935191947851,0.207331265331848,0.310914984386646,-0.230450295677374,0.543487119692537,-0.398790313164405,0.491821887744072,0.481207172434489,0.35604341042559,0.51423414773357,0.322987419162548,-0.168911690712862,0.138652586033661,0.03037561026289,-0.238121372938251,0.116564417236646,-0.301753056865425,0.0372640736092003,-0.338122830506189,-0.356733403912361,0.284947036310959,-0.571066620051062,-0.032031902426464,0.375464304445888,0.0885889627791224,-0.0902765842256197
healthy,-0.0809897394773307,0.524063882688343,0.554965189088602,-0.0496076351145742,-0.22302359026336,-0.150775946108524,0.185566417888255,-0.310638707790761,0.621843998916843,-0.149193509795037,-0.0175277926106391,0.475574461341708,0.532618587979131,0.705386555167543,0.461861738538919,0.0601399874381453,0.192457594224088,-0.0267143277058541,0.04516227926518,0.247720548350146,-0.355197769517497,0.0796314379071931,-0.24676534446158,-0.411752596826992,0.258163034191849,-0.188488675325368,0.125912675951022,0.0815149365492832,0.304581098725558,-0.271413785850695
healthy,0.220386565263726,0.165245926602711,0.119539852002045,0.138157290528307,-0.278946087568447,-0.0501609456347399,0.0264045937378192,-0.0715977477817067,0.160680806245442,-0.023919309625938,0.119368455998685,0.0103457825375135,0.134254606365159,0.160702951946426,0.16436141420236,-0.187980513507452,0.0636561595858078,-0.123472205724509,-0.242802773672064,0.0371495576552267,-0.0317280906411591,0.197812886937244,0.0098111680752521,-0.0098286732824911,0.134796984135022,-0.041401308734991,0.0610744305898366,0.0605303104667323,0.29399245336955,-0.141441982132561
healthy,-0.410656192709861,0.304052906742929,0.29292218234534,-0.134618404604783,-0.215973253136115,-0.202151721659791,0.325365157797788,-0.187991941701577,0.741823682667289,-0.233619124629552,0.183297552241381,0.166345477068566,0.550143605773172,0.672048653165895,0.57008628395468,-0.0028406642624506,0.163130613521605,-0.294669342213418,-0.173766540170511,0.313770501228385,-0.355799726449487,0.0650331954056944,-0.443042231312592,-0.455851305611514,0.440769624631672,-0.412979526106406,-0.0497828131169794,-0.0279587256545916,0.370213650701751,-0.353570604445588
healthy,-0.0660385207987527,-0.078018712860507,0.368766826584479,0.0889807092975005,-0.142259406645928,-0.387155316339028,-0.349285219412734,0.155291175397285,-0.645778081388037,0.287985433790762,-0.606855180887384,-0.394316960238043,-0.589130724590752,-0.721136150354168,-0.661714218645131,0.0238181769122213,-0.306496543085361,-0.203009213140063,0.0895884508895446,-0.518911225139522,0.294125395836852,0.138239151865155,0.238302251320459,0.288223763311744,-0.595532417117238,0.310710221728102,-0.0482877754270139,-0.682280331702199,-0.423448867683499,-0.095975298724202
healthy,-0.266647945752457,0.0043619095111986,-0.016154136890714,-0.252240343007124,-0.130653875548706,-0.0254042063975382,-0.163029371001831,0.100793944987463,0.102797948295117,-0.384530742732571,-0.276115543700536,0.489533143587577,-0.0388678317041725,0.141304976100269,-0.185128937249934,0.134194159719724,-0.173573908831134,0.175214945414047,0.104361405486877,-0.170657679614012,-0.559432600826561,0.0374644643208001,-0.431491235271264,-0.260157654803846,-0.142128686593066,-0.179640249395517,0.0159522459725667,-0.178937270042558,0.0357431353116233,-0.235288657544898
