group,CD52,CD3,CD8,CD56,CD45RA,CD7,CD49f,CD194,CD45RO,CD279,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,HLA-DR,CD57,CD11a,CD244,CD54,CD2,CD226,CD29,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD99,CD94,CD82
healthy,-0.294211311598651,-0.286740368318622,-0.21203595430559,-0.0971498218420282,-0.0920801745452269,0.0832516676952445,0.348558461032952,0.164575445195258,-0.0002493411603526,-0.184848254396396,-0.433691334289001,-0.0618381107279246,-0.24796938773082,-0.246159319788765,-0.0084765510385555,-0.265328980980038,-0.0095055950979788,-0.287969266644329,-0.439960295069892,-0.349015169840563,-0.230136239042438,-0.203139577934098,0.12017479083065,-0.116641219654911,-0.236842934690013,0.0649129248945024,-0.105702116968363,0.215064430467639,-0.323815588904392,0.0770511951093219,-0.0811817110235616,0.0444356819145252,-0.371675578784955,-0.128596944968651,0.0442936470427683
healthy,-0.083240491558986,-0.0686850483831008,-0.0512109420206858,0.0917059432997636,-0.138934596633247,-0.100035332504719,0.186787304929919,0.156032270884851,0.0418860416677208,0.0735020824665985,0.142003992146376,-0.0596718184828541,-0.197079201272507,0.0067266144653735,-0.0630999604995371,0.0217584885719005,0.0629826353829672,0.0128826033497883,-0.123200389050512,-0.0027372407047518,0.0593833185103635,-0.0724104150428553,0.117220121985026,0.154939893242153,-0.0900250979603275,-0.0975020043045013,0.0673476702459535,-0.0643514931780767,-0.0642839715661746,0.0148192562342928,-0.199701113330889,-0.0556100319093195,-0.146687134878348,0.0364046541582076,0.0308336173938794
healthy,0.0459406236629515,0.123940731480025,0.137343760462562,0.0821397624269242,-0.514801455881542,-0.0670465219390409,0.256561060642977,0.268676820261932,0.512776520715848,0.220554272570798,0.29071556984265,0.0355603727097355,-0.263384627290537,0.373516763952744,-0.205824985938417,0.510235893994397,0.120601443520322,0.0795580360570272,0.374518440162509,0.44362000369415,0.399395167793648,0.294241415268581,0.250128234419054,0.367136089237383,0.345003843866377,0.0335338117273788,-0.234539299177051,-0.0502092661468764,0.158823024481922,-0.102177759669195,0.228219631510189,-0.399908089684731,0.57233613719464,0.297624409847345,0.288449490370326
healthy,0.388941176645032,-0.0488408430457751,-0.0009217885262237,0.0877792614964531,0.0825165365332291,0.243453942262496,0.0490318370993427,0.118844421785283,0.11525298830957,-0.0399330403553652,-0.151176987888516,0.283187293344569,-0.0160293844165232,-0.328092635958572,0.267787926945308,0.142311089977941,-0.0240949338829411,0.152545693202915,-0.192944728521884,-0.372464104974019,-0.168306578070871,0.0028541010133239,-0.0661868635653068,0.0929241988904554,-0.205436804954901,0.324934184690118,-0.0604791207298759,0.210867788209752,-0.0386273447702977,0.336503984260323,0.0059748208537182,0.31500403113237,0.191425534712321,0.0758531245655271,0.312771723338023
healthy,0.112166635424017,-0.0237326169405815,-0.151725703678288,-0.0658353108424417,0.59926560521075,0.381257042687777,-0.183368694044826,-0.267769933082186,-0.495442335498671,-0.283390041504458,-0.187285513951128,0.2499199325748,-0.106768505452938,-0.410425527320469,0.277288751081263,-0.692973856140949,-0.129235597772388,-0.235249796784387,-0.52347828384495,-0.428189143704848,-0.447939619198231,-0.302539586636016,-0.376388016522988,-0.280790175259034,-0.544413533652184,0.0006542581554956,0.201118312914348,0.101084767518674,-0.209013953932282,0.0148028512210809,-0.613822555446577,0.413344870917711,-0.716263192411503,-0.115122428345873,-0.240027630573993
healthy,0.0960241876270643,0.0956423553808187,0.126540414003786,0.0490329053619257,0.285323139059841,0.288770503471376,0.141594503029214,0.0943270681670171,-0.077625000697909,0.0471173352462753,-0.0245796473911711,0.079914022965991,-0.0295473814743987,-0.0715657667503078,0.145555374468298,-0.10235174612416,0.09269752602967,0.0547099708847171,-0.0890409004633761,-0.156206976321529,-0.0255609427363804,0.0043120926411254,0.0959010665066962,0.0922343707163127,-0.0721542315558139,0.0279236697486761,0.0348496343376497,0.185735176551505,-0.0211576637477336,0.278931983722468,-0.254210981427003,0.0166067796066999,-0.176785554764372,0.0477391149153682,-0.0783259763386324
healthy,0.182007741435206,-0.185654027714329,-0.0028984404216871,-0.303890336099575,0.0538132627878166,0.440332991652725,0.313390562205856,-0.0318240182336548,-0.14811072606067,-0.0726255508777005,-0.274026371575603,-0.0348071775916013,0.20274855302748,-0.621021201662442,0.682438532782441,-0.452901540528453,-0.0448930811274396,-0.681912912753748,-0.517476777828537,-0.501343542611055,-0.279189336838006,-0.160959342165372,-0.329581566944638,-0.230778666609965,-0.438083055873129,0.666914796788782,0.103770694786751,0.503135875534547,-0.235118014313994,0.490623234569336,-0.517371748184797,0.529155568440908,-0.417661122675077,-0.445576085645086,-0.0184484365699221
healthy,0.422922923750599,-0.0241252960364628,0.198752129742772,-0.0300231162325139,0.229981274392788,0.41670730630418,0.112094065669476,0.0554608129910656,-0.246395101054326,-0.410705197223565,-0.571621867314393,0.344415398794549,0.236042465063067,-0.701361591643206,0.409995635441034,-0.64755342049309,0.0565560893697042,-0.105094716503293,-0.513799224495634,-0.687832516082059,-0.709178471514025,-0.0889539300236829,0.083046430129359,-0.106235218637257,-0.361522559755669,0.313507450107104,0.0549426459788442,0.514680526180716,-0.144912641315519,0.56947917610744,-0.550227288004475,0.62323170136275,-0.333297140587297,-0.314354654457449,-0.0344221308905349
healthy,0.186272752864421,-0.0023718058302962,-0.122017032207236,-0.0571918074666955,0.544850601484375,0.252886981272499,-0.256029322470867,-0.0664822386596281,-0.476968813057218,-0.379106725158143,-0.2528811955049,0.195207988472436,0.0587421220088561,-0.658182676807567,0.426396017140378,-0.714574246405861,-0.0282490678958995,-0.400751635092687,-0.590499043317,-0.735410055935418,-0.686130732927898,-0.2835211168683,-0.324531365735208,-0.367548014738565,-0.559714319468905,0.339284922936887,0.264303885601643,0.317129784212711,-0.212195473961149,0.366926853623544,-0.658169992171998,0.442964451700785,-0.770392611599491,-0.388512214811838,-0.154702486533106
healthy,0.329637412008011,-0.0592877455246604,0.292914692118514,-0.108679659148988,0.253847372287772,0.396464861090646,-0.032608126537117,0.0715311076413499,-0.182401960444568,-0.108926790531011,-0.0747224846705511,0.0147517768453474,0.246389260414359,-0.46024726583357,0.431469172258726,-0.0489646747170607,-0.0414840295637496,-0.158672857800906,-0.21297415052823,-0.19049704660427,-0.218979265802009,-0.111327065733138,-0.214946492958308,-0.127084749554957,-0.200091114203976,0.249366170661934,0.118453296031883,0.173278962854335,-0.0385409695887305,0.316454994610155,-0.313802422193498,0.297329210844198,-0.135355078969174,-0.0350757347071833,0.189768920666958
