group,CD52,CD3,CD45RA,CD7,CD4,CD44,CD45RO,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD2,CD226,CD81,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD305,CD158b,CD158e1,CD99,CD94,CD101
healthy,0.225785241652324,-0.3565816851759,0.177221642537422,0.377834491847648,0.193154764721589,0.0192070492466406,-0.185322817432138,-0.394715929661631,0.456304006262249,-0.720465208946705,0.34599043407283,-0.300001622297333,-0.260100124210442,-0.39148933913219,-0.643241509342307,-0.294989664881412,-0.133328396890041,-0.112354168162972,-0.223715907666858,-0.309899894673351,0.217168223046069,0.0003934566051307,0.13438199066794,-0.258859944132626,0.0186795825513732,-0.273659731562688,0.169743943794576,0.271954735128485,0.0746809297033146,-0.11278269970663,-0.204512060393846,-0.273400583671816,0.294184174445879
healthy,0.174286484870371,-0.452999934722996,0.360967019560685,0.473636622590902,0.03113145124231,-0.0852223746600745,-0.461162509114253,-0.502426622636356,0.529939164475388,-0.740644504465152,0.533602989906113,-0.569922745012852,-0.698932305939554,-0.655934151842915,-0.749718486694528,-0.478825921064756,-0.302049325185449,-0.273596019585059,-0.427688151921333,-0.52528545369504,0.481033403114849,-0.0579522195340611,0.479596488470678,-0.433189207921094,0.246306422085717,-0.585075677492614,0.603010152454307,0.268928562233078,-0.188250891673328,-0.132996382829253,-0.661193965386219,-0.297139113235997,0.529973647680068
healthy,0.13602317299649,0.00719602335617,0.123003342686159,0.0557494351704291,0.0975409323855596,-0.220700799289002,-0.118838801120043,0.0291382424760797,0.0182532532427012,-0.175316940225813,0.0829509932553981,-0.142903440576806,-0.0473308640198746,-0.116301940700795,-0.0141243989925763,-0.127930043165671,0.0050821067866702,0.114701111653722,-0.0256231696255767,-0.188912468726045,0.0481562852870576,0.007390800345183,-0.219477698119419,0.0233615093043954,-0.295152583046681,-0.120591014077817,-0.0283285730050936,-0.11830400904203,0.0600144413231131,0.0192883465445323,-0.160975095093633,0.049892697062946,-0.0860330201244233
healthy,-0.199942184208131,-0.35101162704601,-0.0004373439913002,0.0924053913545647,0.123325109441658,-0.139033552519602,-0.395122329834877,-0.0505080431848539,0.365440693051786,-0.486877918608412,-0.0027397540318342,-0.175106587368127,-0.245407209112521,-0.445243254113012,-0.426113806654792,-0.305719891889868,-0.328576583804219,-0.0488585411408018,-0.381731471466845,-0.184036448349831,-0.0998781860766415,0.0366885423142581,0.0653858429639491,-0.36705467397633,0.151075088342419,-0.311428810887133,0.0805782727783207,-0.0218137340692887,-0.0395399347342372,-0.0501172523770067,-0.153276673702036,0.0107874276209314,-0.004405552395626
healthy,-0.229127905409115,-0.119913611462284,-0.418607053396813,-0.38633824632529,-0.0747742457543436,-0.0840000934806982,0.186225046631374,0.152033332366054,-0.141304699564437,0.194871388115353,-0.440204975899228,0.356173812730488,0.249339315660507,0.091266699846838,0.258194039771426,0.212763420893675,0.0283343943147909,0.270372881421593,-0.0147144667394722,0.149018871144671,-0.273354130773444,-0.136212303556352,-0.105654023465196,-0.0168563888349833,-0.0838898073301235,0.219496969530455,-0.277983002252769,-0.308840758622519,0.0797602653295693,-0.0006312583342965,0.403207741257358,0.145598177025375,-0.0250220296802625
healthy,0.127652780897186,-0.53408983579048,-0.48320164285028,0.100850734453371,-0.017690790180035,-0.0784354298422488,0.0939428598721262,-0.304381525985499,0.0223750525370934,-0.695900705296029,0.162187212683953,-0.03378747013207,-0.46810580290053,-0.547664096536165,-0.682509889372521,-0.447961096660451,-0.170001386958544,0.0617401134280784,-0.47698522598622,-0.269440057854943,0.272727652048219,-0.108420075139951,0.332225215519604,-0.495567592611027,0.314166160060155,-0.285746931338036,0.304106841206006,-0.282609808289914,-0.0966634646141223,-0.119105676695934,-0.148795439766942,-0.196661953463777,0.201260835854545
healthy,-0.246729931282382,0.0110324349017816,-0.126013156776981,-0.404310235187336,0.371551429011139,0.0088571450637731,0.0973294232251811,0.13910853091851,0.0425097086450227,0.445440920524028,-0.584620405039261,0.250328131022816,0.521211290846055,0.381058321912593,0.256717547674122,0.165843697670487,0.124245469773108,0.392547869072719,0.0058412024801522,0.396383267503665,-0.509616128415748,-0.320118757324488,-0.313695878831511,0.0550053296786965,-0.431577519460278,0.298328933143834,-0.491826321495106,-0.387381817151346,0.239827003956403,0.0178070279020641,0.329610110056947,0.172612901953562,-0.343673911319062
healthy,0.343178000099611,-0.155020331560838,0.0658115389955995,0.27272363778072,-0.025885351140499,-0.342626943674256,-0.0410453844316626,-0.552274945305331,0.277534544870562,-0.808648712730031,0.297528261395012,-0.507093711353772,-0.11363345340435,-0.660188860303442,-0.733878361437542,-0.701562560455146,-0.192787881496045,0.0909746814146112,-0.474927220709701,-0.520285524496016,0.222074891775739,-0.050675483630458,0.48984615828648,-0.275986415836275,0.41172734970709,-0.562043562384272,0.596597237047933,0.0590027229493464,-0.20450203135763,0.0352043670341322,-0.247017673896925,-0.427524529884765,0.535269328372311
healthy,-0.188296222151427,-0.263659845778706,0.309808287047055,0.0888760810227757,0.0630748208276997,-0.273908261612965,-0.406547981455869,-0.186752093745588,0.401943721620128,-0.606657560284072,0.194407272450648,-0.602464933014446,-0.377167414952933,-0.658268555862923,-0.679094130373874,-0.618827533475853,-0.468513733458647,-0.198069617440211,-0.566148750016258,-0.532503719148396,0.136485127943432,0.231160434179205,0.0869067721613617,-0.458138996316373,0.269094716702155,-0.568134235545988,0.323017642121536,-0.0014055294491632,-0.0763212800680875,-0.0129074547678461,-0.687598064046197,-0.375215576053317,0.162548798489574
healthy,0.128616077507595,0.0436809284989687,-0.39911909344353,0.0784598047553486,0.509442991426479,0.157674289869359,0.303469237922928,-0.207464705673042,-0.005952881070687,-0.221666237197382,0.0280025118142165,0.0640718239556901,-0.113960273593816,-0.0803760432011089,-0.402779609084647,-0.0139620499596116,0.0565538404261094,0.0331846399680362,-0.0326163295662574,-0.122145335195422,0.365249857346579,0.0447961528297758,0.32053357449765,0.0101566808130841,0.24839859561587,0.0171198308628362,0.0026894885918931,-0.0169337249778434,-0.0530658151555375,0.035987356991163,0.090870306369097,-0.322731442556828,-0.0281245775344485
