group,CD3,HLA-ABC,CD45RA,CD7,CD49f,CD4,CD45RO,TIGIT,CD5,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD370,CD54,CD2,CD226,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD158b,CD158e1,CD99,CD94,CD101
healthy,-0.384541907022071,-0.433221213084679,0.011277321293509,0.0072628604215579,-0.0114010912279142,-0.102603699871889,-0.111034735469558,-0.448084583811256,0.0525364739525625,0.0761204745445812,-0.459623854611957,0.0392251249686502,-0.200086879916184,-0.435702433182041,-0.429670040123191,-0.435139681194894,0.100979887775852,-0.337135350771656,-0.245494261384672,-0.197747768708424,-0.175333587195508,0.257474231067591,-0.0294895725545462,0.408783720126468,-0.528427350912308,0.186629192306316,-0.268967318779911,0.0146433718133604,0.063255764767914,0.198213261546789,-0.329331276658503,-0.202851886773327,0.0347963605851845
healthy,-0.318623915628788,-0.258792011476886,0.44949620715087,0.48294692284872,-0.18133530136332,-0.0051076159132129,-0.46138765873932,-0.455159338783017,0.323703352193192,0.559682978711864,-0.621680977216741,0.487803971539161,-0.527516880855563,-0.545792976087861,-0.516140383245612,-0.615969774903793,-0.162052119352663,-0.427103562368676,-0.268722404917463,-0.315672069007198,-0.431560703908483,0.392690342926066,-0.0587899656571431,0.407074915393783,-0.329043034914046,0.162072307050409,-0.453691106114044,0.551805265349224,-0.231701631150184,-0.137822192745533,-0.544377848183981,-0.266827281533716,0.439726308412982
healthy,-0.0635168885382351,-0.141988852030397,0.138029411953224,0.0377408783630664,-0.139189781175913,-0.0405062322108026,-0.189796121778888,-0.289666487339839,-0.0650024211265159,-0.0912503416879426,-0.0976096646484314,0.0656981493708248,-0.267213626008892,-0.0338854851218581,-0.138514684602958,-0.379242902479066,-0.0861809322840871,-0.152557782618666,-0.161431844775193,-0.209184335346085,-0.0627041409365813,0.0767284532235058,-0.0707566407304606,0.279220416038031,-0.133941483076552,0.247956897729599,-0.0039841283838792,0.202451794087143,-0.0584937169635233,-0.0697003017752826,-0.144159821847677,-0.145486470425716,-0.211553219058486
healthy,-0.285843993758869,-0.32108827091296,-0.297919479987635,-0.189601098451202,0.100485185171997,0.175274857089282,0.008540457369612,-0.183801889147779,-0.11292117944242,0.192848019794874,-0.114980967619996,-0.0053842842741223,0.0375016492090176,-0.0942915623398581,-0.24156540883645,-0.322007050324331,-0.214256219562582,-0.333089777596521,-0.293032151468443,-0.0166685654676929,-0.173037405494341,0.0211328163803021,-0.0555887004761487,0.0422052302030822,-0.293591827050035,0.128767381013156,-0.226875856393328,-0.02453871833195,-0.132881837989671,-0.129861430151435,-0.0636867657076814,-0.177395011325318,-0.183827669803163
healthy,0.204558575642646,0.174300323743435,-0.261152142667971,-0.25058334664884,0.365371707681099,0.0351150578970071,0.392420892922274,0.105516260826932,0.0431595027391488,-0.267410757453523,0.400688893818703,-0.16093493590387,0.520368714684079,0.172932522832838,0.460991157201547,0.219535535546908,-0.125454274379454,0.191806417129653,0.337870400829763,0.228155868739385,0.44993596657266,0.191633165008565,-0.111008158021028,0.0115085760924522,0.290436633151065,0.0405653456198527,0.436656286112131,-0.338874715201754,-0.118364104696376,-0.151453853409056,0.498784099372343,-0.0564806324982767,0.189919212875866
healthy,0.462064062920727,0.118763209618312,0.477970072618672,-0.0793490022095855,-0.227433108492587,-0.146417486288913,-0.161517442953313,0.286962195202343,-0.154606721768632,-0.185726643492019,0.605207498883604,-0.219133683433545,-0.0391215466528983,0.46592008387391,0.450827319430717,0.645351159893769,-0.0319957988547342,0.490436589676154,0.157936533162275,-0.0031084577986595,0.268349906200869,-0.365642078965054,0.0882480123417433,-0.229051810531826,0.391091469447413,-0.361349307391843,0.269536118305229,-0.202589883623909,0.122947054254769,0.118991772637889,0.134019882193316,0.240122207651271,-0.0750536194210588
healthy,0.220057865082991,0.105463247698514,0.465214326983637,0.599192629258183,-0.237652161826189,-0.371040679004075,-0.318146368719142,0.211549231521608,-0.258949682991891,-0.286988141676986,-0.184017793213266,0.3902503762052,-0.159586056531043,-0.440215440513546,-0.221787726511345,-0.0731984145554247,0.110057721364546,-0.157811029170418,-0.188285366225065,-0.590341050362832,-0.368169705106519,0.336749805097546,0.323859690871551,0.217648235617241,0.0682960255824577,0.322641425195688,-0.293114153747422,0.417487027303595,-0.167609434225711,-0.0005072914105103,-0.242569129297458,0.111749764987778,0.117526170414848
healthy,-0.0495598552214129,-0.126506184525341,0.17277256576061,0.0151587636984399,-0.172011700095667,-0.288769242251244,-0.154160441657682,-0.199413263463896,0.0668856268460176,-0.0805631825826972,-0.591398480464414,0.031475831499931,-0.409485573927702,0.0423882182326964,-0.423920219760106,-0.404775854143929,0.16685117972364,-0.466679344064273,-0.166580276151749,0.103029894479998,-0.488424739448297,-0.0259181736020893,0.0845724614611142,0.124808965721739,-0.211890611734215,0.0373797258587122,-0.612737459567332,0.354049678073639,0.0996686574314545,0.213604875653045,-0.360711939873843,-0.167895963014896,0.366158984666002
healthy,-0.194813550852215,-0.207596634865823,0.251049267030333,0.207167062987758,-0.11857332728932,0.0755322397566336,-0.275019423011309,-0.171567109847165,-0.0066828329765729,0.335910990361821,-0.476837235908311,0.224882796626885,-0.455801621847611,-0.24718876672176,-0.456807900235385,-0.567947540559087,0.020251890213781,-0.485200525043791,-0.322848487839477,-0.197231786407865,-0.384686083218003,0.1634213450315,0.311612035266609,0.181898903885296,-0.310315735642428,0.34532193000707,-0.384856040863411,0.349494252295498,-0.0619475608853992,-0.0033380884828946,-0.525840475002927,-0.274093833477115,0.138447171735883
healthy,-0.26880862396368,-0.0901055902288814,-0.0477316103703526,0.461061030619124,0.243052938251047,-0.227416476247374,-0.0871958106875234,-0.0870184044252625,-0.001912693313801,0.34536038472471,-0.44468735664064,0.521307028311509,0.0084206097710803,-0.590415425544749,-0.344964327094594,-0.493879351979698,0.0213241890373738,-0.0755666007433682,-0.061977562360426,-0.144458526787823,-0.134078168116037,0.711872183582559,0.0199145218178287,0.411108427283271,-0.13228774230808,0.450751760771946,-0.198501973148745,0.296509176133537,-0.0790841610492231,0.0068494322428457,-0.0433605487844925,-0.183348113817414,0.196991448934375
