group,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD44,CD45RO,TIGIT,CD62L,CLEC15A,CD27,CD95,CD57,CX3CR1,CD11a,CD244,CD54,TCR,CD2,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD305,CD99,CD94,CD82,CD101
healthy,0.0496118705925954,-0.310035616710585,-0.254161517544771,-0.0214315260052633,0.0023657034983083,0.149516302623709,0.0676293342683853,0.0040771182480431,-0.0520187995785802,-0.432801225436967,0.170437263872287,-0.488599589117764,0.182100228459384,-0.267236733297059,-0.549921397764115,-0.348976335920677,-0.500515628214453,-0.474387808633894,-0.29569786911339,-0.0720706430874789,-0.24836727138097,-0.136779210275973,0.532231166745846,-0.0834914916087351,0.472834802964351,-0.370910652829202,0.0293940977882448,-0.375526667290077,0.210297597423192,-0.168488696231107,-0.258882084494748,-0.385498236623884,0.143083933385319,0.0038642836473823
healthy,0.20696529871155,-0.382296662829191,-0.166852548144015,0.358394580219454,0.470502757916971,-0.0190658208290171,-0.13521329223099,-0.084620067024858,-0.391931571315593,-0.437153903606907,0.452068243845517,-0.664016311620404,0.522852614364266,-0.50872767106951,-0.642677909371435,-0.344587901643493,-0.559985395501998,-0.680994195832199,-0.419439983990235,-0.142762156457346,-0.226236970423045,-0.484566669836678,0.47846520881293,-0.0347470019927153,0.489136723149877,-0.340783378329144,0.241109053179468,-0.531123958819745,0.604558866861615,0.258614302308316,-0.615354801655142,-0.291527592086724,0.0222392413927877,0.519662113435653
healthy,0.0213139243435878,0.0144832239958896,-0.0875684809011344,0.642319520570469,0.272906829242328,-0.368132739716281,-0.337661772106243,-0.567818220290039,-0.568377237119896,-0.1095060394535,-0.164584187012007,-0.342796585801951,0.102204422817638,-0.649876383528033,0.0582466633181201,0.0444603672574215,-0.486892741750888,-0.215830765055486,-0.349274459551577,0.186725193580465,-0.357008760822682,-0.474102293632338,-0.249896393240613,0.203640485260807,-0.0640526672402876,-0.171510220275281,0.0593556202327276,-0.575660090530673,0.369482015285443,0.103571893837059,-0.742492906812089,-0.0726549942658191,-0.564496918447767,-0.0666411635695565
healthy,-0.0554557311375269,-0.422226656655743,-0.41721215652999,-0.0169687316870554,-0.191371801691987,0.0669407048567056,0.346596448094324,-0.137308468102177,-0.216527182437831,-0.110601330688642,0.208089807433813,-0.525368389268036,-0.0905640341055672,-0.0375026775389245,-0.133193008193882,-0.0493216948908986,-0.582649926050371,-0.43793364327355,-0.435261036334904,-0.340054862747498,-0.400629810428511,-0.355696388153732,0.0025482376785245,0.0468492100793793,-0.0366080305199397,-0.529784841712388,0.206102274926534,-0.491345860495103,0.0136936624346193,-0.281268121744162,-0.235053985510039,0.0438082518767101,0.413560327013744,-0.248027971308668
healthy,-0.26228368310013,0.0178255372945638,-0.12674202663876,0.157279041039594,-0.0809034436252115,-0.209928088698528,-0.150827488188931,-0.285189518880799,-0.0478296782472984,0.0895389604107726,-0.226168780936302,0.201581445325506,-0.336273174363011,-0.0252194007336233,0.343963416097536,0.0763061390243709,-0.112523620584837,0.248035490878321,-0.110343323977632,-0.027385019506153,-0.184312627558115,-0.163626059364075,-0.458931972724118,0.0744090490705668,-0.455119831452663,-0.0646642681439025,-0.320138048150022,-0.13574196297791,-0.213029494223825,-0.134825348017039,-0.151372624070109,0.0241100186159038,-0.395937197627112,0.0424216107086237
healthy,0.126989602657695,-0.390416452989357,-0.295739261475851,-0.303556830578915,0.168741121559957,0.133872905963912,0.100112910336209,-0.186306492968443,0.013777669416371,-0.253476804259,0.244527605522605,-0.601664228586105,0.225297153911206,-0.115323200238519,-0.386628101541814,-0.166285756639866,-0.625992724936536,-0.64658715852165,-0.552575398526655,-0.248394220122587,-0.25005538202521,-0.337421007347951,0.242493324276337,-0.0047178536528482,0.239658042942514,-0.502058620433164,0.336629653059171,-0.491761083701299,0.231964543487346,-0.26444877599533,-0.373979946260746,-0.285185639133505,0.118221434407233,0.0450727939449539
healthy,0.0575316815808672,-0.048917313841937,-0.0266114298726845,0.315504442006931,0.370060568105401,0.0614947977621799,-0.0376523898782448,-0.28174584539434,-0.295559323017388,-0.0222605520721944,0.0034536499351195,-0.448971250718801,0.379322179113681,-0.504154574818383,-0.458258692969763,-0.230541391216365,-0.454569818790924,-0.26103290478653,-0.264594605652623,0.123356986558082,-0.296640779655855,-0.556463673353939,0.29707515434723,0.297517499999934,0.176660232805836,-0.183263286127608,0.292263839577453,-0.497720199605239,0.462132693873593,0.491642529949078,-0.58076070158628,-0.0949956937484726,-0.261297293389681,0.208272644446402
healthy,0.194136100766032,-0.0635953349121945,-0.222719732051276,0.0026916414200011,-0.0288378604006594,-0.358522366991949,0.410912464598492,-0.276491169702333,0.119041224853379,0.0276479815619628,0.0767332304646357,-0.15892018645643,-0.0712870537723384,0.0087268205101627,0.227090309119858,-0.0056457879896713,-0.166560354082451,-0.146689235753042,-0.281599130568876,-0.138801581256925,-0.150440144778587,-0.249130192435506,0.018436592629919,0.197690363357175,0.130845849911459,-0.0915322400464721,0.109892604624454,-0.442234636882054,-0.0468975107847086,-0.107521287817049,-0.0648387540821584,-0.0714997351749701,0.127715133763544,0.173033195481175
healthy,0.252826122154571,0.132796713097623,-0.0167513378044111,0.198172306685263,0.0437615064384648,-0.0452745211905115,0.0171481104735267,-0.134635725362328,-0.126530991088155,-0.0434873644737323,-0.426998217960126,-0.112424487934282,0.0601241005298706,-0.232692188955904,-0.0161598876059464,0.0873136334258111,-0.188777258164697,-0.198602315804179,-0.227476188058558,0.159939169506811,0.0048943365968568,-0.223785503302077,0.0615312078935305,0.231561005385663,0.0626764321074647,0.0413135931397579,0.16783386403351,-0.323580357668423,0.0306782050696457,0.0391624416662203,-0.30026860099927,-0.00092801305416,-0.106722808766626,0.0802733553649887
healthy,-0.0371169125907618,-0.152248981502936,0.0545349157587428,0.232226728302433,0.286065018139977,0.130015376298344,0.0487016543822356,-0.241167227282445,-0.277098762896473,-0.0201397706320818,0.171545463020385,-0.447060845165817,0.135164380777893,-0.302553690990772,-0.205820784417924,-0.173084083621841,-0.475770762450822,-0.240516768308927,-0.259168357805834,-0.1228317767801,-0.245742123607327,-0.360750617179117,0.0215067658644667,0.166423159604351,0.127085577426389,-0.248812247847107,0.0760516303888022,-0.456793617249624,0.282287536066018,0.0821102309819999,-0.452120600094468,0.0695615577137202,0.010213774233905,0.150240466717326
healthy,0.66693122110793,-0.743813270820103,-0.500714659728481,0.576186575881943,0.434534895722666,0.191453490843593,0.0665488869892753,-0.0589855780091812,-0.444238831504942,0.0,0.550750140176855,-0.828732490157197,0.426992466881373,-0.0471054722479907,-0.143212269545313,-0.120155807055739,-0.514020866957112,-0.747923092081401,-0.784739773538825,-0.525324273855357,-0.579349579792362,0.0,-0.275176046870329,0.102678598756723,0.424387088978561,-0.623373336095418,0.114767488639644,-0.771357468233713,0.576848760838297,-0.218271397359945,-0.653523552309379,0.0,-0.0216085311687525,0.463775539327133
mild,0.182932687941594,-0.0969839055449669,-0.17122264088158,0.304633388382212,0.26571258122944,-0.122018552138716,-0.010492125114583,-0.0697725337796462,-0.358774824823764,-0.0947328124827517,-0.0554683966442094,-0.553112271655877,0.279272366836654,-0.273418307811133,-0.345368174323075,-0.234867445618625,-0.44288448934486,-0.394471958363399,-0.328526925299973,-0.0351057304942729,-0.207689597449625,-0.32181784979839,0.254391645897296,0.091213883670915,0.190438758418016,-0.176219901608391,0.166518615434576,-0.405371238530547,0.3313701547129,0.0260899942101721,-0.5200952901817,-0.223258110156999,-0.0980608284981676,0.09242003198172
