group,CD52,CD3,CD8,CD45RA,CD7,CD49f,CD194,CD4,CD25,CD45RO,TIGIT,CD5,CD69,CD62L,CLEC15A,CD27,CD95,CD57,CD11a,CD244,CD54,CD62,CD41,CD357,CD226,CD18,CD28,CD38,CD127,CD45,CD26,CD49d,CD73,CD305,CD99,CD94,CD82,CD101
healthy,-0.0202397424776138,0.203807506910489,-0.156570135290454,-0.164236568633299,-0.255013796212546,-0.129530325969198,-0.115581581360951,-0.120474249494125,-0.108576509621372,0.106125831375114,0.400094459746264,-0.120136267332742,0.057092897887911,-0.273503176420524,0.34103244637685,-0.292418018377077,0.336127789189502,0.401458113117911,0.209156104147206,0.314747845159637,0.147050321273827,-0.0863443254976188,-0.0841208566228982,0.0752231725379686,0.0859160308046287,0.0860694517892446,-0.238638367099845,0.190846126318647,-0.560125936396713,0.107918783276758,-0.0090315198419663,-0.0379699350808939,-0.488503605931524,-0.120066590027134,0.17465715857668,0.201128808001152,-0.0286540238750822,-0.231946057636657
healthy,-0.166343530968242,0.160400447570883,0.113452437342943,-0.294328109408847,-0.373134804600479,0.112934591152183,0.20886276549412,0.0252007831630191,0.183900940071943,0.259178062659964,0.325360803702464,-0.274108862864323,0.255377898736399,-0.287030768329102,0.358700947957231,-0.350327868771742,0.311701623818094,0.378291156198187,0.212403456563488,0.360774926831675,0.238454602931886,0.247364949671711,0.12230607234283,0.236675428888036,0.26857854203735,0.214583056761761,-0.348793006361006,0.072357477078504,-0.329664240583438,0.131210288214384,-0.064016037786968,0.183309467187853,-0.396079704794421,-0.230348845678442,0.251696786960692,0.231079090797041,0.0060297217756639,-0.245741793773987
healthy,0.0181906913528504,-0.0475514176219404,-0.151907156351505,0.69463409422892,0.27775160621908,-0.352173733887873,-0.369892869586817,-0.160467018978344,-0.238425037455539,-0.637667984713935,-0.299788546886888,-0.0418479088982868,-0.0237312436947377,-0.0511514495828256,-0.494280266141391,0.234746201636277,-0.708055158429283,-0.025836890514337,-0.54863939321803,-0.427719170452701,-0.443157380602217,-0.0347588544668069,-0.0622465264638375,-0.0025857958522155,-0.304406367638265,-0.560576246999307,-0.163216722652317,0.168620074911972,0.0702858646815788,-0.218305523577337,0.12915668414929,-0.525087151898524,0.561538738872403,0.129657194973043,-0.777872457188944,-0.167438427457575,-0.553138521942343,0.025890668909521
healthy,-0.0935750373758387,0.0034261226599875,-0.157582749372014,-0.190626572542588,-0.144116512733965,-0.0493702470179731,0.116858586738182,-0.11538070032599,0.0425496769165349,0.150846725834879,0.0136789498386517,-0.103512449051512,0.0776882957657057,-0.0566406329633811,0.118116569773711,-0.283557814527109,-0.0771185730364853,-0.0092600081461662,-0.038237433822133,0.208339425879393,0.0289855643530317,0.0033960058778186,-0.0124669571147431,0.0219161008752616,0.0157337195375388,-0.0255844603464494,-0.123365196251003,0.138671583752702,-0.339599781767356,-0.0744169631685297,-0.172343984089656,-0.224435624577299,-0.162611429533885,-0.190765742899221,-0.158543892194581,-0.0023133666772426,-0.0646755700279601,-0.264439390345
healthy,-0.0997739115518995,0.180142225031606,0.0462057643820508,0.0676311937624168,-0.196172036405006,-0.0346980828918806,0.0128519332216877,0.0044784738844858,0.0335196373317461,0.0942252702511845,0.232441503501696,0.0530425621576064,0.240181710539753,-0.382374464661708,0.317100359510359,-0.333929868239626,0.138208155992781,0.410328769758509,0.149054013003325,0.279394238025385,0.0608720215615255,0.213857094467647,0.165028379372437,0.087979722103832,0.0891793341283339,0.0919750420362025,-0.225752357881713,-0.0222390978965451,-0.224264292410332,0.180388645117574,-0.35499713771216,-0.0211105448891061,-0.279392599336869,-0.14994060811797,0.0968160834878427,0.0284055816817334,-0.217741067335861,-0.142961708427202
healthy,0.0522661028855307,-0.470688007930707,-0.354432592614683,-0.412043409294575,0.094580309897328,0.119345931546257,0.0456759844764519,0.0299701786448767,-0.178582572365718,0.0901821489144082,-0.232955914553073,0.0188374848406698,-0.138822810402404,0.0934009332088068,-0.652305436031225,0.122930048387877,-0.119895230800868,-0.322554240272577,-0.583170364991635,-0.550753148385686,-0.494842894935674,-0.0482787292406995,-0.0654676116866992,-0.0488881236550253,0.0143927859844472,-0.311583254437816,0.1463287197974,0.0027290752401119,0.0487255660891745,-0.473663473907304,0.301038168298253,-0.436144668897546,0.139428370491724,-0.312455917951151,-0.297860598782232,-0.314778344815525,0.090891909893181,0.0350330386599904
healthy,0.348780012803078,-0.149235571798386,0.0803445247947561,-0.0931131775619332,0.333360674918573,0.154472653002177,0.0097100613227595,-0.14261445873943,0.0267953330340412,0.0494837075445244,-0.341523233871206,0.0723513480564406,-0.0972213312616998,0.154043299713418,-0.622062813253545,0.702738841200004,-0.318502418571498,-0.631421339754809,-0.483680523831278,-0.48903206015375,-0.212089540557632,0.0142086669123948,0.0316863021892782,-0.109908872556841,-0.275256263402991,-0.39807665992476,0.688287016392102,0.158169022505545,0.530927195312539,-0.121777067153952,0.53754887775703,-0.381128879092294,0.539857317376492,0.30641430186607,-0.367735385010775,-0.433988336775949,0.0518808704726422,0.356845530488028
healthy,-0.140202702977085,0.0008490102328075,-0.228229577049204,-0.224047428535059,-0.167922087752343,-0.110889577761647,0.105943096988319,0.2675656453144,0.165808993895781,0.0992659772031611,0.203672858256371,-0.186178698350646,0.0818169395203121,-0.246028296424903,0.399703253056113,-0.324758099420397,0.39178481790604,0.129240870769615,0.279771526622819,0.271957843097577,0.291590625439913,-0.154089113563213,-0.0894053746857461,0.287568158596314,0.113729029547773,0.0573082822050361,-0.211151334212167,0.0334104744310462,-0.289847257746677,0.0515259841815988,-0.144412235600904,0.163868889349961,-0.630899548182641,0.0564593479979693,-0.00295631946482,0.421947979506531,0.0594828479057176,-0.181929210957726
healthy,-0.0259384219293103,0.0564058150873101,0.0592581543299184,-0.162406923173649,-0.0948296651946916,0.0360335466185196,0.0385607080764405,-0.0022208773936226,0.006847882612032,0.153363763870721,0.133416178833955,-0.0479096047525446,0.0358286505796127,-0.313788100137949,0.398053637652776,-0.323031684466035,0.173970000279589,0.411588910922249,0.151850532216249,0.436203133619054,0.342978805678225,-0.0268608522036002,0.0237751004618973,0.0233490005283278,0.238864212560008,0.249181704130303,-0.540401158217792,-0.0102323844142587,-0.339224122200665,0.138662291461538,-0.0786057323438569,0.178409266415448,-0.303338529800413,-0.0188328819235748,0.228972164033708,0.387935630214821,-0.0028573741638303,-0.322398430507593
healthy,-0.0443391831753267,-0.0269338517049044,0.122791683162368,0.403665780055328,-0.0661126768774815,-0.156060109933591,0.0145160678423417,-0.272080608384569,0.0924930514980365,-0.325459253884659,0.100996095088402,-0.265814259446613,0.152229046867451,0.14716151614519,-0.111198729704012,-0.0753851201673814,-0.281546427976028,0.324828637105053,-0.196933437398699,0.113242182092541,-0.325282175296535,0.0497370205200446,0.0995395733314052,0.0636887778585322,0.0073914254035499,-0.228901609597023,-0.461386100738919,0.188646411388675,-0.393449303498029,-0.108916377688938,-0.239009142457801,-0.304765300853777,0.130508232805545,0.299111605987291,-0.375321359054836,0.259537373953604,-0.233462929104983,0.112615423613785
